//数据集,标签,经度,纬度,级别,国家,省,市,区县,乡镇,村庄,确认,疑似,治愈,死亡,新增确诊,新增疑似,新增治愈,新增死亡,说明,时间
"新型冠状病毒肺炎","",100.267638,25.606486,"市","中国","云南","大理","","","",13,0,2,0,2,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",98.584895,24.433353,"市","中国","云南","德宏州","","","",5,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",104.216248,23.400733,"市","中国","云南","文山州","","","",2,0,0,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",102.832891,24.880095,"市","中国","云南","昆明","","","",45,0,2,0,3,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",100.966512,22.825065,"市","中国","云南","普洱","","","",4,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",103.796167,25.489999,"市","中国","云南","曲靖","","","",12,0,1,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",101.528068,25.045532,"市","中国","云南","楚雄州","","","",4,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",102.546543,24.352036,"市","中国","云南","玉溪","","","",14,0,2,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",103.374799,23.36313,"市","中国","云南","红河","","","",6,0,2,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",100.797777,22.007351,"市","中国","云南","西双版纳州","","","",15,0,2,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",111.765617,40.817498,"省","中国","内蒙古","","","","",58,0,5,0,4,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",113.132585,40.994785,"市","中国","内蒙古","乌兰察布","","","",3,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",106.794249,39.655388,"市","中国","内蒙古","乌海","","","",2,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",122.067042,46.077561,"市","中国","内蒙古","兴安盟乌兰浩特","","","",1,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",109.840347,40.657449,"市","中国","内蒙古","包头","","","",11,0,0,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",119.765744,49.211574,"市","中国","内蒙古","呼伦贝尔","","","",5,0,1,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",111.74918,40.842585,"市","中国","内蒙古","呼和浩特","","","",7,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",107.387657,40.743213,"市","中国","内蒙古","巴彦淖尔","","","",6,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",118.886856,42.257817,"市","中国","内蒙古","赤峰","","","",4,0,1,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",122.243444,43.65289,"市","中国","内蒙古","通辽","","","",6,0,0,0,3,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",109.781327,39.608266,"市","中国","内蒙古","鄂尔多斯","","","",11,0,2,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.048222,43.933454,"市","中国","内蒙古","锡林郭勒","","","",2,0,1,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.407526,39.90403,"省","中国","北京","","","","",342,0,48,3,5,0,4,1,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.416357,39.928353,"市","中国","北京","东城","","","",9,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.287149,39.858427,"市","中国","北京","丰台","","","",30,0,0,0,3,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.341014,39.784747,"市","中国","北京","大兴","","","",36,0,0,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.843177,40.376834,"市","中国","北京","密云","","","",6,0,0,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",115.974848,40.456951,"市","中国","北京","延庆","","","",1,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.642349,40.315704,"市","中国","北京","怀柔","","","",7,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.143267,39.749144,"市","中国","北京","房山","","","",14,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.231204,40.22066,"市","中国","北京","昌平","","","",18,0,0,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.601144,39.948574,"市","中国","北京","朝阳","","","",56,0,0,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.329519,39.972134,"市","中国","北京","海淀","","","",54,0,0,0,2,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.222982,39.906611,"市","中国","北京","石景山","","","",13,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.365868,39.912289,"市","中国","北京","西城","","","",39,0,0,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.656435,39.909946,"市","中国","北京","通州","","","",16,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.102009,39.940646,"市","中国","北京","门头沟","","","",3,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.654561,40.130347,"市","中国","北京","顺义","","","",10,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",121.508903,25.044319,"省","中国","台湾","","","","",18,0,1,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",125.32599,43.896536,"省","中国","吉林","","","","",81,0,13,1,1,0,1,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",124.829026,43.503352,"市","中国","吉林","公主岭","","","",6,0,1,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",126.549576,43.837883,"市","中国","吉林","吉林","","","",5,0,2,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",124.350398,43.166419,"市","中国","吉林","四平","","","",12,0,1,1,0,0,1,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",129.508946,42.891253,"市","中国","吉林","延边","","","",5,0,2,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",124.825117,45.141789,"市","中国","吉林","松原","","","",2,0,1,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",125.683832,42.530341,"市","中国","吉林","梅河口市","","","",1,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",122.839024,45.619641,"市","中国","吉林","白城","","","",1,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",125.143532,42.887918,"市","中国","吉林","辽源","","","",6,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",125.939697,41.728401,"市","中国","吉林","通化","","","",3,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",125.323544,43.817071,"市","中国","吉林","长春","","","",39,0,6,0,2,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",104.075931,30.651651,"省","中国","四川","","","","",417,0,82,1,12,0,6,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",103.765568,29.552106,"市","中国","四川","乐山","","","",3,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",105.058433,29.580228,"市","中国","四川","内江","","","",17,0,2,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",106.110698,30.837793,"市","中国","四川","南充","","","",33,0,4,0,1,0,2,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",104.643215,28.751768,"市","中国","四川","宜宾","","","",9,0,3,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",106.747477,31.867903,"市","中国","四川","巴中","","","",22,0,1,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",105.843357,32.435435,"市","中国","四川","广元","","","",6,0,1,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",106.633212,30.455961,"市","中国","四川","广安","","","",28,0,3,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",104.397894,31.126855,"市","中国","四川","德阳","","","",16,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",104.066541,30.572269,"市","中国","四川","成都","","","",123,0,39,1,3,0,4,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",101.718637,26.582347,"市","中国","四川","攀枝花","","","",13,0,5,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",105.442258,28.871811,"市","中国","四川","泸州","","","",17,0,2,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",101.96231,30.04952,"市","中国","四川","甘孜","","","",23,0,2,0,6,0,2,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",103.848538,30.075439,"市","中国","四川","眉山","","","",7,0,1,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",104.679114,31.46745,"市","中国","四川","绵阳","","","",21,0,4,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",104.778442,29.33903,"市","中国","四川","自贡","","","",9,0,2,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",104.627636,30.128901,"市","中国","四川","资阳","","","",3,0,1,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",107.468023,31.209571,"市","中国","四川","达州","","","",28,0,5,0,3,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",105.592898,30.532847,"市","中国","四川","遂宁","","","",10,0,2,0,2,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",102.224653,31.899413,"市","中国","四川","阿坝","","","",1,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",103.013261,29.980537,"市","中国","四川","雅安","","","",6,0,2,0,0,0,1,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.200983,39.084158,"省","中国","天津","","","","",95,0,8,2,4,0,4,1,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.314324,39.086569,"市","中国","天津","东丽区","","","",4,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.139343,39.217817,"市","中国","天津","北辰区","","","",1,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.150738,39.138203,"市","中国","天津","南开区","","","",3,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.208125,39.118897,"市","中国","天津","和平区","","","",6,0,1,0,0,0,1,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.826625,39.329858,"市","中国","天津","宁河区","","","",4,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.309863,39.717379,"市","中国","天津","宝坻区","","","",35,0,0,1,3,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.044388,39.384119,"市","中国","天津","武清区","","","",1,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.251587,39.128291,"市","中国","天津","河东区","","","",11,0,1,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.196648,39.147869,"市","中国","天津","河北区","","","",10,0,1,0,0,0,1,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.223372,39.109563,"市","中国","天津","河西区","","","",4,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.391976,38.984526,"市","中国","天津","津南区","","","",1,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.78067,39.246083,"市","中国","天津","滨海新区","","","",3,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.151533,39.167345,"市","中国","天津","红桥区","","","",2,0,1,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.013949,39.141591,"市","中国","天津","西青区","","","",4,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",106.258754,38.471317,"省","中国","宁夏","","","","",53,0,14,0,4,0,1,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",105.196902,37.499972,"市","中国","宁夏","中卫","","","",3,0,2,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",106.198393,37.99746,"市","中国","宁夏","吴忠","","","",13,0,4,0,3,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",106.24261,36.015855,"市","中国","宁夏","固原","","","",3,0,2,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",106.586197,38.164406,"市","中国","宁夏","宁东管委会","","","",1,0,1,0,0,0,1,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",106.383303,38.983236,"市","中国","宁夏","石嘴山","","","",1,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",106.230909,38.487193,"市","中国","宁夏","银川","","","",28,0,5,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.284922,31.861184,"省","中国","安徽","","","","",860,0,88,4,30,0,15,1,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",115.778676,33.844582,"市","中国","安徽","亳州","","","",92,0,7,0,5,0,2,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.521854,31.733699,"市","中国","安徽","六安","","","",57,0,3,0,3,0,1,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.227239,31.820586,"市","中国","安徽","合肥","","","",147,0,15,0,11,0,4,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.063754,30.543494,"市","中国","安徽","安庆","","","",78,0,15,0,3,0,3,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",118.758816,30.940718,"市","中国","安徽","宣城","","","",6,0,2,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.964356,33.646373,"市","中国","安徽","宿州","","","",31,0,3,0,3,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.491568,30.6648,"市","中国","安徽","池州","","","",15,0,3,0,3,0,2,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.798265,33.955844,"市","中国","安徽","淮北","","","",23,0,5,0,0,0,1,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.999932,32.625478,"市","中国","安徽","淮南","","","",23,0,4,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",118.317106,32.301556,"市","中国","安徽","滁州","","","",12,0,3,0,1,0,1,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",118.432941,31.352859,"市","中国","安徽","芜湖","","","",30,0,3,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.389719,32.916287,"市","中国","安徽","蚌埠","","","",126,0,2,3,11,0,1,2,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.812079,30.945429,"市","中国","安徽","铜陵","","","",25,0,7,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",115.814204,32.890124,"市","中国","安徽","阜阳","","","",125,0,13,0,7,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",118.506759,31.670452,"市","中国","安徽","马鞍山","","","",31,0,2,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",118.337481,29.714655,"市","中国","安徽","黄山","","","",9,0,1,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.020359,36.66853,"省","中国","山东","","","","",486,0,71,1,42,0,10,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",118.356448,35.104672,"市","中国","山东","临沂","","","",42,0,6,0,2,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",122.120419,37.513068,"市","中国","山东","威海","","","",35,0,8,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.357464,37.434092,"市","中国","山东","德州","","","",32,0,4,0,2,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",119.526888,35.416377,"市","中国","山东","日照","","","",15,0,2,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.323725,34.810487,"市","中国","山东","枣庄","","","",21,0,1,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.087614,36.200252,"市","中国","山东","泰安","","","",31,0,1,0,7,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.119999,36.651216,"市","中国","山东","济南","","","",44,0,7,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.587098,35.414921,"市","中国","山东","济宁","","","",39,0,8,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",118.054927,36.813487,"市","中国","山东","淄博","","","",17,0,1,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",117.970703,37.38199,"市","中国","山东","滨州","","","",11,0,5,0,0,0,1,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",119.161755,36.706774,"市","中国","山东","潍坊","","","",37,0,1,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",121.447935,37.463822,"市","中国","山东","烟台","","","",39,0,3,0,2,0,1,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",115.985371,36.456703,"市","中国","山东","聊城","","","",34,0,2,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",115.480656,35.23375,"市","中国","山东","菏泽","","","",16,0,5,0,0,0,1,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",120.382639,36.067082,"市","中国","山东","青岛","","","",53,0,10,1,4,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",112.562398,37.873531,"省","中国","山西","","","","",122,0,26,0,3,0,1,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",111.518976,36.088005,"市","中国","山西","临汾","","","",2,0,1,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",111.144319,37.518314,"市","中国","山西","吕梁","","","",6,0,3,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",113.300129,40.076762,"市","中国","山西","大同","","","",11,0,3,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",112.548879,37.87059,"市","中国","山西","太原","","","",17,0,3,0,2,0,2,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",112.734174,38.416663,"市","中国","山西","忻州","","","",7,0,0,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",112.752694,37.687024,"市","中国","山西","晋中","","","",32,0,8,0,0,0,2,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",112.851831,35.490701,"市","中国","山西","晋城","","","",8,0,2,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",112.432825,39.331595,"市","中国","山西","朔州","","","",7,0,2,0,1,0,1,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",111.007528,35.026412,"市","中国","山西","运城","","","",18,0,4,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",113.116255,36.195386,"市","中国","山西","长治","","","",7,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",113.580519,37.856971,"市","中国","山西","阳泉","","","",4,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",113.26653,23.132191,"省","中国","广东","","","","",1177,0,181,1,26,0,38,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",113.751765,23.020536,"市","中国","广东","东莞","","","",60,0,3,0,2,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",113.392782,22.517645,"市","中国","广东","中山","","","",56,0,14,0,5,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",113.121416,23.021548,"市","中国","广东","佛山","","","",70,0,4,0,3,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",113.264434,23.129162,"市","中国","广东","广州","","","",314,0,43,0,7,0,7,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",114.416196,23.111847,"市","中国","广东","惠州","","","",52,0,4,0,4,0,3,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.372831,23.549993,"市","中国","广东","揭阳","","","",7,0,1,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.122238,24.288615,"市","中国","广东","梅州","","","",13,0,4,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.681972,23.354091,"市","中国","广东","汕头","","","",25,0,6,0,0,0,1,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",115.375278,22.786211,"市","中国","广东","汕尾","","","",5,0,1,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",113.081901,22.578738,"市","中国","广东","江门","","","",20,0,2,0,1,0,1,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",114.700447,23.743538,"市","中国","广东","河源","","","",3,0,1,0,0,0,1,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",114.057868,22.543099,"市","中国","广东","深圳","","","",369,0,56,0,3,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",113.056031,23.681763,"市","中国","广东","清远","","","",10,0,5,0,0,0,2,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",110.359377,21.270707,"市","中国","广东","湛江","","","",21,0,7,0,0,0,1,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",116.622603,23.65695,"市","中国","广东","潮州","","","",5,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",113.576726,22.270715,"市","中国","广东","珠海","","","",85,0,4,0,2,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",112.465091,23.047191,"市","中国","广东","肇庆","","","",15,0,4,1,1,0,1,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",110.925456,21.662999,"市","中国","广东","茂名","","","",10,0,1,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",111.982232,21.857958,"市","中国","广东","阳江","","","",13,0,1,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",113.597522,24.810403,"市","中国","广东","韶关","","","",6,0,3,0,0,0,1,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",108.327546,22.815478,"省","中国","广西","","","","",215,0,30,1,5,0,12,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",109.119927,21.481254,"市","中国","广西","北海","","","",35,0,3,0,2,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",108.366543,22.817002,"市","中国","广西","南宁","","","",37,0,2,0,2,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",109.221465,23.750306,"市","中国","广西","来宾","","","",11,0,0,0,4,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",109.415953,24.325502,"市","中国","广西","柳州","","","",22,0,3,0,2,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",110.290194,25.273566,"市","中国","广西","桂林","","","",30,0,5,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",111.279115,23.476962,"市","中国","广西","梧州","","","",5,0,3,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",108.085261,24.692931,"市","中国","广西","河池","","","",21,0,0,1,2,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",110.164756,22.636379,"市","中国","广西","玉林","","","",9,0,1,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",106.618201,23.902333,"市","中国","广西","百色","","","",3,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",109.598926,23.11153,"市","中国","广西","贵港","","","",8,0,0,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",111.566694,24.403582,"市","中国","广西","贺州","","","",4,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",108.654146,21.979933,"市","中国","广西","钦州","","","",8,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",108.353846,21.68686,"市","中国","广西","防城港","","","",17,0,1,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",87.627704,43.793026,"省","中国","新疆","","","","",55,0,0,0,6,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",87.616848,43.825592,"市","中国","新疆","乌鲁木齐","","","",20,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",81.324136,43.916823,"市","中国","新疆","伊犁州","","","",10,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",87.54324,44.166756,"市","中国","新疆","六师五家渠","","","",1,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",-200.0,-200.0,"市","中国","新疆","兵团第九师","","","",4,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",-200.0,-200.0,"市","中国","新疆","兵团第十二师","","","",1,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",-200.0,-200.0,"市","中国","新疆","兵团第四师","","","",3,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",89.189651,42.951382,"市","中国","新疆","吐鲁番","","","",1,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",86.145298,41.764115,"市","中国","新疆","巴州","","","",3,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",87.308224,44.011182,"市","中国","新疆","昌吉州","","","",3,0,0,0,1,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",-200.0,-200.0,"市","中国","新疆","第七师","","","",1,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",86.08046,44.305428,"市","中国","新疆","第八师石河子","","","",1,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",80.260605,41.168779,"市","中国","新疆","阿克苏","","","",1,0,0,0,0,0,0,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",118.763232,32.061707,"省","中国","江苏","","","","",515,0,84,0,23,0,12,0,"","2020-02-10 13:00:00"
"新型冠状病毒肺炎","",118.796877,32.060255,"市","中国","江苏","南京","","","",78,0,22,0,7,0,0,0,"","2020-02-10 13:00:00"
