//数据集,标签,经度,纬度,级别,国家,省,市,区县,乡镇,村庄,确认,疑似,治愈,死亡,新增确诊,新增疑似,新增治愈,新增死亡,说明,时间
"新型冠状病毒肺炎","",107.7508,29.320892,"市","中国","重庆","武隆区","","","",1,0,1,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",105.927376,29.356117,"市","中国","重庆","永川区","","","",5,0,4,0,0,0,2,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",106.574271,29.606703,"市","中国","重庆","江北区","","","",28,0,9,0,0,0,1,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",106.259281,29.290069,"市","中国","重庆","江津区","","","",4,0,3,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",106.456878,29.541145,"市","中国","重庆","沙坪坝区","","","",8,0,1,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",107.389298,29.703113,"市","中国","重庆","涪陵区","","","",3,0,2,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",106.568892,29.55275,"市","中国","重庆","渝中区","","","",20,0,14,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",106.631187,29.718143,"市","中国","重庆","渝北区","","","",16,0,9,0,0,0,1,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",105.840556,30.191013,"市","中国","重庆","潼南区","","","",18,0,4,0,0,0,1,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",106.227305,29.592024,"市","中国","重庆","璧山区","","","",9,0,7,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",108.112941,29.9964,"市","中国","重庆","石柱县","","","",14,0,8,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",109.009994,28.409341,"市","中国","重庆","秀山县","","","",1,0,1,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",106.651362,29.028067,"市","中国","重庆","綦江区","","","",23,0,11,0,0,0,1,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",105.594623,29.405002,"市","中国","重庆","荣昌区","","","",9,0,5,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",108.767747,28.841244,"市","中国","重庆","酉阳县","","","",1,0,0,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",106.056404,29.844811,"市","中国","重庆","铜梁区","","","",9,0,4,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",107.081283,29.857996,"市","中国","重庆","长寿区","","","",21,0,10,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",106.53192,29.51419,"市","中国","重庆","高新区","","","",4,0,1,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",108.770678,29.53361,"市","中国","重庆","黔江区","","","",2,0,2,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",108.954239,34.265472,"省","中国","陕西","","","","",245,0,106,1,0,0,1,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",108.708991,34.329605,"市","中国","陕西","咸阳","","","",17,0,8,0,0,0,8,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",109.940477,33.870422,"市","中国","陕西","商洛","","","",7,0,4,0,0,0,4,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",109.029022,32.684714,"市","中国","陕西","安康","","","",26,0,14,0,1,0,14,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",107.237974,34.361979,"市","中国","陕西","宝鸡","","","",13,0,10,0,0,0,10,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",109.489727,36.585455,"市","中国","陕西","延安","","","",8,0,6,0,0,0,6,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",107.983333,34.23333,"市","中国","陕西","杨凌","","","",1,0,0,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",109.734589,38.28539,"市","中国","陕西","榆林","","","",3,0,1,0,0,0,1,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",107.023323,33.06748,"市","中国","陕西","汉中","","","",26,0,5,0,0,0,5,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",109.509786,34.499995,"市","中国","陕西","渭南","","","",15,0,3,0,0,0,3,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",108.940174,34.341568,"市","中国","陕西","西安","","","",120,0,45,1,2,0,45,1,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",108.945233,34.896756,"市","中国","陕西","铜川","","","",8,0,6,0,0,0,6,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",110.442847,35.476788,"市","中国","陕西","韩城","","","",1,0,1,0,0,0,1,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",101.780199,36.620901,"省","中国","青海","","","","",18,0,16,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",100.900997,36.954413,"市","中国","青海","海北州","","","",3,0,0,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",101.778228,36.617144,"市","中国","青海","西宁","","","",15,0,11,0,0,0,8,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",114.163825,22.276284,"省","中国","香港","","","","",67,0,5,2,2,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",126.661669,45.742347,"省","中国","黑龙江","","","","",476,0,134,12,0,0,11,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",131.003138,45.771726,"市","中国","黑龙江","七台河","","","",17,0,6,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",128.841147,47.727536,"市","中国","黑龙江","伊春","","","",1,0,0,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",130.318917,46.799922,"市","中国","黑龙江","佳木斯","","","",15,0,14,0,0,0,2,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",131.159133,46.646508,"市","中国","黑龙江","双鸭山","","","",52,0,8,3,0,0,4,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",126.534967,45.803775,"市","中国","黑龙江","哈尔滨","","","",194,0,48,3,2,0,2,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",124.71108,52.335206,"市","中国","黑龙江","大兴安岭地区","","","",2,0,2,0,-37,0,2,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",125.103784,46.589309,"市","中国","黑龙江","大庆","","","",26,0,7,1,3,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",129.633163,44.551655,"市","中国","黑龙江","牡丹江","","","",14,0,1,0,1,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",126.968887,46.653845,"市","中国","黑龙江","绥化","","","",47,0,20,4,0,0,4,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",130.969333,45.295075,"市","中国","黑龙江","鸡西","","","",46,0,3,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",130.297964,47.349916,"市","中国","黑龙江","鹤岗","","","",5,0,2,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",127.52856,50.245329,"市","中国","黑龙江","黑河","","","",14,0,3,0,0,0,3,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",123.918186,47.354348,"市","中国","黑龙江","齐齐哈尔","","","",43,0,11,1,0,0,1,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎",,104.2,35.86,"国家","中国",,,,,,74680,0,16572,2122,5,0,327,1,,"2020-02-20 21:48:00"
"新型冠状病毒肺炎","",105.32,61.52,"国家","俄罗斯","","","","","",2,0,2,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",-106.35,56.13,"国家","加拿大","","","","","",8,0,1,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",78.96,20.59,"国家","印度","","","","","",3,0,3,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",-3.44,55.38,"国家","大不列颠联合王国","","","","","",9,0,8,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",84.12,28.39,"国家","尼泊尔","","","","","",1,0,1,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",-51.93,-14.24,"国家","巴西","","","","","",1,0,0,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",10.45,51.17,"国家","德国","","","","","",16,0,9,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",12.57,41.87,"国家","意大利","","","","","",3,0,0,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",80.77,7.87,"国家","斯里兰卡","","","","","",1,0,1,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",103.82,1.35,"国家","新加坡","","","","","",85,0,37,0,1,0,8,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",138.25,36.2,"国家","日本","","","","","",725,0,1,3,104,0,0,2,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",105.46,12.0,"国家","柬埔寨","","","","","",1,0,1,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",4.47,50.5,"国家","比利时","","","","","",1,0,1,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",2.21,46.23,"国家","法国","","","","","",12,0,4,1,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",100.99,15.87,"国家","泰国","","","","","",35,0,17,0,2,0,7,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",133.78,-25.27,"国家","澳大利亚","","","","","",15,0,5,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",18.64,60.13,"国家","瑞典","","","","","",1,0,0,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",-95.71,37.09,"国家","美国","","","","","",15,0,3,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",25.75,61.92,"国家","芬兰","","","","","",1,0,1,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",121.77,12.88,"国家","菲律宾","","","","","",3,0,1,1,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",-3.75,40.46,"国家","西班牙","","","","","",2,0,0,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",108.28,14.06,"国家","越南","","","","","",16,0,9,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",53.85,23.42,"国家","阿拉伯联合酋长国","","","","","",9,0,4,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",127.98,37.66,"国家","韩国","","","","","",104,0,12,1,53,0,0,1,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎","",101.98,4.21,"国家","马来西亚","","","","","",22,0,15,0,0,0,0,0,"","2020-02-20 21:48:00"
"新型冠状病毒肺炎",,149.828481,23.206391,"全球",,,,,,,75771,0,16708,2128,165,0,342,4,,"2020-02-20 21:48:00"
"新型冠状病毒肺炎","",121.473701,31.230416,"省","中国","上海","","","","",333,0,186,2,0,0,9,1,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",121.2653,31.375602,"市","中国","上海","嘉定","","","",9,0,2,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",121.474042,30.917795,"市","中国","上海","奉贤","","","",9,0,3,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",121.489612,31.405457,"市","中国","上海","宝山","","","",21,0,7,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",121.397514,31.626945,"市","中国","上海","崇明","","","",4,0,2,0,0,0,1,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",121.437866,31.19919,"市","中国","上海","徐汇","","","",18,0,8,0,0,0,2,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",121.395555,31.24984,"市","中国","上海","普陀","","","",11,0,5,0,0,0,1,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",121.526077,31.259541,"市","中国","上海","杨浦","","","",9,0,4,0,0,0,1,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",121.227747,31.032243,"市","中国","上海","松江","","","",14,0,7,0,0,0,1,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",121.544379,31.221517,"市","中国","上海","浦东","","","",60,0,37,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",121.505133,31.2646,"市","中国","上海","虹口","","","",7,0,4,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",121.34197,30.741991,"市","中国","上海","金山","","","",3,0,2,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",121.424624,31.220367,"市","中国","上海","长宁","","","",13,0,8,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",121.381709,31.112813,"市","中国","上海","闵行","","","",18,0,14,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",121.124178,31.150681,"市","中国","上海","青浦","","","",5,0,5,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",121.459384,31.247105,"市","中国","上海","静安","","","",16,0,10,0,0,0,1,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",121.46924,31.22986,"市","中国","上海","黄浦","","","",6,0,2,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",102.710002,25.045806,"省","中国","云南","","","","",172,0,60,1,-1,0,3,1,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",100.079583,23.877573,"市","中国","云南","临沧","","","",1,0,1,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",100.22775,26.855047,"市","中国","云南","丽江市","","","",7,0,7,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",99.161761,25.112046,"市","中国","云南","保山市","","","",9,0,3,0,0,0,1,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",100.267638,25.606486,"市","中国","云南","大理","","","",13,0,10,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",98.584895,24.433353,"市","中国","云南","德宏州","","","",5,0,2,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",104.216248,23.400733,"市","中国","云南","文山州","","","",2,0,0,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",102.832891,24.880095,"市","中国","云南","昆明","","","",53,0,15,0,1,0,2,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",100.966512,22.825065,"市","中国","云南","普洱","","","",4,0,3,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",103.796167,25.489999,"市","中国","云南","曲靖","","","",13,0,6,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",101.528068,25.045532,"市","中国","云南","楚雄州","","","",4,0,1,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",102.546543,24.352036,"市","中国","云南","玉溪","","","",14,0,3,1,0,0,0,1,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",103.374799,23.36313,"市","中国","云南","红河","","","",8,0,3,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",100.797777,22.007351,"市","中国","云南","西双版纳州","","","",15,0,4,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",111.765617,40.817498,"省","中国","内蒙古","","","","",75,0,11,0,0,0,2,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",113.132585,40.994785,"市","中国","内蒙古","乌兰察布","","","",3,0,1,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",106.794249,39.655388,"市","中国","内蒙古","乌海","","","",2,0,0,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",122.067042,46.077561,"市","中国","内蒙古","兴安盟乌兰浩特","","","",1,0,0,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",109.840347,40.657449,"市","中国","内蒙古","包头","","","",11,0,0,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",119.765744,49.211574,"市","中国","内蒙古","呼伦贝尔","","","",7,0,1,0,1,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",111.74918,40.842585,"市","中国","内蒙古","呼和浩特","","","",7,0,0,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",107.387657,40.743213,"市","中国","内蒙古","巴彦淖尔","","","",8,0,0,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",118.886856,42.257817,"市","中国","内蒙古","赤峰","","","",9,0,3,0,0,0,1,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",122.243444,43.65289,"市","中国","内蒙古","通辽","","","",7,0,0,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",109.781327,39.608266,"市","中国","内蒙古","鄂尔多斯","","","",11,0,3,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",116.048222,43.933454,"市","中国","内蒙古","锡林郭勒","","","",9,0,1,0,1,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",116.407526,39.90403,"省","中国","北京","","","","",395,0,153,4,2,0,8,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",116.416357,39.928353,"市","中国","北京","东城","","","",12,0,0,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",116.287149,39.858427,"市","中国","北京","丰台","","","",40,0,0,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",116.341014,39.784747,"市","中国","北京","大兴","","","",39,0,0,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",116.843177,40.376834,"市","中国","北京","密云","","","",7,0,0,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",115.974848,40.456951,"市","中国","北京","延庆","","","",1,0,0,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",116.642349,40.315704,"市","中国","北京","怀柔","","","",7,0,0,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",116.143267,39.749144,"市","中国","北京","房山","","","",16,0,0,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",116.231204,40.22066,"市","中国","北京","昌平","","","",29,0,0,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",116.329519,39.972134,"市","中国","北京","海淀","","","",61,0,0,0,1,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",116.222982,39.906611,"市","中国","北京","石景山","","","",14,0,0,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",116.365868,39.912289,"市","中国","北京","西城","","","",52,0,0,0,5,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",116.656435,39.909946,"市","中国","北京","通州","","","",18,0,0,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",116.102009,39.940646,"市","中国","北京","门头沟","","","",3,0,0,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",116.654561,40.130347,"市","中国","北京","顺义","","","",10,0,0,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",121.508903,25.044319,"省","中国","台湾","","","","",24,0,2,1,2,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",125.32599,43.896536,"省","中国","吉林","","","","",91,0,40,1,1,0,4,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",124.829026,43.503352,"市","中国","吉林","公主岭","","","",6,0,2,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",126.549576,43.837883,"市","中国","吉林","吉林","","","",5,0,3,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",124.350398,43.166419,"市","中国","吉林","四平","","","",15,0,4,1,1,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",129.508946,42.891253,"市","中国","吉林","延边","","","",5,0,4,0,0,0,2,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",124.825117,45.141789,"市","中国","吉林","松原","","","",2,0,1,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",125.683832,42.530341,"市","中国","吉林","梅河口市","","","",1,0,1,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",122.839024,45.619641,"市","中国","吉林","白城","","","",1,0,0,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",125.143532,42.887918,"市","中国","吉林","辽源","","","",7,0,1,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",125.939697,41.728401,"市","中国","吉林","通化","","","",3,0,1,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",125.323544,43.817071,"市","中国","吉林","长春","","","",45,0,19,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",104.075931,30.651651,"省","中国","四川","","","","",520,0,198,3,6,0,21,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",103.765568,29.552106,"市","中国","四川","乐山","","","",3,0,2,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",105.058433,29.580228,"市","中国","四川","内江","","","",22,0,6,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",106.110698,30.837793,"市","中国","四川","南充","","","",38,0,13,0,0,0,1,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",104.643215,28.751768,"市","中国","四川","宜宾","","","",12,0,6,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",106.747477,31.867903,"市","中国","四川","巴中","","","",24,0,3,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",105.843357,32.435435,"市","中国","四川","广元","","","",6,0,4,0,0,0,1,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",106.633212,30.455961,"市","中国","四川","广安","","","",30,0,16,0,0,0,2,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",104.397894,31.126855,"市","中国","四川","德阳","","","",17,0,1,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",104.066541,30.572269,"市","中国","四川","成都","","","",141,0,61,3,1,0,5,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",101.718637,26.582347,"市","中国","四川","攀枝花","","","",16,0,11,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",105.442258,28.871811,"市","中国","四川","泸州","","","",20,0,3,0,1,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",101.96231,30.04952,"市","中国","四川","甘孜","","","",65,0,8,0,3,0,2,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",103.848538,30.075439,"市","中国","四川","眉山","","","",8,0,2,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",104.679114,31.46745,"市","中国","四川","绵阳","","","",22,0,10,0,0,0,1,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",104.778442,29.33903,"市","中国","四川","自贡","","","",9,0,4,0,0,0,2,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",104.627636,30.128901,"市","中国","四川","资阳","","","",3,0,2,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",107.468023,31.209571,"市","中国","四川","达州","","","",40,0,8,0,1,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",105.592898,30.532847,"市","中国","四川","遂宁","","","",17,0,9,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",102.224653,31.899413,"市","中国","四川","阿坝","","","",1,0,1,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",103.013261,29.980537,"市","中国","四川","雅安","","","",7,0,2,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",117.200983,39.084158,"省","中国","天津","","","","",130,0,54,3,2,0,6,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",117.314324,39.086569,"市","中国","天津","东丽区","","","",4,0,1,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",117.139343,39.217817,"市","中国","天津","北辰区","","","",6,0,1,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",117.150738,39.138203,"市","中国","天津","南开区","","","",6,0,1,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",117.208125,39.118897,"市","中国","天津","和平区","","","",6,0,4,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",117.826625,39.329858,"市","中国","天津","宁河区","","","",4,0,0,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",117.309863,39.717379,"市","中国","天津","宝坻区","","","",55,0,12,0,2,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",117.044388,39.384119,"市","中国","天津","武清区","","","",2,0,1,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",117.251587,39.128291,"市","中国","天津","河东区","","","",15,0,7,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",117.196648,39.147869,"市","中国","天津","河北区","","","",12,0,8,0,0,0,1,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",117.223372,39.109563,"市","中国","天津","河西区","","","",4,0,2,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",117.391976,38.984526,"市","中国","天津","津南区","","","",1,0,1,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",117.78067,39.246083,"市","中国","天津","滨海新区","","","",3,0,1,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",117.151533,39.167345,"市","中国","天津","红桥区","","","",2,0,2,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",117.013949,39.141591,"市","中国","天津","西青区","","","",4,0,4,0,0,0,1,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",106.258754,38.471317,"省","中国","宁夏","","","","",71,0,42,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",105.196902,37.499972,"市","中国","宁夏","中卫","","","",3,0,3,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",106.198393,37.99746,"市","中国","宁夏","吴忠","","","",28,0,9,0,1,0,3,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",106.24261,36.015855,"市","中国","宁夏","固原","","","",5,0,3,0,0,0,1,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",106.586197,38.164406,"市","中国","宁夏","宁东管委会","","","",1,0,1,0,0,0,0,0,"","2020-02-19 13:00:00"
"新型冠状病毒肺炎","",106.383303,38.983236,"市","中国","宁夏","石嘴山","","","",1,0,1,0,0,0,0,0,"","2020-02-19 13:00:00"
