gcid,levelid,longitude,latitude,chinese_name,english_name,code1,code2,code3,code4,code5,alias1,alias2,alias3,alias4,alias5,area,population,owner,continentid,countryid,provinceid,cityid,countyid,townid,villageid,buildingid,comments
2438,6,111.970727,43.651141,二连浩特市,,152501,0479,152501000000,,,二连浩特,,,,,,,1235,2,100,1004,1235,2438,,,,
2439,6,116.07914,43.931172,锡林浩特市,,152502,0479,152502000000,,,锡林浩特,,,,,,,1235,2,100,1004,1235,2439,,,,
2440,6,114.943616,44.021157,阿巴嘎旗,,152522,0479,152522000000,,,,,,,,,,1235,2,100,1004,1235,2440,,,,
2441,6,113.659968,43.857946,苏尼特左旗,,152523,0479,152523000000,,,,,,,,,,1235,2,100,1004,1235,2441,,,,
2442,6,112.634852,42.741027,苏尼特右旗,,152524,0479,152524000000,,,,,,,,,,1235,2,100,1004,1235,2442,,,,
2443,6,116.967574,45.496421,东乌珠穆沁旗,,152525,0479,152525000000,,,,,,,,,,1235,2,100,1004,1235,2443,,,,
2444,6,117.602033,44.586265,西乌珠穆沁旗,,152526,0479,152526000000,,,,,,,,,,1235,2,100,1004,1235,2444,,,,
2445,6,115.276383,41.875053,太仆寺旗,,152527,0479,152527000000,,,,,,,,,,1235,2,100,1004,1235,2445,,,,
2446,6,113.840416,42.230508,镶黄旗,,152528,0479,152528000000,,,,,,,,,,1235,2,100,1004,1235,2446,,,,
2447,6,115.023151,42.285367,正镶白旗,,152529,0479,152529000000,,,,,,,,,,1235,2,100,1004,1235,2447,,,,
2448,6,115.986059,42.239616,正蓝旗,,152530,0479,152530000000,,,,,,,,,,1235,2,100,1004,1235,2448,,,,
2449,6,116.479193,42.201488,多伦县,,152531,0479,152531000000,,,多伦,,,,,,,1235,2,100,1004,1235,2449,,,,
2450,6,118.824931,45.718726,乌拉盖管委会,,152525,0479,152571000000,,,,,,,,,,1235,2,100,1004,1235,2450,,,,
2451,6,105.662181,38.832953,阿拉善左旗,,152921,0483,152921000000,,,,,,,,,,1236,2,100,1004,1236,2451,,,,
2452,6,101.664958,39.215589,阿拉善右旗,,152922,0483,152922000000,,,,,,,,,,1236,2,100,1004,1236,2452,,,,
2453,6,101.053376,41.952492,额济纳旗,,152923,0483,152923000000,,,,,,,,,,1236,2,100,1004,1236,2453,,,,
2454,6,106.685881,39.437353,内蒙古阿拉善经济开发区,,152921,0483,152971000000,,,,,,,,,,1236,2,100,1004,1236,2454,,,,
2455,6,123.389538,41.787005,和平区,,210102,024,210102000000,,,和平,,,,,,,1237,2,100,1005,1237,2455,,,,
2456,6,123.45282,41.793277,沈河区,,210103,024,210103000000,,,沈河,,,,,,,1237,2,100,1005,1237,2456,,,,
2457,6,123.50295,41.810932,大东区,,210104,024,210104000000,,,大东,,,,,,,1237,2,100,1005,1237,2457,,,,
2458,6,123.435849,41.822383,皇姑区,,210105,024,210105000000,,,皇姑,,,,,,,1237,2,100,1005,1237,2458,,,,
2459,6,123.370184,41.800482,铁西区,,210106,024,210106000000,,,铁西,,,,,,,1237,2,100,1005,1237,2459,,,,
2460,6,123.338014,41.662387,苏家屯区,,210111,024,210111000000,,,苏家屯,,,,,,,1237,2,100,1005,1237,2460,,,,
2461,6,123.443626,41.712523,浑南区,,210112,024,210112000000,,,浑南,,,,,,,1237,2,100,1005,1237,2461,,,,
2462,6,123.577464,41.910403,沈北新区,,210113,024,210113000000,,,沈北新,,,,,,,1237,2,100,1005,1237,2462,,,,
2463,6,123.302211,41.791427,于洪区,,210114,024,210114000000,,,于洪,,,,,,,1237,2,100,1005,1237,2463,,,,
2464,6,122.760015,41.514641,辽中区,,210115,024,210115000000,,,辽中,,,,,,,1237,2,100,1005,1237,2464,,,,
2465,6,123.349497,42.738579,康平县,,210123,024,210123000000,,,康平,,,,,,,1237,2,100,1005,1237,2465,,,,
2466,6,123.434274,42.498345,法库县,,210124,024,210124000000,,,法库,,,,,,,1237,2,100,1005,1237,2466,,,,
2467,6,122.720124,41.930417,新民市,,210181,024,210181000000,,,新民,,,,,,,1237,2,100,1005,1237,2467,,,,
2468,6,121.639944,38.917757,中山区,,210202,0411,210202000000,,,中山,,,,,,,1238,2,100,1005,1238,2468,,,,
2469,6,121.607383,38.913911,西岗区,,210203,0411,210203000000,,,西岗,,,,,,,1238,2,100,1005,1238,2469,,,,
2470,6,121.589261,38.904042,沙河口区,,210204,0411,210204000000,,,沙河口,,,,,,,1238,2,100,1005,1238,2470,,,,
2471,6,121.520364,38.952448,甘井子区,,210211,0411,210211000000,,,甘井子,,,,,,,1238,2,100,1005,1238,2471,,,,
2472,6,121.256772,38.850789,旅顺口区,,210212,0411,210212000000,,,旅顺口,,,,,,,1238,2,100,1005,1238,2472,,,,
2473,6,121.777657,39.049436,金州区,,210213,0411,210213000000,,,金州,,,,,,,1238,2,100,1005,1238,2473,,,,
2474,6,122.256715,39.740544,普兰店区,,210214,0411,210214000000,,,普兰店,,,,,,,1238,2,100,1005,1238,2474,,,,
2475,6,122.583696,39.271718,长海县,,210224,0411,210224000000,,,长海,,,,,,,1238,2,100,1005,1238,2475,,,,
2476,6,121.974555,39.62586,瓦房店市,,210281,0411,210281000000,,,瓦房店,,,,,,,1238,2,100,1005,1238,2476,,,,
2477,6,122.962127,39.679559,庄河市,,210283,0411,210283000000,,,庄河,,,,,,,1238,2,100,1005,1238,2477,,,,
2478,6,122.98557,41.088039,铁东区,,210302,0412,210302000000,,,铁东,,,,,,,1239,2,100,1005,1239,2478,,,,
2479,6,122.964243,41.118027,铁西区,,210303,0412,210303000000,,,铁西,,,,,,,1239,2,100,1005,1239,2479,,,,
2480,6,123.023423,41.148345,立山区,,210304,0412,210304000000,,,立山,,,,,,,1239,2,100,1005,1239,2480,,,,
2481,6,122.943997,41.067142,千山区,,210311,0412,210311000000,,,千山,,,,,,,1239,2,100,1005,1239,2481,,,,
2482,6,122.430735,41.410474,台安县,,210321,0412,210321000000,,,台安,,,,,,,1239,2,100,1005,1239,2482,,,,
2483,6,123.275279,40.289448,岫岩满族自治县,,210323,0412,210323000000,,,,,,,,,,1239,2,100,1005,1239,2483,,,,
2484,6,122.680037,40.880709,海城市,,210381,0412,210381000000,,,海城,,,,,,,1239,2,100,1005,1239,2484,,,,
2485,6,123.907161,41.859988,新抚区,,210402,0413,210402000000,,,新抚,,,,,,,1240,2,100,1005,1240,2485,,,,
2486,6,124.032632,41.850806,东洲区,,210403,0413,210403000000,,,东洲,,,,,,,1240,2,100,1005,1240,2486,,,,
2487,6,123.778267,41.851396,望花区,,210404,0413,210404000000,,,望花,,,,,,,1240,2,100,1005,1240,2487,,,,
2488,6,123.939295,41.881244,顺城区,,210411,0413,210411000000,,,顺城,,,,,,,1240,2,100,1005,1240,2488,,,,
2489,6,124.091832,41.920183,抚顺县,,210421,0413,210421000000,,,抚顺,,,,,,,1240,2,100,1005,1240,2489,,,,
2490,6,125.033837,41.731847,新宾满族自治县,,210422,0413,210422000000,,,,,,,,,,1240,2,100,1005,1240,2490,,,,
2491,6,124.918323,42.098434,清原满族自治县,,210423,0413,210423000000,,,,,,,,,,1240,2,100,1005,1240,2491,,,,
2492,6,123.763042,41.297609,平山区,,210502,0414,210502000000,,,平山,,,,,,,1241,2,100,1005,1241,2492,,,,
2493,6,123.761757,41.327106,溪湖区,,210503,0414,210503000000,,,溪湖,,,,,,,1241,2,100,1005,1241,2493,,,,
2494,6,123.811422,41.306677,明山区,,210504,0414,210504000000,,,明山,,,,,,,1241,2,100,1005,1241,2494,,,,
2495,6,123.738934,41.098498,南芬区,,210505,0414,210505000000,,,南芬,,,,,,,1241,2,100,1005,1241,2495,,,,
2496,6,124.114398,41.299608,本溪满族自治县,,210521,0414,210521000000,,,,,,,,,,1241,2,100,1005,1241,2496,,,,
2497,6,125.354791,41.264861,桓仁满族自治县,,210522,0414,210522000000,,,,,,,,,,1241,2,100,1005,1241,2497,,,,
2498,6,124.389916,40.134921,元宝区,,210602,0415,210602000000,,,元宝,,,,,,,1242,2,100,1005,1242,2498,,,,
2499,6,124.354468,40.103632,振兴区,,210603,0415,210603000000,,,振兴,,,,,,,1242,2,100,1005,1242,2499,,,,
2500,6,124.422338,40.15668,振安区,,210604,0415,210604000000,,,振安,,,,,,,1242,2,100,1005,1242,2500,,,,
2501,6,124.777941,40.729671,宽甸满族自治县,,210624,0415,210624000000,,,,,,,,,,1242,2,100,1005,1242,2501,,,,
2502,6,124.146927,39.861486,东港市,,210681,0415,210681000000,,,东港,,,,,,,1242,2,100,1005,1242,2502,,,,
2503,6,124.060995,40.450649,凤城市,,210682,0415,210682000000,,,凤城,,,,,,,1242,2,100,1005,1242,2503,,,,
2504,6,121.122635,41.115179,古塔区,,210702,0416,210702000000,,,古塔,,,,,,,1243,2,100,1005,1243,2504,,,,
2505,6,121.145273,41.112959,凌河区,,210703,0416,210703000000,,,凌河,,,,,,,1243,2,100,1005,1243,2505,,,,
2506,6,121.098231,41.107071,太和区,,210711,0416,210711000000,,,太和,,,,,,,1243,2,100,1005,1243,2506,,,,
2507,6,122.117894,41.66364,黑山县,,210726,0416,210726000000,,,黑山,,,,,,,1243,2,100,1005,1243,2507,,,,
2508,6,121.233579,41.530925,义县,,210727,0416,210727000000,,,,,,,,,,1243,2,100,1005,1243,2508,,,,
2509,6,121.352069,41.171303,凌海市,,210781,0416,210781000000,,,凌海,,,,,,,1243,2,100,1005,1243,2509,,,,
2510,6,121.79057,41.596607,北镇市,,210782,0416,210782000000,,,北镇,,,,,,,1243,2,100,1005,1243,2510,,,,
2511,6,122.253796,40.671103,站前区,,210802,0417,210802000000,,,站前,,,,,,,1244,2,100,1005,1244,2511,,,,
2512,6,122.201197,40.664814,西市区,,210803,0417,210803000000,,,西市,,,,,,,1244,2,100,1005,1244,2512,,,,
2513,6,122.102427,40.229078,鲅鱼圈区,,210804,0417,210804000000,,,鲅鱼圈,,,,,,,1244,2,100,1005,1244,2513,,,,
2514,6,122.374582,40.678554,老边区,,210811,0417,210811000000,,,老边,,,,,,,1244,2,100,1005,1244,2514,,,,
2515,6,122.343641,40.399053,盖州市,,210881,0417,210881000000,,,盖州,,,,,,,1244,2,100,1005,1244,2515,,,,
2516,6,122.503997,40.643096,大石桥市,,210882,0417,210882000000,,,大石桥,,,,,,,1244,2,100,1005,1244,2516,,,,
2517,6,121.650878,42.011157,海州区,,210902,0418,210902000000,,,海州,,,,,,,1245,2,100,1005,1245,2517,,,,
2518,6,121.787072,42.085461,新邱区,,210903,0418,210903000000,,,新邱,,,,,,,1245,2,100,1005,1245,2518,,,,
2519,6,121.673086,42.008472,太平区,,210904,0418,210904000000,,,太平,,,,,,,1245,2,100,1005,1245,2519,,,,
2520,6,121.410318,41.780707,清河门区,,210905,0418,210905000000,,,清河门,,,,,,,1245,2,100,1005,1245,2520,,,,
2521,6,121.675107,42.023365,细河区,,210911,0418,210911000000,,,细河,,,,,,,1245,2,100,1005,1245,2521,,,,
2522,6,121.752386,42.062971,阜新蒙古族自治县,,210921,0418,210921000000,,,,,,,,,,1245,2,100,1005,1245,2522,,,,
2523,6,122.533542,42.38445,彰武县,,210922,0418,210922000000,,,彰武,,,,,,,1245,2,100,1005,1245,2523,,,,
2524,6,123.16852,41.268192,白塔区,,211002,0419,211002000000,,,白塔,,,,,,,1246,2,100,1005,1246,2524,,,,
2525,6,123.179601,41.260479,文圣区,,211002,0419,211003000000,,,文圣,,,,,,,1246,2,100,1005,1246,2525,,,,
2526,6,123.190911,41.215572,宏伟区,,211004,0419,211004000000,,,宏伟,,,,,,,1246,2,100,1005,1246,2526,,,,
2527,6,123.413748,41.149687,弓长岭区,,211005,0419,211005000000,,,弓长岭,,,,,,,1246,2,100,1005,1246,2527,,,,
2528,6,123.175992,41.251148,太子河区,,211002,0419,211011000000,,,太子河,,,,,,,1246,2,100,1005,1246,2528,,,,
2529,6,123.099827,41.203129,辽阳县,,211021,0419,211021000000,,,辽阳,,,,,,,1246,2,100,1005,1246,2529,,,,
2530,6,123.333342,41.424093,灯塔市,,211081,0419,211081000000,,,灯塔,,,,,,,1246,2,100,1005,1246,2530,,,,
2531,6,122.054627,41.188473,双台子区,,211102,0427,211102000000,,,双台子,,,,,,,1247,2,100,1005,1247,2531,,,,
2532,6,122.064401,41.156555,兴隆台区,,211103,0427,211103000000,,,兴隆台,,,,,,,1247,2,100,1005,1247,2532,,,,
2533,6,122.065222,41.117905,大洼区,,211100,0427,211104000000,,,大洼,,,,,,,1247,2,100,1005,1247,2533,,,,
2534,6,121.991199,41.240866,盘山县,,211122,0427,211122000000,,,盘山,,,,,,,1247,2,100,1005,1247,2534,,,,
2535,6,123.836448,42.284014,银州区,,211202,0410,211202000000,,,银州,,,,,,,1248,2,100,1005,1248,2535,,,,
2536,6,123.720155,42.221542,清河区,,211200,0410,211204000000,,,清河,,,,,,,1248,2,100,1005,1248,2536,,,,
2537,6,123.72299,42.221154,铁岭县,,211221,0410,211221000000,,,铁岭,,,,,,,1248,2,100,1005,1248,2537,,,,
2538,6,124.721401,42.735724,西丰县,,211223,0410,211223000000,,,西丰,,,,,,,1248,2,100,1005,1248,2538,,,,
2539,6,124.104836,42.783295,昌图县,,211224,0410,211224000000,,,昌图,,,,,,,1248,2,100,1005,1248,2539,,,,
2540,6,123.561288,42.465452,调兵山市,,211281,0410,211281000000,,,调兵山,,,,,,,1248,2,100,1005,1248,2540,,,,
2541,6,124.032117,42.543945,开原市,,211282,0410,211282000000,,,开原,,,,,,,1248,2,100,1005,1248,2541,,,,
2542,6,120.448076,41.56335,双塔区,,211302,0421,211302000000,,,双塔,,,,,,,1249,2,100,1005,1249,2542,,,,
2543,6,120.40761,41.574413,龙城区,,211303,0421,211303000000,,,龙城,,,,,,,1249,2,100,1005,1249,2543,,,,
2544,6,120.384092,41.49546,朝阳县,,211321,0421,211321000000,,,朝阳,,,,,,,1249,2,100,1005,1249,2544,,,,
2545,6,119.637297,41.40121,建平县,,211322,0421,211322000000,,,建平,,,,,,,1249,2,100,1005,1249,2545,,,,
2546,6,119.735162,41.126276,喀喇沁左翼蒙古族自治县,,211324,0421,211324000000,,,,,,,,,,1249,2,100,1005,1249,2546,,,,
2547,6,120.765288,41.798494,北票市,,211381,0421,211381000000,,,北票,,,,,,,1249,2,100,1005,1249,2547,,,,
2548,6,119.395052,41.243303,凌源市,,211382,0421,211382000000,,,凌源,,,,,,,1249,2,100,1005,1249,2548,,,,
2549,6,120.864114,40.773016,连山区,,211402,0429,211402000000,,,连山,,,,,,,1250,2,100,1005,1250,2549,,,,
2550,6,120.888697,40.734124,龙港区,,211403,0429,211403000000,,,龙港,,,,,,,1250,2,100,1005,1250,2550,,,,
2551,6,120.744362,41.105226,南票区,,211404,0429,211404000000,,,南票,,,,,,,1250,2,100,1005,1250,2551,,,,
2552,6,120.338654,40.324179,绥中县,,211421,0429,211421000000,,,绥中,,,,,,,1250,2,100,1005,1250,2552,,,,
2553,6,119.831332,40.822856,建昌县,,211422,0429,211422000000,,,建昌,,,,,,,1250,2,100,1005,1250,2553,,,,
2554,6,120.723015,40.613278,兴城市,,211481,0429,211481000000,,,兴城,,,,,,,1250,2,100,1005,1250,2554,,,,
2555,6,125.343588,43.861514,南关区,,220102,0431,220102000000,,,南关,,,,,,,1251,2,100,1006,1251,2555,,,,
2556,6,125.320043,43.941229,宽城区,,220103,0431,220103000000,,,宽城,,,,,,,1251,2,100,1006,1251,2556,,,,
2557,6,125.281897,43.83113,朝阳区,,220104,0431,220104000000,,,朝阳,,,,,,,1251,2,100,1006,1251,2557,,,,
2558,6,125.367583,43.863086,二道区,,220105,0431,220105000000,,,二道,,,,,,,1251,2,100,1006,1251,2558,,,,
2559,6,125.249749,43.878645,绿园区,,220106,0431,220106000000,,,绿园,,,,,,,1251,2,100,1006,1251,2559,,,,
2560,6,125.658521,43.522932,双阳区,,220112,0431,220112000000,,,双阳,,,,,,,1251,2,100,1006,1251,2560,,,,
2561,6,125.833446,44.149676,九台区,,220113,0431,220113000000,,,九台,,,,,,,1251,2,100,1006,1251,2561,,,,
2562,6,125.178191,44.430784,农安县,,220122,0431,220122000000,,,农安,,,,,,,1251,2,100,1006,1251,2562,,,,
2563,6,125.420549,43.876511,长春经济技术开发区,,220102,0431,220171000000,,,,,,,,,,1251,2,100,1006,1251,2563,,,,
2564,6,125.418087,43.763937,长春净月高新技术产业开发区,,220102,0431,220172000000,,,,,,,,,,1251,2,100,1006,1251,2564,,,,
2565,6,125.407831,43.974644,长春高新技术产业开发区,,220103,0431,220173000000,,,,,,,,,,1251,2,100,1006,1251,2565,,,,
2566,6,125.237714,43.87216,长春汽车经济技术开发区,,220106,0431,220174000000,,,,,,,,,,1251,2,100,1006,1251,2566,,,,
2567,6,126.527251,44.838339,榆树市,,220182,0431,220182000000,,,榆树,,,,,,,1251,2,100,1006,1251,2567,,,,
2568,6,125.722217,44.519766,德惠市,,220183,0431,220183000000,,,德惠,,,,,,,1251,2,100,1006,1251,2568,,,,
2569,6,126.569069,43.879628,昌邑区,,220202,0432,220202000000,,,昌邑,,,,,,,1252,2,100,1006,1252,2569,,,,
2570,6,126.556529,43.908614,龙潭区,,220203,0432,220203000000,,,龙潭,,,,,,,1252,2,100,1006,1252,2570,,,,
2571,6,126.53525,43.83117,船营区,,220204,0432,220204000000,,,船营,,,,,,,1252,2,100,1006,1252,2571,,,,
2572,6,126.556619,43.819361,丰满区,,220211,0432,220211000000,,,丰满,,,,,,,1252,2,100,1006,1252,2572,,,,
2573,6,126.491878,43.670111,永吉县,,220221,0432,220221000000,,,永吉,,,,,,,1252,2,100,1006,1252,2573,,,,
2574,6,126.463199,43.987577,吉林经济开发区,,220202,0432,220271000000,,,,,,,,,,1252,2,100,1006,1252,2574,,,,
2575,6,126.595886,43.790074,吉林高新技术产业开发区,,220211,0432,220272000000,,,,,,,,,,1252,2,100,1006,1252,2575,,,,
2576,6,125.985928,43.72316,吉林中国新加坡食品区,,220221,0432,220273000000,,,吉林中国新加坡食品,,,,,,,1252,2,100,1006,1252,2576,,,,
2577,6,127.338163,43.721124,蛟河市,,220281,0432,220281000000,,,蛟河,,,,,,,1252,2,100,1006,1252,2577,,,,
2578,6,126.740537,42.969653,桦甸市,,220282,0432,220282000000,,,桦甸,,,,,,,1252,2,100,1006,1252,2578,,,,
2579,6,126.959662,44.404112,舒兰市,,220283,0432,220283000000,,,舒兰,,,,,,,1252,2,100,1006,1252,2579,,,,
2580,6,126.054266,42.943713,磐石市,,220284,0432,220284000000,,,磐石,,,,,,,1252,2,100,1006,1252,2580,,,,
2581,6,124.339531,43.143592,铁西区,,220302,0434,220302000000,,,铁西,,,,,,,1253,2,100,1006,1253,2581,,,,
2582,6,124.403356,43.159422,铁东区,,220303,0434,220303000000,,,铁东,,,,,,,1253,2,100,1006,1253,2582,,,,
2583,6,124.329199,43.304488,梨树县,,220322,0434,220322000000,,,梨树,,,,,,,1253,2,100,1006,1253,2583,,,,
2584,6,125.299009,43.343209,伊通满族自治县,,220323,0434,220323000000,,,,,,,,,,1253,2,100,1006,1253,2584,,,,
2585,6,124.816791,43.502302,公主岭市,,220381,0434,220381000000,,,公主岭,,,,,,,1253,2,100,1006,1253,2585,,,,
2586,6,123.496548,43.515878,双辽市,,220382,0434,220382000000,,,双辽,,,,,,,1253,2,100,1006,1253,2586,,,,
2587,6,125.130041,42.898999,龙山区,,220402,0437,220402000000,,,龙山,,,,,,,1254,2,100,1006,1254,2587,,,,
2588,6,125.142891,42.924741,西安区,,220403,0437,220403000000,,,西安,,,,,,,1254,2,100,1006,1254,2588,,,,
2589,6,125.524907,42.674706,东丰县,,220421,0437,220421000000,,,东丰,,,,,,,1254,2,100,1006,1254,2589,,,,
2590,6,124.985412,42.923972,东辽县,,220422,0437,220422000000,,,东辽,,,,,,,1254,2,100,1006,1254,2590,,,,
2591,6,125.949416,41.726302,东昌区,,220502,0435,220502000000,,,东昌,,,,,,,1255,2,100,1006,1255,2591,,,,
2592,6,126.036581,41.77161,二道江区,,220503,0435,220503000000,,,二道江,,,,,,,1255,2,100,1006,1255,2592,,,,
2593,6,125.753292,41.677502,通化县,,220521,0435,220521000000,,,通化,,,,,,,1255,2,100,1006,1255,2593,,,,
2594,6,126.040816,42.682531,辉南县,,220523,0435,220523000000,,,辉南,,,,,,,1255,2,100,1006,1255,2594,,,,
2595,6,125.738672,42.282323,柳河县,,220524,0435,220524000000,,,柳河,,,,,,,1255,2,100,1006,1255,2595,,,,
2596,6,125.677798,42.52812,梅河口市,,220581,0435,220581000000,,,梅河口,,,,,,,1255,2,100,1006,1255,2596,,,,
2597,6,126.18835,41.123227,集安市,,220582,0435,220582000000,,,集安,,,,,,,1255,2,100,1006,1255,2597,,,,
2598,6,126.410229,41.942897,浑江区,,220602,0439,220602000000,,,浑江,,,,,,,1256,2,100,1006,1256,2598,,,,
2599,6,126.585773,42.054632,江源区,,220605,0439,220605000000,,,江源,,,,,,,1256,2,100,1006,1256,2599,,,,
2600,6,127.443609,42.218743,抚松县,,220621,0439,220621000000,,,抚松,,,,,,,1256,2,100,1006,1256,2600,,,,
2601,6,126.808003,42.386518,靖宇县,,220622,0439,220622000000,,,靖宇,,,,,,,1256,2,100,1006,1256,2601,,,,
2602,6,128.194902,41.417698,长白朝鲜族自治县,,220623,0439,220623000000,,,,,,,,,,1256,2,100,1006,1256,2602,,,,
2603,6,126.91265,41.809811,临江市,,220681,0439,220681000000,,,临江,,,,,,,1256,2,100,1006,1256,2603,,,,
2604,6,124.810744,45.169801,宁江区,,220702,0438,220702000000,,,宁江,,,,,,,1257,2,100,1006,1257,2604,,,,
2605,6,124.816954,45.116061,前郭尔罗斯蒙古族自治县,,220721,0438,220721000000,,,,,,,,,,1257,2,100,1006,1257,2605,,,,
2606,6,123.96133,44.273922,长岭县,,220722,0438,220722000000,,,长岭,,,,,,,1257,2,100,1006,1257,2606,,,,
2607,6,124.034601,45.001652,乾安县,,220723,0438,220723000000,,,乾安,,,,,,,1257,2,100,1006,1257,2607,,,,
2608,6,124.81883,45.139819,吉林松原经济开发区,,220700,0438,220771000000,,,,,,,,,,1257,2,100,1006,1257,2608,,,,
2609,6,126.043312,44.986257,扶余市,,220781,0438,220781000000,,,扶余,,,,,,,1257,2,100,1006,1257,2609,,,,
2610,6,122.845178,45.619829,洮北区,,220802,0436,220802000000,,,洮北,,,,,,,1258,2,100,1006,1258,2610,,,,
2611,6,123.193447,45.845417,镇赉县,,220821,0436,220821000000,,,镇赉,,,,,,,1258,2,100,1006,1258,2611,,,,
2612,6,123.081859,44.810781,通榆县,,220822,0436,220822000000,,,通榆,,,,,,,1258,2,100,1006,1258,2612,,,,
2613,6,122.828289,45.597998,吉林白城经济开发区,,220802,0436,220871000000,,,,,,,,,,1258,2,100,1006,1258,2613,,,,
2614,6,122.77786,45.337101,洮南市,,220881,0436,220881000000,,,洮南,,,,,,,1258,2,100,1006,1258,2614,,,,
2615,6,124.286189,45.504887,大安市,,220882,0436,220882000000,,,大安,,,,,,,1258,2,100,1006,1258,2615,,,,
2616,6,129.502015,42.888795,延吉市,,222401,1433,222401000000,,,延吉,,,,,,,1259,2,100,1006,1259,2616,,,,
2617,6,129.836837,42.965645,图们市,,222402,1433,222402000000,,,图们,,,,,,,1259,2,100,1006,1259,2617,,,,
2618,6,128.225885,43.369839,敦化市,,222403,1433,222403000000,,,敦化,,,,,,,1259,2,100,1006,1259,2618,,,,
2619,6,130.358865,42.860164,珲春市,,222404,1433,222404000000,,,珲春,,,,,,,1259,2,100,1006,1259,2619,,,,
2620,6,129.419932,42.763698,龙井市,,222405,1433,222405000000,,,龙井,,,,,,,1259,2,100,1006,1259,2620,,,,
2621,6,129.003567,42.544266,和龙市,,222406,1433,222406000000,,,和龙,,,,,,,1259,2,100,1006,1259,2621,,,,
2622,6,129.764518,43.309926,汪清县,,222424,1433,222424000000,,,汪清,,,,,,,1259,2,100,1006,1259,2622,,,,
2623,6,128.893587,43.109605,安图县,,222426,1433,222426000000,,,安图,,,,,,,1259,2,100,1006,1259,2623,,,,
2624,6,126.611034,45.753857,道里区,,230102,0451,230102000000,,,道里,,,,,,,1260,2,100,1007,1260,2624,,,,
2625,6,126.662747,45.757972,南岗区,,230103,0451,230103000000,,,南岗,,,,,,,1260,2,100,1007,1260,2625,,,,
2626,6,126.643458,45.79016,道外区,,230104,0451,230104000000,,,道外,,,,,,,1260,2,100,1007,1260,2626,,,,
2627,6,126.631659,45.595923,平房区,,230108,0451,230108000000,,,平房,,,,,,,1260,2,100,1007,1260,2627,,,,
2628,6,126.504134,45.800706,松北区,,230109,0451,230109000000,,,松北,,,,,,,1260,2,100,1007,1260,2628,,,,
2629,6,126.656578,45.705717,香坊区,,230110,0451,230110000000,,,香坊,,,,,,,1260,2,100,1007,1260,2629,,,,
2630,6,126.581774,45.887554,呼兰区,,230111,0451,230111000000,,,呼兰,,,,,,,1260,2,100,1007,1260,2630,,,,
2631,6,126.952003,45.54664,阿城区,,230112,0451,230112000000,,,阿城,,,,,,,1260,2,100,1007,1260,2631,,,,
2632,6,126.306478,45.381065,双城区,,230113,0451,230113000000,,,双城,,,,,,,1260,2,100,1007,1260,2632,,,,
2633,6,129.560608,46.322671,依兰县,,230123,0451,230123000000,,,依兰,,,,,,,1260,2,100,1007,1260,2633,,,,
2634,6,128.822811,45.849661,方正县,,230124,0451,230124000000,,,方正,,,,,,,1260,2,100,1007,1260,2634,,,,
2635,6,127.459963,45.743699,宾县,,230125,0451,230125000000,,,,,,,,,,1260,2,100,1007,1260,2635,,,,
2636,6,127.396342,46.083179,巴彦县,,230126,0451,230126000000,,,巴彦,,,,,,,1260,2,100,1007,1260,2636,,,,
2637,6,128.036744,45.948386,木兰县,,230127,0451,230127000000,,,木兰,,,,,,,1260,2,100,1007,1260,2637,,,,
2638,6,128.742546,45.970336,通河县,,230128,0451,230128000000,,,通河,,,,,,,1260,2,100,1007,1260,2638,,,,
2639,6,128.325032,45.449606,延寿县,,230129,0451,230129000000,,,延寿,,,,,,,1260,2,100,1007,1260,2639,,,,
2640,6,128.003425,45.207398,尚志市,,230183,0451,230183000000,,,尚志,,,,,,,1260,2,100,1007,1260,2640,,,,
2641,6,127.1612,44.929813,五常市,,230184,0451,230184000000,,,五常,,,,,,,1260,2,100,1007,1260,2641,,,,
2642,6,123.950909,47.315219,龙沙区,,230202,0452,230202000000,,,龙沙,,,,,,,1261,2,100,1007,1261,2642,,,,
2643,6,123.948842,47.352267,建华区,,230203,0452,230203000000,,,建华,,,,,,,1261,2,100,1007,1261,2643,,,,
2644,6,123.971594,47.338366,铁锋区,,230204,0452,230204000000,,,铁锋,,,,,,,1261,2,100,1007,1261,2644,,,,
2645,6,123.815723,47.153106,昂昂溪区,,230205,0452,230205000000,,,昂昂溪,,,,,,,1261,2,100,1007,1261,2645,,,,
2646,6,123.622613,47.206852,富拉尔基区,,230206,0452,230206000000,,,富拉尔基,,,,,,,1261,2,100,1007,1261,2646,,,,
2647,6,122.881656,47.514833,碾子山区,,230207,0452,230207000000,,,碾子山,,,,,,,1261,2,100,1007,1261,2647,,,,
2648,6,123.746073,47.307338,梅里斯达斡尔族区,,230208,0452,230208000000,,,梅里斯达斡尔族,,,,,,,1261,2,100,1007,1261,2648,,,,
2649,6,123.198634,47.336437,龙江县,,230221,0452,230221000000,,,龙江,,,,,,,1261,2,100,1007,1261,2649,,,,
2650,6,125.299109,47.891255,依安县,,230223,0452,230223000000,,,依安,,,,,,,1261,2,100,1007,1261,2650,,,,
2651,6,123.409758,46.391665,泰来县,,230224,0452,230224000000,,,泰来,,,,,,,1261,2,100,1007,1261,2651,,,,
2652,6,123.50054,47.920253,甘南县,,230225,0452,230225000000,,,甘南,,,,,,,1261,2,100,1007,1261,2652,,,,
