name,rgba,rgb,value,SRGB,HSB,AdobeRGB,AppleRGB,EciRGB,SRGBLinear,AdobeRGBLinear,AppleRGBLinear,CalculatedCMYK,EciCMYK,AdobeCMYK,XYZ,CieLab,Lchab,CieLuv,Lchuv,PaletteIndex
藏蓝,0x3b2e7eff,"#3B2E7E",-12898690,59 46 126 100%,250 63% 49%,58 50 123,43 32 108,64 40 132,11 7 53,10 7 51,10 6 55,53 63 0 51,92 84 15 0,98 100 17 7,0.059444 0.041964 0.152265,24.31 23.77 -44.36,24.31 50.33 298.18,24.31 -0.51 -50.07,24.31 50.07 269.41,-1
黛,0x4a4266ff,"#4A4266",-11910554,74 66 102 100%,253 35% 40%,73 68 101,57 50 84,79 69 109,17 14 34,16 14 33,17 13 35,27 35 0 60,78 64 40 1,79 85 31 19,0.069851 0.062347 0.101135,30.0 10.17 -20.04,30.0 22.47 296.91,30.0 1.71 -23.1,30.0 23.16 274.23,-1
黛绿,0x426666ff,"#426666",-12425626,66 102 102 100%,180 35% 40%,79 102 102,53 84 83,87 110 110,14 34 34,20 34 34,15 34 34,35 0 0 60,77 37 54 1,77 46 51 18,0.093931 0.115427 0.108552,40.48 -13.38 -4.34,40.48 14.07 197.95,40.48 -18.15 -2.69,40.48 18.35 188.44,-1
黛蓝,0x425066ff,"#425066",-12431258,66 80 102 100%,217 35% 40%,72 81 101,51 63 84,78 85 109,14 20 34,16 20 33,14 20 34,35 22 0 60,79 51 44 4,80 67 38 21,0.073658 0.077684 0.10344,33.5 -1.19 -14.76,33.5 14.8 265.39,33.5 -8.27 -16.02,33.5 18.02 242.7,-1
黛紫,0x574266ff,"#574266",-11058586,87 66 102 100%,275 35% 40%,83 68 101,68 49 84,89 70 109,24 14 34,21 14 33,23 13 35,15 35 0 60,74 67 42 0,72 87 31 19,0.08155 0.068316 0.101509,31.42 15.08 -17.71,31.42 23.26 310.41,31.42 9.01 -21.35,31.42 23.17 292.88,-1
紫色,0x8d4bbbff,"#8D4BBB",-7517253,141 75 187 100%,275 60% 73%,126 76 183,118 53 176,136 73 190,68 18 127,54 18 122,63 15 130,25 60 0 27,62 72 2 0,68 83 0 0,0.214345 0.139828 0.365439,44.21 43.37 -48.64,44.21 65.17 311.72,44.21 24.38 -68.29,44.21 72.51 289.64,-1
紫酱,0x815463ff,"#815463",-8301469,129 84 99 100%,340 35% 51%,118 85 98,107 65 81,125 91 107,56 23 32,46 23 31,54 22 32,0 35 23 49,51 59 49 0,46 74 43 17,0.14772 0.119964 0.100776,41.21 20.95 -0.59,41.21 20.95 358.39,41.21 28.67 -4.35,41.21 29.0 351.38,-1
酱紫,0x815476ff,"#815476",-8301450,129 84 118 100%,315 35% 51%,118 85 116,107 64 100,126 90 126,56 23 46,46 23 45,54 21 47,0 35 9 49,53 62 37 0,51 78 30 9,0.155789 0.123382 0.14105,41.75 23.41 -11.43,41.75 26.05 333.98,41.75 25.68 -16.85,41.75 30.71 326.73,-1
紫檀,0x4c221bff,"#4C221B",-11787749,76 34 27 100%,9 64% 30%,69 39 33,58 25 21,70 35 27,18 4 3,14 4 3,18 4 3,0 55 64 70,69 84 87 21,47 94 72 58,0.039244 0.028213 0.010388,19.31 19.78 14.36,19.31 24.44 35.99,19.31 27.33 6.61,19.31 28.12 13.6,-1
绀青,0x003371ff,"#003371",-16764047,0 51 113 100%,213 100% 44%,31 54 111,5 37 95,33 48 119,0 8 42,2 8 41,0 8 43,100 55 0 56,98 71 25 0,100 81 35 15,0.036375 0.033742 0.121148,21.48 6.12 -40.88,21.48 41.33 278.52,21.48 -13.56 -42.7,21.48 44.8 252.38,-1
紫棠,0x56004fff,"#56004F",-11141041,86 0 79 100%,305 100% 34%,74 0 79,65 0 63,78 0 84,24 0 20,17 0 19,22 0 21,0 100 8 66,73 100 54 18,79 100 30 35,0.051768 0.025446 0.057136,18.12 41.56 -23.3,18.12 47.65 330.72,18.12 31.37 -25.78,18.12 40.61 320.59,-1
青莲,0x801daeff,"#801DAE",-8381010,128 29 174 100%,281 83% 68%,110 34 169,104 4 161,120 0 178,55 3 108,40 3 104,50 0 111,26 83 0 32,69 95 3 0,75 98 0 0,0.159424 0.082495 0.306487,34.5 56.77 -56.7,34.5 80.23 315.04,34.5 29.66 -75.14,34.5 80.78 291.54,-1
群青,0x4c8daeff,"#4C8DAE",-11760210,76 141 174 100%,200 56% 68%,100 140 171,64 123 159,114 147 179,18 68 108,33 68 106,21 68 109,56 19 0 32,73 22 17 0,72 35 20 1,0.194641 0.232683 0.329158,55.35 -14.23 -24.21,55.35 28.08 239.56,55.35 -30.6 -28.69,55.35 41.95 223.16,-1
雪青,0xb0a4e3ff,"#B0A4E3",-5200669,176 164 227 100%,251 28% 89%,171 163 224,159 145 222,182 169 228,111 95 196,106 95 192,109 93 199,22 28 0 11,40 29 1 0,35 37 0 0,0.442181 0.409296 0.590691,70.13 14.34 -30.41,70.13 33.63 295.25,70.13 2.34 -42.95,70.13 43.01 273.12,-1
丁香色,0xcca4e3ff,"#CCA4E3",-3365661,204 164 227 100%,278 28% 89%,192 163 224,189 144 222,200 169 228,154 95 196,137 95 192,149 92 199,10 28 0 11,28 33 2 0,26 39 0 0,0.516172 0.44705 0.593054,72.7 23.67 -26.22,72.7 35.32 312.07,72.7 19.11 -38.82,72.7 43.27 296.21,-1
藕色,0xedd1d8ff,"#EDD1D8",-1191464,237 209 216 100%,345 12% 93%,229 208 215,230 198 207,231 214 220,216 163 175,201 163 175,212 161 175,0 12 9 7,8 15 11 0,7 20 8 0,0.713067 0.687137 0.564125,86.36 10.94 0.3,86.36 10.94 1.58,86.36 17.07 -1.8,86.36 17.17 353.98,-1
藕荷色,0xe4c6d0ff,"#E4C6D0",-1784112,228 198 208 100%,340 13% 89%,219 197 206,219 185 198,223 204 213,198 144 161,182 144 160,194 143 161,0 13 9 11,11 18 13 0,11 24 10 0,0.646016 0.615688 0.516115,82.68 12.15 -0.89,82.68 12.19 355.8,82.68 18.19 -3.51,82.68 18.53 349.08,-1
朱砂,0xff461fff,"#FF461F",-47585,255 70 31 100%,10 88% 100%,221 72 39,246 43 21,220 85 53,255 16 3,187 16 4,239 10 3,0 73 88 0,0 77 84 0,0 81 92 0,0.461619 0.267241 0.029665,58.72 69.09 62.82,58.72 93.37 42.28,58.72 149.49 30.13,58.72 152.49 11.39,-1
火红,0xff2d51ff,"#FF2D51",-53935,255 45 81 100%,350 82% 100%,220 49 81,246 9 64,218 59 95,255 7 21,184 7 20,238 1 21,0 82 68 0,0 86 60 0,0 93 60 0,0.457952 0.246304 0.075244,56.71 76.69 35.35,56.71 84.44 24.75,56.71 154.26 13.44,56.71 154.84 4.98,-1
朱膘,0xf36838ff,"#F36838",-825288,243 104 56 100%,15 77% 95%,214 104 61,233 79 40,214 118 74,229 35 10,173 35 11,216 31 9,0 57 77 5,1 63 76 0,0 68 84 0,0.449804 0.30106 0.054172,61.75 52.67 53.36,61.75 74.98 45.37,61.75 113.73 32.34,61.75 118.24 15.87,-1
妃色,0xed5736ff,"#ED5736",-1222858,237 87 54 100%,11 77% 93%,207 88 59,225 62 39,207 100 70,216 24 9,161 24 10,203 20 9,0 63 77 7,2 71 77 0,2 76 84 0,0.411278 0.258993 0.047399,57.94 57.66 50.32,57.94 76.53 41.11,57.94 121.65 27.95,57.94 124.81 12.94,-1
洋红,0xff0097ff,"#FF0097",-65385,255 0 151 100%,324 100% 100%,219 0 147,245 0 135,218 6 159,255 0 79,182 0 76,237 0 81,0 100 41 0,0 91 9 0,2 98 0 0,0.480354 0.241264 0.234947,56.21 85.1 -7.07,56.21 85.39 355.25,56.21 139.43 -26.38,56.21 141.9 349.29,-1
品红,0xf00056ff,"#F00056",-1048490,240 0 86 100%,338 100% 94%,206 0 85,227 0 69,206 21 98,222 0 24,159 0 23,207 0 24,0 100 64 6,2 95 55 0,2 100 52 0,0.393296 0.199524 0.0786,51.78 78.64 25.53,51.78 82.68 17.99,51.78 151.59 5.19,51.78 151.68 1.96,-1
粉红,0xffb3a7ff,"#FFB3A7",-19545,255 179 167 100%,8 35% 100%,236 178 166,250 161 150,235 188 177,255 115 99,215 115 99,246 112 98,0 30 35 0,1 30 30 0,0 37 27 0,0.664947 0.569087 0.333683,80.13 27.4 17.84,80.13 32.7 33.07,80.13 53.69 14.53,80.13 55.62 15.14,-1
桃红,0xf47983ff,"#F47983",-755325,244 121 131 100%,355 50% 96%,217 120 130,234 97 112,217 132 142,231 49 58,179 49 57,219 44 58,0 50 46 4,4 57 38 0,2 64 37 0,0.500599 0.352118 0.193263,65.91 48.79 17.95,65.91 51.98 20.2,65.91 90.46 8.6,65.91 90.87 5.43,-1
海棠红,0xdb5a6bff,"#DB5A6B",-2401685,219 90 107 100%,352 59% 86%,192 90 106,204 66 88,195 101 118,181 26 37,137 26 37,170 22 38,0 59 51 14,11 68 47 0,12 79 47 0,0.369311 0.239824 0.1248,56.07 52.47 17.7,56.07 55.37 18.64,56.07 95.59 6.66,56.07 95.82 3.98,-1
樱桃色,0xc93756ff,"#C93756",-3590314,201 55 86 100%,347 73% 79%,173 58 86,182 33 69,177 64 96,149 10 24,109 10 23,140 6 24,0 73 57 21,16 82 55 0,16 98 56 3,0.282728 0.162989 0.078308,47.36 59.05 18.02,47.36 61.74 16.97,47.36 106.27 4.36,47.36 106.36 2.35,-1
酡颜,0xf9906fff,"#F9906F",-421777,249 144 111 100%,14 55% 98%,225 143 112,241 122 90,224 156 125,242 71 41,193 71 42,231 68 39,0 42 55 2,2 44 53 0,0 51 55 0,0.543233 0.420349 0.153806,70.89 38.41 35.58,70.89 52.35 42.8,70.89 81.2 27.16,70.89 85.62 18.49,-1
银红,0xf05654ff,"#F05654",-1026476,240 86 84 100%,1 65% 94%,210 87 85,228 60 66,210 99 97,222 24 23,166 24 23,209 19 22,0 64 65 6,2 73 62 0,2 78 65 0,0.4285 0.265969 0.084492,58.6 60.01 35.05,58.6 69.5 30.29,58.6 120.17 18.54,58.6 121.59 8.77,-1
大红,0xff2121ff,"#FF2121",-57055,255 33 33 100%,0 87% 100%,220 38 38,246 0 24,218 51 53,255 4 4,183 4 4,238 0 4,0 87 87 0,0 90 87 0,0 94 89 0,0.444107 0.234329 0.026271,55.52 77.88 59.92,55.52 98.26 37.57,55.52 166.56 24.7,55.52 168.38 8.44,-1
石榴红,0xf20c00ff,"#F20C00",-914432,242 12 0 100%,3 100% 95%,208 20 5,230 0 0,207 35 33,226 1 0,162 1 0,211 0 0,0 95 100 5,0 93 96 0,0 99 100 0,0.388616 0.200203 0.012728,51.86 76.83 67.22,51.86 102.08 41.18,51.86 164.54 25.12,51.86 166.45 8.68,-1
绛紫,0x8c4356ff,"#8C4356",-7584938,140 67 86 100%,344 52% 55%,124 69 86,118 49 69,130 74 94,67 14 24,52 14 23,63 13 24,0 52 39 45,46 70 55 0,37 88 48 19,0.149289 0.10423 0.075564,38.59 33.18 3.98,38.59 33.42 6.83,38.59 49.54 -2.2,38.59 49.59 357.45,-1
绯红,0xc83c23ff,"#C83C23",-3654621,200 60 35 100%,9 82% 78%,173 62 41,182 38 25,177 71 48,147 12 4,109 12 5,138 8 4,0 70 82 22,14 80 87 0,14 90 100 6,0.271673 0.161926 0.024438,47.23 55.26 47.13,47.23 72.63 40.46,47.23 112.1 22.9,47.23 114.42 11.55,-1
胭脂,0x9d2933ff,"#9D2933",-6477517,157 41 51 100%,355 74% 62%,135 45 54,135 24 38,141 47 59,86 6 8,63 6 8,81 4 8,0 74 68 38,35 86 76 0,24 100 77 19,0.160304 0.092923 0.030493,36.54 48.46 23.97,36.54 54.07 26.32,36.54 85.74 9.56,36.54 86.27 6.36,-1
朱红,0xff4c00ff,"#FF4C00",-46080,255 76 0 100%,18 100% 100%,222 77 18,246 49 0,220 91 39,255 18 0,188 18 1,239 13 0,0 70 100 0,0 76 93 0,0 78 100 0,0.463904 0.274315 0.02095,59.37 66.91 71.17,59.37 97.69 46.77,59.37 147.13 33.83,59.37 150.97 12.95,-1
丹,0xff4e20ff,"#FF4E20",-45536,255 78 32 100%,12 87% 100%,222 79 40,246 51 21,220 93 55,255 19 4,188 19 4,240 14 3,0 69 87 0,0 74 84 0,0 78 92 0,0.467478 0.277996 0.031646,59.71 66.47 63.09,59.71 91.64 43.5,59.71 144.35 31.53,59.71 147.75 12.32,-1
彤,0xf35336ff,"#F35336",-830666,243 83 54 100%,9 78% 95%,212 84 58,232 57 39,212 97 71,229 22 9,170 22 10,215 17 9,0 66 78 5,1 73 77 0,0 78 84 0,0.429427 0.26367 0.047232,58.38 61.21 51.17,58.38 79.79 39.89,58.38 129.29 27.49,58.38 132.18 12.0,-1
酡红,0xdc3023ff,"#DC3023",-2346973,220 48 35 100%,4 84% 86%,189 51 40,204 24 25,191 60 50,183 8 4,133 8 4,171 3 4,0 78 84 14,4 89 89 0,7 96 98 1,0.325882 0.181453 0.024845,49.67 65.21 51.01,49.67 82.79 38.03,49.67 134.53 22.59,49.67 136.42 9.53,-1
炎,0xff3300ff,"#FF3300",-52480,255 51 0 100%,12 100% 100%,220 54 13,246 21 0,218 67 37,255 8 0,185 8 0,239 3 0,0 80 100 0,0 83 92 0,0 87 100 0,0.448822 0.246237 0.017147,56.71 74.11 70.37,56.71 102.2 43.52,56.71 161.39 29.75,56.71 164.1 10.44,-1
茜色,0xcb3a56ff,"#CB3A56",-3458474,203 58 86 100%,348 71% 80%,175 61 86,185 35 69,179 67 96,152 11 24,112 11 23,143 7 24,0 71 58 20,16 81 56 0,16 96 57 3,0.290032 0.168853 0.078889,48.12 58.65 19.09,48.12 61.68 18.03,48.12 106.35 5.4,48.12 106.49 2.91,-1
绾,0xa98175ff,"#A98175",-5668491,169 129 117 100%,14 31% 66%,157 128 117,150 109 97,165 139 127,101 56 45,88 56 46,98 55 45,0 24 31 34,34 38 49 0,32 50 48 5,0.282999 0.256437 0.153888,57.7 14.62 12.8,57.7 19.43 41.2,57.7 28.05 10.96,57.7 30.12 21.34,-1
檀,0xb36d61ff,"#B36D61",-5018271,179 109 97 100%,9 46% 70%,161 109 98,160 88 78,168 119 108,115 39 30,93 39 31,110 37 30,0 39 46 30,28 51 55 0,25 63 58 7,0.272566 0.217177 0.106501,53.73 27.6 19.15,53.73 33.59 34.75,53.73 51.72 13.72,53.73 53.51 14.86,-1
嫣红,0xef7a82ff,"#EF7A82",-1082750,239 122 130 100%,356 49% 94%,213 121 129,228 98 111,214 133 141,220 50 57,171 50 57,209 46 57,0 49 46 6,5 56 39 0,4 64 38 0,0.483281 0.345105 0.190347,65.37 46.46 17.63,65.37 49.69 20.78,65.37 85.9 8.84,65.37 86.35 5.87,-1
枣红,0xc32136ff,"#C32136",-3989194,195 33 54 100%,352 83% 76%,167 38 56,175 9 41,171 42 64,139 4 9,101 4 9,130 1 9,0 83 72 24,17 91 75 0,16 100 79 7,0.249111 0.134565 0.035425,43.44 62.23 32.46,43.44 70.19 27.55,43.44 118.94 12.48,43.44 119.59 5.99,-1
殷红,0xbe002fff,"#BE002F",-4325329,190 0 47 100%,345 100% 75%,162 0 50,170 0 36,166 15 57,131 0 7,94 0 7,123 0 7,0 100 75 25,19 99 79 0,17 100 79 9,0.22861 0.116295 0.027475,40.62 65.41 33.28,40.62 73.39 26.97,40.62 124.48 11.16,40.62 124.98 5.12,-1
赫赤,0xc91f37ff,"#C91F37",-3596489,201 31 55 100%,352 85% 79%,172 36 57,182 0 42,176 41 66,149 3 10,107 3 9,139 0 10,0 85 73 21,14 92 75 0,14 100 79 5,0.265444 0.142099 0.036753,44.53 64.35 33.47,44.53 72.53 27.48,44.53 124.08 12.75,44.53 124.74 5.86,-1
银朱,0xbf242aff,"#BF242A",-4250582,191 36 42 100%,358 81% 75%,164 41 46,171 15 31,168 45 53,133 4 6,96 4 6,124 1 6,0 81 78 25,18 91 83 0,16 100 90 8,0.237299 0.129974 0.025507,42.76 60.06 38.54,42.76 71.37 32.69,42.76 116.84 15.97,42.76 117.93 7.79,-1
赤,0xc3272bff,"#C3272B",-3987669,195 39 43 100%,358 80% 76%,167 43 47,176 17 32,171 49 54,139 5 6,101 5 6,130 2 6,0 80 78 24,16 90 82 0,15 100 91 7,0.249245 0.137435 0.026826,43.86 60.48 39.38,43.86 72.17 33.07,43.86 118.47 16.65,43.86 119.64 8.0,-1
栗色,0x60281eff,"#60281E",-10475490,96 40 30 100%,9 69% 38%,85 44 36,75 28 22,89 43 32,30 5 3,23 5 3,28 5 3,0 58 69 62,63 82 87 7,37 96 80 48,0.061036 0.042025 0.012962,24.33 25.43 19.45,24.33 32.02 37.4,24.33 39.58 9.44,24.33 40.69 13.41,-1
玄色,0x622a1dff,"#622A1D",-10343907,98 42 29 100%,11 70% 38%,87 46 35,77 30 22,91 46 31,31 6 3,24 6 3,30 5 3,0 57 70 62,62 80 88 6,36 93 82 47,0.063935 0.044519 0.012725,25.11 25.17 21.1,25.11 32.84 39.98,25.11 40.16 10.56,25.11 41.53 14.73,-1
松花色,0xbce672ff,"#BCE672",-4397454,188 230 114 100%,82 50% 90%,200 229 121,179 227 88,206 235 131,128 202 43,149 202 49,135 206 38,18 0 50 10,34 0 69 0,32 0 63 0,0.548073 0.689359 0.204018,86.47 -27.51 51.15,86.47 58.08 118.27,86.47 -20.84 57.78,86.47 61.42 109.83,-1
柳黄,0xc9dd22ff,"#C9DD22",-3547870,201 221 34 100%,66 85% 87%,206 220 62,192 215 0,210 228 69,149 184 4,159 184 12,153 188 0,9 0 85 13,28 1 93 0,28 0 88 0,0.535414 0.649273 0.089774,84.45 -21.99 77.71,84.45 80.76 105.8,84.45 -6.63 72.6,84.45 72.9 95.22,-1
嫩绿,0xbddd22ff,"#BDDD22",-4334302,189 221 34 100%,70 85% 87%,197 220 62,179 216 0,203 228 68,130 184 4,145 184 12,135 189 0,14 0 85 13,33 1 93 0,33 0 87 0,0.502622 0.632541 0.088726,83.58 -26.81 76.58,83.58 81.14 109.29,83.58 -14.28 72.74,83.58 74.13 101.11,-1
柳绿,0xafdd22ff,"#AFDD22",-5251806,175 221 34 100%,75 85% 87%,188 220 62,165 216 0,195 228 67,109 184 4,131 184 12,116 189 0,21 0 85 13,39 0 92 0,38 0 88 0,0.467653 0.614698 0.087609,82.63 -32.29 75.35,82.63 81.98 113.2,82.63 -22.75 72.92,82.63 76.38 107.33,-1
葱黄,0xa3d900ff,"#A3D900",-6039296,163 217 0 100%,75 100% 85%,179 216 51,152 211 0,187 224 53,93 177 0,117 177 7,101 182 0,25 0 100 15,43 0 96 0,42 0 95 0,0.426899 0.578915 0.072481,80.68 -35.63 77.78,80.68 85.56 114.61,80.68 -27.37 73.92,80.68 78.83 110.32,-1
葱绿,0x9ed900ff,"#9ED900",-6366976,158 217 0 100%,76 100% 85%,176 216 51,147 211 0,184 224 52,87 177 0,113 177 7,95 182 0,27 0 100 15,45 0 95 0,44 0 95 0,0.416286 0.573499 0.072142,80.38 -37.52 77.4,80.38 86.01 115.86,80.38 -30.15 74.0,80.38 79.91 112.17,-1
豆绿,0x9ed048ff,"#9ED048",-6369208,158 208 72 100%,82 65% 82%,173 207 85,146 200 46,181 215 92,87 161 17,108 161 22,94 165 12,24 0 65 18,44 2 84 0,43 0 82 0,0.401255 0.532182 0.112294,78.0 -31.89 59.2,78.0 67.25 118.31,78.0 -25.47 62.0,78.0 67.03 112.33,-1
豆青,0x96ce54ff,"#96CE54",-6893996,150 206 84 100%,88 59% 81%,167 205 94,138 198 59,176 213 102,78 157 23,100 157 28,85 162 18,27 0 59 19,46 2 80 0,45 0 78 0,0.383347 0.515697 0.127498,77.02 -33.3 53.07,77.02 62.65 122.11,77.02 -28.83 57.95,77.02 64.72 116.45,-1
油绿,0x00bc12ff,"#00BC12",-16729070,0 188 18 100%,126 100% 74%,105 187 49,42 178 0,118 196 45,0 128 2,37 128 7,10 133 0,100 0 90 26,74 1 98 0,73 0 100 0,0.194509 0.360875 0.053152,66.59 -62.74 62.22,66.59 88.36 135.24,66.59 -64.27 65.01,66.59 91.42 134.67,-1
葱青,0x0eb83aff,"#0EB83A",-15812550,14 184 58 100%,136 92% 72%,104 183 71,43 173 35,116 192 73,1 122 11,36 122 15,10 127 7,92 0 68 28,76 2 94 0,74 0 93 0,0.192538 0.347156 0.076823,65.53 -59.16 49.92,65.53 77.41 139.84,65.53 -61.65 56.94,65.53 83.93 137.27,-1
青葱,0x0aa344ff,"#0AA344",-16080060,10 163 68 100%,143 94% 64%,92 162 76,37 149 47,103 172 80,1 93 15,27 93 18,8 97 12,94 0 58 36,80 8 91 0,80 1 94 0,0.150625 0.266738 0.07689,58.67 -52.57 38.07,58.67 64.91 144.09,58.67 -54.67 45.55,58.67 71.16 140.2,-1
石绿,0x16a951ff,"#16A951",-15292079,22 169 81 100%,144 87% 66%,97 167 88,41 156 59,109 178 93,2 101 21,30 101 24,10 105 18,87 0 52 34,80 7 87 0,77 0 86 0,0.168048 0.291198 0.097403,60.89 -52.12 34.46,60.89 62.48 146.53,60.89 -55.36 43.32,60.89 70.29 141.95,-1
松柏绿,0x21a675ff,"#21A675",-14571915,33 166 117 100%,158 80% 65%,97 164 119,44 152 96,110 174 127,4 97 45,31 97 48,11 100 44,80 0 30 35,83 8 72 0,77 6 65 0,0.17892 0.287531 0.164284,60.56 -44.83 15.22,60.56 47.34 161.24,60.56 -51.64 24.46,60.56 57.14 154.65,-1
松花绿,0x057748ff,"#057748",-16419000,5 119 72 100%,155 96% 47%,67 118 76,25 102 54,75 128 80,0 47 17,14 47 18,4 49 16,96 0 39 53,88 24 84 0,89 26 86 10,0.080969 0.136512 0.064215,43.73 -38.5 17.59,43.73 42.33 155.44,43.73 -39.59 23.42,43.73 46.0 149.39,-1
绿沈,0x0c8918ff,"#0C8918",-15955688,12 137 24 100%,126 91% 54%,78 136 42,31 121 7,86 147 37,1 64 2,19 64 5,6 66 0,91 0 82 46,81 17 98 0,85 15 100 3,0.099237 0.180705 0.030866,49.58 -48.36 46.19,49.58 66.87 136.32,49.58 -46.66 46.58,49.58 65.93 135.05,-1
绿色,0x00e500ff,"#00E500",-16718592,0 229 0 100%,120 100% 90%,129 228 54,54 228 0,143 234 50,0 200 0,57 200 8,15 208 0,100 0 100 10,69 0 90 0,65 0 100 0,0.301713 0.561702 0.076085,79.71 -73.1 74.67,79.71 104.49 134.39,79.71 -77.09 79.19,79.71 110.52 134.23,-1
草绿,0x40de5aff,"#40DE5A",-12525990,64 222 90 100%,130 71% 87%,135 221 100,72 218 64,148 227 107,13 186 26,62 186 33,26 193 21,71 0 59 13,69 0 78 0,62 0 77 0,0.318261 0.541257 0.144664,78.53 -61.93 51.06,78.53 80.27 140.5,78.53 -67.03 62.33,78.53 91.53 137.08,-1
青翠,0x00e079ff,"#00E079",-16719751,0 224 121 100%,152 100% 88%,126 223 127,51 221 96,141 229 135,0 190 49,54 190 55,14 197 44,100 0 46 12,74 0 74 0,65 0 66 0,0.314386 0.545954 0.208933,78.81 -64.52 36.94,78.81 74.34 150.21,78.81 -73.18 51.3,78.81 89.37 144.97,-1
青色,0x00e09eff,"#00E09E",-16719714,0 224 158 100%,162 100% 88%,126 223 160,50 220 138,143 228 168,0 190 87,54 190 91,14 196 84,100 0 29 12,75 0 63 0,64 0 50 0,0.33595 0.55509 0.316568,79.33 -59.09 19.05,79.33 62.08 162.13,79.33 -71.53 32.67,79.33 78.64 155.45,-1
翡翠色,0x3de1adff,"#3DE1AD",-12721747,61 225 173 100%,161 73% 88%,135 224 174,70 221 155,151 229 181,12 192 107,63 192 110,25 198 104,73 0 23 12,71 0 56 0,60 0 43 0,0.370072 0.575482 0.372207,80.49 -52.53 12.98,80.49 54.11 166.12,80.49 -65.78 24.87,80.49 70.33 159.29,-1
碧绿,0x2add9cff,"#2ADD9C",-13967972,42 221 156 100%,158 81% 87%,129 220 158,60 217 135,145 225 166,6 184 85,57 184 89,19 190 82,81 0 29 13,75 0 64 0,63 0 50 0,0.336087 0.543647 0.307962,78.67 -56.2 19.24,78.67 59.4 161.1,78.67 -67.88 32.35,78.67 75.19 154.52,-1
玉色,0x2edfa3ff,"#2EDFA3",-13705309,46 223 163 100%,160 79% 87%,131 222 165,62 219 143,147 227 172,7 188 93,59 188 97,20 194 90,79 0 27 13,74 0 61 0,62 0 47 0,0.348461 0.557272 0.333603,79.46 -55.31 16.7,79.46 57.78 163.2,79.46 -67.75 29.48,79.46 73.89 156.49,-1
缥,0x7fecadff,"#7FECAD",-8393555,127 236 173 100%,145 46% 93%,166 235 175,120 235 154,179 239 182,54 214 107,100 214 111,66 219 103,46 0 27 7,57 0 54 0,47 0 42 0,0.475332 0.67387 0.38285,85.7 -43.38 20.51,85.7 47.98 154.69,85.7 -52.47 32.17,85.7 61.55 148.49,-1
艾绿,0xa4e2c6ff,"#A4E2C6",-5971258,164 226 198 100%,153 27% 89%,183 225 198,153 221 185,193 229 204,95 194 144,123 194 146,102 197 142,27 0 12 11,45 2 37 0,38 0 28 0,0.535538 0.662037 0.482324,85.1 -24.78 7.09,85.1 25.77 164.03,85.1 -32.46 13.36,85.1 35.11 157.63,-1
碧色,0x1bd1a5ff,"#1BD1A5",-14954075,27 209 165 100%,165 87% 82%,120 208 166,51 202 146,136 214 173,3 163 96,48 163 99,14 167 94,87 0 21 18,78 0 58 0,66 0 45 0,0.304131 0.482326 0.330783,74.97 -51.76 9.38,74.97 52.61 169.73,74.97 -64.88 20.22,74.97 67.95 162.69,-1
青碧,0x48c0a3ff,"#48C0A3",-12009309,72 192 163 100%,166 62% 75%,122 191 163,70 181 145,137 198 171,17 134 93,50 134 95,25 138 92,62 0 15 25,74 4 52 0,66 0 43 0,0.283636 0.414498 0.313656,70.49 -40.27 4.25,70.49 40.49 173.98,70.49 -51.97 12.09,70.49 53.36 166.9,-1
铜绿,0x549688ff,"#549688",-11233656,84 150 136 100%,167 44% 59%,108 149 135,72 133 117,120 158 144,23 78 63,38 78 63,26 79 62,44 0 9 41,69 16 49 0,69 23 48 1,0.191327 0.253289 0.206681,57.39 -24.72 0.47,57.39 24.73 178.9,57.39 -32.21 4.73,57.39 32.56 171.64,-1
竹青,0x789262ff,"#789262",-8875422,120 146 98 100%,93 33% 57%,127 145 100,103 129 77,137 156 109,48 73 31,55 73 33,50 75 30,18 0 33 43,54 19 65 0,56 27 69 4,0.210063 0.255255 0.117757,57.58 -16.31 22.36,57.58 27.68 126.12,57.58 -13.36 26.18,57.58 29.39 117.04,-1
墨灰,0x758a99ff,"#758A99",-9074023,117 138 153 100%,205 24% 60%,123 137 151,99 119 136,134 146 160,45 65 81,51 65 81,47 65 82,24 10 0 40,57 26 29 0,58 39 29 2,0.221015 0.241087 0.254655,56.2 -5.19 -10.68,56.2 11.87 244.06,56.2 -12.44 -12.06,56.2 17.33 224.12,-1
墨色,0x50616dff,"#50616D",-11509395,80 97 109 100%,205 27% 43%,86 97 108,64 79 90,94 104 117,20 30 39,23 30 39,21 31 39,27 11 0 57,73 43 46 0,72 55 42 17,0.102893 0.112814 0.121941,40.05 -4.44 -9.1,40.05 10.12 244.0,40.05 -9.74 -9.48,40.05 13.59 224.25,-1
鸦青,0x424c50ff,"#424C50",-12432304,66 76 80 100%,197 17% 31%,71 77 81,51 59 63,75 82 86,14 18 20,15 18 20,14 19 21,17 5 0 69,79 52 59 8,75 62 52 32,0.063065 0.068795 0.065068,31.53 -3.42 -3.81,31.53 5.12 228.09,31.53 -5.59 -3.35,31.53 6.52 210.95,-1
黯,0x41555dff,"#41555D",-12495523,65 85 93 100%,197 30% 36%,73 86 93,51 68 75,79 92 100,13 23 28,16 23 28,14 23 28,30 9 0 64,79 47 53 6,78 58 48 25,0.073693 0.083519 0.087732,34.71 -6.37 -7.32,34.71 9.71 228.98,34.71 -10.71 -6.87,34.71 12.72 212.69,-1
