# 制作：北京语言大学-汉语国际教育技术研发中心 http://nlp.blcu.edu.cn
"Idiom","Pinyin"
养生之道,yang3_sheng1_zhi1_dao4
养痈成患,yang3_yong1_cheng2_huan4
养尊处优,yang3_zun1_chu3_you1
邀功请赏,yao1_gong1_qing2_shang3
腰缠万贯,yao1_chan2_wan4_guan4
妖魔鬼怪,yao1_mo2_gui3_guai4
妖言惑众,yao1_yan2_huo4_zhong4
摇唇鼓舌,yao2_chun2_gu3_she2
摇鹅毛扇,yao2_e2_mao2_shan4
摇旗呐喊,yao2_qi2_na4_han3
摇身一变,yao2_shen1_yi2_bian4
摇头摆尾,yao2_tou2_bai2_wei3
摇头晃脑,yao2_tou2_huang4_nao3
摇尾乞怜,yao2_wei2_qi3_lian2
摇摇欲坠,yao2_yao2_yu4_zhui4
尧天舜日,yao2_tian1_shun4_ri4
遥相呼应,yao2_xiang1_hu1_ying4
遥遥无期,yao2_yao2_wu2_qi1
咬文嚼字,yao3_wen2_jiao2_zi4
咬牙切齿,yao3_ya2_qie4_chi3
耀武扬威,yao4_wu3_yang2_wei1
野心勃勃,ye3_xin1_bo2_bo2
业精于勤,ye4_jing1_yu2_qin2
叶公好龙,ye4_gong1_hao4_long2
叶落归根,ye4_luo4_gui1_gen1
夜不闭户,ye4_bu2_bi4_hu4
夜长梦多,ye4_chang2_meng4_duo1
夜静更深,ye4_jing4_geng1_shen1
夜郎自大,ye4_lang2_zi4_da4
夜以继日,ye4_yi3_ji4_ri4
一败如水,yi2_bai4_ru2_shui3
一败涂地,yi2_bai4_tu2_di4
一般见识,yi4_ban1_jian4_shi2
一本万利,yi4_ben3_wan4_li4
一本正经,yi4_ben3_zheng4_jing1
一鼻子灰,yi4_bi2_zi5_hui1
一笔勾销,yi4_bi3_gou1_xiao1
一笔抹杀,yi4_bi2_mo3_sha1
一笔抹煞,yi4_bi2_mo3_sha1
一臂之力,yi2_bi4_zhi1_li4
一表人材,yi4_biao3_ren2_cai2
一表人才,yi4_biao3_ren2_cai2
一病不起,yi2_bing4_bu4_qi3
一波三折,yi4_bo1_san1_zhe2
一步登天,yi2_bu4_deng1_tian1
一差二错,yi4_cha1_er4_cuo4
一场春梦,yi4_chang3_chun1_meng4
一唱一和,yi2_chang4_yi1_he4
一朝一夕,yi4_zhao1_yi1_xi1
一尘不染,yi4_chen2_bu4_ran3
一成不变,yi4_cheng2_bu2_bian4
一筹莫展,yi4_chou2_mo4_zhan3
一触即发,yi2_chu4_ji2_fa1
一锤定音,yi4_chui2_ding4_yin1
一刀两断,yi4_dao1_liang3_duan4
一得之功,yi4_de2_zhi1_gong1
一得之见,yi4_de2_zhi1_jian4
一定之规,yi2_ding4_zhi1_gui1
一发千钧,yi2_fa4_qian1_jun1
一帆风顺,yi4_fan1_feng1_shun4
一反常态,yi4_fan3_chang2_tai4
一分为二,yi4_fen1_wei2_er4
一概而论,yi2_gai4_er2_lun4
一干二净,yi4_gan1_er4_jing4
一鼓作气,yi4_gu3_zuo4_qi4
一哄而起,yi4_hong1_er2_qi3
一哄而散,yi4_hong1_er2_san3
一哄而上,yi4_hong1_er2_shang4
一呼百诺,yi4_hu1_bai3_nuo4
一呼百应,yi4_hu1_bai3_ying4
一挥而就,yi4_hui1_er2_jiu4
一技之长,yi2_ji4_zhi1_chang2
一见如故,yi2_jian4_ru2_gu4
一见钟情,yi2_jian4_zhong1_qing2
一箭双雕,yi2_jian4_shuang1_diao1
一举成名,yi4_ju3_cheng2_ming2
一举两得,yi4_ju2_liang3_de2
一举一动,yi4_ju3_yi1_dong4
一决雌雄,yi4_jue2_ci2_xiong2
一刻千金,yi2_ke4_qian1_jin1
一孔之见,yi4_kong3_zhi1_jian4
一来二去,yi4_lai2_er4_qu4
一劳永逸,yi4_lao2_yong3_yi4
一了百了,yi4_liao2_bai3_liao3
一鳞半爪,yi4_lin2_ban4_zhao3
一路平安,yi2_lu4_ping2_an1
一路顺风,yi2_lu4_shun4_feng1
一落千丈,yi2_luo4_qian1_zhang4
一马当先,yi4_ma3_dang1_xian1
一马平川,yi4_ma3_ping2_chuan1
一脉相承,yi2_mai4_xiang1_cheng2
一脉相传,yi2_mai4_xiang1_chuan2
一毛不拔,yi4_mao2_bu4_ba2
一面之词,yi2_mian4_zhi1_ci2
一面之交,yi2_mian4_zhi1_jiao1
一鸣惊人,yi4_ming2_jing1_ren2
一命呜呼,yi2_ming4_wu1_hu1
一模一样,yi4_mu2_yi1_yang4
一木难支,yi2_mu4_nan2_zhi1
一目了然,yi2_mu4_liao3_ran2
一目十行,yi2_mu4_shi2_hang2
一年半载,yi4_nian2_ban4_zai3
一念之差,yi2_nian4_zhi1_cha1
一诺千金,yi2_nuo4_qian1_jin1
一拍即合,yi4_pai1_ji2_he2
一盘散沙,yi4_pan2_san3_sha1
一片汪洋,yi2_pian4_wang1_yang2
一贫如洗,yi4_pin2_ru2_xi3
一气呵成,yi2_qi4_he1_cheng2
一钱不值,yi4_qian2_bu4_zhi2
一窍不通,yi2_qiao4_bu4_tong1
一清二白,yi4_qing1_er4_bai2
一穷二白,yi4_qiong2_er4_bai2
一丘之貉,yi4_qiu1_zhi1_he2
一日千里,yi2_ri4_qian1_li3
一如既往,yi4_ru2_ji4_wang3
一扫而光,yi4_sao3_er2_guang1
一扫而空,yi4_sao3_er2_kong1
一身是胆,yi4_shen1_shi4_dan3
一声令下,yi4_sheng1_ling4_xia4
一事无成,yi2_shi4_wu2_cheng2
一视同仁,yi2_shi4_tong2_ren2
一手包办,yi4_shou3_bao1_ban4
一手一足,yi4_shou3_yi1_zu2
一手遮天,yi4_shou3_zhe1_tian1
一丝不苟,yi4_si1_bu4_gou3
一丝不挂,yi4_si1_bu2_gua4
一丝一毫,yi4_si1_yi1_hao2
一塌糊涂,yi4_ta1_hu2_tu2
一潭死水,yi4_tan2_si2_shui3
一通百通,yi4_tong1_bai3_tong1
一统天下,yi4_tong3_tian1_xia4
一团和气,yi4_tuan2_he2_qi4
一团漆黑,yi4_tuan2_qi1_hei1
一网打尽,yi4_wang2_da3_jin4
一往情深,yi4_wang3_qing2_shen1
一往无前,yi4_wang3_wu2_qian2
一望无际,yi2_wang4_wu2_ji4
一文不值,yi4_wen2_bu4_zhi2
一无是处,yi4_wu2_shi4_chu3
一无所长,yi4_wu2_suo3_chang2
一无所获,yi4_wu2_suo3_huo4
一无所有,yi4_wu2_suo2_you3
一无所知,yi4_wu2_suo3_zhi1
一五一十,yi4_wu3_yi1_shi2
一误再误,yi2_wu4_zai4_wu4
一息尚存,yi4_xi1_shang4_cun2
一相情愿,yi4_xiang1_qing2_yuan4
一笑置之,yi2_xiao4_zhi4_zhi1
一泻千里,yi2_xie4_qian1_li3
一心一德,yi4_xin1_yi1_de2
一心一意,yi4_xin1_yi1_yi4
一星半点,yi4_xing1_ban4_dian3
一言不发,yi4_yan2_bu4_fa1
一言九鼎,yi4_yan2_jiu2_ding3
一言难尽,yi4_yan2_nan2_jin4
一言为定,yi4_yan2_wei2_ding4
一言一行,yi4_yan2_yi1_xing2
一衣带水,yi4_yi1_dai4_shui3
一意孤行,yi2_yi4_gu1_xing2
一应俱全,yi4_ying1_ju4_quan2
一拥而入,yi4_yong1_er2_ru4
一拥而上,yi4_yong1_er2_shang4
一语道破,yi4_yu3_dao4_po4
一针见血,yi4_zhen1_jian4_xie3
一枕黄粱,yi4_zhen3_huang2_liang2
一知半解,yi4_zhi1_ban4_jie3
一纸空文,yi4_zhi3_kong1_wen2
一掷千金,yi4_zhi1_qian1_jin1
一专多能,yi4_zhuan1_duo1_neng2
一字千金,yi2_zi4_qian1_jin1
一蹶不振,yi4_jue2_bu2_zhen4
一蹴而就,yi2_cu4_er2_jiu4
依然故我,yi1_ran2_gu4_wo3
依然如故,yi1_ran2_ru2_gu4
依山傍水,yi1_shan1_bang4_shui3
依依不舍,yi1_yi1_bu4_she3
衣钵相传,yi1_bo1_xiang1_chuan2
衣不蔽体,yi1_bu2_bi4_ti3
衣冠楚楚,yi1_guan1_chu2_chu3
衣冠禽兽,yi1_guan1_qin2_shou4
衣锦还乡,yi1_jin3_huan2_xiang1
衣食住行,yi1_shi2_zhu4_xing2
遗臭万年,yi2_chou4_wan4_nian2
移风易俗,yi2_feng1_yi4_su2
移花接木,yi2_hua1_jie1_mu4
移山倒海,yi2_shan1_dao2_hai3
仪态万方,yi2_tai4_wan4_fang1
疑神疑鬼,yi2_shen2_yi2_gui3
倚官仗势,yi3_guan1_zhang4_shi4
倚老卖老,yi2_lao3_mai4_lao3
以诚相待,yi3_cheng2_xiang1_dai4
以德报怨,yi3_de2_bao4_yuan4
以毒攻毒,yi3_du2_gong1_du2
以讹传讹,yi3_e2_chuan2_e2
以攻为守,yi3_gong1_wei2_shou3
以观后效,yi3_guan1_hou4_xiao4
以火救火,yi2_huo3_jiu4_huo3
以己度人,yi2_ji3_duo2_ren2
以理服人,yi2_li3_fu2_ren2
以礼相待,yi2_li3_xiang1_dai4
以邻为壑,yi3_lin2_wei2_he4
以卵投石,yi2_luan3_tou2_shi2
以貌取人,yi3_mao4_qu3_ren2
以权谋私,yi3_quan2_mou2_si1
以柔制刚,yi3_rou2_zhi4_gang1
以身殉职,yi3_shen1_xun4_zhi2
以身作则,yi3_shen1_zuo4_ze2
以势压人,yi3_shi4_ya1_ren2
以水救水,yi2_shui3_jiu4_shui3
以退为进,yi3_tui4_wei2_jin4
以一当十,yi3_yi4_dang1_shi2
以一警百,yi3_yi4_jing2_bai3
以逸待劳,yi3_yi4_dai4_lao2
以怨报德,yi3_yuan4_bao4_de2
抑强扶弱,yi4_qiang2_fu2_ruo4
抑扬顿挫,yi4_yang2_dun4_cuo4
抑郁寡欢,yi4_yu4_gua3_huan1
易如反掌,yi4_ru2_fan2_zhang3
亦步亦趋,yi4_bu4_yi4_qu1
意气风发,yi4_qi4_feng1_fa1
意气用事,yi4_qi4_yong4_shi4
意味深长,yi4_wei4_shen1_chang2
意想不到,yi4_xiang3_bu2_dao4
意在言外,yi4_zai4_yan2_wai4
毅然决然,yi4_ran2_jue2_ran2
义不容辞,yi4_bu4_rong2_ci2
义愤填膺,yi4_fen4_tian2_ying1
义无返顾,yi4_wu2_fan3_gu4
义形于色,yi4_xing2_yu2_se4
义正词严,yi4_zheng4_ci2_yan2
益寿延年,yi4_shou4_yan2_nian2
议论纷纷,yi4_lun4_fen1_fen1
异端邪说,yi4_duan1_xie2_shuo1
异乎寻常,yi4_hu1_xun2_chang2
异军突起,yi4_jun1_tu1_qi3
异口同声,yi4_kou3_tong2_sheng1
异曲同工,yi4_qu3_tong2_gong1
异想天开,yi4_xiang3_tian1_kai1
因材施教,yin1_cai2_shi1_jiao4
因地制宜,yin1_di4_zhi4_yi2
因祸得福,yin1_huo4_de2_fu2
因陋就简,yin1_lou4_jiu4_jian3
因人成事,yin1_ren2_cheng2_shi4
因人制宜,yin1_ren2_zhi4_yi2
因时制宜,yin1_shi2_zhi4_yi2
因势利导,yin1_shi4_li4_dao3
因小见大,yin1_xiao3_jian4_da4
因小失大,yin1_xiao3_shi1_da4
因循守旧,yin1_xun2_shou3_jiu4
因噎废食,yin1_ye1_fei4_shi2
音容笑貌,yin1_rong2_xiao4_mao4
阴差阳错,yin1_cha1_yang2_cuo4
阴错阳差,yin1_cuo4_yang2_cha1
阴谋诡计,yin1_mou2_gui3_ji4
阴阳怪气,yin1_yang2_guai4_qi4
吟风弄月,yin2_feng1_nong4_yue4
寅吃卯粮,yin2_chi1_mao3_liang2
饮泣吞声,yin3_qi4_tun1_sheng1
饮水思源,yin2_shui3_si1_yuan2
饮鸩止渴,yin3_zhen4_zhi2_ke3
引而不发,yin3_er2_bu4_fa1
引火烧身,yin2_huo3_shao1_shen1
引经据典,yin3_jing1_ju4_dian3
引咎自责,yin3_jiu4_zi4_ze2
引吭高歌,yin3_hang2_gao1_ge1
引狼入室,yin3_lang2_ru4_shi4
引人入胜,yin3_ren2_ru4_sheng4
引人深思,yin3_ren2_shen1_si1
引人注目,yin3_ren2_zhu4_mu4
引以为戒,yin2_yi3_wei2_jie4
隐恶扬善,yin3_e4_yang2_shan4
隐姓埋名,yin3_xing4_mai2_ming2
英姿焕发,ying1_zi1_huan4_fa1
应接不暇,ying4_jie1_bu4_xia2
应有尽有,ying1_you3_jin4_you3
应运而生,ying4_yun4_er2_sheng1
营私舞弊,ying2_si1_wu3_bi4
蝇粪点玉,ying2_fen4_dian3_yu4
蝇头小利,ying2_tou2_xiao3_li4
迎刃而解,ying2_ren4_er2_jie3
迎头赶上,ying2_tou2_gan3_shang4
迎头痛击,ying2_tou2_tong4_ji1
影影绰绰,ying2_ying3_chuo4_chuo4
拥挤不堪,yong1_ji3_bu4_kan1
庸人自扰,yong1_ren2_zi4_rao3
雍容华贵,yong1_rong2_hua2_gui4
永垂不朽,yong3_chui2_bu4_xiu3
永无止境,yong3_wu2_zhi3_jing4
勇往直前,yong2_wang3_zhi2_qian2
用兵如神,yong4_bing1_ru2_shen2
用兵一时,yong4_bing1_yi4_shi2
用人不疑,yong4_ren2_bu4_yi2
用武之地,yong4_wu3_zhi1_di4
优柔寡断,you1_rou2_gua3_duan4
优胜劣败,you1_sheng4_lie4_bai4
悠然自得,you1_ran2_zi4_de2
悠闲自在,you1_xian2_zi4_zai4
忧国忧民,you1_guo2_you1_min2
忧心如焚,you1_xin1_ru2_fen2
忧心忡忡,you1_xin1_chong1_chong1
由表及里,you2_biao3_ji2_li3
由此及彼,you2_ci3_ji2_bi3
犹豫不决,you2_yu4_bu4_jue2
油腔滑调,you2_qiang1_hua2_diao4
油然而生,you2_ran2_er2_sheng1
油头粉面,you2_tou2_fen3_mian4
油头滑脑,you2_tou2_hua2_nao3
油嘴滑舌,you2_zui3_hua2_she2
游刃有余,you2_ren4_you3_yu2
游山玩水,you2_shan1_wan2_shui3
游手好闲,you2_shou3_hao4_xian2
有板有眼,you2_ban3_you3_yan3
有备无患,you3_bei4_wu2_huan4
有朝一日,you3_zhao1_yi2_ri4
有胆有识,you2_dan3_you3_shi2
有的放矢,you3_di4_fang4_shi3
有机可乘,you3_ji1_ke3_cheng2
有教无类,you3_jiao4_wu2_lei4
有口皆碑,you2_kou3_jie1_bei1
有口难分,you2_kou3_nan2_fen1
有口无心,you2_kou3_wu2_xin1
有利可图,you3_li4_ke3_tu2
有名无实,you3_ming2_wu2_shi2
有目共睹,you3_mu4_gong4_du3
有目共赏,you3_mu4_gong4_shang3
有凭有据,you3_ping2_you3_ju4
有气无力,you3_qi4_wu2_li4
有求必应,you3_qiu2_bi4_ying4
有声有色,you3_sheng1_you3_se4
有始无终,you2_shi3_wu2_zhong1
有始有终,you2_shi3_you3_zhong1
有恃无恐,you3_shi4_wu2_kong3
有天没日,you3_tian1_mei2_ri4
有条不紊,you3_tiao2_bu4_wen3
有条有理,you3_tiao2_you2_li3
有头无尾,you3_tou2_wu2_wei3
有头有尾,you3_tou2_you2_wei3
有隙可乘,you3_xi4_ke3_cheng2
有血有肉,you3_xue4_you3_rou4
有言在先,you3_yan2_zai4_xian1
有眼无珠,you2_yan3_wu2_zhu1
有意无意,you3_yi4_wu2_yi4
有勇无谋,you2_yong3_wu2_mou2
有章可循,you3_zhang1_ke3_xun2
愚不可及,yu2_bu4_ke3_ji2
愚公移山,yu2_gong1_yi2_shan1
愚昧无知,yu2_mei4_wu2_zhi1
余音绕梁,yu2_yin1_rao4_liang2
鱼贯而入,yu2_guan4_er2_ru4
鱼龙混杂,yu2_long2_hun4_za2
鱼米之乡,yu2_mi3_zhi1_xiang1
鱼目混珠,yu2_mu4_hun4_zhu1
鱼死网破,yu2_si2_wang3_po4
鱼游釜中,yu2_you2_fu3_zhong1
渔人得利,yu2_ren2_de2_li4
渔人之利,yu2_ren2_zhi1_li4
雨过天晴,yu3_guo4_tian1_qing2
雨后春笋,yu3_hou4_chun1_sun3
与虎谋皮,yu2_hu3_mou2_pi2
与人为善,yu3_ren2_wei2_shan4
与日俱增,yu3_ri4_ju4_zeng1
与世长辞,yu3_shi4_chang2_ci2
与世沉浮,yu2_shi4_chen2_fu2
与世浮沉,yu2_shi4_fu2_chen2
与世无争,yu3_shi4_wu2_zheng1
与众不同,yu2_zhong4_bu4_tong2
语无伦次,yu3_wu2_lun2_ci4
语重心长,yu3_zhong4_xin1_chang2
羽毛丰满,yu3_mao2_feng1_man3
玉石俱焚,yu4_shi2_ju4_fen2
玉叶金枝,yu4_ye4_jin1_zhi1
郁郁不乐,yu4_yu4_bu2_le4
郁郁葱葱,yu4_yu4_cong1_cong1
郁郁寡欢,yu4_yu4_gua3_huan1
欲罢不能,yu4_ba4_bu4_neng2
欲盖弥彰,yu4_gai4_mi2_zhang1
欲擒故纵,yu4_qin2_gu4_zong4
欲速不达,yu4_su4_bu4_da2
浴血奋战,yu4_xue4_fen4_zhan4
冤沉海底,yuan1_chen2_hai2_di3
冤家路窄,yuan1_jia1_lu4_zhai3
元元本本,yuan2_yuan2_ben2_ben3
原封不动,yuan2_feng1_bu2_dong4
原形毕露,yuan2_xing2_bi4_lu4
原原本本,yuan2_yuan2_ben2_ben3
源源不断,yuan2_yuan2_bu2_duan4
源源不绝,yuan2_yuan2_bu4_jue2
源源而来,yuan2_yuan2_er2_lai2
源远流长,yuan2_yuan3_liu2_chang2
缘木求鱼,yuan2_mu4_qiu2_yu2
远见卓识,yuan3_jian4_zhuo1_shi2
远交近攻,yuan3_jiao1_jin4_gong1
远走高飞,yuan2_zou3_gao1_fei1
怨声载道,yuan4_sheng1_zai4_dao4
怨天尤人,yuan4_tian1_you2_ren2
怨天怨地,yuan4_tian1_yuan4_di4
约定俗成,yue1_ding4_su2_cheng2
约法三章,yue1_fa3_san1_zhang1
跃然纸上,yue4_ran2_zhi3_shang4
跃跃欲试,yue4_yue4_yu4_shi4
月光如水,yue4_guang1_ru2_shui3
月下老人,yue4_xia4_lao3_ren2
云消雾散,yun2_xiao1_wu4_san4
运筹帷幄,yun4_chou2_wei2_wo4
运用自如,yun4_yong4_zi4_ru2
晕头转向,yun1_tou2_zhuan4_xiang4
砸锅卖铁,za2_guo1_mai4_tie3
杂乱无章,za2_luan4_wu2_zhang1
杂七杂八,za2_qi1_za2_ba1
载歌载舞,zai4_ge1_zai4_wu3
再接再厉,zai4_jie1_zai4_li4
再衰三竭,zai4_shuai1_san1_jie2
在劫难逃,zai4_jie2_nan2_tao2
在所不辞,zai4_suo3_bu4_ci2
在所不惜,zai4_suo3_bu4_xi1
在所难免,zai4_suo3_nan2_mian3
在天之灵,zai4_tian1_zhi1_ling2
赞不绝口,zan4_bu4_jue2_kou3
早出晚归,zao3_chu1_wan3_gui1
造谣惑众,zao4_yao2_huo4_zhong4
造谣生事,zao4_yao2_sheng1_shi4
造谣中伤,zao4_yao2_zhong4_shang1
责无旁贷,ze2_wu2_pang2_dai4
择善而从,ze2_shan4_er2_cong2
贼喊捉贼,zei2_han3_zhuo1_zei2
贼眉鼠眼,zei2_mei2_shu2_yan3
贼头贼脑,zei2_tou2_zei2_nao3
曾几何时,ceng2_ji3_he2_shi2
债台高筑,zhai4_tai2_gao1_zhu4
瞻前顾后,zhan1_qian2_gu4_hou4
沾亲带故,zhan1_qin1_dai4_gu4
沾沾自喜,zhan1_zhan1_zi4_xi3
斩草除根,zhan2_cao3_chu2_gen1
斩钉截铁,zhan3_ding1_jie2_tie3
斩尽杀绝,zhan3_jin4_sha1_jue2
辗转反侧,zhan2_zhuan3_fan3_ce4
崭露头角,zhan3_lu4_tou2_jiao3
战天斗地,zhan4_tian1_dou4_di4
战无不胜,zhan4_wu2_bu2_sheng4
战战兢兢,zhan4_zhan4_jing1_jing1
张灯结彩,zhang1_deng1_jie2_cai3
张冠李戴,zhang1_guan1_li3_dai4
张皇失措,zhang1_huang2_shi1_cuo4
张口结舌,zhang1_kou3_jie2_she2
张三李四,zhang1_san1_li3_si4
张牙舞爪,zhang1_ya2_wu2_zhao3
掌上明珠,zhang3_shang4_ming2_zhu1
仗势欺人,zhang4_shi4_qi1_ren2
仗义疏财,zhang4_yi4_shu1_cai2
仗义执言,zhang4_yi4_zhi2_yan2
招兵买马,zhao1_bing1_mai2_ma3
招财进宝,zhao1_cai2_jin4_bao3
招风惹草,zhao1_feng1_re2_cao3
招架不住,zhao1_jia4_bu2_zhu4
招降纳叛,zhao1_xiang2_na4_pan4
招摇过市,zhao1_yao2_guo4_shi4
招摇撞骗,zhao1_yao2_zhuang4_pian4
昭然若揭,zhao1_ran2_ruo4_jie1
照本宣科,zhao4_ben3_xuan1_ke1
照猫画虎,zhao4_mao1_hua4_hu3
遮天盖地,zhe1_tian1_gai4_di4
珍禽异兽,zhen1_qin2_yi4_shou4
真才实学,zhen1_cai2_shi2_xue2
真凭实据,zhen1_ping2_shi2_ju4
真情实意,zhen1_qing2_shi2_yi4
真相大白,zhen1_xiang4_da4_bai2
真心诚意,zhen1_xin1_cheng2_yi4
真心实意,zhen1_xin1_shi2_yi4
真知灼见,zhen1_zhi1_zhuo2_jian4
针锋相对,zhen1_feng1_xiang1_dui4
枕戈待旦,zhen3_ge1_dai4_dan4
震耳欲聋,zhen4_er3_yu4_long2
震撼人心,zhen4_han4_ren2_xin1
震天动地,zhen4_tian1_dong4_di4
振臂一呼,zhen4_bi4_yi4_hu1
振奋人心,zhen4_fen4_ren2_xin1
振振有辞,zhen4_zhen4_you3_ci2
振振有词,zhen4_zhen4_you3_ci2
镇定自若,zhen4_ding4_zi4_ruo4
蒸蒸日上,zheng1_zheng1_ri4_shang4
争长论短,zheng1_chang2_lun4_duan3
争分夺秒,zheng1_fen1_duo2_miao3
争风吃醋,zheng1_feng1_chi1_cu4
争名夺利,zheng1_ming2_duo2_li4
争权夺利,zheng1_quan2_duo2_li4
争先恐后,zheng1_xian1_kong3_hou4
整装待发,zheng3_zhuang1_dai4_fa1
正本清源,zheng4_ben3_qing1_yuan2
正大光明,zheng4_da4_guang1_ming2
正襟危坐,zheng4_jin1_wei1_zuo4
正人君子,zheng4_ren2_jun1_zi3
正言厉色,zheng4_yan2_li4_se4
正中下怀,zheng4_zhong4_xia4_huai2
政通人和,zheng4_tong1_ren2_he2
郑重其事,zheng4_zhong4_qi2_shi4
枝繁叶茂,zhi1_fan2_ye4_mao4
支离破碎,zhi1_li2_po4_sui4
支吾其词,zhi1_wu2_qi2_ci2
知彼知己,zhi1_bi3_zhi1_ji3
知法犯法,zhi1_fa3_fan4_fa3
知过必改,zhi1_guo4_bi4_gai3
知己知彼,zhi1_ji3_zhi1_bi3
知难而进,zhi1_nan2_er2_jin4
知情不举,zhi1_qing2_bu4_ju3
知情达理,zhi1_qing2_da2_li3
知人善任,zhi1_ren2_shan4_ren4
知人之明,zhi1_ren2_zhi1_ming2
知无不言,zhi1_wu2_bu4_yan2
之乎者也,zhi1_hu1_zhe2_ye3
直截了当,zhi2_jie2_liao3_dang4
直情径行,zhi2_qing2_jing4_xing2
直抒己见,zhi2_shu1_ji3_jian4
直言不讳,zhi2_yan2_bu2_hui4
执法如山,zhi2_fa3_ru2_shan1
执迷不悟,zhi2_mi2_bu2_wu4
指东说西,zhi3_dong1_shuo1_xi1
指腹为婚,zhi3_fu4_wei2_hun1
指挥若定,zhi3_hui1_ruo4_ding4
指鸡骂狗,zhi3_ji1_ma4_gou3
指鹿为马,zhi3_lu4_wei2_ma3
指名道姓,zhi3_ming2_dao4_xing4
指日可待,zhi3_ri4_ke3_dai4
指桑骂槐,zhi3_sang1_ma4_huai2
指手画脚,zhi2_shou3_hua4_jiao3
趾高气扬,zhi3_gao1_qi4_yang2
只言片语,zhi1_yan2_pian4_yu3
只争朝夕,zhi3_zheng1_zhao1_xi1
只字不提,zhi1_zi4_bu4_ti2
纸上谈兵,zhi3_shang4_tan2_bing1
纸醉金迷,zhi3_zui4_jin1_mi2
志大才疏,zhi4_da4_cai2_shu1
志得意满,zhi4_de2_yi4_man3
志士仁人,zhi4_shi4_ren2_ren2
志同道合,zhi4_tong2_dao4_he2
志在千里,zhi4_zai4_qian1_li3
至高无上,zhi4_gao1_wu2_shang4
至理名言,zhi4_li3_ming2_yan2
至死不悟,zhi4_si3_bu2_wu4
置若罔闻,zhi4_ruo4_wang3_wen2
置身事外,zhi4_shen1_shi4_wai4
置之不顾,zhi4_zhi1_bu2_gu4
置之不理,zhi4_zhi1_bu4_li3
置之度外,zhi4_zhi1_du4_wai4
置之脑后,zhi4_zhi1_nao3_hou4
智勇双全,zhi4_yong3_shuang1_quan2
智圆行方,zhi4_yuan2_xing2_fang1
秩序井然,zhi4_xu4_jing3_ran2
治病救人,zhi4_bing4_jiu4_ren2
治国安民,zhi4_guo2_an1_min2
中饱私囊,zhong1_bao3_si1_nang2
中流砥柱,zhong1_liu2_di3_zhu4
中庸之道,zhong1_yong1_zhi1_dao4
忠心耿耿,zhong1_xin1_geng2_geng3
忠言逆耳,zhong1_yan2_ni4_er3
忠贞不渝,zhong1_zhen1_bu4_yu2
钟灵毓秀,zhong1_ling2_yu4_xiu4
钟鸣鼎食,zhong1_ming2_ding3_shi2
重蹈覆辙,chong2_dao3_fu4_zhe2
重见天日,chhong2_jian4_tian1_ri4
重起炉灶,chong2_qi3_lu2_zao4
重温旧梦,chong2_wen1_jiu4_meng4
重于泰山,zhong4_yu2_tai4_shan1
重振旗鼓,chong2_zhen4_qi2_gu3
重整旗鼓,chong2_zheng3_qi2_gu3
重足而立,chong2_zu2_er2_li4
众寡悬殊,zhong4_gua3_xuan2_shu1
众口难调,zhong4_kou3_nan2_tiao2
众口一词,zhong4_kou3_yi4_ci2
众目睽睽,zhong4_mu4_kui2_kui2
众怒难犯,zhong4_nu4_nan2_fan4
众叛亲离,zhong4_pan4_qin1_li2
众矢之的,zhong4_shi3_zhi1_di4
众说纷纭,zhong4_shuo1_fen1_yun2
众所周知,zhong4_suo3_zhou1_zhi1
众望所归,zhong4_wang4_suo3_gui1
众星捧月,zhong4_xing1_peng3_yue4
众志成城,zhong4_zhi4_cheng2_cheng2
周而复始,zhou1_er2_fu4_shi3
珠光宝气,zhu1_guang1_bao3_qi4
珠联璧合,zhu1_lian2_bi4_he2
蛛丝马迹,zhu1_si1_ma3_ji1
竹报平安,zhu2_bao4_ping2_an1
煮豆燃萁,zhu3_dou4_ran2_qi2
助人为乐,zhu4_ren2_wei2_le4
助纣为虐,zhu4_zhou4_wei2_nue4
铸成大错,zhu4_cheng2_da4_cuo4
驻足不前,zhu4_zu2_bu4_qian2
抓耳挠腮,zhua1_er3_nao2_sai1
专横跋扈,zhuan1_heng4_ba2_hu4
专心一志,zhuan1_xin1_yi2_zhi4
专心致志,zhuan1_xin1_zhi4_zhi4
转悲为喜,zhuan3_bei1_wei2_xi3
转祸为福,zhuan3_huo4_wei2_fu2
转弯抹角,zhuan3_wan1_mo4_jiao3
转危为安,zhuan3_wei1_wei2_an1
装疯卖傻,zhuang1_feng1_mai4_sha3
装聋作哑,zhuang1_long2_zuo4_ya3
装模作样,zhuang1_mu2_zuo4_yang4
装腔作势,zhuang1_qiang1_zuo4_shi4
壮志凌云,zhuang4_zhi4_ling2_yun2
壮志未酬,zhuang4_zhi4_wei4_chou2
追风逐电,zhui1_feng1_zhu2_dian4
追根究底,zhui1_gen1_jiu1_di3
追悔莫及,zhui1_hui3_mo4_ji2
捉襟见肘,zhuo1_jin1_jian4_zhou3
捉摸不定,zhuo1_mo1_bu2_ding4
捉拿归案,zhuo1_na2_gui1_an4
卓有成效,zhuo1_you3_cheng2_xiao4
孜孜不倦,zi1_zi1_bu2_juan4
子虚乌有,zi3_xu1_wu1_you3
自暴自弃,zi4_bao4_zi4_qi4
自不量力,zi4_bu2_liang4_li4
自惭形秽,zi4_can2_xing2_hui4
自成一家,zi4_cheng2_yi4_jia1
