# 来源：本词表来自BCC语料库汉语部分的报刊（news）频道。
# 说明：未去除字母词。存在部分数量词残留。
# 制作：北京语言大学・信息科学学院・大数据与教育技术研究所 2015年10月
# 引用：北京语言大学BCC语料库 http://bcc.blcu.edu.cn
# 吾匣：截取频数大于等于200的数据
"词","排名","频次"
时势,48871,865
夹起,48872,865
攻击机,48873,865
形象思维,48874,865
马褂,48875,865
北满,48876,865
宜兰,48877,865
乐天,48878,865
一呼百应,48879,865
刁小三,48880,865
嶂,48881,865
关外,48882,864
热带鱼,48883,864
盲聋哑,48884,864
打散,48885,864
镜架,48886,864
金丰,48887,864
竹节,48888,864
细说,48889,864
陈诚,48890,864
笑颜,48891,864
杂耍,48892,864
媒婆,48893,864
歉疚,48894,864
归罪于,48895,864
疆土,48896,864
引退,48897,864
象牙塔,48898,864
替罪羊,48899,864
不明飞行物,48900,864
复婚,48901,864
小夏,48902,864
边锋,48903,864
南欧,48904,864
王振江,48905,864
小辈,48906,863
基里延科,48907,863
闭目,48908,863
罪有应得,48909,863
熔岩,48910,863
愈战愈强,48911,863
柯伊拉腊,48912,863
航运业,48913,863
前臂,48914,863
勃列日涅夫集团,48915,863
浙江博物馆,48916,863
贴纸,48917,863
王莲香,48918,863
口区,48919,863
善心,48920,863
真意,48921,863
第10届,48922,863
?G,48923,863
抬升,48924,863
笈,48925,863
从影,48926,863
电声,48927,863
平放,48928,863
巍,48929,863
精纺,48930,863
小彭,48931,863
饰面,48932,863
跟得上,48933,862
落水狗,48934,862
豁出去,48935,862
立足之地,48936,862
资力,48937,862
溪涧,48938,862
红新月会,48939,862
两地分居,48940,862
屏南,48941,862
儒生,48942,862
第7位,48943,862
外交界,48944,862
火并,48945,862
粒状,48946,862
南河,48947,862
出资者,48948,862
李可染,48949,862
民庭,48950,862
贱卖,48951,862
读卡,48952,862
窃喜,48953,862
彭光贤,48954,862
余光中,48955,862
尖刻,48956,862
涟涟,48957,862
?h,48958,862
衣饰,48959,862
电子表,48960,862
默克尔,48961,862
陈立夫,48962,862
种牛,48963,862
涵闸,48964,862
指手画脚,48965,862
穆青,48966,862
相关性,48967,862
布哈林,48968,862
溃疡病,48969,861
威胁利诱,48970,861
负数,48971,861
宋智明,48972,861
朱老师,48973,861
阴山,48974,861
辨证,48975,861
杭州市革命委员会,48976,861
誓不罢休,48977,861
撒开,48978,861
植树种草,48979,861
米切尔,48980,861
良宵,48981,861
深不可测,48982,861
平平常常,48983,861
腰身,48984,861
拜见,48985,861
假扮,48986,861
圣安东尼奥,48987,861
江某,48988,861
姓吴,48989,861
即开型,48990,861
厄瓜多尔队,48991,861
雪球,48992,861
揉搓,48993,861
张教授,48994,861
铁砂,48995,860
尼亚萨兰,48996,860
基干,48997,860
峰度,48998,860
张犯,48999,860
约摸,49000,860
安享,49001,860
刊头,49002,860
清宫秘史,49003,860
区楚良,49004,860
罗西,49005,860
有自知之明,49006,860
刺史,49007,860
数字式,49008,860
韩某,49009,860
第11位,49010,860
陈培德,49011,860
咨询员,49012,860
欠妥,49013,860
尤佳,49014,860
杭州卷烟厂,49015,860
绘就,49016,860
响动,49017,860
优裕,49018,860
焊条,49019,860
凶多吉少,49020,860
显山露水,49021,860
鉴真,49022,860
撕碎,49023,860
谨致,49024,860
襄樊,49025,859
脊椎动物,49026,859
播种量,49027,859
怒目,49028,859
速比,49029,859
希思,49030,859
约计,49031,859
门生,49032,859
猪脚,49033,859
后王,49034,859
安培,49035,859
崎岖不平,49036,859
吕布,49037,859
泰中,49038,859
吴伯雄,49039,859
食品业,49040,859
铁腕,49041,859
血液中心,49042,859
向各省,49043,859
举手之劳,49044,859
喜宴,49045,859
敲门砖,49046,859
姜恩柱,49047,859
舅父,49048,858
四十来,49049,858
戈拉日,49050,858
刻度,49051,858
盗掘,49052,858
河湾,49053,858
婆娘,49054,858
树子,49055,858
布防,49056,858
寒露,49057,858
湿气,49058,858
筋疲力尽,49059,858
磷酸盐,49060,858
存底,49061,858
祺,49062,858
憋气,49063,858
黄鼠狼,49064,858
罗琳,49065,858
远华,49066,858
牵强,49067,858
鬼怪,49068,858
云龙,49069,858
邓选,49070,858
张大妈,49071,858
慵懒,49072,858
南京东路,49073,858
横加指责,49074,858
半条,49075,858
比美,49076,858
失当,49077,858
讲堂,49078,858
广种薄收,49079,858
果盘,49080,858
收发室,49081,857
重整旗鼓,49082,857
长城站,49083,857
毛毛,49084,857
日新,49085,857
神圣同盟,49086,857
罄竹难书,49087,857
泾渭分明,49088,857
感情用事,49089,857
根瘤菌,49090,857
邵荃麟,49091,857
高矮,49092,857
龙身,49093,857
下关,49094,857
七律,49095,857
第三道,49096,857
苔藓,49097,857
云母,49098,857
把兄弟,49099,857
罗晶晶,49100,857
绝对值,49101,857
苦役,49102,857
置疑,49103,857
冰霜,49104,856
钟先生,49105,856
行会,49106,856
助产,49107,856
拼写,49108,856
闻听,49109,856
输光,49110,856
三叉戟,49111,856
长征队,49112,856
强效,49113,856
粗浅,49114,856
仿生,49115,856
丹参,49116,856
核糖核酸,49117,856
停学,49118,856
红艳,49119,856
臆断,49120,856
傅聪,49121,856
藜,49122,856
级数,49123,855
斯特恩,49124,855
想着想着,49125,855
教条主义者,49126,855
礼教,49127,855
刻石,49128,855
如许,49129,855
一本万利,49130,855
窃听器,49131,855
许丁茂,49132,855
乐不可支,49133,855
施能鹤,49134,855
原创性,49135,855
自讨苦吃,49136,855
冷菜,49137,855
治家,49138,855
常言,49139,855
德新社,49140,855
杭州汽车制造厂,49141,855
口服心服,49142,855
假手,49143,855
减薪,49144,855
日用瓷,49145,855
景泰蓝,49146,855
鄂西,49147,855
神经质,49148,855
疑窦,49149,854
大型化,49150,854
边角料,49151,854
文协,49152,854
陈璞如,49153,854
设岗,49154,854
发大财,49155,854
妒忌,49156,854
图西族,49157,854
狗仔队,49158,854
贺年卡,49159,854
骄气,49160,854
小儿麻痹,49161,854
寂寥,49162,854
惹眼,49163,854
开钻,49164,854
行礼,49165,854
棋风,49166,854
古柏,49167,854
郭跃,49168,854
刘恒,49169,854
当口,49170,854
出版者,49171,854
书证,49172,854
评测,49173,854
英萨利,49174,854
普天同庆,49175,854
畅饮,49176,854
自然科学奖,49177,854
南里,49178,854
返朴归真,49179,853
被盖,49180,853
包容性,49181,853
打拳,49182,853
买卖公平,49183,853
用之不竭,49184,853
铣刀,49185,853
杨静,49186,853
起落架,49187,853
萧乾,49188,853
违法不究,49189,853
由上而下,49190,853
皮辊,49191,853
笑柄,49192,853
宫鲁鸣,49193,853
砥,49194,853
神功,49195,853
穷追不舍,49196,853
卸载,49197,853
丰福生,49198,853
摇头晃脑,49199,853
代付,49200,853
照排,49201,853
度外,49202,853
死海,49203,853
血债累累,49204,853
多疑,49205,853
乒赛,49206,853
水生植物,49207,852
运球,49208,852
哨音,49209,852
叶女士,49210,852
湘军,49211,852
警探,49212,852
吉布提,49213,852
朝觐,49214,852
余湛,49215,852
季托夫,49216,852
弧度,49217,852
围头,49218,852
无线电视,49219,852
匠心独运,49220,852
盔甲,49221,852
滴水不漏,49222,852
耸肩,49223,852
大事记,49224,852
案板,49225,852
蒸馏水,49226,852
热血青年,49227,852
幽暗,49228,852
正儿八经,49229,852
心计,49230,852
小本,49231,852
活报剧,49232,852
彭伟国,49233,852
小章,49234,852
共通,49235,852
如履薄冰,49236,851
彭荃,49237,851
气垫,49238,851
300%,49239,851
涂刷,49240,851
不学无术,49241,851
陈老,49242,851
沈坚,49243,851
画布,49244,851
小精灵,49245,851
商税,49246,851
韩先生,49247,851
经验之谈,49248,851
塔里木,49249,851
怎么着,49250,851
艳阳天,49251,851
狱警,49252,851
梁柱,49253,851
修行,49254,851
杭州段,49255,851
第2名,49256,851
苹,49257,851
约谈,49258,851
公开性,49259,851
僧多粥少,49260,851
轴瓦,49261,850
国威,49262,850
第三家,49263,850
苏贞昌,49264,850
昌明,49265,850
比勒陀利亚,49266,850
勃起,49267,850
王进东,49268,850
歪歪斜斜,49269,850
同房,49270,850
计算机控制,49271,850
讳,49272,850
改良品种,49273,850
宁死不屈,49274,850
波尔图,49275,850
赏析,49276,850
撞见,49277,850
锅碗瓢盆,49278,850
先进工作法,49279,850
米氏,49280,850
逆水行舟,49281,850
暮春,49282,850
孙淑伟,49283,850
履约率,49284,850
华强,49285,850
台湾市场,49286,849
刘维灿,49287,849
紫云县,49288,849
武生,49289,849
林心如,49290,849
喷粉,49291,849
打顶,49292,849
练功者,49293,849
随机应变,49294,849
火山喷发,49295,849
吵吵闹闹,49296,849
慢条斯理,49297,849
声纳,49298,849
万众欢腾,49299,849
又惊又喜,49300,849
瞬时,49301,849
苜蓿,49302,849
法例,49303,849
大龄青年,49304,849
中山站,49305,849
开发过程,49306,849
玻璃体,49307,849
渔人,49308,849
武汉队,49309,849
非洲地区,49310,849
不尽然,49311,849
杭州赛区,49312,849
偏于,49313,849
屈指,49314,849
趸船,49315,849
右倾机会主义者,49316,849
揶揄,49317,849
锗,49318,849
代部长,49319,849
连铸,49320,849
助战,49321,848
过当,49322,848
为国为民,49323,848
研究研究,49324,848
瓒,49325,848
天真无邪,49326,848
白相国,49327,848
前卫队,49328,848
剖面,49329,848
东南角,49330,848
采暖,49331,848
通衢,49332,848
副场长,49333,848
冲昏,49334,848
泛非,49335,848
木讷,49336,848
床沿,49337,848
哈吉,49338,848
县人委,49339,848
发育期,49340,848
惊扰,49341,848
应时,49342,848
杭州橡胶厂,49343,848
李珂,49344,848
山茶花,49345,848
快干,49346,848
唐钢,49347,847
吴中,49348,847
抓丁,49349,847
雷霆万钧,49350,847
随心,49351,847
下咽,49352,847
吕祖善,49353,847
海关法,49354,847
正襟危坐,49355,847
折叠式,49356,847
萨布里,49357,847
李克农,49358,847
梁丽珍,49359,847
阿尔卑斯山,49360,847
各自为战,49361,847
营养钵,49362,847
内行人,49363,846
天大地大,49364,846
言和,49365,846
德性,49366,846
译作,49367,846
李金华,49368,846
韩国足协,49369,846
枪法,49370,846
河马,49371,846
分身,49372,846
集权,49373,846
魔王,49374,846
安安静静,49375,846
参天大树,49376,846
周燕,49377,846
扫地出门,49378,846
和棋,49379,846
就势,49380,846
藏北,49381,846
杭州汽轮机厂,49382,846
搬起石头砸自己的脚,49383,846
私奔,49384,846
忧郁症,49385,846
百叶,49386,846
讲情面,49387,846
存活率,49388,845
疖,49389,845
迪厅,49390,845
点明,49391,845
洪市长,49392,845
普及型,49393,845
寿司,49394,845
王德明,49395,845
青瓦台,49396,845
第二起,49397,845
声控,49398,845
批购,49399,845
斗争性,49400,845
恒河,49401,845
制宪议会,49402,845
式微,49403,845
稀稀拉拉,49404,845
非法牟利,49405,845
简捷,49406,845
万象更新,49407,845
草庵,49408,845
嗖,49409,845
赵氏,49410,845
麸,49411,845
三都澳,49412,845
暗箭,49413,845
尝一尝,49414,844
条规,49415,844
牛年,49416,844
教会学校,49417,844
伊拉克部队,49418,844
洛杉矶市,49419,844
理气,49420,844
斯坦福大学,49421,844
旅游热,49422,844
三更,49423,844
打浆,49424,844
全德,49425,844
丧尽天良,49426,844
擦过,49427,844
迎娶,49428,844
乃至于,49429,844
陈心晖,49430,844
审稿,49431,844
邓先生,49432,844
母性,49433,843
另起炉灶,49434,843
陈铭枢,49435,843
电解质,49436,843
厦门海事法院,49437,843
嚎啕大哭,49438,843
小板凳,49439,843
盘根错节,49440,843
科兹洛夫,49441,843
出操,49442,843
小戴,49443,843
口译,49444,843
我辈,49445,843
李桂莲,49446,843
弹丸之地,49447,843
动人心魄,49448,843
软包装,49449,843
开元区法院,49450,843
传送带,49451,843
红烛,49452,843
何须,49453,843
姜家,49454,843
红蜘蛛,49455,843
巴顿,49456,842
老财,49457,842
文友,49458,842
温布尔登,49459,842
匠人,49460,842
科技节,49461,842
伯赞,49462,842
郑晓东,49463,842
小凌,49464,842
神秘莫测,49465,842
受援,49466,842
能动性,49467,842
司徒,49468,842
热源,49469,842
面店,49470,842
礼赞,49471,842
献媚,49472,842
屋门,49473,842
巴勒斯坦全国委员会,49474,842
演唱者,49475,842
霎时间,49476,842
茶坊,49477,842
张全景,49478,842
红晕,49479,842
狂野,49480,842
课程标准,49481,842
大考,49482,842
东京湾,49483,842
锦州市,49484,841
实盘,49485,841
译员,49486,841
拉拉扯扯,49487,841
佳境,49488,841
国锋,49489,841
天安门事件,49490,841
遍野,49491,841
疯长,49492,841
热性,49493,841
私生子,49494,841
将伤者,49495,841
保护层,49496,841
印度支那半岛,49497,841
鄂豫皖,49498,841
禹作敏,49499,841
充足率,49500,841
军事学校,49501,841
上塘河,49502,841
夜光,49503,841
过奖,49504,841
洋镐,49505,841
枣红,49506,841
惠尔康,49507,841
只消,49508,841
大昭寺,49509,841
哈拉雷,49510,841
千里眼,49511,840
眷,49512,840
流通性,49513,840
夺路而逃,49514,840
蒙特卡洛,49515,840
扫视,49516,840
王平夷,49517,840
?`,49518,840
拔起,49519,840
扁豆,49520,840
顾庆金,49521,840
小聪明,49522,840
驱动力,49523,840
詹天佑,49524,840
印江自治县,49525,840
多尔,49526,840
涌潮,49527,840
主观唯心主义,49528,840
入台,49529,840
第3天,49530,840
姣,49531,840
王栋,49532,840
管理类,49533,840
老古,49534,840
张宇,49535,840
采育,49536,840
罗尚才,49537,840
女垒,49538,840
东浦路,49539,840
白嫩,49540,839
胚芽,49541,839
后台老板,49542,839
按图索骥,49543,839
联大队,49544,839
能说会道,49545,839
情有可原,49546,839
贸发会议,49547,839
嚎,49548,839
宋仪侨,49549,839
其貌不扬,49550,839
没商量,49551,839
申云浦,49552,839
鸟岛,49553,839
杜鹃山,49554,839
预算法,49555,839
加法,49556,839
作别,49557,839
老实巴交,49558,839
沈女士,49559,839
发射架,49560,839
京畿,49561,838
年终奖,49562,838
看得清楚,49563,838
病死率,49564,838
安德烈,49565,838
梵高,49566,838
莲蓬,49567,838
五分之二,49568,838
谨小慎微,49569,838
砻糠,49570,838
龙卡,49571,838
林为,49572,838
袁某,49573,838
乱哄哄,49574,838
时宜,49575,838
马文波,49576,838
下葬,49577,838
咸肉,49578,838
私股,49579,838
亲疏,49580,838
二重唱,49581,838
镶边,49582,838
评议员,49583,838
巴山,49584,838
中堂,49585,838
李清照,49586,837
襟怀,49587,837
先进者,49588,837
鱼贯,49589,837
多如牛毛,49590,837
德胜,49591,837
遗落,49592,837
士气低落,49593,837
生石灰,49594,837
尼亚,49595,837
斜阳,49596,837
摆地摊,49597,837
胸中有数,49598,837
慕绥新,49599,837
左思右想,49600,837
张铭清,49601,837
废铜,49602,837
银楼,49603,837
雅安,49604,837
混混,49605,837
垫资,49606,837
窘,49607,837
冒黑烟,49608,837
大有益处,49609,837
劳模们,49610,837
兜圈子,49611,837
投手,49612,836
张经理,49613,836
顶起,49614,836
读取,49615,836
张辉,49616,836
苍白无力,49617,836
氯化钾,49618,836
弄巧成拙,49619,836
林玉蓉,49620,836
剧作者,49621,836
会阴,49622,836
叫车,49623,836
幻灯机,49624,836
陈大卫,49625,836
右转,49626,836
瞳,49627,836
投其所好,49628,836
驾轻就熟,49629,835
老瓦,49630,835
柘荣县,49631,835
蓊,49632,835
伸开,49633,835
巡检,49634,835
晦暗,49635,835
李葆华,49636,835
体育学院,49637,835
扎营,49638,835
共勉,49639,835
撩人,49640,835
龙胆,49641,835
发福,49642,835
地滚,49643,835
军演,49644,835
差错率,49645,835
湿淋淋,49646,835
工农差别,49647,835
丢荒,49648,835
推而广之,49649,835
数据分析,49650,835
擦破,49651,835
康宁,49652,835
女社员们,49653,835
杨维,49654,835
拉紧,49655,834
土政策,49656,834
奏乐,49657,834
出赛,49658,834
头昏脑胀,49659,834
心安,49660,834
铜丝,49661,834
以此类推,49662,834
梁戈亮,49663,834
讨要,49664,834
鼎力相助,49665,834
沙四龙,49666,834
严令,49667,834
达达赫,49668,834
报话,49669,834
震灾,49670,834
拒贿,49671,834
李云龙,49672,834
若非,49673,834
杨玲,49674,834
查希尔,49675,834
时不再来,49676,834
打火,49677,834
黄金分割,49678,834
返回式,49679,834
太空人,49680,834
老挝国际委员会,49681,834
秦淮河,49682,834
依稀可见,49683,834
费钱,49684,834
寄宿生,49685,834
乙型脑炎,49686,834
争胜,49687,834
约稿,49688,833
伍洪祥,49689,833
弹痕,49690,833
高跟,49691,833
避孕药具,49692,833
姚颖,49693,833
洗雪,49694,833
童真,49695,833
人言,49696,833
桥身,49697,833
┏,49698,833
组合式,49699,833
长乐市,49700,833
探井,49701,833
无轨电车,49702,833
┓,49703,833
第六人,49704,833
倒像,49705,833
茶青,49706,833
子粒,49707,833
砖坯,49708,833
2000型,49709,833
黔西北,49710,833
杨斌,49711,833
意志力,49712,833
相让,49713,832
彩画,49714,832
别管,49715,832
斋月,49716,832
魏某,49717,832
梅里,49718,832
烧灼,49719,832
帕萨特,49720,832
授衔,49721,832
娃娃们,49722,832
惊悚,49723,832
叫骂,49724,832
碧蓝,49725,832
合著,49726,832
分泌量,49727,832
郴州,49728,832
交通车,49729,832
披挂,49730,832
假意,49731,832
古稀之年,49732,832
第六区,49733,832
王昭荣,49734,832
南堡大队,49735,832
殇,49736,832
于涛,49737,832
永葆青春,49738,832
糖醋,49739,832
内痔,49740,832
牧马,49741,832
官本位,49742,832
陆运,49743,832
年终奖金,49744,832
打草惊蛇,49745,832
黄文,49746,832
杜平,49747,831
麻黄,49748,831
收拢,49749,831
程十发,49750,831
裤腰,49751,831
枕巾,49752,831
强人,49753,831
皮层,49754,831
康矛,49755,831
建国路,49756,831
咸兴,49757,831
空袭警报,49758,831
阳江,49759,831
戒除,49760,831
顺流而下,49761,831
绞杀,49762,831
对话会,49763,831
倒戈,49764,831
捕猎,49765,831
师姐,49766,831
金钱豹,49767,831
访问量,49768,831
图说,49769,831
无所不用其极,49770,831
先手,49771,831
难活,49772,831
转述,49773,831
品酒,49774,831
华侨博物院,49775,831
冬去春来,49776,831
石堆,49777,831
娘舅,49778,830
试映,49779,830
刚正不阿,49780,830
归根结蒂,49781,830
丰台,49782,830
市招办,49783,830
适可而止,49784,830
北航,49785,830
曼妙,49786,830
张颖,49787,830
千分之三,49788,830
事出有因,49789,830
一箱箱,49790,830
日供水量,49791,830
空罐,49792,830
落荒而逃,49793,830
第二十八届,49794,830
政府性,49795,830
诺沃提尼,49796,830
主观性,49797,830
皮尔逊,49798,830
廖继胜,49799,830
第17届,49800,830
连轴转,49801,830
卡斯帕罗夫,49802,830
生疑,49803,830
触景生情,49804,830
正定,49805,830
查寻,49806,830
金边市,49807,830
美滋滋,49808,829
王淑森,49809,829
洁身自好,49810,829
够格,49811,829
发根,49812,829
箴言,49813,829
弥天大谎,49814,829
惦,49815,829
在途,49816,829
造假者,49817,829
万山特区,49818,829
王亮,49819,829
第五十四条,49820,829
食物链,49821,829
百舸争流,49822,829
会籍,49823,829
德加,49824,829
第二十三次,49825,829
非礼,49826,829
具象,49827,829
避讳,49828,829
广州松日队,49829,829
龛,49830,829
夜大,49831,829
南关,49832,828
林东,49833,828
年谱,49834,828
劲头十足,49835,828
近水楼台先得月,49836,828
令人注目,49837,828
女家,49838,828
吾人,49839,828
唇枪舌剑,49840,828
框子,49841,828
第九名,49842,828
死不悔改,49843,828
盖德,49844,828
租房子,49845,828
清冽,49846,828
魔方,49847,828
农轻重,49848,828
演奏者,49849,828
高难动作,49850,828
庆余堂,49851,828
制度性,49852,828
存贮,49853,828
邮差,49854,828
莠,49855,828
五省区,49856,828
付印,49857,828
温妮,49858,828
偏转,49859,827
短工,49860,827
进贡,49861,827
姜建华,49862,827
秦刚,49863,827
边境线,49864,827
反日,49865,827
哗变,49866,827
大众公司,49867,827
熔铸,49868,827
中常委,49869,827
琼海,49870,827
彭帅,49871,827
浓绿,49872,827
无法可依,49873,827
夜餐,49874,827
带钢,49875,827
杨洁篪,49876,827
上告,49877,827
陈运鹏,49878,827
飞沫,49879,826
逞强,49880,826
董其武,49881,826
桥东,49882,826
运动型,49883,826
黄懋衡,49884,826
转售,49885,826
砂眼,49886,826
第十九届,49887,826
奖勤罚懒,49888,826
小白鼠,49889,826
岁首,49890,826
呼气,49891,826
井冈山地区,49892,826
庄稼汉,49893,826
天生丽质,49894,826
刀叉,49895,826
甘居,49896,826
龙井路,49897,826
东阿,49898,826
老钱,49899,826
开开心心,49900,826
教练车,49901,826
求求,49902,826
后患无穷,49903,826
副支书,49904,826
节令,49905,826
木筏,49906,826
能级,49907,826
蛋清,49908,826
特药,49909,826
朴金,49910,825
马尔蒂尼,49911,825
补贴费,49912,825
分开来,49913,825
遗传物质,49914,825
从众,49915,825
第三站,49916,825
髓核,49917,825
顶尖高手,49918,825
胶东,49919,825
威慑力量,49920,825
说和,49921,825
兼收,49922,825
里带,49923,825
大将军,49924,825
鄙夷,49925,825
大鸟,49926,825
李立,49927,825
十年如一日,49928,825
癌肿,49929,825
旧石器时代,49930,825
香港银行,49931,825
养尊处优,49932,824
克己,49933,824
鳃,49934,824
百强县,49935,824
遗精,49936,824
张世祥,49937,824
顺带,49938,824
砰砰,49939,824
一粒粒,49940,824
杭州水泥厂,49941,824
通讯网,49942,824
久等,49943,824
毒液,49944,824
八音,49945,824
永平,49946,824
吴臣,49947,824
隐退,49948,824
人迹,49949,824
卢绪章,49950,824
砸毁,49951,824
拉多,49952,823
林世雄,49953,823
尚福林,49954,823
桐庐镇,49955,823
哀痛,49956,823
阻截,49957,823
褶皱,49958,823
海员们,49959,823
慢点,49960,823
正厅,49961,823
北卡罗来纳州,49962,823
坐骑,49963,823
江渭清,49964,823
英汉,49965,823
初晴,49966,823
椅背,49967,823
第五组,49968,823
守口如瓶,49969,823
第五节,49970,823
戚润,49971,823
瑞丽,49972,823
破釜沉舟,49973,823
泥塘,49974,823
波兰通讯社,49975,823
小罗纳尔多,49976,823
平易,49977,823
因工负伤,49978,822
身家,49979,822
第一联,49980,822
领章,49981,822
分馆,49982,822
上坟,49983,822
痂,49984,822
李犯,49985,822
陋,49986,822
股骨,49987,822
河川,49988,822
外间,49989,822
浦沿镇,49990,822
于会泳,49991,822
救生艇,49992,822
翻倍,49993,822
电铃,49994,822
地方税务局,49995,822
丕,49996,822
树身,49997,822
土蚕,49998,822
划痕,49999,822
支护,50000,822
谈心会,50001,822
公民权,50002,822
邵阳,50003,822
鸭苗,50004,822
务川自治县,50005,822
团代会,50006,822
受骗者,50007,822
恳谈,50008,821
稀粥,50009,821
气缸,50010,821
赴约,50011,821
砖瓦房,50012,821
白雪皑皑,50013,821
张海涛,50014,821
胡诌,50015,821
忙坏了,50016,821
卧病在床,50017,821
阴差阳错,50018,821
溴,50019,821
亏待,50020,821
候客,50021,821
斯佩特,50022,821
唠,50023,821
喜色,50024,821
速溶,50025,821
孤立无援,50026,821
下不为例,50027,821
秦代,50028,821
曲谱,50029,821
妙法,50030,821
喃喃自语,50031,821
做检查,50032,821
前敌,50033,821
大丰,50034,821
拳击赛,50035,821
心烦意乱,50036,821
妮可,50037,821
抑制剂,50038,821
王根凤,50039,820
巨富,50040,820
混日子,50041,820
边学,50042,820
自助式,50043,820
邬,50044,820
本州,50045,820
数数,50046,820
经济学界,50047,820
水碾,50048,820
启明星,50049,820
朱英培,50050,820
一古脑儿,50051,820
古荡镇,50052,820
轻舟,50053,820
圣多美和普林西比,50054,820
返老还童,50055,820
理想化,50056,820
奖优罚劣,50057,819
送死,50058,819
耍弄,50059,819
分毫,50060,819
第二周,50061,819
肉中刺,50062,819
欧亚大陆,50063,819
曲径通幽,50064,819
诟,50065,819
万圣节,50066,819
虎头蛇尾,50067,819
强硬派,50068,819
复述,50069,819
〖,50070,819
悬索桥,50071,819
沙坑,50072,819
清末民初,50073,819
中心思想,50074,819
失察,50075,819
石滩,50076,819
香饽饽,50077,819
至迟,50078,819
海岸带,50079,819
来势汹汹,50080,819
不依不饶,50081,819
鲳鱼,50082,819
虎园路,50083,819
李宗盛,50084,819
研究型,50085,818
雄县,50086,818
兼课,50087,818
鱼皮,50088,818
腭裂,50089,818
茶亭,50090,818
丹凤,50091,818
封建制,50092,818
倒扣,50093,818
莴笋,50094,818
蒸发器,50095,818
复交,50096,818
置信,50097,818
糍粑,50098,818
美法,50099,818
泰达队,50100,818
霍夫曼,50101,818
陈放,50102,818
天道,50103,818
锯子,50104,818
叙利亚队,50105,818
菲茨沃特,50106,818
修理业,50107,818
??嗦,50108,818
惊魂,50109,818
孙道临,50110,818
饭粒,50111,818
示警,50112,818
琢,50113,818
断开,50114,817
岳阳楼,50115,817
星光灿烂,50116,817
侵台,50117,817
砣,50118,817
仙山,50119,817
榨油机,50120,817
项英,50121,817
美韩,50122,817
爬行动物,50123,817
纽约市场,50124,817
瞻望,50125,817
水痘,50126,817
不毛之地,50127,817
年近古稀,50128,817
东城,50129,817
地广人稀,50130,817
同江,50131,817
链子,50132,817
阿司匹林,50133,817
舟山市,50134,817
尚无,50135,817
有力出力,50136,817
铝材,50137,817
蛰,50138,817
红人,50139,817
持久性,50140,817
向上爬,50141,817
官田,50142,816
奸细,50143,816
嘻,50144,816
衣兜,50145,816
沾污,50146,816
永嘉县,50147,816
士绅,50148,816
换钱,50149,816
东方歌舞团,50150,816
透明化,50151,816
专门知识,50152,816
赦,50153,816
入神,50154,816
双簧,50155,816
旧情,50156,816
香香,50157,816
球状,50158,816
贤妻良母,50159,816
刑庭,50160,816
萦,50161,816
占用费,50162,816
皇朝,50163,816
保外就医,50164,816
刘惜芬,50165,816
基督教科学箴言报,50166,816
美台,50167,816
谅山,50168,816
痛分娩法,50169,816
疆域,50170,816
胜绩,50171,816
显身手,50172,816
演奏员,50173,816
貂,50174,815
戚继光,50175,815
延安东路,50176,815
?V,50177,815
雅兴,50178,815
醒狮,50179,815
春兰集团,50180,815
障碍性,50181,815
病休,50182,815
洋法,50183,815
历历,50184,815
提租,50185,815
青鱼,50186,815
瓜苗,50187,815
辗转反侧,50188,815
黄永玉,50189,815
玻璃板,50190,815
城垣,50191,815
硝酸铵,50192,815
租价,50193,815
此伏彼起,50194,815
丰腴,50195,815
内蕴,50196,815
王飞,50197,815
衣帽,50198,815
叫苦连天,50199,815
比内,50200,814
矽肺,50201,814
瓷盘,50202,814
黑黝黝,50203,814
汀州,50204,814
股子,50205,814
了帝国主义者,50206,814
黑豆,50207,814
毕业设计,50208,814
吴雪,50209,814
欧阳建,50210,814
架子猪,50211,814
对同志们,50212,814
乌云密布,50213,814
小井,50214,814
周华健,50215,814
椁,50216,814
黄国忠,50217,814
尿床,50218,814
宋子文,50219,814
豆渣,50220,814
财神爷,50221,814
仁义道德,50222,814
宫女,50223,814
供水量,50224,814
敖东队,50225,813
发痛,50226,813
第五十七条,50227,813
中国青少年发展基金会,50228,813
食料,50229,813
犹他,50230,813
俯卧撑,50231,813
入画,50232,813
拉下水,50233,813
危机意识,50234,813
颠沛流离,50235,813
赖账,50236,813
自问,50237,813
想入非非,50238,813
突现,50239,813
枳,50240,813
老道,50241,813
生命不息,50242,813
露露,50243,813
探亲假,50244,813
磁头,50245,813
意中人,50246,813
师事,50247,813
局外,50248,813
义赛,50249,813
科考队,50250,813
现券市场,50251,813
女警,50252,812
资源性,50253,812
香港公司,50254,812
穆勒,50255,812
评理,50256,812
王小波,50257,812
淦,50258,812
延平,50259,812
安琪,50260,812
人杰,50261,812
穹,50262,812
傅雷,50263,812
园田,50264,812
甘美,50265,812
贵阳水泥厂,50266,812
龙文,50267,812
上海市政协,50268,812
鹅黄,50269,812
特鲁多,50270,812
萨波托斯基,50271,812
应否,50272,812
拐点,50273,812
林海峰,50274,812
吉格斯,50275,812
晦涩,50276,812
骸,50277,812
强心剂,50278,812
养育之恩,50279,812
大略,50280,812
金沙港,50281,812
生还者,50282,812
不干胶,50283,812
心潮起伏,50284,811
吹打,50285,811
下士,50286,811
藿香,50287,811
金人庆,50288,811
办结率,50289,811
