# 来源：本词表来自BCC语料库汉语部分的报刊（news）频道。
# 说明：未去除字母词。存在部分数量词残留。
# 制作：北京语言大学・信息科学学院・大数据与教育技术研究所 2015年10月
# 引用：北京语言大学BCC语料库 http://bcc.blcu.edu.cn
# 吾匣：截取频数大于等于200的数据
"词","排名","频次"
破位,13964,8238
接入,13965,8235
征途,13966,8235
脓,13967,8232
安危,13968,8232
上下班,13969,8231
歼敌,13970,8231
吻合,13971,8231
吃上,13972,8230
停泊,13973,8230
舍得,13974,8227
意境,13975,8226
驳回,13976,8225
夯,13977,8225
性病,13978,8224
回笼,13979,8221
熊猫,13980,8221
卖国贼,13981,8220
遗,13982,8219
做梦,13983,8219
玩家,13984,8218
深沉,13985,8217
等同,13986,8216
呼吸道,13987,8214
有益于,13988,8214
江主席,13989,8213
前些年,13990,8212
期刊,13991,8212
双层,13992,8212
灯泡,13993,8212
陵园,13994,8211
空间站,13995,8210
绚丽,13996,8210
财政局,13997,8210
摩托,13998,8208
除草,13999,8208
叮嘱,14000,8208
严防,14001,8207
喜气洋洋,14002,8207
痛恨,14003,8207
兜售,14004,8205
可行性,14005,8205
造田,14006,8204
手头,14007,8203
糯米,14008,8203
袜,14009,8203
过路,14010,8202
空运,14011,8201
三等功,14012,8199
失明,14013,8199
美誉,14014,8199
博士学位,14015,8198
商会,14016,8197
牛市,14017,8197
比价,14018,8193
高起点,14019,8193
健美,14020,8191
晶,14021,8190
全日制,14022,8190
官邸,14023,8189
变色,14024,8189
鲜活,14025,8188
试车,14026,8187
希拉克,14027,8186
水塘,14028,8186
麻雀,14029,8186
盘旋,14030,8186
极限,14031,8185
摄像,14032,8185
掀,14033,8185
净增,14034,8183
银河,14035,8182
极左,14036,8181
输血,14037,8179
报答,14038,8179
商品化,14039,8176
作曲家,14040,8175
施加压力,14041,8170
狭小,14042,8170
广度,14043,8169
偷渡,14044,8168
联系人,14045,8168
金庸,14046,8167
东站,14047,8167
黄先生,14048,8167
观察员,14049,8166
百家争鸣,14050,8163
受害人,14051,8162
梵,14052,8162
举世瞩目,14053,8161
听力,14054,8160
印染,14055,8160
上证指数,14056,8158
回复,14057,8158
赋,14058,8158
平反,14059,8157
情不自禁,14060,8155
集贸,14061,8155
抚育,14062,8155
聘任,14063,8155
外经贸部,14064,8154
阿里,14065,8154
专访,14066,8154
运力,14067,8153
惩办,14068,8152
羊肉,14069,8152
防修,14070,8151
辩解,14071,8151
混入,14072,8150
下水道,14073,8149
有兴趣,14074,8149
跳动,14075,8148
凯旋,14076,8148
螺,14077,8147
猖狂进攻,14078,8146
印度洋,14079,8143
警务,14080,8141
遗忘,14081,8141
化名,14082,8141
念念不忘,14083,8137
萧山市,14084,8135
产出,14085,8135
兴隆,14086,8134
间隙,14087,8134
大块,14088,8133
孙继海,14089,8133
零下,14090,8131
气功,14091,8130
硅,14092,8129
兴业,14093,8126
坦言,14094,8125
金鸡,14095,8124
闪光,14096,8124
阿婆,14097,8122
南洋,14098,8120
竹子,14099,8118
园艺,14100,8117
血糖,14101,8117
不屈不挠,14102,8116
现今,14103,8116
马铃薯,14104,8114
晚期,14105,8113
席卷,14106,8112
马虎,14107,8111
枪声,14108,8109
面包车,14109,8108
取向,14110,8107
悲哀,14111,8106
照办,14112,8106
图形,14113,8104
定下,14114,8103
主队,14115,8102
座落,14116,8102
俏,14117,8101
花灯,14118,8100
大案要案,14119,8100
对子,14120,8099
选拔赛,14121,8099
工作室,14122,8097
敲响,14123,8097
常昊,14124,8096
串连,14125,8095
首例,14126,8095
悍然,14127,8093
柔和,14128,8092
埋头苦干,14129,8092
胡子,14130,8091
机具,14131,8090
揉,14132,8090
使劲,14133,8090
古朴,14134,8090
对抗赛,14135,8089
挣钱,14136,8089
负起,14137,8088
明文,14138,8088
一步步,14139,8088
字母,14140,8088
强弱,14141,8087
机型,14142,8086
惊险,14143,8084
呼应,14144,8083
影星,14145,8083
打消,14146,8082
挪,14147,8081
湖泊,14148,8079
房门,14149,8078
黄菊,14150,8078
民国,14151,8078
讲演,14152,8076
配料,14153,8075
王洪文,14154,8074
可想而知,14155,8074
祥和,14156,8073
除四害,14157,8073
沉寂,14158,8072
高超,14159,8070
泥沙,14160,8069
普通人,14161,8069
孔繁森,14162,8069
孟加拉国,14163,8066
植被,14164,8065
人称,14165,8063
故宫,14166,8063
各省市,14167,8063
历,14168,8061
巴金,14169,8061
结业,14170,8060
抽水,14171,8060
惨败,14172,8059
瞪,14173,8057
领头,14174,8056
琳琅满目,14175,8055
文坛,14176,8055
木炭,14177,8055
签定,14178,8054
市县,14179,8052
学年,14180,8052
工龄,14181,8051
谦虚谨慎,14182,8049
听课,14183,8049
圣诞节,14184,8048
在意,14185,8048
学子,14186,8046
零时,14187,8046
翻阅,14188,8044
开战,14189,8044
妆,14190,8044
宴请,14191,8043
团圆,14192,8041
特工,14193,8038
人才交流,14194,8037
果真,14195,8037
第四条,14196,8035
先例,14197,8034
嚣张,14198,8033
二年级,14199,8032
违法违纪,14200,8032
新台币,14201,8032
会堂,14202,8030
聪明才智,14203,8029
商务部,14204,8028
党委会,14205,8028
野心家,14206,8027
毕生,14207,8024
新书,14208,8024
披上,14209,8023
新世界,14210,8022
喝彩,14211,8022
仇视,14212,8021
田纪云,14213,8020
受尽,14214,8020
哮喘,14215,8020
分娩,14216,8019
科尔,14217,8019
棕,14218,8018
郝海东,14219,8015
吻,14220,8015
耗费,14221,8014
硝烟,14222,8013
保护法,14223,8013
湿度,14224,8012
青联,14225,8011
集成电路,14226,8011
下课,14227,8011
本质上,14228,8011
英里,14229,8011
过户,14230,8010
人行,14231,8010
吃掉,14232,8009
滑雪,14233,8009
老兵,14234,8006
宝书,14235,8006
老先生,14236,8005
果品,14237,8005
感想,14238,8004
婚事,14239,8003
符号,14240,8003
编排,14241,8003
准许,14242,8002
得当,14243,8002
中锋,14244,8001
轮椅,14245,8001
收养,14246,7998
春雨,14247,7998
无所谓,14248,7997
三年级,14249,7997
牧民,14250,7996
黑帮,14251,7994
萌芽,14252,7991
船队,14253,7991
修缮,14254,7989
老张,14255,7989
窒息,14256,7989
气派,14257,7988
特级,14258,7988
托运,14259,7988
栏杆,14260,7987
共鸣,14261,7984
不失时机,14262,7984
认领,14263,7983
图谋,14264,7981
工业园区,14265,7979
山门,14266,7979
妖风,14267,7979
呼喊,14268,7977
挖潜,14269,7976
歼灭战,14270,7976
洗脸,14271,7975
截流,14272,7975
驻足,14273,7975
选中,14274,7974
老伯,14275,7974
逼真,14276,7973
学联,14277,7972
公开信,14278,7972
大娘,14279,7972
站出来,14280,7971
保家卫国,14281,7971
夏日,14282,7969
喷射,14283,7969
弟子,14284,7967
事儿,14285,7964
有识之士,14286,7963
城北,14287,7962
多样性,14288,7960
成天,14289,7960
疲倦,14290,7958
被害人,14291,7958
食欲,14292,7957
城东,14293,7955
漏水,14294,7953
黔南,14295,7953
中兴,14296,7951
新郎,14297,7951
睡不着,14298,7951
亲切交谈,14299,7950
不要紧,14300,7950
倾倒,14301,7950
追问,14302,7946
摇篮,14303,7945
曾庆红,14304,7945
午饭,14305,7945
前哨,14306,7944
数百万,14307,7943
户户,14308,7943
减退,14309,7940
美满,14310,7940
升空,14311,7939
燃起,14312,7939
吊销,14313,7938
叛国,14314,7938
逆流,14315,7938
皮带,14316,7938
敬请,14317,7938
心跳,14318,7937
争先恐后,14319,7936
垮台,14320,7936
萧山县,14321,7935
筐,14322,7935
报请,14323,7934
牛马,14324,7933
御,14325,7932
校友,14326,7932
峰会,14327,7930
不俗,14328,7930
西洋,14329,7930
过量,14330,7929
过期,14331,7929
广开,14332,7927
雄心壮志,14333,7923
王明,14334,7923
威风,14335,7923
哉,14336,7921
李昌镐,14337,7920
贴息,14338,7919
入睡,14339,7919
半成品,14340,7919
国脚,14341,7919
借钱,14342,7919
烘,14343,7918
审视,14344,7918
小朋友们,14345,7916
溅,14346,7915
光大,14347,7915
名词,14348,7915
西亚,14349,7913
气焰,14350,7911
山腰,14351,7911
嵌,14352,7910
嵩,14353,7909
亚洲人,14354,7909
旁听,14355,7908
临安县,14356,7907
低谷,14357,7907
航空母舰,14358,7906
涣散,14359,7905
成批,14360,7905
惊醒,14361,7905
地下水,14362,7904
夜幕,14363,7903
丛林,14364,7902
神州,14365,7902
豆浆,14366,7901
踪影,14367,7901
工矿,14368,7901
背面,14369,7900
塞浦路斯,14370,7898
体贴,14371,7898
立马,14372,7895
铅笔,14373,7895
开朗,14374,7895
公牛,14375,7895
眼科,14376,7894
创举,14377,7894
乘务员,14378,7889
种族歧视,14379,7887
苗头,14380,7885
不舒服,14381,7883
辩证唯物主义,14382,7883
大理石,14383,7883
赶走,14384,7882
出品,14385,7882
草药,14386,7881
专著,14387,7881
直销,14388,7881
流动性,14389,7880
不可思议,14390,7876
岗位责任制,14391,7876
救护车,14392,7876
抛售,14393,7876
洛阳,14394,7875
公营,14395,7875
雄心,14396,7874
速成,14397,7874
没有过,14398,7871
买主,14399,7870
豫,14400,7870
物业公司,14401,7868
军装,14402,7867
校方,14403,7866
斋,14404,7864
展馆,14405,7864
辨认,14406,7863
奋不顾身,14407,7863
惠安,14408,7862
少不了,14409,7860
沦为,14410,7859
吴某,14411,7859
配制,14412,7859
下探,14413,7859
曲线,14414,7859
枷锁,14415,7858
保温,14416,7856
从重,14417,7856
滋润,14418,7854
装扮,14419,7852
政局,14420,7852
终场,14421,7851
沉淀,14422,7850
碎片,14423,7847
变换,14424,7847
世世代代,14425,7846
解脱,14426,7844
劳教,14427,7844
康熙,14428,7844
人性化,14429,7843
筹办,14430,7842
无异,14431,7842
连任,14432,7841
视角,14433,7840
手提,14434,7839
理科,14435,7838
港澳台,14436,7837
欧共体,14437,7836
立新,14438,7835
如数,14439,7834
殖民者,14440,7834
财政部长,14441,7834
阴险,14442,7834
表述,14443,7831
珍视,14444,7831
不至于,14445,7830
再见,14446,7830
高高兴兴,14447,7829
中央书记处,14448,7829
坎坷,14449,7829
儿童节,14450,7828
车道,14451,7823
右边,14452,7823
织布,14453,7819
热情洋溢,14454,7819
翻一番,14455,7818
暴动,14456,7818
孔孟之道,14457,7817
弟兄,14458,7817
外国语,14459,7817
收款,14460,7816
运输业,14461,7816
肮脏,14462,7815
福特,14463,7815
架起,14464,7814
相符,14465,7813
国法,14466,7811
发稿,14467,7810
一元化,14468,7809
破碎,14469,7807
录制,14470,7803
左边,14471,7801
月光,14472,7801
吉隆坡,14473,7800
宝座,14474,7799
小路,14475,7795
后台,14476,7794
有一套,14477,7794
诺言,14478,7794
乌当区,14479,7792
吼,14480,7792
孚,14481,7791
招聘会,14482,7791
户口簿,14483,7788
常任理事国,14484,7788
为时,14485,7788
凹,14486,7788
陶醉,14487,7787
不发达,14488,7786
佩服,14489,7785
讲学,14490,7785
白云区,14491,7784
锐利,14492,7782
寺庙,14493,7782
逸,14494,7780
游戏机,14495,7780
硬盘,14496,7778
珠江,14497,7777
巴士,14498,7776
飞扬,14499,7775
善后,14500,7775
求实,14501,7774
吹嘘,14502,7774
朦胧,14503,7772
跨过,14504,7771
全球化,14505,7771
中耕,14506,7771
闪耀,14507,7770
微观,14508,7769
城墙,14509,7768
破除迷信,14510,7767
淀粉,14511,7766
骨髓,14512,7766
痕,14513,7766
石雕,14514,7765
逃窜,14515,7765
红彤彤,14516,7764
误导,14517,7760
市斤,14518,7760
每每,14519,7759
祖父,14520,7756
召回,14521,7756
聚精会神,14522,7755
收工,14523,7755
湖州,14524,7755
高二,14525,7755
载重,14526,7755
创始人,14527,7754
抬起,14528,7754
滋,14529,7751
圩,14530,7745
扎伊尔,14531,7744
适应性,14532,7743
心里话,14533,7743
壁画,14534,7743
勃列日涅夫,14535,7742
押金,14536,7741
汇总,14537,7739
开课,14538,7738
疑似,14539,7736
香水,14540,7736
甜蜜,14541,7735
展区,14542,7735
情调,14543,7734
第一座,14544,7733
欢笑,14545,7730
残联,14546,7729
拦住,14547,7729
谷物,14548,7728
崽,14549,7727
荟萃,14550,7727
骨灰,14551,7724
采购员,14552,7724
风趣,14553,7722
输电,14554,7721
过半,14555,7720
天使,14556,7720
微微,14557,7720
双脚,14558,7719
正宗,14559,7719
湖边,14560,7719
巧克力,14561,7718
多于,14562,7718
大举,14563,7716
背心,14564,7715
袖,14565,7714
桥头,14566,7714
高喊,14567,7713
野兽,14568,7713
应诉,14569,7712
开刀,14570,7712
一本书,14571,7710
设计院,14572,7710
样式,14573,7706
世界级,14574,7705
幸好,14575,7704
房管,14576,7703
忆苦思甜,14577,7703
碘,14578,7701
升华,14579,7700
人民军队,14580,7699
过长,14581,7695
不可战胜,14582,7694
魏,14583,7693
金融业,14584,7692
雁,14585,7690
会演,14586,7690
配额,14587,7689
说服力,14588,7689
顺手,14589,7689
轻便,14590,7688
询,14591,7687
悬念,14592,7686
屎,14593,7685
成群,14594,7685
日日夜夜,14595,7683
大腿,14596,7680
布匹,14597,7679
上衣,14598,7678
小雨,14599,7677
多时,14600,7676
落水,14601,7675
保质,14602,7675
多米尼加,14603,7675
屹立,14604,7674
生怕,14605,7674
备课,14606,7673
紧俏,14607,7672
税后,14608,7672
重现,14609,7672
引诱,14610,7672
公平合理,14611,7672
投下,14612,7671
黄华,14613,7668
时限,14614,7667
脾,14615,7667
四面,14616,7665
正直,14617,7665
撰文,14618,7664
卡片,14619,7663
上不去,14620,7663
营业厅,14621,7662
巨款,14622,7659
基点,14623,7657
五保户,14624,7656
演戏,14625,7655
对岸,14626,7655
弃权,14627,7653
警钟,14628,7652
韵味,14629,7652
鲜红,14630,7652
侧重,14631,7651
胚胎,14632,7650
勤政,14633,7648
经营部,14634,7648
二氧化碳,14635,7648
会员国,14636,7647
雨伞,14637,7647
借以,14638,7645
暴跌,14639,7643
冲着,14640,7642
先期,14641,7642
有意识,14642,7642
发行价,14643,7642
赤水,14644,7642
联邦政府,14645,7641
文史,14646,7641
颇受,14647,7640
检查站,14648,7637
方圆,14649,7637
投注,14650,7636
免收,14651,7636
伟人,14652,7636
好日子,14653,7635
机房,14654,7635
辛,14655,7634
埃塞俄比亚,14656,7634
质问,14657,7634
严重性,14658,7633
亚热带,14659,7632
失业率,14660,7631
山体,14661,7628
病因,14662,7627
增援,14663,7625
万能,14664,7625
小轿车,14665,7622
列出,14666,7621
蓬,14667,7621
南亚,14668,7619
机关报,14669,7619
年审,14670,7618
人头,14671,7618
不可忽视,14672,7616
市民们,14673,7614
瞒,14674,7614
祖母,14675,7614
好手,14676,7613
吓倒,14677,7613
拨乱反正,14678,7612
英雄们,14679,7611
叶飞,14680,7610
摇奖,14681,7610
小山,14682,7609
马拉松赛,14683,7609
光缆,14684,7609
禁不住,14685,7608
爱国人士,14686,7607
平均主义,14687,7607
第一人,14688,7606
再也没有,14689,7605
长河,14690,7605
查验,14691,7605
大兴,14692,7604
全行业,14693,7604
开门红,14694,7604
拿回,14695,7602
隐私,14696,7601
一回事,14697,7601
湿地,14698,7601
民情,14699,7600
抽样,14700,7597
不平,14701,7597
不容忽视,14702,7596
及格,14703,7595
招考,14704,7595
传球,14705,7595
缺席,14706,7594
甲鱼,14707,7594
最不,14708,7593
现场办公,14709,7593
六盘水,14710,7592
陈永贵,14711,7589
捅,14712,7588
主机,14713,7588
清点,14714,7584
洙,14715,7584
上市日,14716,7584
兴旺发达,14717,7581
吴晗,14718,7581
商界,14719,7581
二十几,14720,7580
总建筑面积,14721,7579
各色,14722,7577
分界线,14723,7577
够用,14724,7576
闸门,14725,7576
城镇化,14726,7576
上天,14727,7575
铀,14728,7575
罗干,14729,7575
自选,14730,7574
广告牌,14731,7572
适中,14732,7572
包揽,14733,7568
布尔加宁,14734,7568
茶话会,14735,7567
三成,14736,7567
车展,14737,7567
送入,14738,7566
专心,14739,7566
雪山,14740,7565
探明,14741,7562
老陈,14742,7561
集美大学,14743,7561
内河,14744,7561
葬,14745,7560
民兵们,14746,7559
限量,14747,7558
纯属,14748,7554
转运,14749,7554
键盘,14750,7551
笕,14751,7550
彩旗,14752,7549
长途电话,14753,7546
工联,14754,7544
第五条,14755,7543
副刊,14756,7542
杨梅,14757,7541
浇水,14758,7539
通宵,14759,7538
憧憬,14760,7537
初衷,14761,7536
首日,14762,7535
将士,14763,7533
中东地区,14764,7533
黔东南州,14765,7532
拢,14766,7531
全盘,14767,7530
鹰潭,14768,7529
海洛因,14769,7529
力所能及,14770,7525
蚕桑,14771,7525
补习,14772,7525
副处长,14773,7524
不关心,14774,7521
敲锣打鼓,14775,7521
鸽子,14776,7520
防盗,14777,7519
在逃,14778,7519
连带,14779,7518
枪杆子,14780,7518
制冷,14781,7518
法纪,14782,7517
人道,14783,7516
大便,14784,7514
水路,14785,7514
长篇小说,14786,7513
激化,14787,7512
发愁,14788,7511
同业公会,14789,7510
采茶,14790,7510
跨越式,14791,7509
索性,14792,7506
分店,14793,7503
误会,14794,7502
使用者,14795,7501
搅,14796,7501
好戏,14797,7500
钻探,14798,7500
苍白,14799,7499
劳改,14800,7499
范志毅,14801,7498
物种,14802,7498
国家经贸委,14803,7498
苗家,14804,7497
诠释,14805,7497
无畏,14806,7496
防伪,14807,7495
星期一,14808,7495
油烟,14809,7494
加价,14810,7494
地学,14811,7493
管理法,14812,7492
保管员,14813,7492
呼啸,14814,7491
分段,14815,7490
渲染,14816,7490
动静,14817,7489
疏忽,14818,7489
权威性,14819,7489
推测,14820,7488
亦可,14821,7488
走出来,14822,7487
规模化,14823,7486
情侣,14824,7484
蹬,14825,7483
黑板,14826,7482
葬礼,14827,7482
此处,14828,7482
吹捧,14829,7479
吴先生,14830,7477
近乎,14831,7476
范例,14832,7476
第四名,14833,7476
下榻,14834,7476
心连心,14835,7476
老子,14836,7475
狭隘,14837,7474
米兰队,14838,7474
相邻,14839,7472
女郎,14840,7471
联社,14841,7471
好战,14842,7471
经济规律,14843,7471
主子,14844,7471
华裔,14845,7470
洞口,14846,7470
主干道,14847,7470
苗圃,14848,7469
当众,14849,7467
售货员,14850,7467
学生会,14851,7466
雅典奥运会,14852,7465
种苗,14853,7464
失控,14854,7464
介绍信,14855,7464
游园,14856,7463
低水平,14857,7462
团中央,14858,7462
现成,14859,7461
警觉,14860,7461
高小,14861,7460
货轮,14862,7459
热切,14863,7458
明朝,14864,7458
字号,14865,7457
下手,14866,7457
相传,14867,7457
有所不同,14868,7454
深加工,14869,7453
实时,14870,7451
精度,14871,7449
白血病,14872,7449
侨乡,14873,7447
冷饮,14874,7447
平板,14875,7447
初具规模,14876,7446
书信,14877,7445
李金明,14878,7444
前场,14879,7442
心疼,14880,7441
风雪,14881,7440
盘踞,14882,7439
指派,14883,7438
逗留,14884,7436
杜马,14885,7435
况,14886,7434
呼叫,14887,7434
说说,14888,7433
各地方,14889,7433
始终不渝,14890,7433
内蒙古自治区,14891,7433
插手,14892,7433
成功率,14893,7432
染上,14894,7429
侠,14895,7428
杀菌,14896,7428
天大,14897,7427
幸亏,14898,7426
无聊,14899,7426
太湖,14900,7425
义诊,14901,7425
算账,14902,7424
海港,14903,7424
半点,14904,7423
北京奥运会,14905,7423
标记,14906,7423
丘陵,14907,7423
支流,14908,7423
就职,14909,7421
钟声,14910,7421
瞎,14911,7420
指挥官,14912,7420
班次,14913,7419
龙海,14914,7418
广播电台,14915,7417
整形,14916,7414
赶不上,14917,7413
慕尼黑,14918,7413
精益求精,14919,7412
嘴唇,14920,7412
慷慨,14921,7412
醇,14922,7411
看守,14923,7410
衷心感谢,14924,7408
蚂蚁,14925,7408
核桃,14926,7407
车手,14927,7407
燃放,14928,7406
黑线,14929,7406
合金,14930,7406
不知不觉,14931,7405
冲锋,14932,7405
飞快,14933,7404
夜市,14934,7403
下半时,14935,7401
出栏,14936,7401
要道,14937,7400
限定,14938,7399
新奇,14939,7398
道口,14940,7398
写照,14941,7397
观察家,14942,7397
冷门,14943,7396
匆忙,14944,7395
吃药,14945,7393
强制性,14946,7393
农协,14947,7391
出勤,14948,7391
竭尽全力,14949,7390
搞乱,14950,7389
篮球队,14951,7388
辽,14952,7388
药剂,14953,7388
疑惑,14954,7384
叫好,14955,7383
落网,14956,7383
津巴布韦,14957,7382
抗生素,14958,7382
嗓子,14959,7379
挽,14960,7379
卫生员,14961,7378
市场调查,14962,7377
烟台,14963,7377
南明区,14964,7376
球门,14965,7376
乞丐,14966,7374
敦煌,14967,7373
紧锣密鼓,14968,7372
卡塔尔,14969,7370
驱使,14970,7367
原谅,14971,7366
小城,14972,7366
樟树,14973,7366
芋,14974,7362
杨某,14975,7361
近郊,14976,7360
请进,14977,7360
客人们,14978,7359
饭后,14979,7358
新陈代谢,14980,7358
总务,14981,7357
佳绩,14982,7356
会面,14983,7354
半岛,14984,7353
核发,14985,7352
厦门海关,14986,7351
后退,14987,7350
宝库,14988,7350
安居乐业,14989,7349
习仲勋,14990,7349
栖息,14991,7348
茶水,14992,7348
广岛,14993,7347
打成一片,14994,7347
停水,14995,7346
岸上,14996,7346
义不容辞,14997,7346
新浪,14998,7344
后防,14999,7344
较弱,15000,7343
年份,15001,7342
杀伤性,15002,7342
陕北,15003,7341
夷,15004,7340
民间艺术,15005,7340
富春江,15006,7339
约见,15007,7339
谋生,15008,7339
小块,15009,7338
钠,15010,7335
走走,15011,7334
罗纳尔多,15012,7334
回信,15013,7333
土石方,15014,7330
彼,15015,7329
贸易额,15016,7329
计酬,15017,7329
哈萨克斯坦,15018,7329
田坎,15019,7326
吵架,15020,7324
释,15021,7322
雇用,15022,7320
因之,15023,7320
天亮,15024,7319
劳保,15025,7318
沪指,15026,7318
受不了,15027,7317
复赛,15028,7316
现货,15029,7316
盖上,15030,7316
收下,15031,7315
节电,15032,7315
私有,15033,7315
充分运用,15034,7313
顾全大局,15035,7313
大伯,15036,7313
扩军备战,15037,7313
至上,15038,7312
轮番,15039,7311
达赖喇嘛,15040,7311
着落,15041,7310
蒙受,15042,7309
切入,15043,7308
同居,15044,7307
切不可,15045,7307
摔倒,15046,7307
请客,15047,7307
烘烤,15048,7307
举足轻重,15049,7306
遥控,15050,7306
莉,15051,7304
棍,15052,7304
刘先生,15053,7303
森林公园,15054,7303
洗手,15055,7302
打垮,15056,7302
公方,15057,7302
认罪,15058,7301
飞翔,15059,7301
在先,15060,7300
料到,15061,7300
农工,15062,7298
水运,15063,7298
处级,15064,7298
陈良宇,15065,7297
名胜古迹,15066,7296
偷窃,15067,7293
正要,15068,7292
特务分子,15069,7290
转炉,15070,7287
盛装,15071,7285
下方,15072,7284
俄罗斯队,15073,7284
倍增,15074,7283
联结,15075,7283
抽屉,15076,7283
走时,15077,7282
出庭,15078,7281
赤裸裸,15079,7280
文工团,15080,7280
晒干,15081,7279
衣裳,15082,7279
安源,15083,7278
氯,15084,7277
安放,15085,7277
军训,15086,7276
外人,15087,7276
庆幸,15088,7276
家庭教育,15089,7276
梳,15090,7274
大把,15091,7274
敲诈,15092,7274
叹息,15093,7273
堰,15094,7273
冬奥会,15095,7273
莫名其妙,15096,7272
尖端,15097,7272
老路,15098,7271
莺,15099,7270
封建社会,15100,7269
违章建筑,15101,7269
价款,15102,7269
远洋,15103,7267
发车,15104,7266
部落,15105,7266
民校,15106,7266
碾,15107,7266
搬出,15108,7266
芭,15109,7266
断然,15110,7264
政纪,15111,7263
征得,15112,7263
过热,15113,7263
钢笔,15114,7262
搭档,15115,7261
追悼,15116,7259
个子,15117,7259
年货,15118,7259
委派,15119,7258
黄牛,15120,7257
黄瓜,15121,7256
急速,15122,7256
信服,15123,7255
浇灌,15124,7254
话筒,15125,7254
嚷,15126,7254
阅,15127,7253
锣,15128,7251
滑稽,15129,7249
宁波市,15130,7249
道具,15131,7248
着装,15132,7247
母女,15133,7246
真实性,15134,7246
硬说,15135,7244
性感,15136,7243
缩影,15137,7243
千伏,15138,7242
西侧,15139,7242
宾,15140,7241
底子,15141,7241
决裂,15142,7240
外流,15143,7240
异国,15144,7240
打招呼,15145,7239
补助费,15146,7239
克里姆林宫,15147,7239
和平委员会,15148,7238
充电,15149,7237
疗,15150,7235
菩萨,15151,7234
复仇,15152,7232
番茄,15153,7232
打乱,15154,7232
逆转,15155,7231
反感,15156,7230
好心,15157,7229
反霸,15158,7228
装运,15159,7228
荒唐,15160,7227
娟,15161,7227
屏障,15162,7227
包扎,15163,7226
试办,15164,7225
贝克汉姆,15165,7225
监督员,15166,7221
惨遭,15167,7220
新婚,15168,7220
秦始皇,15169,7219
开山,15170,7218
居于,15171,7216
小刘,15172,7216
本子,15173,7213
招募,15174,7212
国有土地,15175,7210
胆固醇,15176,7210
塑胶,15177,7210
必备,15178,7210
跳空,15179,7209
中非,15180,7209
淌,15181,7207
遥,15182,7206
法制化,15183,7204
西南地区,15184,7204
加州,15185,7204
麦当劳,15186,7202
正中,15187,7202
憋,15188,7202
庭审,15189,7200
瞻仰,15190,7198
沉思,15191,7197
兑付,15192,7196
邻邦,15193,7196
第一件,15194,7196
地貌,15195,7196
驰名,15196,7195
芭蕾,15197,7194
第七条,15198,7194
痒,15199,7194
锰,15200,7194
潜逃,15201,7193
不正,15202,7193
一个样,15203,7193
耘,15204,7192
惊心动魄,15205,7192
稀少,15206,7191
薰,15207,7190
死人,15208,7190
灌输,15209,7187
华南,15210,7185
盈余,15211,7181
总工程师,15212,7181
更令人,15213,7180
概率,15214,7179
贫血,15215,7178
辞退,15216,7177
此番,15217,7176
判定,15218,7175
转告,15219,7173
前行,15220,7173
显而易见,15221,7171
钳工,15222,7171
抉择,15223,7170
生气勃勃,15224,7167
遇见,15225,7167
小子,15226,7167
内分泌,15227,7167
贩子,15228,7166
薪水,15229,7165
贵州大学,15230,7165
双季稻,15231,7165
逐个,15232,7164
改种,15233,7163
聋,15234,7162
肝癌,15235,7161
车头,15236,7161
反差,15237,7161
贺岁,15238,7160
白白,15239,7160
座椅,15240,7157
上等,15241,7154
脉搏,15242,7154
村落,15243,7153
华东地区,15244,7152
名酒,15245,7150
发电厂,15246,7150
少校,15247,7150
虚伪,15248,7148
近些年,15249,7148
更何况,15250,7147
蜜蜂,15251,7147
寮,15252,7146
荣幸,15253,7144
修车,15254,7143
油桐,15255,7143
在即,15256,7142
经济制度,15257,7142
疗养,15258,7142
东侧,15259,7142
钢丝,15260,7142
无微不至,15261,7141
敷,15262,7138
肾脏,15263,7137
摄入,15264,7137
随时随地,15265,7137
学术界,15266,7136
内行,15267,7132
隔阂,15268,7132
导航,15269,7130
服务器,15270,7129
奥秘,15271,7128
妇产科,15272,7128
以利,15273,7127
留言,15274,7126
会所,15275,7125
遗嘱,15276,7125
残忍,15277,7125
锐,15278,7124
转而,15279,7123
同心协力,15280,7123
歪风邪气,15281,7123
养鸭,15282,7122
派驻,15283,7122
老外,15284,7120
誓死,15285,7119
细雨,15286,7119
作怪,15287,7118
取暖,15288,7118
大作,15289,7117
渗,15290,7116
孳生,15291,7115
核潜艇,15292,7115
厚度,15293,7115
露骨,15294,7115
跟进,15295,7114
不胜,15296,7114
开拍,15297,7114
举手,15298,7113
节节,15299,7113
迁入,15300,7113
精干,15301,7112
甘肃省,15302,7111
载客,15303,7110
预祝,15304,7109
划拨,15305,7108
打针,15306,7107
充斥,15307,7107
举杯,15308,7106
帮教,15309,7105
吉普车,15310,7105
菜刀,15311,7104
釜山,15312,7103
连续性,15313,7102
干细胞,15314,7102
献花,15315,7101
攻占,15316,7100
见识,15317,7100
彩虹,15318,7097
扰,15319,7097
摘掉,15320,7096
拼凑,15321,7095
懒,15322,7095
时间表,15323,7094
恋人,15324,7093
火势,15325,7092
草莓,15326,7092
肥沃,15327,7091
成型,15328,7091
团省委,15329,7088
茅草,15330,7087
意想不到,15331,7086
山城,15332,7085
对峙,15333,7083
接通,15334,7083
瑞典队,15335,7082
法学,15336,7081
抖,15337,7081
毛衣,15338,7080
参与者,15339,7078
秘,15340,7078
