# 现代汉语语料库词语分词类频率表
# 语料规模：2000万字 ，只列入出现次数大于50次的词
# 制作：www.cncorpus.org 语料库在线网站
"Word","Rank","Token","Catelog","Count","Frequency","Cumulative frequency"
的,1,u,助词,744863.0,7.7946,7.7946
了,2,u,助词,129617.0,1.3564,9.151
是,3,vl,联系动词,118382.0,1.2388,10.3898
在,4,p,介词,115425.0,1.2079,11.5977
和,5,c,连词,79845.0,0.8355,12.4332
一,6,m,数词,78590.0,0.8224,13.2556
这,7,r,代词,65143.0,0.6817,13.937299999999999
有,8,v,动词,53522.0,0.5601,14.497399999999999
他,9,r,代词,52908.0,0.5537,15.051099999999998
我,10,r,代词,52724.0,0.5517,15.602799999999998
也,11,d,副词,47034.0,0.4922,16.095
不,12,d,副词,46950.0,0.4913,16.586299999999998
就,13,d,副词,44145.0,0.462,17.048299999999998
着,14,u,助词,40596.0,0.4248,17.4731
中,15,nd,方位名词,40105.0,0.4197,17.892799999999998
地,16,u,助词,39440.0,0.4127,18.3055
说,17,v,动词,35047.0,0.3667,18.6722
上,18,nd,方位名词,34850.0,0.3647,19.0369
都,19,d,副词,34261.0,0.3585,19.3954
人,20,n,名词,33915.0,0.3549,19.7503
个,21,q,量词,31445.0,0.3291,20.0794
把,22,p,介词,28786.0,0.3012,20.3806
你,23,r,代词,28769.0,0.3011,20.681700000000003
种,24,q,量词,28587.0,0.2991,20.980800000000002
对,25,p,介词,28397.0,0.2972,21.575200000000002
而,26,c,连词,28397.0,0.2972,21.278000000000002
要,27,vu,能愿动词,27324.0,0.2859,21.861100000000004
我们,28,r,代词,26821.0,0.2807,22.141800000000003
又,29,d,副词,25682.0,0.2687,22.410500000000003
来,30,vd,趋向动词,25410.0,0.2659,22.6764
一个,31,mq,数量,24497.0,0.2563,22.9327
从,32,p,介词,23619.0,0.2472,23.1799
年,33,nt,时间名词,21818.0,0.2283,23.4082
到,34,v,动词,21665.0,0.2267,23.634900000000002
与,35,c,连词,21385.0,0.2238,23.858700000000002
它,36,r,代词,21038.0,0.2202,24.0789
还,37,d,副词,20735.0,0.217,24.2959
大,38,a,形容词,20050.0,0.2098,24.5057
她,39,r,代词,19914.0,0.2084,24.714100000000002
两,40,m,数词,19340.0,0.2024,24.916500000000003
时,41,nt,时间名词,17995.0,0.1883,25.104800000000004
他们,42,r,代词,17783.0,0.1861,25.290900000000004
里,43,nd,方位名词,17774.0,0.186,25.476900000000004
等,44,u,助词,17336.0,0.1814,25.658300000000004
发展,45,v,动词,17307.0,0.1811,25.839400000000005
那,46,r,代词,17183.0,0.1798,26.019200000000005
很,47,d,副词,16774.0,0.1755,26.194700000000005
可以,48,vu,能愿动词,16724.0,0.175,26.369700000000005
使,49,v,动词,16470.0,0.1723,26.542000000000005
以,50,p,介词,16316.0,0.1707,26.712700000000005
所,51,u,助词,16191.0,0.1694,26.882100000000005
但,52,c,连词,15959.0,0.167,27.049100000000006
得,53,u,助词,14915.0,0.1561,27.205200000000005
去,54,v,动词,14914.0,0.1561,27.361300000000004
自己,55,r,代词,14793.0,0.1548,27.516100000000005
没有,56,v,动词,14544.0,0.1522,27.668300000000006
为,57,vl,联系动词,14499.0,0.1517,27.820000000000007
为,58,p,介词,14240.0,0.149,27.96900000000001
能,59,vu,能愿动词,13781.0,0.1442,28.11320000000001
看,60,v,动词,13755.0,0.1439,28.25710000000001
什么,61,r,代词,13585.0,0.1422,28.399300000000007
或,62,c,连词,13574.0,0.142,28.541300000000007
被,63,p,介词,13476.0,0.141,28.682300000000005
之,64,u,助词,13299.0,0.1392,28.821500000000004
三,65,m,数词,13208.0,0.1382,28.959700000000005
这个,66,r,代词,13201.0,0.1381,29.097800000000007
小,67,a,形容词,12687.0,0.1328,29.230600000000006
多,68,a,形容词,12028.0,0.1259,29.356500000000008
后,69,nd,方位名词,12026.0,0.1258,29.48230000000001
这样,70,r,代词,11980.0,0.1254,29.60770000000001
会,71,vu,能愿动词,11782.0,0.1233,29.73100000000001
好,72,a,形容词,11743.0,0.1229,29.85390000000001
社会,73,n,名词,11461.0,0.1199,29.97380000000001
由,74,p,介词,11367.0,0.1189,30.09270000000001
向,75,p,介词,11351.0,0.1188,30.21150000000001
进行,76,v,动词,11085.0,0.116,30.32750000000001
问题,77,n,名词,10899.0,0.1141,30.44160000000001
下,78,nd,方位名词,10737.0,0.1124,30.554000000000013
呢,79,u,助词,10391.0,0.1087,30.66270000000001
如,80,v,动词,10312.0,0.1079,30.770600000000012
其,81,r,代词,10199.0,0.1067,30.877300000000012
于,82,p,介词,10159.0,0.1063,30.983600000000013
国家,83,n,名词,10138.0,0.1061,31.089700000000015
这些,84,r,代词,9967.0,0.1043,31.194000000000013
工作,85,n,名词,9655.0,0.101,31.295000000000012
起来,86,vd,趋向动词,9588.0,0.1003,31.395300000000013
生产,87,v,动词,9419.0,0.0986,31.493900000000014
可,88,vu,能愿动词,9361.0,0.098,31.591900000000013
并,89,c,连词,9259.0,0.0969,31.688800000000015
就是,90,d,副词,9195.0,0.0962,31.785000000000014
新,91,a,形容词,9157.0,0.0958,31.880800000000015
用,92,v,动词,9062.0,0.0948,31.975600000000014
想,93,v,动词,9028.0,0.0945,32.07010000000001
给,94,p,介词,8985.0,0.094,32.16410000000001
不能,95,vu,能愿动词,8834.0,0.0924,32.25650000000001
因为,96,c,连词,8817.0,0.0923,32.34880000000001
生活,97,n,名词,8694.0,0.091,32.43980000000001
经济,98,n,名词,8680.0,0.0908,32.530600000000014
研究,99,v,动词,8627.0,0.0903,32.62090000000001
更,100,d,副词,8602.0,0.09,32.71090000000002
已,101,d,副词,8600.0,0.09,32.80090000000002
几,102,m,数词,8593.0,0.0899,32.89080000000002
用,103,p,介词,8389.0,0.0878,32.97860000000002
却,104,d,副词,8253.0,0.0864,33.06500000000002
再,105,d,副词,8199.0,0.0858,33.15080000000002
最,106,d,副词,7957.0,0.0833,33.23410000000002
主要,107,a,形容词,7879.0,0.0824,33.31650000000002
由于,108,c,连词,7840.0,0.082,33.39850000000002
不同,109,a,形容词,7822.0,0.0819,33.48040000000002
不是,110,vl,联系动词,7765.0,0.0813,33.561700000000016
中国,111,ns,地名,7721.0,0.0808,33.64250000000002
关系,112,n,名词,7715.0,0.0807,33.72320000000002
人们,113,n,名词,7702.0,0.0806,33.80380000000002
但是,114,c,连词,7673.0,0.0803,33.88410000000002
才,115,d,副词,7634.0,0.0799,33.96400000000002
作用,116,n,名词,7548.0,0.079,34.04300000000002
则,117,c,连词,7536.0,0.0789,34.12190000000002
现在,118,nt,时间名词,7527.0,0.0788,34.20070000000002
所以,119,c,连词,7512.0,0.0786,34.27930000000002
因此,120,c,连词,7394.0,0.0774,34.35670000000002
如果,121,c,连词,7369.0,0.0771,34.43380000000002
已经,122,d,副词,7358.0,0.077,34.51080000000002
们,123,k,后接成分,7283.0,0.0762,34.58700000000002
重要,124,a,形容词,7135.0,0.0747,34.66170000000002
各,125,r,代词,7117.0,0.0745,34.73620000000002
我国,126,n,名词,6948.0,0.0727,34.808900000000015
一些,127,m,数词,6930.0,0.0725,34.88140000000001
情况,128,n,名词,6922.0,0.0724,34.953800000000015
吧,129,u,助词,6874.0,0.0719,35.025700000000015
二,130,m,数词,6835.0,0.0715,35.097200000000015
知道,131,v,动词,6773.0,0.0709,35.16810000000002
出,132,vd,趋向动词,6742.0,0.0706,35.238700000000016
社会主义,133,n,名词,6711.0,0.0702,35.308900000000015
做,134,v,动词,6708.0,0.0702,35.379100000000015
必须,135,d,副词,6701.0,0.0701,35.44920000000001
人民,136,n,名词,6669.0,0.0698,35.51900000000001
次,137,q,量词,6612.0,0.0692,35.588200000000015
四,138,m,数词,6600.0,0.0691,35.65730000000001
成,139,v,动词,6592.0,0.069,35.726300000000016
走,140,v,动词,6589.0,0.069,35.79530000000002
月,141,nt,时间名词,6530.0,0.0683,35.86360000000002
方面,142,n,名词,6518.0,0.0682,35.93180000000002
需要,143,v,动词,6511.0,0.0681,35.99990000000002
吗,144,u,助词,6503.0,0.0681,36.06800000000002
时候,145,n,名词,6500.0,0.068,36.13600000000002
条件,146,n,名词,6426.0,0.0672,36.20320000000002
思想,147,n,名词,6358.0,0.0665,36.269700000000014
便,148,d,副词,6351.0,0.0665,36.33620000000001
出来,149,vd,趋向动词,6335.0,0.0663,36.40250000000001
发生,150,v,动词,6315.0,0.0661,36.46860000000001
水,151,n,名词,6283.0,0.0657,36.53430000000001
为了,152,p,介词,6279.0,0.0657,36.60000000000001
过程,153,n,名词,6231.0,0.0652,36.665200000000006
只,154,d,副词,6142.0,0.0643,36.72950000000001
而且,155,c,连词,6116.0,0.064,36.79350000000001
当,156,p,介词,6108.0,0.0639,36.857400000000005
科学,157,n,名词,6101.0,0.0638,36.921200000000006
方法,158,n,名词,6098.0,0.0638,36.98500000000001
叫,159,v,动词,6041.0,0.0632,37.04820000000001
内,160,nd,方位名词,6002.0,0.0628,37.11100000000001
技术,161,n,名词,5978.0,0.0626,37.173600000000015
一般,162,a,形容词,5928.0,0.062,37.23560000000001
许多,163,a,形容词,5904.0,0.0618,37.29740000000001
吃,164,v,动词,5893.0,0.0617,37.35910000000001
具有,165,v,动词,5870.0,0.0614,37.42050000000001
高,166,a,形容词,5864.0,0.0614,37.48190000000001
形成,167,v,动词,5850.0,0.0612,37.54310000000001
对于,168,p,介词,5845.0,0.0612,37.60430000000001
影响,169,v,动词,5786.0,0.0605,37.66480000000001
时间,170,n,名词,5736.0,0.06,37.72480000000001
事,171,n,名词,5731.0,0.06,37.78480000000001
以后,172,nt,时间名词,5725.0,0.0599,37.84470000000001
认为,173,v,动词,5720.0,0.0599,37.90460000000001
也是,174,vl,联系动词,5715.0,0.0598,37.96440000000001
世界,175,n,名词,5697.0,0.0596,38.024000000000015
过,176,u,助词,5654.0,0.0592,38.08320000000001
它们,177,r,代词,5634.0,0.059,38.14220000000001
通过,178,p,介词,5596.0,0.0586,38.20080000000001
产生,179,v,动词,5563.0,0.0582,38.25900000000001
较,180,d,副词,5557.0,0.0582,38.31720000000001
出现,181,v,动词,5543.0,0.058,38.37520000000001
企业,182,n,名词,5489.0,0.0574,38.43260000000001
各种,183,r,代词,5414.0,0.0567,38.48930000000001
作,184,v,动词,5387.0,0.0564,38.545700000000004
物质,185,n,名词,5359.0,0.0561,38.601800000000004
同志,186,n,名词,5334.0,0.0558,38.6576
者,187,k,后接成分,5323.0,0.0557,38.713300000000004
比,188,p,介词,5314.0,0.0556,38.7689
话,189,n,名词,5293.0,0.0554,38.8243
艺术,190,n,名词,5266.0,0.0551,38.879400000000004
一样,191,a,形容词,5265.0,0.0551,38.93450000000001
前,192,nd,方位名词,5252.0,0.055,38.98950000000001
起,193,v,动词,5244.0,0.0549,39.04440000000001
工业,194,n,名词,5190.0,0.0543,39.09870000000001
一切,195,r,代词,5156.0,0.054,39.15270000000001
开始,196,v,动词,5137.0,0.0538,39.20650000000001
呀,197,u,助词,5124.0,0.0536,39.260100000000016
见,198,v,动词,5118.0,0.0536,39.31370000000002
可能,199,vu,能愿动词,5116.0,0.0535,39.36720000000002
之间,200,nd,方位名词,5115.0,0.0535,39.42070000000002
这里,201,r,代词,5099.0,0.0534,39.47410000000002
还有,202,v,动词,5091.0,0.0533,39.52740000000002
地方,203,n,名词,5081.0,0.0532,39.58060000000002
你们,204,r,代词,5072.0,0.0531,39.63370000000002
形式,205,n,名词,5053.0,0.0529,39.68660000000002
运动,206,n,名词,5052.0,0.0529,39.73950000000002
政治,207,n,名词,5015.0,0.0525,39.79200000000002
听,208,v,动词,5009.0,0.0524,39.84440000000002
日,209,nt,时间名词,4990.0,0.0522,39.89660000000002
五,210,m,数词,4931.0,0.0516,39.94820000000002
以及,211,c,连词,4884.0,0.0511,39.99930000000002
存在,212,v,动词,4881.0,0.0511,40.05040000000002
提高,213,v,动词,4868.0,0.0509,40.101300000000016
劳动,214,v,动词,4863.0,0.0509,40.152200000000015
问,215,v,动词,4801.0,0.0502,40.20240000000001
将,216,d,副词,4791.0,0.0501,40.25250000000001
结构,217,n,名词,4790.0,0.0501,40.30260000000001
成为,218,v,动词,4790.0,0.0501,40.35270000000001
语言,219,n,名词,4783.0,0.0501,40.40280000000001
发现,220,v,动词,4777.0,0.05,40.45280000000001
天,221,nt,时间名词,4748.0,0.0497,40.50250000000001
每,222,r,代词,4744.0,0.0496,40.55210000000001
理论,223,n,名词,4734.0,0.0495,40.60160000000001
性,224,k,后接成分,4692.0,0.0491,40.650700000000015
外,225,nd,方位名词,4685.0,0.049,40.699700000000014
打,226,v,动词,4680.0,0.049,40.748700000000014
谁,227,r,代词,4635.0,0.0485,40.79720000000001
没有,228,d,副词,4620.0,0.0483,40.84550000000001
历史,229,n,名词,4616.0,0.0483,40.893800000000006
学习,230,v,动词,4613.0,0.0483,40.9421
地区,231,n,名词,4592.0,0.0481,40.9902
第一,232,m,数词,4590.0,0.048,41.0382
根据,233,p,介词,4588.0,0.048,41.086200000000005
让,234,p,介词,4578.0,0.0479,41.134100000000004
教育,235,v,动词,4569.0,0.0478,41.181900000000006
没,236,d,副词,4525.0,0.0474,41.22930000000001
活动,237,v,动词,4510.0,0.0472,41.276500000000006
作为,238,v,动词,4508.0,0.0472,41.3237
家,239,n,名词,4486.0,0.0469,41.3706
现象,240,n,名词,4486.0,0.0469,41.417500000000004
将,241,p,介词,4479.0,0.0469,41.464400000000005
即,242,d,副词,4475.0,0.0468,41.5112
要求,243,v,动词,4471.0,0.0468,41.558
东西,244,n,名词,4464.0,0.0467,41.6047
孩子,245,n,名词,4459.0,0.0467,41.6514
变化,246,v,动词,4457.0,0.0466,41.698
真,247,d,副词,4435.0,0.0464,41.7444
多,248,m,数词,4429.0,0.0463,41.7907
例如,249,v,动词,4427.0,0.0463,41.837
及,250,c,连词,4408.0,0.0461,41.883100000000006
怎么,251,r,代词,4403.0,0.0461,41.92920000000001
得到,252,v,动词,4350.0,0.0455,41.974700000000006
表现,253,v,动词,4338.0,0.0454,42.020100000000006
其他,254,r,代词,4336.0,0.0454,42.06550000000001
受,255,v,动词,4320.0,0.0452,42.11070000000001
儿,256,k,后接成分,4309.0,0.0451,42.155800000000006
和,257,p,介词,4292.0,0.0449,42.200700000000005
第二,258,m,数词,4292.0,0.0449,42.2456
有的,259,r,代词,4276.0,0.0447,42.2903
提出,260,v,动词,4264.0,0.0446,42.334900000000005
图,261,n,名词,4253.0,0.0445,42.379400000000004
决定,262,v,动词,4238.0,0.0443,42.423700000000004
学生,263,n,名词,4229.0,0.0443,42.468
产品,264,n,名词,4174.0,0.0437,42.511700000000005
建立,265,v,动词,4167.0,0.0436,42.5553
认识,266,v,动词,4151.0,0.0434,42.5987
一定,267,d,副词,4137.0,0.0433,42.642
还是,268,d,副词,4104.0,0.0429,42.684900000000006
无,269,v,动词,4101.0,0.0429,42.72780000000001
去,270,vd,趋向动词,4088.0,0.0428,42.77060000000001
就是,271,vl,联系动词,4086.0,0.0428,42.81340000000001
市场,272,n,名词,4082.0,0.0427,42.85610000000001
虽然,273,c,连词,4059.0,0.0425,42.89860000000001
精神,274,n,名词,4058.0,0.0425,42.941100000000006
应,275,vu,能愿动词,4034.0,0.0422,42.98330000000001
群众,276,n,名词,4029.0,0.0422,43.02550000000001
意义,277,n,名词,4010.0,0.042,43.06750000000001
民族,278,n,名词,4006.0,0.0419,43.10940000000001
计划,279,n,名词,4001.0,0.0419,43.151300000000006
增加,280,v,动词,3988.0,0.0417,43.193000000000005
应该,281,vu,能愿动词,3984.0,0.0417,43.234700000000004
象,282,p,介词,3980.0,0.0416,43.276300000000006
啦,283,u,助词,3973.0,0.0416,43.31790000000001
同,284,p,介词,3966.0,0.0415,43.35940000000001
笑,285,v,动词,3963.0,0.0415,43.40090000000001
手,286,n,名词,3943.0,0.0413,43.44220000000001
文化,287,n,名词,3908.0,0.0409,43.48310000000001
条,288,q,量词,3906.0,0.0409,43.52400000000001
那么,289,r,代词,3901.0,0.0408,43.564800000000005
利用,290,v,动词,3890.0,0.0407,43.605500000000006
指,291,v,动词,3865.0,0.0404,43.645900000000005
头,292,n,名词,3853.0,0.0403,43.68620000000001
只有,293,c,连词,3849.0,0.0403,43.72650000000001
十,294,m,数词,3842.0,0.0402,43.76670000000001
特别,295,d,副词,3837.0,0.0402,43.806900000000006
大家,296,n,名词,3820.0,0.04,43.846900000000005
解决,297,v,动词,3788.0,0.0396,43.886500000000005
管理,298,v,动词,3787.0,0.0396,43.926100000000005
水平,299,n,名词,3782.0,0.0396,43.965700000000005
商品,300,n,名词,3776.0,0.0395,44.0052
内容,301,n,名词,3751.0,0.0393,44.0445
能够,302,vu,能愿动词,3749.0,0.0392,44.0837
写,303,v,动词,3738.0,0.0391,44.1228
点,304,n,名词,3728.0,0.039,44.1618
位,305,q,量词,3727.0,0.039,44.2008
革命,306,v,动词,3705.0,0.0388,44.2396
结果,307,n,名词,3698.0,0.0387,44.2783
声,308,n,名词,3693.0,0.0386,44.316900000000004
知识,309,n,名词,3677.0,0.0385,44.3554
分析,310,v,动词,3675.0,0.0385,44.3939
农业,311,n,名词,3641.0,0.0381,44.432
能力,312,n,名词,3636.0,0.038,44.47
同时,313,c,连词,3615.0,0.0378,44.507799999999996
使用,314,v,动词,3600.0,0.0377,44.5455
注意,315,v,动词,3598.0,0.0377,44.5832
类,316,n,名词,3593.0,0.0376,44.620799999999996
一点,317,mq,数量,3556.0,0.0372,44.657999999999994
讲,318,v,动词,3534.0,0.037,44.69499999999999
组织,319,n,名词,3527.0,0.0369,44.731899999999996
美国,320,ns,地名,3520.0,0.0368,44.768699999999995
先,321,d,副词,3513.0,0.0368,44.805499999999995
今天,322,nt,时间名词,3509.0,0.0367,44.8422
实现,323,v,动词,3496.0,0.0366,44.8788
当时,324,nt,时间名词,3495.0,0.0366,44.9154
长,325,a,形容词,3495.0,0.0366,44.952
基本,326,a,形容词,3478.0,0.0364,44.9884
全国,327,n,名词,3477.0,0.0364,45.0248
建设,328,v,动词,3470.0,0.0363,45.061099999999996
直接,329,a,形容词,3463.0,0.0362,45.0973
反映,330,v,动词,3443.0,0.036,45.1333
单位,331,n,名词,3440.0,0.036,45.1693
带,332,v,动词,3436.0,0.036,45.2053
基础,333,n,名词,3430.0,0.0359,45.2412
创造,334,v,动词,3424.0,0.0358,45.277
此,335,r,代词,3415.0,0.0357,45.3127
找,336,v,动词,3402.0,0.0356,45.3483
曾,337,d,副词,3390.0,0.0355,45.3838
只,338,q,量词,3360.0,0.0352,45.419000000000004
正,339,d,副词,3357.0,0.0351,45.454100000000004
可是,340,c,连词,3355.0,0.0351,45.489200000000004
说明,341,v,动词,3344.0,0.035,45.5242
因,342,c,连词,3337.0,0.0349,45.594
特点,343,n,名词,3337.0,0.0349,45.5591
部分,344,n,名词,3328.0,0.0348,45.6288
引起,345,v,动词,3308.0,0.0346,45.663399999999996
具体,346,a,形容词,3301.0,0.0345,45.6979
比较,347,d,副词,3296.0,0.0345,45.7324
放,348,v,动词,3290.0,0.0344,45.766799999999996
结合,349,v,动词,3274.0,0.0343,45.8011
包括,350,v,动词,3265.0,0.0342,45.8353
农民,351,n,名词,3264.0,0.0342,45.869499999999995
参加,352,v,动词,3259.0,0.0341,45.9036
十分,353,d,副词,3258.0,0.0341,45.9377
作品,354,n,名词,3258.0,0.0341,45.9718
既,355,c,连词,3250.0,0.034,46.0058
正确,356,a,形容词,3244.0,0.0339,46.0397
表示,357,v,动词,3236.0,0.0339,46.073600000000006
相,358,d,副词,3236.0,0.0339,46.10750000000001
工人,359,n,名词,3223.0,0.0337,46.14120000000001
心理,360,n,名词,3223.0,0.0337,46.174900000000015
老,361,a,形容词,3207.0,0.0336,46.208500000000015
太,362,d,副词,3204.0,0.0335,46.27550000000001
任务,363,n,名词,3204.0,0.0335,46.309000000000005
为什么,364,r,代词,3204.0,0.0335,46.24200000000001
规律,365,n,名词,3203.0,0.0335,46.3425
觉得,366,v,动词,3192.0,0.0334,46.3759
于是,367,c,连词,3187.0,0.0334,46.4093
全,368,a,形容词,3186.0,0.0333,46.4426
一定,369,a,形容词,3184.0,0.0333,46.475899999999996
不断,370,d,副词,3182.0,0.0333,46.50919999999999
环境,371,n,名词,3181.0,0.0333,46.54249999999999
经验,372,n,名词,3173.0,0.0332,46.57569999999999
另,373,r,代词,3149.0,0.033,46.60869999999999
青年,374,n,名词,3148.0,0.0329,46.64159999999999
行为,375,n,名词,3145.0,0.0329,46.67449999999999
规定,376,v,动词,3140.0,0.0329,46.707399999999986
那些,377,r,代词,3139.0,0.0328,46.74019999999999
当然,378,d,副词,3137.0,0.0328,46.77299999999999
制度,379,n,名词,3131.0,0.0328,46.80579999999999
干部,380,n,名词,3125.0,0.0327,46.83849999999999
政府,381,n,名词,3121.0,0.0327,46.87119999999999
象,382,v,动词,3120.0,0.0326,46.90379999999999
任何,383,r,代词,3113.0,0.0326,46.93639999999999
变,384,v,动词,3108.0,0.0325,46.96889999999999
性质,385,n,名词,3108.0,0.0325,47.00139999999999
地,386,n,名词,3105.0,0.0325,47.03389999999999
一,387,d,副词,3104.0,0.0325,47.06639999999999
不仅,388,c,连词,3099.0,0.0324,47.09879999999999
其中,389,nd,方位名词,3087.0,0.0323,47.13109999999999
您,390,r,代词,3065.0,0.0321,47.16319999999999
关于,391,p,介词,3062.0,0.032,47.195199999999986
跟,392,p,介词,3056.0,0.032,47.22719999999998
开,393,v,动词,3054.0,0.032,47.25919999999998
心,394,n,名词,3047.0,0.0319,47.29109999999998
眼睛,395,n,名词,3036.0,0.0318,47.322899999999976
法律,396,n,名词,3034.0,0.0317,47.35459999999998
至,397,v,动词,3032.0,0.0317,47.38629999999998
六,398,m,数词,3032.0,0.0317,47.41799999999998
目的,399,n,名词,3029.0,0.0317,47.44969999999998
先生,400,n,名词,3022.0,0.0316,47.481299999999976
越,401,d,副词,3018.0,0.0316,47.51289999999997
矛盾,402,n,名词,3015.0,0.0316,47.54449999999997
坐,403,v,动词,3010.0,0.0315,47.57599999999997
资本主义,404,n,名词,2987.0,0.0313,47.607299999999974
力量,405,n,名词,2955.0,0.0309,47.638199999999976
因素,406,n,名词,2950.0,0.0309,47.66909999999998
受到,407,v,动词,2949.0,0.0309,47.69999999999998
领导,408,n,名词,2949.0,0.0309,47.730899999999984
按,409,p,介词,2940.0,0.0308,47.76169999999998
整个,410,a,形容词,2935.0,0.0307,47.79239999999999
实行,411,v,动词,2927.0,0.0306,47.822999999999986
学校,412,n,名词,2927.0,0.0306,47.853599999999986
岁,413,nt,时间名词,2925.0,0.0306,47.884199999999986
日本,414,ns,地名,2923.0,0.0306,47.914799999999985
少,415,a,形容词,2921.0,0.0306,47.945399999999985
只是,416,d,副词,2912.0,0.0305,47.97589999999999
法,417,n,名词,2907.0,0.0304,48.00629999999999
怎样,418,r,代词,2896.0,0.0303,48.036599999999986
可,419,d,副词,2894.0,0.0303,48.06689999999998
原则,420,n,名词,2889.0,0.0302,48.09709999999998
快,421,a,形容词,2877.0,0.0301,48.12719999999998
极,422,d,副词,2869.0,0.03,48.15719999999998
阶段,423,n,名词,2866.0,0.03,48.18719999999998
之后,424,nt,时间名词,2863.0,0.03,48.217199999999984
有些,425,m,数词,2857.0,0.0299,48.24709999999998
钱,426,n,名词,2852.0,0.0298,48.27689999999998
在,427,d,副词,2847.0,0.0298,48.306699999999985
到了,428,v,动词,2844.0,0.0298,48.33649999999999
事物,429,n,名词,2840.0,0.0297,48.366199999999985
系统,430,n,名词,2835.0,0.0297,48.39589999999998
才能,431,c,连词,2832.0,0.0296,48.425499999999985
请,432,v,动词,2823.0,0.0295,48.454999999999984
办法,433,n,名词,2818.0,0.0295,48.48449999999998
斗争,434,n,名词,2799.0,0.0293,48.51379999999998
人物,435,n,名词,2797.0,0.0293,48.54309999999998
质量,436,n,名词,2794.0,0.0292,48.572299999999984
占,437,v,动词,2782.0,0.0291,48.601399999999984
经过,438,p,介词,2772.0,0.029,48.63039999999999
连,439,p,介词,2771.0,0.029,48.65939999999999
政策,440,n,名词,2766.0,0.0289,48.68829999999999
那个,441,r,代词,2765.0,0.0289,48.71719999999999
分,442,v,动词,2765.0,0.0289,48.74609999999999
文学,443,n,名词,2758.0,0.0289,48.77499999999999
后来,444,nt,时间名词,2756.0,0.0288,48.80379999999999
价格,445,n,名词,2751.0,0.0288,48.832599999999985
改变,446,v,动词,2746.0,0.0287,48.861299999999986
然后,447,c,连词,2745.0,0.0287,48.889999999999986
原因,448,n,名词,2744.0,0.0287,48.91869999999999
速度,449,n,名词,2743.0,0.0287,48.94739999999999
给,450,v,动词,2728.0,0.0285,48.97589999999999
不会,451,vu,能愿动词,2722.0,0.0285,49.00439999999999
并不,452,d,副词,2720.0,0.0285,49.03289999999999
以上,453,nd,方位名词,2720.0,0.0285,49.06139999999999
价值,454,n,名词,2710.0,0.0284,49.08979999999999
半,455,m,数词,2704.0,0.0283,49.11809999999999
部门,456,n,名词,2703.0,0.0283,49.14639999999999
地位,457,n,名词,2702.0,0.0283,49.174699999999994
实验,458,n,名词,2700.0,0.0283,49.202999999999996
字,459,n,名词,2694.0,0.0282,49.231199999999994
完成,460,v,动词,2692.0,0.0282,49.25939999999999
达到,461,v,动词,2683.0,0.0281,49.287499999999994
等,462,v,动词,2680.0,0.028,49.31549999999999
实践,463,v,动词,2679.0,0.028,49.34349999999999
一下,464,mq,数量,2676.0,0.028,49.37149999999999
程度,465,n,名词,2670.0,0.0279,49.39939999999999
等等,466,u,助词,2664.0,0.0279,49.427299999999995
低,467,a,形容词,2662.0,0.0279,49.4552
分子,468,n,名词,2657.0,0.0278,49.483
那样,469,r,代词,2649.0,0.0277,49.5384
原来,470,d,副词,2649.0,0.0277,49.5107
感到,471,v,动词,2645.0,0.0277,49.566100000000006
不过,472,c,连词,2634.0,0.0276,49.593700000000005
条,473,n,名词,2633.0,0.0276,49.648900000000005
八,474,m,数词,2633.0,0.0276,49.676500000000004
方式,475,n,名词,2633.0,0.0276,49.621300000000005
甚至,476,d,副词,2630.0,0.0275,49.70400000000001
资产阶级,477,n,名词,2627.0,0.0275,49.73150000000001
范围,478,n,名词,2625.0,0.0275,49.759000000000015
像,479,v,动词,2617.0,0.0274,49.786400000000015
指出,480,v,动词,2603.0,0.0272,49.813600000000015
音乐,481,n,名词,2603.0,0.0272,49.840800000000016
叫做,482,v,动词,2602.0,0.0272,49.868000000000016
随着,483,p,介词,2599.0,0.0272,49.89520000000002
上,484,v,动词,2595.0,0.0272,49.92240000000002
与,485,p,介词,2595.0,0.0272,49.94960000000002
部,486,n,名词,2593.0,0.0271,49.976700000000015
声音,487,n,名词,2590.0,0.0271,50.00380000000001
造成,488,v,动词,2589.0,0.0271,50.03090000000001
第,489,h,前接成分,2587.0,0.0271,50.05800000000001
然而,490,c,连词,2581.0,0.027,50.08500000000001
改革,491,v,动词,2580.0,0.027,50.11200000000001
看见,492,v,动词,2573.0,0.0269,50.13890000000001
时期,493,nt,时间名词,2569.0,0.0269,50.165800000000004
动物,494,n,名词,2569.0,0.0269,50.1927
正在,495,d,副词,2566.0,0.0269,50.2196
书,496,n,名词,2561.0,0.0268,50.2464
往往,497,d,副词,2543.0,0.0266,50.273
因而,498,c,连词,2542.0,0.0266,50.299600000000005
大量,499,a,形容词,2541.0,0.0266,50.32620000000001
这么,500,r,代词,2539.0,0.0266,50.35280000000001
植物,501,n,名词,2535.0,0.0265,50.37930000000001
老,502,h,前接成分,2527.0,0.0264,50.40570000000001
并且,503,c,连词,2524.0,0.0264,50.43210000000001
细胞,504,n,名词,2524.0,0.0264,50.458500000000015
敌人,505,n,名词,2515.0,0.0263,50.484800000000014
非常,506,d,副词,2507.0,0.0262,50.51100000000002
获得,507,v,动词,2501.0,0.0262,50.53720000000002
几个,508,mq,数量,2488.0,0.026,50.56320000000002
