# 现代汉语语料库词语分词类频率表
# 语料规模：2000万字 ，只列入出现次数大于50次的词
# 制作：www.cncorpus.org 语料库在线网站
"Word","Rank","Token","Catelog","Count","Frequency","Cumulative frequency"
讲演,11253,v,动词,84.0,9.0E-4,90.69819999999889
有待,11254,v,动词,84.0,9.0E-4,90.69729999999889
洁净,11255,a,形容词,84.0,9.0E-4,90.69279999999888
名为,11256,v,动词,84.0,9.0E-4,90.69639999999889
上述,11257,n,名词,84.0,9.0E-4,90.69549999999889
得救,11258,v,动词,84.0,9.0E-4,90.69099999999888
接班人,11259,n,名词,84.0,9.0E-4,90.6432999999988
正,11260,v,动词,84.0,9.0E-4,90.6378999999988
荷,11261,n,名词,84.0,9.0E-4,90.63699999999879
包子,11262,n,名词,84.0,9.0E-4,90.6405999999988
落后,11263,v,动词,84.0,9.0E-4,90.63609999999879
可喜,11264,a,形容词,84.0,9.0E-4,90.63519999999879
内能,11265,n,名词,84.0,9.0E-4,90.63429999999879
虚心,11266,a,形容词,84.0,9.0E-4,90.63339999999879
擅自,11267,d,副词,84.0,9.0E-4,90.63249999999879
尘土,11268,n,名词,84.0,9.0E-4,90.63159999999878
下决心,11269,v,动词,84.0,9.0E-4,90.63069999999878
信赖,11270,v,动词,84.0,9.0E-4,90.62979999999878
潇洒,11271,a,形容词,84.0,9.0E-4,90.62889999999878
亲本,11272,n,名词,84.0,9.0E-4,90.62799999999878
奶牛,11273,n,名词,84.0,9.0E-4,90.62529999999877
颈部,11274,n,名词,84.0,9.0E-4,90.61809999999876
周期,11275,n,名词,84.0,9.0E-4,90.61989999999876
供不应求,11276,i,习用语,84.0,9.0E-4,90.61629999999876
汇,11277,v,动词,84.0,9.0E-4,90.61719999999876
开朗,11278,a,形容词,84.0,9.0E-4,90.61899999999876
对岸,11279,n,名词,84.0,9.0E-4,90.61539999999876
顾,11280,nhf,人名-姓,84.0,9.0E-4,90.62079999999877
改名,11281,v,动词,84.0,9.0E-4,90.62169999999877
正月,11282,nt,时间名词,84.0,9.0E-4,90.62259999999877
趟,11283,n,名词,84.0,9.0E-4,90.62709999999878
紧闭,11284,v,动词,84.0,9.0E-4,90.62349999999877
鼻腔,11285,n,名词,84.0,9.0E-4,90.62619999999878
蛙,11286,n,名词,84.0,9.0E-4,90.62439999999877
推移,11287,v,动词,84.0,9.0E-4,90.6387999999988
锁,11288,v,动词,84.0,9.0E-4,90.65499999999882
钓鱼,11289,v,动词,84.0,9.0E-4,90.66579999999884
好心,11290,n,名词,84.0,9.0E-4,90.66489999999884
远东,11291,ns,地名,84.0,9.0E-4,90.66399999999884
政治经济学,11292,n,名词,84.0,9.0E-4,90.66309999999883
故障,11293,n,名词,84.0,9.0E-4,90.66219999999883
土改,11294,j,缩略语,84.0,9.0E-4,90.66129999999883
纠缠,11295,v,动词,84.0,9.0E-4,90.66039999999883
接见,11296,v,动词,84.0,9.0E-4,90.65949999999883
农历,11297,n,名词,84.0,9.0E-4,90.65859999999883
陡,11298,a,形容词,84.0,9.0E-4,90.65769999999883
饥,11299,a,形容词,84.0,9.0E-4,90.65679999999882
某部,11300,n,名词,84.0,9.0E-4,90.65589999999882
交响乐,11301,n,名词,84.0,9.0E-4,90.6414999999988
姥姥,11302,n,名词,84.0,9.0E-4,90.65409999999882
水资源,11303,n,名词,84.0,9.0E-4,90.66669999999884
上旬,11304,nt,时间名词,84.0,9.0E-4,90.65229999999882
诧异,11305,a,形容词,84.0,9.0E-4,90.65139999999882
城内,11306,nl,处所名词,84.0,9.0E-4,90.65049999999881
秀丽,11307,a,形容词,84.0,9.0E-4,90.64959999999881
终止,11308,v,动词,84.0,9.0E-4,90.64869999999881
气概,11309,n,名词,84.0,9.0E-4,90.64779999999881
鹤,11310,n,名词,84.0,9.0E-4,90.64689999999881
现实性,11311,n,名词,84.0,9.0E-4,90.6459999999988
正直,11312,a,形容词,84.0,9.0E-4,90.65319999999882
舌尖,11313,n,名词,84.0,9.0E-4,90.6450999999988
下跌,11314,v,动词,84.0,9.0E-4,90.6441999999988
雨量,11315,n,名词,84.0,9.0E-4,90.6396999999988
旁人,11316,n,名词,83.0,9.0E-4,90.78729999999904
此等,11317,r,代词,83.0,9.0E-4,90.77829999999902
媒,11318,n,名词,83.0,9.0E-4,90.78549999999903
花芽,11319,n,名词,83.0,9.0E-4,90.78459999999903
回声,11320,n,名词,83.0,9.0E-4,90.78369999999903
执政,11321,v,动词,83.0,9.0E-4,90.78279999999903
灰,11322,a,形容词,83.0,9.0E-4,90.78189999999903
谷子,11323,n,名词,83.0,9.0E-4,90.78099999999903
礼堂,11324,n,名词,83.0,9.0E-4,90.78009999999902
片面性,11325,n,名词,83.0,9.0E-4,90.77919999999902
市里,11326,nl,处所名词,83.0,9.0E-4,90.765699999999
笨重,11327,a,形容词,83.0,9.0E-4,90.77739999999902
洗涤,11328,v,动词,83.0,9.0E-4,90.78909999999904
引诱,11329,v,动词,83.0,9.0E-4,90.77559999999902
情愿,11330,vu,能愿动词,83.0,9.0E-4,90.77469999999902
百分比,11331,n,名词,83.0,9.0E-4,90.77379999999901
岩层,11332,n,名词,83.0,9.0E-4,90.77289999999901
纵横,11333,v,动词,83.0,9.0E-4,90.77199999999901
社会党,11334,n,名词,83.0,9.0E-4,90.77109999999901
反作用,11335,n,名词,83.0,9.0E-4,90.77019999999901
翘,11336,v,动词,83.0,9.0E-4,90.769299999999
滴入,11337,v,动词,83.0,9.0E-4,90.768399999999
录音机,11338,n,名词,83.0,9.0E-4,90.767499999999
可见光,11339,n,名词,83.0,9.0E-4,90.766599999999
地名,11340,n,名词,83.0,9.0E-4,90.77649999999902
幽,11341,a,形容词,83.0,9.0E-4,90.79089999999904
领导权,11342,n,名词,83.0,9.0E-4,90.80079999999906
羽,11343,n,名词,83.0,9.0E-4,90.80349999999906
世袭,11344,v,动词,83.0,9.0E-4,90.81069999999907
老兵,11345,n,名词,83.0,9.0E-4,90.80439999999906
芭蕾舞,11346,n,名词,83.0,9.0E-4,90.80529999999906
猿人,11347,n,名词,83.0,9.0E-4,90.80619999999907
天山,11348,ns,地名,83.0,9.0E-4,90.80709999999907
过失,11349,n,名词,83.0,9.0E-4,90.80799999999907
唱腔,11350,n,名词,83.0,9.0E-4,90.80889999999907
收成,11351,n,名词,83.0,9.0E-4,90.80979999999907
拯救,11352,v,动词,83.0,9.0E-4,90.80259999999906
心头,11353,n,名词,83.0,9.0E-4,90.79989999999906
玻璃窗,11354,n,名词,83.0,9.0E-4,90.79899999999905
老大爷,11355,n,名词,83.0,9.0E-4,90.79809999999905
刚好,11356,d,副词,83.0,9.0E-4,90.79719999999905
能动性,11357,n,名词,83.0,9.0E-4,90.79629999999905
优待,11358,v,动词,83.0,9.0E-4,90.78999999999904
封建制,11359,n,名词,83.0,9.0E-4,90.79449999999905
铁矿,11360,n,名词,83.0,9.0E-4,90.80169999999906
权势,11361,n,名词,83.0,9.0E-4,90.79359999999905
蚀,11362,v,动词,83.0,9.0E-4,90.79269999999904
占地,11363,v,动词,83.0,9.0E-4,90.79179999999904
有机,11364,f,区别词,83.0,9.0E-4,90.74319999999896
瞟,11365,v,动词,83.0,9.0E-4,90.79539999999905
贪污,11366,v,动词,83.0,9.0E-4,90.78819999999904
母鸡,11367,n,名词,83.0,9.0E-4,90.78639999999903
起义军,11368,n,名词,83.0,9.0E-4,90.74409999999897
陆上,11369,nl,处所名词,83.0,9.0E-4,90.74049999999896
干嘛,11370,v,动词,83.0,9.0E-4,90.73329999999895
卖国,11371,v,动词,83.0,9.0E-4,90.73779999999896
棍,11372,n,名词,83.0,9.0E-4,90.73689999999895
武术,11373,n,名词,83.0,9.0E-4,90.73599999999895
新年,11374,nt,时间名词,83.0,9.0E-4,90.73509999999895
贫血,11375,n,名词,83.0,9.0E-4,90.72699999999894
整体性,11376,n,名词,83.0,9.0E-4,90.73419999999895
奔驰,11377,v,动词,83.0,9.0E-4,90.74139999999896
捣,11378,v,动词,83.0,9.0E-4,90.73239999999895
大口,11379,n,名词,83.0,9.0E-4,90.73149999999895
后生,11380,n,名词,83.0,9.0E-4,90.73059999999894
病症,11381,n,名词,83.0,9.0E-4,90.71979999999893
曲调,11382,n,名词,83.0,9.0E-4,90.72069999999893
关门,11383,v,动词,83.0,9.0E-4,90.72159999999893
莲花,11384,n,名词,83.0,9.0E-4,90.72249999999893
剿,11385,v,动词,83.0,9.0E-4,90.72339999999893
沉痛,11386,a,形容词,83.0,9.0E-4,90.72969999999894
没见,11387,v,动词,83.0,9.0E-4,90.72519999999894
手持,11388,v,动词,83.0,9.0E-4,90.71889999999892
金色,11389,n,名词,83.0,9.0E-4,90.72609999999894
不见得,11390,d,副词,83.0,9.0E-4,90.72429999999893
肥大,11391,a,形容词,83.0,9.0E-4,90.72789999999894
课文,11392,n,名词,83.0,9.0E-4,90.72879999999894
规范化,11393,v,动词,83.0,9.0E-4,90.73869999999896
宾语,11394,n,名词,83.0,9.0E-4,90.75399999999898
拽,11395,v,动词,83.0,9.0E-4,90.763899999999
兴致,11396,n,名词,83.0,9.0E-4,90.762999999999
自私,11397,a,形容词,83.0,9.0E-4,90.762099999999
天赋,11398,n,名词,83.0,9.0E-4,90.761199999999
佛像,11399,n,名词,83.0,9.0E-4,90.76029999999899
美德,11400,n,名词,83.0,9.0E-4,90.75939999999899
侧,11401,v,动词,83.0,9.0E-4,90.75849999999899
谬论,11402,n,名词,83.0,9.0E-4,90.75759999999899
盘,11403,v,动词,83.0,9.0E-4,90.75669999999899
战前,11404,nt,时间名词,83.0,9.0E-4,90.75579999999898
左脚,11405,n,名词,83.0,9.0E-4,90.75489999999898
当过,11406,v,动词,83.0,9.0E-4,90.74229999999896
第三世界,11407,n,名词,83.0,9.0E-4,90.75219999999898
决定论,11408,n,名词,83.0,9.0E-4,90.75309999999898
马铃薯,11409,n,名词,83.0,9.0E-4,90.73959999999896
看不起,11410,v,动词,83.0,9.0E-4,90.764799999999
欢,11411,a,形容词,83.0,9.0E-4,90.75129999999898
酒杯,11412,n,名词,83.0,9.0E-4,90.75039999999898
宰相,11413,n,名词,83.0,9.0E-4,90.74949999999897
保障,11414,n,名词,83.0,9.0E-4,90.74859999999897
乡镇,11415,n,名词,83.0,9.0E-4,90.74769999999897
总司令,11416,n,名词,83.0,9.0E-4,90.74679999999897
审议,11417,v,动词,83.0,9.0E-4,90.74589999999897
年月,11418,nt,时间名词,83.0,9.0E-4,90.74499999999897
电站,11419,n,名词,82.0,9.0E-4,90.87729999999918
塞进,11420,v,动词,82.0,9.0E-4,90.87639999999918
或多或少,11421,i,习用语,82.0,9.0E-4,90.83589999999911
营造,11422,v,动词,82.0,9.0E-4,90.87549999999918
住处,11423,n,名词,82.0,9.0E-4,90.87909999999918
纸张,11424,n,名词,82.0,9.0E-4,90.87459999999918
结晶,11425,v,动词,82.0,9.0E-4,90.87369999999918
夕阳,11426,n,名词,82.0,9.0E-4,90.87279999999917
盲目性,11427,n,名词,82.0,9.0E-4,90.87189999999917
比率,11428,n,名词,82.0,9.0E-4,90.88359999999919
看做,11429,v,动词,82.0,9.0E-4,90.87099999999917
反攻,11430,v,动词,82.0,9.0E-4,90.87009999999917
南洋,11431,ns,地名,82.0,9.0E-4,90.85839999999915
直属,11432,v,动词,82.0,9.0E-4,90.86919999999917
到时候,11433,v,动词,82.0,9.0E-4,90.87999999999919
中介,11434,n,名词,82.0,9.0E-4,90.86739999999917
镰刀,11435,n,名词,82.0,9.0E-4,90.86649999999916
举止,11436,n,名词,82.0,9.0E-4,90.86559999999916
爱好者,11437,n,名词,82.0,9.0E-4,90.86469999999916
指纹,11438,n,名词,82.0,9.0E-4,90.86379999999916
一九五二,11439,m,数词,82.0,9.0E-4,90.86289999999916
不只,11440,c,连词,82.0,9.0E-4,90.86199999999916
克制,11441,v,动词,82.0,9.0E-4,90.86109999999915
讲座,11442,n,名词,82.0,9.0E-4,90.86019999999915
报仇,11443,v,动词,82.0,9.0E-4,90.85929999999915
陈独秀,11444,nh,人名,82.0,9.0E-4,90.86829999999917
仿佛,11445,v,动词,82.0,9.0E-4,90.88449999999919
觉醒,11446,v,动词,82.0,9.0E-4,90.89349999999921
采矿,11447,v,动词,82.0,9.0E-4,90.89439999999921
事儿,11448,n,名词,82.0,9.0E-4,90.89529999999921
大局,11449,n,名词,82.0,9.0E-4,90.89709999999921
贯串,11450,v,动词,82.0,9.0E-4,90.8925999999992
膝盖,11451,n,名词,82.0,9.0E-4,90.89889999999922
也就是说,11452,i,习用语,82.0,9.0E-4,90.89979999999922
瘫痪,11453,v,动词,82.0,9.0E-4,90.90069999999922
样,11454,q,量词,82.0,9.0E-4,90.90159999999922
被,11455,v,动词,82.0,9.0E-4,90.90249999999922
空地,11456,n,名词,82.0,9.0E-4,90.90339999999922
嗜,11457,v,动词,82.0,9.0E-4,90.89799999999921
攻势,11458,n,名词,82.0,9.0E-4,90.8916999999992
胜任,11459,v,动词,82.0,9.0E-4,90.8907999999992
抵押,11460,v,动词,82.0,9.0E-4,90.8898999999992
不得了,11461,a,形容词,82.0,9.0E-4,90.8889999999992
法兰西,11462,ns,地名,82.0,9.0E-4,90.88089999999919
反问,11463,v,动词,82.0,9.0E-4,90.8880999999992
形式主义,11464,n,名词,82.0,9.0E-4,90.89619999999921
工钱,11465,n,名词,82.0,9.0E-4,90.8871999999992
天津市,11466,ns,地名,82.0,9.0E-4,90.8862999999992
抓着,11467,v,动词,82.0,9.0E-4,90.8853999999992
鼓起,11468,v,动词,82.0,9.0E-4,90.88269999999919
富强,11469,a,形容词,82.0,9.0E-4,90.88179999999919
查出,11470,v,动词,82.0,9.0E-4,90.87819999999918
三万,11471,m,数词,82.0,9.0E-4,90.83679999999912
用法,11472,n,名词,82.0,9.0E-4,90.83319999999911
石墨,11473,n,名词,82.0,9.0E-4,90.8313999999991
门户,11474,n,名词,82.0,9.0E-4,90.83409999999911
更为,11475,v,动词,82.0,9.0E-4,90.8295999999991
鱼群,11476,n,名词,82.0,9.0E-4,90.8286999999991
心跳,11477,v,动词,82.0,9.0E-4,90.8277999999991
息,11478,n,名词,82.0,9.0E-4,90.8268999999991
缓解,11479,v,动词,82.0,9.0E-4,90.8259999999991
丧,11480,v,动词,82.0,9.0E-4,90.8250999999991
分子量,11481,n,名词,82.0,9.0E-4,90.8241999999991
代,11482,n,名词,82.0,9.0E-4,90.8232999999991
槐树,11483,n,名词,82.0,9.0E-4,90.82239999999909
崖,11484,n,名词,82.0,9.0E-4,90.82059999999909
燕子,11485,n,名词,82.0,9.0E-4,90.81339999999908
旨,11486,n,名词,82.0,9.0E-4,90.81429999999908
植被,11487,n,名词,82.0,9.0E-4,90.81519999999908
古怪,11488,a,形容词,82.0,9.0E-4,90.81249999999908
那末,11489,c,连词,82.0,9.0E-4,90.81609999999908
结了,11490,v,动词,82.0,9.0E-4,90.81699999999908
目的地,11491,n,名词,82.0,9.0E-4,90.81789999999909
更是,11492,d,副词,82.0,9.0E-4,90.81879999999909
破旧,11493,a,形容词,82.0,9.0E-4,90.82149999999909
病员,11494,n,名词,82.0,9.0E-4,90.81969999999909
少不了,11495,v,动词,82.0,9.0E-4,90.81159999999907
察看,11496,v,动词,82.0,9.0E-4,90.8304999999991
嗳,11497,e,叹词,82.0,9.0E-4,90.84669999999913
直射,11498,v,动词,82.0,9.0E-4,90.85659999999915
穆斯林,11499,n,名词,82.0,9.0E-4,90.85569999999915
下场,11500,n,名词,82.0,9.0E-4,90.85479999999914
弯腰,11501,v,动词,82.0,9.0E-4,90.85389999999914
灾,11502,n,名词,82.0,9.0E-4,90.85299999999914
第一线,11503,n,名词,82.0,9.0E-4,90.85209999999914
通往,11504,v,动词,82.0,9.0E-4,90.85119999999914
习惯于,11505,v,动词,82.0,9.0E-4,90.85029999999914
光度,11506,n,名词,82.0,9.0E-4,90.84939999999914
帮,11507,q,量词,82.0,9.0E-4,90.84489999999913
菊,11508,n,名词,82.0,9.0E-4,90.84759999999913
打好,11509,v,动词,82.0,9.0E-4,90.83229999999911
办事处,11510,n,名词,82.0,9.0E-4,90.83499999999911
载,11511,nt,时间名词,82.0,9.0E-4,90.84579999999913
产出,11512,v,动词,82.0,9.0E-4,90.85749999999915
一二,11513,m,数词,82.0,9.0E-4,90.84399999999913
盐水,11514,n,名词,82.0,9.0E-4,90.84309999999913
正值,11515,v,动词,82.0,9.0E-4,90.84219999999912
信件,11516,n,名词,82.0,9.0E-4,90.84129999999912
一时,11517,d,副词,82.0,9.0E-4,90.84039999999912
掠,11518,v,动词,82.0,9.0E-4,90.83949999999912
声乐,11519,n,名词,82.0,9.0E-4,90.83859999999912
没有用,11520,v,动词,82.0,9.0E-4,90.83769999999912
训练班,11521,n,名词,82.0,9.0E-4,90.84849999999913
荡,11522,v,动词,81.0,8.0E-4,90.97379999999906
草场,11523,n,名词,81.0,8.0E-4,90.96819999999907
无权,11524,v,动词,81.0,8.0E-4,90.96899999999907
半数,11525,n,名词,81.0,8.0E-4,90.96979999999907
瞧不起,11526,v,动词,81.0,8.0E-4,90.97059999999907
杂种,11527,n,名词,81.0,8.0E-4,90.97859999999905
寄来,11528,v,动词,81.0,8.0E-4,90.97219999999906
夸奖,11529,v,动词,81.0,8.0E-4,90.93939999999914
正统,11530,n,名词,81.0,8.0E-4,90.98019999999904
行进,11531,v,动词,81.0,8.0E-4,90.96739999999907
罐头,11532,n,名词,81.0,8.0E-4,90.97779999999905
司法机关,11533,n,名词,81.0,8.0E-4,90.97459999999906
流经,11534,v,动词,81.0,8.0E-4,90.97539999999906
是以,11535,v,动词,81.0,8.0E-4,90.97619999999905
精巧,11536,a,形容词,81.0,8.0E-4,90.97699999999905
祈祷,11537,v,动词,81.0,8.0E-4,90.9545999999991
机会主义,11538,n,名词,81.0,8.0E-4,90.97299999999906
平滑,11539,a,形容词,81.0,8.0E-4,90.97139999999906
以至于,11540,c,连词,81.0,8.0E-4,90.96499999999908
雄蕊,11541,n,名词,81.0,8.0E-4,90.96419999999908
禅,11542,n,名词,81.0,8.0E-4,90.96339999999908
印,11543,n,名词,81.0,8.0E-4,90.96259999999909
阵,11544,n,名词,81.0,8.0E-4,90.96179999999909
军装,11545,n,名词,81.0,8.0E-4,90.96099999999909
引水,11546,v,动词,81.0,8.0E-4,90.96019999999909
炼丹,11547,v,动词,81.0,8.0E-4,90.95939999999909
倔强,11548,a,形容词,81.0,8.0E-4,90.9585999999991
敌我,11549,n,名词,81.0,8.0E-4,90.9577999999991
白洁,11550,nh,人名,81.0,8.0E-4,90.9569999999991
坦率,11551,a,形容词,81.0,8.0E-4,90.9561999999991
烧毁,11552,v,动词,81.0,8.0E-4,90.9553999999991
反常,11553,a,形容词,81.0,8.0E-4,90.96579999999908
毫无疑问,11554,i,习用语,81.0,8.0E-4,90.98099999999904
堵住,11555,v,动词,81.0,8.0E-4,90.99219999999902
南方,11556,nl,处所名词,81.0,8.0E-4,90.99299999999901
冲洗,11557,v,动词,81.0,8.0E-4,90.99539999999901
元件,11558,n,名词,81.0,8.0E-4,90.996199999999
色泽,11559,n,名词,81.0,8.0E-4,90.99139999999902
开出,11560,v,动词,81.0,8.0E-4,90.996999999999
於,11561,p,介词,81.0,8.0E-4,90.997799999999
用意,11562,n,名词,81.0,8.0E-4,91.00259999999899
地址,11563,n,名词,81.0,8.0E-4,90.999399999999
前肢,11564,n,名词,81.0,8.0E-4,91.001799999999
启蒙,11565,v,动词,81.0,8.0E-4,90.998599999999
守卫,11566,v,动词,81.0,8.0E-4,91.00339999999899
委任,11567,v,动词,81.0,8.0E-4,91.000999999999
思想性,11568,n,名词,81.0,8.0E-4,91.000199999999
折断,11569,v,动词,81.0,8.0E-4,90.99459999999901
目的性,11570,n,名词,81.0,8.0E-4,90.99059999999902
捕获,11571,v,动词,81.0,8.0E-4,90.98979999999902
免除,11572,v,动词,81.0,8.0E-4,90.98899999999902
全然,11573,d,副词,81.0,8.0E-4,90.98819999999903
圆满,11574,a,形容词,81.0,8.0E-4,90.98739999999903
潜水,11575,v,动词,81.0,8.0E-4,90.98659999999903
引人注目,11576,i,习用语,81.0,8.0E-4,90.98579999999903
保佑,11577,v,动词,81.0,8.0E-4,90.97939999999905
楞,11578,v,动词,81.0,8.0E-4,90.98419999999903
遇着,11579,v,动词,81.0,8.0E-4,90.99379999999901
尽头,11580,n,名词,81.0,8.0E-4,90.98339999999904
神气,11581,n,名词,81.0,8.0E-4,90.98259999999904
收复,11582,v,动词,81.0,8.0E-4,90.98179999999904
顾及,11583,v,动词,81.0,8.0E-4,90.98499999999903
鬼神,11584,n,名词,81.0,8.0E-4,90.96659999999908
姚,11585,nhf,人名-姓,81.0,8.0E-4,90.94019999999914
渤海,11586,ns,地名,81.0,8.0E-4,90.91859999999919
有理,11587,v,动词,81.0,8.0E-4,90.91939999999919
茅草,11588,n,名词,81.0,8.0E-4,90.9129999999992
硬是,11589,d,副词,81.0,8.0E-4,90.92019999999918
激战,11590,v,动词,81.0,8.0E-4,90.92099999999918
公共汽车,11591,n,名词,81.0,8.0E-4,90.92819999999917
筛选,11592,v,动词,81.0,8.0E-4,90.92179999999918
入睡,11593,v,动词,81.0,8.0E-4,90.9161999999992
淮河,11594,ns,地名,81.0,8.0E-4,90.92339999999918
门市部,11595,n,名词,81.0,8.0E-4,90.92419999999917
汗珠,11596,n,名词,81.0,8.0E-4,90.92499999999917
孢,11597,n,名词,81.0,8.0E-4,90.92579999999917
防守,11598,v,动词,81.0,8.0E-4,90.92659999999917
严禁,11599,v,动词,81.0,8.0E-4,90.92739999999917
引到,11600,v,动词,81.0,8.0E-4,90.92259999999918
世人,11601,n,名词,81.0,8.0E-4,90.9145999999992
任,11602,nhf,人名-姓,81.0,8.0E-4,90.90499999999922
班子,11603,n,名词,81.0,8.0E-4,90.90579999999922
抗原,11604,n,名词,81.0,8.0E-4,90.90659999999922
资本论,11605,n,名词,81.0,8.0E-4,90.90739999999921
徐州,11606,ns,地名,81.0,8.0E-4,90.90819999999921
慌乱,11607,a,形容词,81.0,8.0E-4,90.90899999999921
出嫁,11608,v,动词,81.0,8.0E-4,90.9153999999992
无边,11609,v,动词,81.0,8.0E-4,90.90419999999922
通货膨胀,11610,v,动词,81.0,8.0E-4,90.90979999999921
脸蛋,11611,n,名词,81.0,8.0E-4,90.9137999999992
政委,11612,n,名词,81.0,8.0E-4,90.9113999999992
正确性,11613,n,名词,81.0,8.0E-4,90.9121999999992
直奔,11614,v,动词,81.0,8.0E-4,90.9105999999992
大喊,11615,v,动词,81.0,8.0E-4,90.91779999999919
对抗性,11616,n,名词,81.0,8.0E-4,90.94819999999912
一事,11617,n,名词,81.0,8.0E-4,90.94259999999913
交易所,11618,n,名词,81.0,8.0E-4,90.94339999999913
各行各业,11619,i,习用语,81.0,8.0E-4,90.94419999999913
埋藏,11620,v,动词,81.0,8.0E-4,90.94499999999913
黑猩猩,11621,n,名词,81.0,8.0E-4,90.94579999999912
供销,11622,v,动词,81.0,8.0E-4,90.9537999999991
飞过,11623,v,动词,81.0,8.0E-4,90.94739999999912
第三者,11624,n,名词,81.0,8.0E-4,90.94179999999913
中队,11625,n,名词,81.0,8.0E-4,90.94899999999912
分得,11626,v,动词,81.0,8.0E-4,90.94979999999912
供销社,11627,n,名词,81.0,8.0E-4,90.95059999999911
生怕,11628,d,副词,81.0,8.0E-4,90.95139999999911
插进,11629,v,动词,81.0,8.0E-4,90.95219999999911
比值,11630,n,名词,81.0,8.0E-4,90.95299999999911
戳,11631,v,动词,81.0,8.0E-4,90.93539999999915
总书记,11632,n,名词,81.0,8.0E-4,90.93379999999915
嗅觉,11633,n,名词,81.0,8.0E-4,90.94659999999912
黑点,11634,n,名词,81.0,8.0E-4,90.93059999999916
史诗,11635,n,名词,81.0,8.0E-4,90.93139999999916
宽广,11636,a,形容词,81.0,8.0E-4,90.93219999999916
雷雨,11637,n,名词,81.0,8.0E-4,90.93299999999915
成才,11638,v,动词,81.0,8.0E-4,90.94099999999914
集镇,11639,n,名词,81.0,8.0E-4,90.93459999999915
经济信息,11640,n,名词,81.0,8.0E-4,90.92979999999916
动听,11641,a,形容词,81.0,8.0E-4,90.92899999999916
搜,11642,v,动词,81.0,8.0E-4,90.91699999999919
额上,11643,nl,处所名词,81.0,8.0E-4,90.93619999999915
黑洞,11644,n,名词,81.0,8.0E-4,90.93699999999914
学习,11645,n,名词,81.0,8.0E-4,90.93779999999914
学习者,11646,n,名词,81.0,8.0E-4,90.93859999999914
兴致勃勃,11647,i,习用语,80.0,8.0E-4,91.05539999999887
用量,11648,n,名词,80.0,8.0E-4,91.05459999999887
万万,11649,d,副词,80.0,8.0E-4,91.05379999999887
根本性,11650,n,名词,80.0,8.0E-4,91.05299999999887
就地,11651,d,副词,80.0,8.0E-4,91.06099999999886
突围,11652,v,动词,80.0,8.0E-4,91.05219999999888
人民解放军,11653,n,名词,80.0,8.0E-4,91.04979999999888
青色,11654,n,名词,80.0,8.0E-4,91.05139999999888
女王,11655,n,名词,80.0,8.0E-4,91.05059999999888
技法,11656,n,名词,80.0,8.0E-4,91.0401999999989
乐,11657,a,形容词,80.0,8.0E-4,91.04899999999888
惰性,11658,n,名词,80.0,8.0E-4,91.05779999999886
告诫,11659,v,动词,80.0,8.0E-4,91.04739999999889
驮,11660,v,动词,80.0,8.0E-4,91.04659999999889
断绝,11661,v,动词,80.0,8.0E-4,91.04579999999889
迈进,11662,v,动词,80.0,8.0E-4,91.0449999999989
舅,11663,n,名词,80.0,8.0E-4,91.0441999999989
流星,11664,n,名词,80.0,8.0E-4,91.0433999999989
推到,11665,v,动词,80.0,8.0E-4,91.0425999999989
派,11666,k,后接成分,80.0,8.0E-4,91.0417999999989
下巴,11667,n,名词,80.0,8.0E-4,91.0409999999989
基本粒子,11668,n,名词,80.0,8.0E-4,91.04819999999889
析出,11669,v,动词,80.0,8.0E-4,91.06179999999885
反应堆,11670,n,名词,80.0,8.0E-4,91.07059999999883
凶手,11671,n,名词,80.0,8.0E-4,91.06899999999884
碉堡,11672,n,名词,80.0,8.0E-4,91.07139999999883
常,11673,nhf,人名-姓,80.0,8.0E-4,91.07299999999883
赶走,11674,v,动词,80.0,8.0E-4,91.07219999999883
声中,11675,nl,处所名词,80.0,8.0E-4,91.06739999999884
一来,11676,c,连词,80.0,8.0E-4,91.07379999999883
忙于,11677,v,动词,80.0,8.0E-4,91.07459999999882
渔船,11678,n,名词,80.0,8.0E-4,91.07539999999882
血清,11679,n,名词,80.0,8.0E-4,91.07619999999882
罩,11680,v,动词,80.0,8.0E-4,91.06979999999884
栏杆,11681,n,名词,80.0,8.0E-4,91.06659999999884
抗旱,11682,v,动词,80.0,8.0E-4,91.06579999999884
归还,11683,v,动词,80.0,8.0E-4,91.06499999999885
锣,11684,n,名词,80.0,8.0E-4,91.06419999999885
嘴上,11685,nl,处所名词,80.0,8.0E-4,91.05859999999886
满身,11686,n,名词,80.0,8.0E-4,91.06339999999885
宜,11687,d,副词,80.0,8.0E-4,91.06819999999884
门路,11688,n,名词,80.0,8.0E-4,91.06259999999885
无名,11689,a,形容词,80.0,8.0E-4,91.06019999999886
忧,11690,v,动词,80.0,8.0E-4,91.05939999999886
不无,11691,v,动词,80.0,8.0E-4,91.05619999999887
湾,11692,n,名词,80.0,8.0E-4,91.02259999999895
比如说,11693,c,连词,80.0,8.0E-4,91.02019999999895
此次,11694,r,代词,80.0,8.0E-4,91.05699999999887
道具,11695,n,名词,80.0,8.0E-4,91.01779999999896
教书,11696,v,动词,80.0,8.0E-4,91.01699999999896
专职,11697,n,名词,80.0,8.0E-4,91.01059999999897
熊熊,11698,a,形容词,80.0,8.0E-4,91.01619999999896
驾驭,11699,v,动词,80.0,8.0E-4,91.02099999999895
侵袭,11700,v,动词,80.0,8.0E-4,91.01539999999896
