# https://github.com/mahavivo/scripta-sinica
# 汉语古典文本数据库（殆知阁）
"汉字","排名","频次"
摇,1702,77161
咨,1703,76934
摺,1704,76891
融,1705,76702
络,1706,76636
妖,1707,76610
眠,1708,76524
孰,1709,76415
滑,1710,76404
团,1711,76401
返,1712,76071
缚,1713,76039
沿,1714,75995
寝,1715,75973
帖,1716,75851
燥,1717,75804
绪,1718,75642
掩,1719,75576
演,1720,75490
咏,1721,75440
油,1722,75429
谒,1723,75415
享,1724,75379
谦,1725,75275
聲,1726,75114
拾,1727,75084
誓,1728,75061
蒲,1729,74829
俾,1730,74710
澄,1731,74647
擒,1732,74611
勉,1733,74344
藉,1734,74285
灰,1735,74252
琴,1736,74206
愧,1737,74194
霞,1738,74180
麟,1739,74163
別,1740,74061
剂,1741,74052
潮,1742,73889
冒,1743,73844
隋,1744,73720
催,1745,73648
開,1746,73588
宠,1747,73581
眷,1748,73514
混,1749,73453
厘,1750,73431
牵,1751,73170
响,1752,72954
排,1753,72891
屏,1754,72870
淳,1755,72833
湘,1756,72823
淨,1757,72739
姚,1758,72713
零,1759,72691
戚,1760,72625
茯,1761,72511
激,1762,72496
砂,1763,72458
擢,1764,72355
唤,1765,72312
禮,1766,72097
躬,1767,72084
旌,1768,71946
俄,1769,71902
敏,1770,71834
咽,1771,71819
夹,1772,71772
瞻,1773,71756
拒,1774,71720
育,1775,71701
粟,1776,71680
饶,1777,71626
簿,1778,71525
另,1779,71484
电,1780,71481
换,1781,71356
炎,1782,71337
队,1783,71162
旅,1784,71084
讳,1785,71028
跪,1786,70968
坊,1787,70957
柏,1788,70906
冀,1789,70811
墙,1790,70798
呢,1791,70797
箭,1792,70796
歸,1793,70733
浑,1794,70615
批,1795,70596
拂,1796,70566
弹,1797,70446
逾,1798,70414
過,1799,70351
凌,1800,70262
衍,1801,70242
朴,1802,70183
呵,1803,70085
奋,1804,70028
窗,1805,70015
板,1806,69896
叛,1807,69878
疆,1808,69856
昆,1809,69799
卓,1810,69763
衔,1811,69480
枚,1812,69412
低,1813,69326
漫,1814,69082
挂,1815,68994
刹,1816,68979
浩,1817,68867
盏,1818,68633
徵,1819,68591
亩,1820,68574
咒,1821,68540
祇,1822,68492
芍,1823,68446
體,1824,68386
嗟,1825,68384
汪,1826,68362
盡,1827,68235
瓦,1828,68198
贝,1829,68004
联,1830,67973
帐,1831,67967
销,1832,67916
驿,1833,67873
彻,1834,67738
帛,1835,67697
龟,1836,67692
仇,1837,67673
桐,1838,67552
腾,1839,67498
亏,1840,67389
碎,1841,67367
旱,1842,67320
黃,1843,67276
杰,1844,67162
讫,1845,67128
稷,1846,67052
秉,1847,66988
檀,1848,66954
裕,1849,66927
傍,1850,66806
晴,1851,66797
妨,1852,66779
截,1853,66682
兽,1854,66519
靡,1855,66433
钵,1856,66216
携,1857,66145
披,1858,65989
芦,1859,65888
蛮,1860,65851
乏,1861,65796
彰,1862,65781
敛,1863,65778
內,1864,65667
韦,1865,65457
傳,1866,65448
域,1867,65407
冤,1868,65326
赶,1869,65254
创,1870,65167
颠,1871,65148
厅,1872,65003
國,1873,64980
需,1874,64951
灌,1875,64814
蕃,1876,64721
朋,1877,64720
疼,1878,64712
龍,1879,64690
瓜,1880,64204
绵,1881,64032
仗,1882,64025
語,1883,64007
替,1884,63869
晨,1885,63680
巢,1886,63637
嫁,1887,63610
膝,1888,63596
漕,1889,63561
割,1890,63490
陰,1891,63405
掠,1892,63398
堤,1893,63304
玩,1894,63247
薩,1895,63202
逮,1896,63196
宏,1897,63193
蓝,1898,63181
烂,1899,63166
街,1900,63127
廣,1901,63063
種,1902,63015
刍,1903,63001
浦,1904,62989
筵,1905,62866
频,1906,62843
贴,1907,62791
浊,1908,62758
佩,1909,62558
拥,1910,62553
敦,1911,62521
矢,1912,62498
肩,1913,62330
骂,1914,62307
浓,1915,61993
隨,1916,61937
伍,1917,61879
幻,1918,61846
健,1919,61661
實,1920,61496
嫌,1921,61359
捷,1922,61311
锋,1923,61281
枣,1924,61058
啰,1925,61020
恃,1926,61002
液,1927,60973
聪,1928,60868
倘,1929,60703
亿,1930,60666
胁,1931,60619
丛,1932,60615
崩,1933,60598
學,1934,60590
铺,1935,60586
渔,1936,60577
厉,1937,60514
遽,1938,60367
欠,1939,60351
難,1940,60312
呕,1941,60305
偷,1942,60276
願,1943,60208
須,1944,60177
兩,1945,60124
咎,1946,59972
俯,1947,59957
邓,1948,59928
绣,1949,59921
店,1950,59808
咳,1951,59807
植,1952,59751
蒸,1953,59689
蕴,1954,59673
暖,1955,59624
寓,1956,59492
俸,1957,59458
斜,1958,59370
炼,1959,59343
绩,1960,59333
札,1961,59316
伸,1962,59267
污,1963,59195
俞,1964,59179
臂,1965,58986
喉,1966,58946
拈,1967,58876
叩,1968,58834
确,1969,58630
垣,1970,58582
盟,1971,58446
肥,1972,58408
囊,1973,58402
溃,1974,58235
蓬,1975,58154
茅,1976,58108
啼,1977,58022
垢,1978,57975
妥,1979,57919
識,1980,57832
胀,1981,57806
梨,1982,57801
猪,1983,57779
遁,1984,57766
扫,1985,57627
牢,1986,57546
警,1987,57527
琼,1988,57464
雁,1989,57434
绳,1990,57431
租,1991,57425
艰,1992,57414
雖,1993,57304
緣,1994,57300
拏,1995,57259
烛,1996,57181
窜,1997,57115
酬,1998,57084
诉,1999,57025
挟,2000,57020
極,2001,56985
测,2002,56893
削,2003,56887
枕,2004,56857
潭,2005,56835
哩,2006,56816
递,2007,56764
劾,2008,56683
蔽,2009,56560
芝,2010,56508
東,2011,56505
岛,2012,56406
菜,2013,56349
離,2014,56301
祈,2015,56284
辉,2016,56249
潘,2017,56247
讯,2018,56176
數,2019,55975
嗔,2020,55932
网,2021,55917
叉,2022,55898
装,2023,55898
洁,2024,55833
戍,2025,55820
灸,2026,55793
浚,2027,55718
發,2028,55667
讼,2029,55653
囚,2030,55553
禽,2031,55472
跋,2032,55424
熊,2033,55298
娶,2034,55251
殆,2035,55249
泛,2036,55196
她,2037,55150
沟,2038,55124
枪,2039,55097
诈,2040,55065
狗,2041,55041
欣,2042,55026
杭,2043,55006
舉,2044,54979
醒,2045,54856
伴,2046,54841
透,2047,54677
喘,2048,54672
笃,2049,54671
婚,2050,54512
耀,2051,54430
扇,2052,54422
睹,2053,54307
還,2054,54210
脂,2055,54127
梧,2056,54079
酸,2057,54078
犬,2058,53945
谱,2059,53938
概,2060,53880
栖,2061,53734
暇,2062,53686
股,2063,53677
港,2064,53629
罔,2065,53569
闷,2066,53518
請,2067,53495
炁,2068,53491
釋,2069,53472
勾,2070,53434
恁,2071,53385
募,2072,53372
捉,2073,53353
擅,2074,53272
坡,2075,53228
晏,2076,53184
岐,2077,53136
迫,2078,53054
羌,2079,52923
储,2080,52803
飘,2081,52776
狐,2082,52672
孩,2083,52568
巾,2084,52512
覺,2085,52487
弁,2086,52415
跟,2087,52414
異,2088,52320
赈,2089,52290
牌,2090,52269
惭,2091,52255
鸾,2092,52234
論,2093,52232
亟,2094,52203
圓,2095,52199
耻,2096,52110
刊,2097,52094
诬,2098,52060
宦,2099,51918
倦,2100,51757
搜,2101,51599
帘,2102,51436
杏,2103,51426
抄,2104,51408
間,2105,51397
窥,2106,51375
斥,2107,51303
樂,2108,51269
髙,2109,51257
狼,2110,51235
铸,2111,51227
狄,2112,51167
崖,2113,51127
侄,2114,51089
阎,2115,51046
匿,2116,51039
羞,2117,51014
朗,2118,50971
拉,2119,50968
吞,2120,50939
押,2121,50798
呜,2122,50723
腑,2123,50718
洒,2124,50681
惡,2125,50660
徳,2126,50633
泊,2127,50594
挑,2128,50544
晦,2129,50529
婢,2130,50505
俭,2131,50505
秩,2132,50438
熏,2133,50385
坠,2134,50361
旺,2135,50287
爽,2136,50270
软,2137,50226
溺,2138,50213
榜,2139,49996
毅,2140,49845
僚,2141,49808
块,2142,49785
瘦,2143,49701
俺,2144,49685
浴,2145,49681
霍,2146,49666
肌,2147,49650
瓶,2148,49627
欧,2149,49571
袖,2150,49566
弼,2151,49553
哲,2152,49515
钩,2153,49491
压,2154,49485
怖,2155,49390
魁,2156,49360
涩,2157,49222
鞭,2158,49109
堡,2159,49014
谬,2160,49002
邀,2161,48908
邵,2162,48904
動,2163,48903
肤,2164,48847
悠,2165,48804
绅,2166,48782
裹,2167,48726
脑,2168,48721
龄,2169,48699
霸,2170,48684
裂,2171,48669
嵩,2172,48649
旷,2173,48592
胥,2174,48583
映,2175,48558
宛,2176,48514
耆,2177,48504
炉,2178,48490
幕,2179,48434
蒋,2180,48377
奚,2181,48344
現,2182,48340
霄,2183,48182
溢,2184,48033
羅,2185,48000
层,2186,47872
翔,2187,47847
挽,2188,47829
聊,2189,47799
涕,2190,47789
扎,2191,47727
缠,2192,47665
锺,2193,47660
埋,2194,47642
阔,2195,47601
劣,2196,47582
苾,2197,47351
莽,2198,47347
鼠,2199,47341
锉,2200,47287
峻,2201,47214
迅,2202,47016
罕,2203,46989
鄙,2204,46989
舅,2205,46949
枉,2206,46825
薨,2207,46783
织,2208,46771
滅,2209,46740
奶,2210,46732
惩,2211,46682
姬,2212,46640
肢,2213,46505
秽,2214,46474
匠,2215,46458
菊,2216,46416
饱,2217,46363
吊,2218,46280
羣,2219,46134
拳,2220,46131
茫,2221,46128
距,2222,46098
陪,2223,46014
雀,2224,45979
轉,2225,45851
竞,2226,45825
懿,2227,45773
業,2228,45726
雾,2229,45685
滓,2230,45602
芩,2231,45533
歇,2232,45500
誉,2233,45473
锁,2234,45230
璧,2235,45224
询,2236,45199
抗,2237,45180
伺,2238,45120
乖,2239,45097
宮,2240,45085
抽,2241,45031
粤,2242,44871
稿,2243,44825
跳,2244,44726
亨,2245,44584
措,2246,44553
赫,2247,44465
戈,2248,44441
聘,2249,44365
函,2250,44349
姊,2251,44222
诱,2252,44144
終,2253,43969
拱,2254,43964
耗,2255,43822
恣,2256,43816
刃,2257,43795
壶,2258,43762
评,2259,43704
虛,2260,43693
贻,2261,43567
昙,2262,43447
餘,2263,43409
赃,2264,43389
逝,2265,43381
谤,2266,43376
剧,2267,43287
裴,2268,43223
疗,2269,43124
脐,2270,43122
爻,2271,43109
凿,2272,43074
欤,2273,43048
坎,2274,43024
祗,2275,43000
滥,2276,42946
怠,2277,42852
嗽,2278,42824
脓,2279,42738
讹,2280,42713
咱,2281,42692
皋,2282,42683
辑,2283,42630
线,2284,42608
踏,2285,42596
娑,2286,42570
跃,2287,42542
诰,2288,42518
笼,2289,42516
屠,2290,42501
奠,2291,42452
胶,2292,42415
揭,2293,42368
锐,2294,42358
尖,2295,42257
畅,2296,42257
焰,2297,42231
促,2298,42119
芎,2299,42114
雕,2300,42085
愤,2301,42077
填,2302,42016
梗,2303,42006
拄,2304,42004
枳,2305,41946
嚴,2306,41777
觅,2307,41758
竖,2308,41549
臭,2309,41547
飛,2310,41534
牒,2311,41512
戮,2312,41506
沾,2313,41456
逺,2314,41384
禾,2315,41365
愍,2316,41340
构,2317,41224
励,2318,41117
變,2319,40963
窦,2320,40868
塵,2321,40865
莱,2322,40859
參,2323,40789
痢,2324,40781
壳,2325,40767
哪,2326,40765
狭,2327,40699
隅,2328,40695
猎,2329,40614
檄,2330,40501
宵,2331,40491
纂,2332,40491
仿,2333,40458
汲,2334,40453
币,2335,40431
涯,2336,40391
踪,2337,40338
控,2338,40251
裳,2339,40232
魄,2340,40191
闾,2341,40142
瑶,2342,40104
乔,2343,40098
蓄,2344,40097
粒,2345,40093
毙,2346,40086
陇,2347,39962
沧,2348,39813
谟,2349,39783
荫,2350,39746
慨,2351,39712
痈,2352,39706
捧,2353,39693
艾,2354,39656
瞿,2355,39573
抢,2356,39453
逊,2357,39449
诘,2358,39433
婴,2359,39416
躁,2360,39410
箇,2361,39371
肇,2362,39361
睿,2363,39327
痹,2364,39311
兔,2365,39263
握,2366,39259
笺,2367,39201
站,2368,39186
勝,2369,39095
轨,2370,39088
矜,2371,39048
蚕,2372,38908
淹,2373,38847
巷,2374,38839
绥,2375,38828
葢,2376,38816
祚,2377,38812
匀,2378,38777
赎,2379,38667
豈,2380,38646
贮,2381,38637
藤,2382,38611
顯,2383,38601
闹,2384,38593
猶,2385,38537
稀,2386,38507
牡,2387,38461
谅,2388,38392
祐,2389,38361
疲,2390,38351
竺,2391,38348
亚,2392,38288
涌,2393,38284
坟,2394,38222
斷,2395,38163
央,2396,38155
恚,2397,38146
藻,2398,38124
羯,2399,38116
奖,2400,38102
担,2401,38091
爾,2402,38080
忿,2403,38029
壅,2404,38012
绛,2405,38003
模,2406,37988
唇,2407,37964
恕,2408,37925
妆,2409,37894
淑,2410,37857
對,2411,37798
摧,2412,37752
吸,2413,37746
扣,2414,37710
韶,2415,37706
嚩,2416,37690
颁,2417,37646
伟,2418,37623
叠,2419,37578
醋,2420,37573
褒,2421,37556
喇,2422,37556
绢,2423,37545
薪,2424,37516
機,2425,37512
汇,2426,37477
孺,2427,37348
夙,2428,37327
馬,2429,37179
诞,2430,37097
斛,2431,37082
偕,2432,37075
棠,2433,37074
扑,2434,37060
绮,2435,37030
粥,2436,36987
膺,2437,36967
羡,2438,36962
凄,2439,36959
曜,2440,36927
註,2441,36923
陋,2442,36849
黜,2443,36809
匡,2444,36790
結,2445,36790
播,2446,36762
袍,2447,36679
豹,2448,36636
涧,2449,36602
棒,2450,36601
鄂,2451,36529
恳,2452,36407
肖,2453,36405
沐,2454,36396
糊,2455,36377
娇,2456,36360
滴,2457,36336
證,2458,36309
窍,2459,36296
盆,2460,36271
爰,2461,36262
湛,2462,36222
坑,2463,36054
梓,2464,35949
械,2465,35915
攀,2466,35875
迭,2467,35831
骄,2468,35828
漢,2469,35813
缉,2470,35791
辖,2471,35667
圭,2472,35598
架,2473,35593
恋,2474,35552
栗,2475,35517
昂,2476,35499
版,2477,35456
践,2478,35375
贬,2479,35364
析,2480,35354
漳,2481,35352
冈,2482,35343
藐,2483,35268
祯,2484,35233
遠,2485,35208
進,2486,35192
漆,2487,35190
揖,2488,35181
耨,2489,35157
隙,2490,35108
兀,2491,35073
帮,2492,35037
疟,2493,34960
插,2494,34929
膈,2495,34848
奕,2496,34845
養,2497,34822
阮,2498,34815
嘱,2499,34811
涛,2500,34806
斧,2501,34759
堵,2502,34753
闰,2503,34726
冢,2504,34725
垒,2505,34710
硬,2506,34671
纠,2507,34598
淋,2508,34506
棺,2509,34505
纶,2510,34498
耿,2511,34492
邱,2512,34485
括,2513,34429
偃,2514,34374
钓,2515,34312
犀,2516,34278
球,2517,34246
乍,2518,34233
牲,2519,34223
碗,2520,34212
虔,2521,34153
恰,2522,34140
茎,2523,34113
脸,2524,34108
缩,2525,34058
腊,2526,34027
敝,2527,34026
厂,2528,34025
贰,2529,33985
柄,2530,33984
骇,2531,33885
森,2532,33878
椒,2533,33847
嗜,2534,33838
詹,2535,33828
姻,2536,33825
撤,2537,33811
饿,2538,33768
沸,2539,33740
壑,2540,33732
滿,2541,33730
焙,2542,33715
殴,2543,33715
橘,2544,33530
報,2545,33473
巫,2546,33472
篆,2547,33460
絕,2548,33403
赍,2549,33397
姿,2550,33323
芒,2551,33320
葱,2552,33313
臾,2553,33304
痘,2554,33298
艳,2555,33225
樵,2556,33160
攸,2557,33145
蓉,2558,33126
诺,2559,33114
樊,2560,33089
曼,2561,32903
栋,2562,32875
苔,2563,32870
虗,2564,32854
炭,2565,32848
總,2566,32796
繇,2567,32765
惨,2568,32724
剌,2569,32720
浆,2570,32719
畿,2571,32716
挺,2572,32543
讥,2573,32486
媚,2574,32479
呀,2575,32429
壤,2576,32428
奢,2577,32313
朽,2578,32273
删,2579,32236
猷,2580,32233
遐,2581,32218
衢,2582,32195
贷,2583,32194
劲,2584,32141
皂,2585,32139
谭,2586,32128
芥,2587,32126
孚,2588,32116
渭,2589,32071
叟,2590,32035
鬓,2591,32012
沛,2592,32010
吓,2593,31929
牟,2594,31924
殁,2595,31914
怯,2596,31900
勃,2597,31895
賢,2598,31887
缴,2599,31845
運,2600,31835
祷,2601,31791
酋,2602,31787
夸,2603,31773
錘,2604,31726
鳞,2605,31720
扁,2606,31712
臨,2607,31696
脊,2608,31695
谊,2609,31654
翳,2610,31649
诊,2611,31612
脫,2612,31592
靜,2613,31515
炽,2614,31502
嫂,2615,31497
倡,2616,31497
攝,2617,31488
琅,2618,31473
斑,2619,31434
倭,2620,31428
豁,2621,31401
掷,2622,31381
瑟,2623,31360
莺,2624,31350
裏,2625,31316
幢,2626,31303
摆,2627,31196
記,2628,31183
畔,2629,31175
稱,2630,31153
懈,2631,31115
阇,2632,31104
拍,2633,31069
喀,2634,31054
纤,2635,31044
厮,2636,31014
蠲,2637,30999
阑,2638,30985
态,2639,30945
它,2640,30840
妈,2641,30820
達,2642,30795
寥,2643,30684
咐,2644,30657
齋,2645,30641
垦,2646,30637
邹,2647,30603
廓,2648,30599
兑,2649,30591
偿,2650,30481
裘,2651,30466
宸,2652,30434
驳,2653,30434
拙,2654,30371
顽,2655,30287
矫,2656,30247
剥,2657,30245
堆,2658,30193
爪,2659,30181
棘,2660,30175
帽,2661,30153
仔,2662,30096
彌,2663,30078
執,2664,30018
親,2665,29999
隱,2666,29955
隘,2667,29924
藥,2668,29884
濟,2669,29863
饼,2670,29848
诤,2671,29832
腐,2672,29801
栀,2673,29792
僻,2674,29778
驴,2675,29744
寐,2676,29682
坦,2677,29640
絶,2678,29613
阜,2679,29557
汴,2680,29499
痕,2681,29475
徧,2682,29416
剪,2683,29393
惮,2684,29381
徇,2685,29320
槐,2686,29288
岑,2687,29214
關,2688,29183
摘,2689,29175
蹈,2690,29164
绞,2691,29112
颐,2692,29076
谪,2693,29064
睛,2694,28971
冕,2695,28949
贩,2696,28940
榆,2697,28940
滨,2698,28930
晖,2699,28927
遏,2700,28925
戟,2701,28921
涎,2702,28912
髓,2703,28911
巽,2704,28895
搏,2705,28800
洽,2706,28780
肘,2707,28775
麝,2708,28764
泾,2709,28752
漠,2710,28741
廪,2711,28698
硕,2712,28684
迩,2713,28643
技,2714,28607
衷,2715,28568
痒,2716,28563
喧,2717,28531
迈,2718,28523
矩,2719,28519
炳,2720,28488
厄,2721,28467
泗,2722,28446
帆,2723,28399
瑜,2724,28395
黛,2725,28373
焕,2726,28370
钗,2727,28349
骤,2728,28332
颖,2729,28330
诀,2730,28296
暨,2731,28295
歲,2732,28293
類,2733,28226
裔,2734,28213
畴,2735,28098
荀,2736,28070
壽,2737,28001
瞧,2738,27955
鲍,2739,27925
黍,2740,27918
辜,2741,27890
號,2742,27889
窟,2743,27843
奎,2744,27825
猿,2745,27811
峯,2746,27805
膳,2747,27804
婿,2748,27760
爹,2749,27758
签,2750,27748
陂,2751,27689
臧,2752,27589
很,2753,27579
吩,2754,27526
躯,2755,27516
嘴,2756,27501
曷,2757,27479
遊,2758,27467
夭,2759,27453
艮,2760,27441
疫,2761,27432
胞,2762,27421
钧,2763,27394
撒,2764,27376
骚,2765,27323
娥,2766,27283
庾,2767,27275
喊,2768,27266
宥,2769,27264
株,2770,27178
膀,2771,27171
羸,2772,27170
夔,2773,27147
翘,2774,27136
颈,2775,27127
憍,2776,27118
粪,2777,27106
殺,2778,27105
襟,2779,27095
兜,2780,27089
拣,2781,27069
屑,2782,26946
琉,2783,26922
觞,2784,26911
衮,2785,26896
稻,2786,26852
匕,2787,26830
巍,2788,26795
檐,2789,26762
培,2790,26756
萌,2791,26727
肚,2792,26719
幅,2793,26716
懋,2794,26684
祁,2795,26617
蜂,2796,26615
屬,2797,26579
票,2798,26576
铨,2799,26561
眩,2800,26546
羲,2801,26512
铅,2802,26512
渎,2803,26507
霖,2804,26480
蔓,2805,26457
瘥,2806,26450
辇,2807,26414
竿,2808,26382
慌,2809,26373
興,2810,26364
纱,2811,26362
缕,2812,26325
誰,2813,26297
稳,2814,26296
傥,2815,26296
闺,2816,26293
坝,2817,26246
邊,2818,26237
购,2819,26235
衲,2820,26210
芜,2821,26204
汛,2822,26195
贿,2823,26155
陟,2824,26114
彝,2825,26084
馈,2826,26067
佞,2827,26046
硝,2828,25964
頌,2829,25957
跑,2830,25948
沮,2831,25943
轿,2832,25942
蝉,2833,25932
怡,2834,25908
耐,2835,25900
廊,2836,25891
伙,2837,25870
斌,2838,25844
庞,2839,25803
琳,2840,25794
抬,2841,25786
獨,2842,25776
睦,2843,25764
恢,2844,25758
黔,2845,25747
桔,2846,25739
輪,2847,25683
錄,2848,25656
楞,2849,25643
颍,2850,25633
煞,2851,25610
奥,2852,25594
灼,2853,25589
订,2854,25581
羁,2855,25568
忏,2856,25559
吒,2857,25545
掘,2858,25532
惶,2859,25524
卽,2860,25519
冶,2861,25452
噶,2862,25437
虐,2863,25421
蝶,2864,25412
媒,2865,25393
懒,2866,25381
榻,2867,25365
兒,2868,25344
悄,2869,25338
斟,2870,25333
澹,2871,25329
绶,2872,25323
诲,2873,25315
峡,2874,25312
恪,2875,25309
琦,2876,25293
柯,2877,25252
怛,2878,25239
弛,2879,25233
撞,2880,25233
耽,2881,25219
鹏,2882,25209
餐,2883,25200
诡,2884,25191
蛟,2885,25188
丫,2886,25149
妓,2887,25129
拖,2888,25122
曩,2889,25121
戾,2890,25091
纬,2891,25088
踰,2892,25065
唾,2893,25062
蓋,2894,25057
纔,2895,25037
汾,2896,24995
芙,2897,24975
鸠,2898,24961
啖,2899,24943
趁,2900,24917
迥,2901,24896
節,2902,24810
麾,2903,24724
衫,2904,24721
搭,2905,24708
掉,2906,24691
邸,2907,24655
畢,2908,24646
娄,2909,24619
赡,2910,24612
厨,2911,24603
齊,2912,24537
疽,2913,24535
雇,2914,24526
倪,2915,24508
愆,2916,24498
萸,2917,24476
順,2918,24473
熬,2919,24422
沃,2920,24417
洹,2921,24413
鞍,2922,24403
冻,2923,24379
赀,2924,24361
骸,2925,24356
缀,2926,24293
侠,2927,24291
谐,2928,24267
匮,2929,24215
濡,2930,24208
痞,2931,24198
蓟,2932,24187
迨,2933,24158
璋,2934,24137
翟,2935,24102
闵,2936,24100
稼,2937,24078
辙,2938,24043
彬,2939,24022
璃,2940,24013
掣,2941,23991
滚,2942,23971
鸦,2943,23951
觐,2944,23946
涨,2945,23910
剩,2946,23883
彪,2947,23881
儀,2948,23863
胱,2949,23850
俨,2950,23847
跨,2951,23839
貴,2952,23822
禧,2953,23799
袋,2954,23794
踊,2955,23780
箕,2956,23756
杵,2957,23745
晕,2958,23729
鞋,2959,23724
芬,2960,23711
玺,2961,23638
璞,2962,23605
