# 以[知乎](https://www.zhihu.com/)回答爲語料，總字數爲六億字，剔除非《通用規範漢字表》中的漢字後，統計字頻結果，並按照頻數降序排列。
# 本字頻表反映了簡體中文社區公衆用語習慣。有以下三個主要特點：一、其具有非官方性質，宣傳用語較少，貼近普通人生活。二、其具有社交性質，社交用語較多，貼近社交媒體生活。三、其語料質量較高，語言偏書面，且反映了一定的科學、文化、藝術基礎。
# 制作：https://github.com/forfudan/chinese-characters-frequency
"汉字","频次","频率","累计频率"
吐,68502,0.00014106844078054477,0.9105989001735811
宣,68086,0.00014021175818201178,0.9107391119317632
折,68075,0.00014018910551714673,0.9108793010372803
派,67958,0.00013994816353630931,0.9110192492008167
余,67949,0.00013992962953778338,0.9111591788303545
降,67850,0.00013972575555399786,0.9112989045859085
针,67752,0.00013952394090338194,0.9114384285268118
检,67727,0.00013947245757414318,0.911577900984386
弃,67546,0.00013909971827045454,0.9117170007026564
策,67546,0.00013909971827045454,0.9118561004209268
湾,67466,0.0001389349716168905,0.9119950353925437
藏,67407,0.00013881347095988703,0.9121338488635036
摄,67211,0.00013840984165865513,0.9122722587051623
避,67058,0.0001380947636837139,0.912410353468846
惯,66944,0.00013785999970238516,0.9125482134685484
园,66792,0.0001375469810606135,0.912685760449609
野,66700,0.00013735752240901484,0.9128231179720181
挑,66394,0.00013672736645913242,0.9129598453384772
呵,66121,0.00013616516850384515,0.9130960105069811
络,66097,0.00013611574450777593,0.9132321262514889
伙,65991,0.00013589745519180358,0.9133680237066807
媒,65974,0.00013586244652792124,0.9135038861532087
嘴,65900,0.0001357100558733745,0.9136395962090821
培,65823,0.00013555148721931912,0.9137751476963014
临,65700,0.0001352981892394644,0.9139104458855409
餐,65589,0.0001350696032576443,0.9140455154887985
哭,65539,0.00013496663659916678,0.9141804821253977
魔,65435,0.00013475246594953354,0.9143152345913472
座,65188,0.00013424381065665458,0.9144494784020039
附,65169,0.00013420468332643313,0.9145836830853303
傻,65130,0.00013412436933282065,0.9147178074546631
守,65098,0.00013405847067139503,0.9148518659253345
宗,65082,0.00013402552134068223,0.9149858914466752
骨,64933,0.00013371868069841922,0.9151196101273736
刘,64776,0.0001333953653907998,0.9152530054927644
淘,64697,0.0001332326780704053,0.9153862381708349
弱,64552,0.0001329340747608205,0.9155191722455956
巨,64260,0.00013233274947531176,0.915651504995071
尊,64223,0.00013225655414803839,0.915783761549219
航,64223,0.00013225655414803839,0.9159160181033671
抗,64219,0.0001322483168153602,0.9160482664201824
竞,64086,0.00013197442550380998,0.9161802408456863
毫,64043,0.00013188587417751931,0.9163121267198638
伴,63768,0.00013131955755589294,0.9164434462774197
轮,63715,0.00013121041289790677,0.9165746566903176
搭,63655,0.00013108685290773374,0.9167057435432253
虚,63598,0.00013096947091706938,0.9168367130141424
距,63524,0.00013081708026252263,0.9169675300944049
挂,63520,0.00013080884292984444,0.9170983389373347
威,63204,0.00013015809364826648,0.917228497030983
射,63130,0.00013000570299371975,0.9173585027339767
割,63102,0.00012994804166497235,0.9174884507756417
救,63056,0.00012985331233917303,0.9176183040879808
著,62936,0.00012960619235882697,0.9177479102803396
康,62710,0.00012914078306250858,0.9178770510634021
隔,62634,0.00012898427374162272,0.9180060353371438
露,62540,0.000128790696423685,0.9181348260335674
执,62493,0.00012869390776471613,0.9182635199413322
莫,62387,0.0001284756184487438,0.9183919955597809
您,62149,0.00012798549715439076,0.9185199810569353
困,62101,0.00012788664916225234,0.9186478677060976
宿,62031,0.0001277424958403838,0.918775610201938
审,62021,0.0001277219025086883,0.9189033321044466
拥,61964,0.00012760452051802394,0.9190309366249647
草,61792,0.00012725031521286127,0.9191581869401776
醒,61785,0.0001272358998806744,0.9192854228400583
陈,61745,0.0001271535265538924,0.9194125763666122
沉,61706,0.00012707321256027993,0.9195396495791724
译,61670,0.0001269990765661761,0.9196666486557387
令,61654,0.0001269661272354633,0.9197936147829742
封,61496,0.00012664075259467432,0.9199202555355689
奥,61484,0.00012661604059663973,0.9200468715761655
沙,61405,0.00012645335327624523,0.9201733249294417
绩,61389,0.00012642040394553243,0.9202997453333872
零,61370,0.00012638127661531096,0.9204261266100026
骗,61370,0.00012638127661531096,0.9205525078866179
透,61208,0.0001260476646418438,0.9206785555512598
忽,61172,0.00012597352864773999,0.9208045290799075
售,61160,0.00012594881664970537,0.9209304778965572
抽,61110,0.00012584584999122785,0.9210563237465484
累,60985,0.00012558843334503406,0.9211819121798934
胜,60844,0.00012529806736812744,0.9213072102472616
皇,60833,0.00012527541470326237,0.9214324856619649
舒,60483,0.00012455464809391973,0.9215570403100588
季,60261,0.00012409747613027953,0.9216811377861891
败,60133,0.00012383388148457707,0.9218049716676737
赶,59907,0.00012336847218825866,0.921928340139862
漂,59861,0.00012327374286245934,0.9220516138827245
冰,59818,0.00012318519153616867,0.9221747990742607
散,59777,0.0001231007588762171,0.9222978998331369
刺,59701,0.00012294424955533128,0.9224208440826922
刀,59524,0.00012257974758432086,0.9225434238302765
盖,59389,0.00012230173760643153,0.922665725567883
抓,59286,0.00012208962628996783,0.922787815194173
纳,59162,0.00012183426897694358,0.9229096494631499
厂,59027,0.00012155625899905427,0.9230312057221489
渐,58757,0.00012100023904327565,0.9231522059611922
劳,58665,0.00012081078039167701,0.9232730167415839
旁,58630,0.00012073870373074274,0.9233937554453147
残,58569,0.00012061308440740017,0.923514368529722
旧,58481,0.00012043186308847973,0.9236348003928105
肌,57816,0.00011906240653072868,0.9237538627993412
弄,57721,0.00011886676987962138,0.9238727295692208
堂,57644,0.000118708201225566,0.9239914377704465
急,57627,0.00011867319256168365,0.9241101109630081
彩,57617,0.00011865259922998814,0.924228763562238
阴,57587,0.00011859081923490162,0.924347354381473
逻,57498,0.00011840753858281164,0.9244657619200558
欲,57285,0.0001179689006176974,0.9245837308206735
掌,57021,0.00011742523666093607,0.9247011560573344
绿,57014,0.00011741082132874922,0.9248185668786632
圣,56877,0.0001171286926845208,0.9249356955713477
丽,56829,0.00011702984469238239,0.9250527254160401
雷,56639,0.00011663857139016781,0.9251693639874303
隐,56635,0.0001166303340574896,0.9252859943214878
申,56181,0.00011569539679851369,0.9254016897182864
签,56176,0.00011568510013266594,0.9255173748184191
胡,56144,0.00011561920147124033,0.9256329940198904
符,56042,0.00011540914948794618,0.9257484031693783
末,55505,0.00011430328757589759,0.9258627064569542
烧,55480,0.00011425180424665884,0.9259769582612009
吹,55284,0.00011384817494542694,0.9260908064361463
呼,55162,0.00011359693629874179,0.926204403372445
稍,55159,0.00011359075829923314,0.9263179941307442
疗,55141,0.00011355369030218124,0.9264315478210464
馆,54912,0.00011308210300635418,0.9265446299240527
狂,54905,0.00011306768767416733,0.9266576976117269
链,54892,0.00011304091634296317,0.9267707385280699
川,54775,0.00011279997436212578,0.926883538502432
托,54733,0.00011271348236900465,0.926996251984801
屏,54495,0.00011222336107465165,0.9271084753458756
貌,54059,0.00011132549181272765,0.9272198008376883
悲,54025,0.00011125547448496293,0.9273310563121733
雪,53940,0.00011108043116555114,0.9274421367433389
孤,53648,0.00011047910588004242,0.9275526158492189
穷,53622,0.0001104255632176341,0.9276630414124365
奖,53556,0.00011028964722844377,0.927773331059665
堆,53516,0.00011020727390166175,0.9278835383335666
罪,53466,0.00011010430724318424,0.9279936426408099
碰,53438,0.00011004664591443681,0.9281036892867243
烈,53377,0.00010992102659109424,0.9282136103133154
桌,53072,0.00010929292997438135,0.9283229032432898
租,52840,0.00010881516467904565,0.9284317184079689
休,52636,0.00010839506071245735,0.9285401134686814
童,52416,0.00010794200741515626,0.9286480554760965
症,52400,0.00010790905808444345,0.928755964534181
俩,52290,0.0001076825314357929,0.9288636470656167
遗,51983,0.00010705031615274092,0.9289706973817695
淡,51974,0.00010703178215421497,0.9290777291639237
尝,51836,0.000106747594176817,0.9291844767581006
巧,51835,0.00010674553484364745,0.9292912222929443
杨,51691,0.00010644899086723219,0.9293976712838115
固,51547,0.00010615244689081692,0.9295038237307023
茶,51534,0.00010612567555961277,0.9296099494062618
陪,51377,0.00010580236025199334,0.9297157517665139
诗,51208,0.00010545433294633932,0.9298212060994602
危,50872,0.00010476239700137037,0.9299259684964616
仍,50829,0.0001046738456750797,0.9300306423421366
幕,50776,0.00010456470101709353,0.9301352070431537
舞,50763,0.00010453792968588937,0.9302397449728396
雄,50706,0.000104420547695225,0.9303441655205348
蓝,50562,0.00010412400371880973,0.9304482895242536
龄,50453,0.00010389953640332874,0.930552189060657
忆,50441,0.00010387482440529413,0.9306560638850623
握,50409,0.00010380892574386852,0.9307598728108062
泡,50406,0.00010380274774435986,0.9308636755585505
摸,50348,0.00010368330642052593,0.9309673588649711
洋,50215,0.00010340941510897573,0.9310707682800801
织,50172,0.00010332086378268506,0.9311740891438628
胸,49967,0.00010289870048292721,0.9312769878443458
甲,49954,0.00010287192915172306,0.9313798597734975
忙,49908,0.00010277719982592373,0.9314826369733233
萌,49894,0.00010274836916155003,0.9315853853424849
雨,49889,0.00010273807249570228,0.9316881234149806
酸,49687,0.00010232208719545309,0.931790445502176
鞋,49582,0.0001021058572126503,0.9318925513593886
叔,49442,0.00010181755056891323,0.9319943689099576
炸,49304,0.00010153336259151528,0.9320959022725491
绍,49261,0.0001014448112652246,0.9321973470838143
剩,49245,0.0001014118619345118,0.9322987589457488
迎,49192,0.00010130271727652562,0.9324000616630252
顿,49111,0.00010113591128979203,0.932501197574315
副,49061,0.00010103294463131451,0.9326022305189463
兄,49055,0.00010102058863229721,0.9327032511075786
拼,48982,0.00010087025731092002,0.9328041213648894
妆,48980,0.00010086613864458093,0.932904987503534
丰,48952,0.0001008084773158335,0.9330057959808499
禁,48916,0.0001007343413217297,0.9331065303221716
帅,48851,0.00010060048466570891,0.9332071308068374
槽,48793,0.00010048104334187499,0.9333076118501793
烦,48698,0.0001002854066907677,0.93340789725687
腾,48668,0.00010022362669568118,0.9335081208835657
喷,48585,0.00010005270204260849,0.9336081735856083
烟,48543,0.00009996621004948738,0.9337081397956578
骑,48468,0.0000998117600617711,0.9338079515557196
岛,48462,0.0000997994040627538,0.9339077509597824
蒙,48384,0.00009963877607552886,0.934007389735858
革,48336,0.00009953992808339044,0.9341069296639414
协,48318,0.00009950286008633853,0.9342064325240277
湖,48149,0.0000991548327806845,0.9343055873568084
寻,48138,0.00009913218011581945,0.9344047195369242
君,48050,0.000098950958796899,0.934503670495721
宜,47667,0.00009816223419296119,0.934601832729914
抢,47635,0.00009809633553153557,0.9346999290654455
额,47580,0.0000979830722072103,0.9347979121376527
胖,47574,0.000097970716208193,0.9348958828538609
枪,47364,0.0000975382562425874,0.9349934211101035
闹,47307,0.00009742087425192302,0.9350908419843554
摆,47297,0.00009740028092022752,0.9351882422652756
伦,47259,0.0000973220262597846,0.9352855642915354
伊,47200,0.00009720052560278112,0.9353827648171382
昨,47189,0.00009717787293791608,0.9354799426900762
冬,47177,0.00009715316093988147,0.935577095851016
幻,47039,0.00009686897296248351,0.9356739648239785
监,46980,0.00009674747230548003,0.935770712296284
插,46896,0.00009657448831923779,0.9358672867846032
鬼,46831,0.00009644063166321702,0.9359637274162664
删,46826,0.00009643033499736926,0.9360601577512638
粗,46803,0.0000963829703344696,0.9361565407215983
雅,46736,0.00009624499501210972,0.9362527857166104
勇,46695,0.00009616056235215815,0.9363489462789626
诸,46543,0.00009584754371038648,0.936444793822673
俗,46495,0.00009574869571824806,0.9365405425183913
饮,46428,0.00009561072039588818,0.9366361532387871
涉,46391,0.00009553452506861482,0.9367316877638557
灯,46151,0.0000950402851079227,0.9368267280489636
敏,46126,0.00009498880177868395,0.9369217168507423
委,46076,0.00009488583512020642,0.9370166026858625
凡,45955,0.00009463665580669082,0.9371112393416692
田,45872,0.00009446573115361813,0.9372057050728227
厌,45739,0.00009419183984206793,0.9372998969126648
束,45722,0.00009415683117818556,0.937394053743843
妇,45706,0.00009412388184747276,0.9374881776256905
苹,45701,0.00009411358518162501,0.9375822912108721
综,45652,0.00009401267785631704,0.9376763038887285
侵,45642,0.00009399208452462153,0.9377702959732531
患,45622,0.00009395089786123052,0.9378642468711144
拒,45467,0.0000936317012199502,0.9379578785723343
聚,45443,0.00009358227722388099,0.9380514608495581
登,45388,0.00009346901389955571,0.9381449298634577
祖,45330,0.0000933495725757218,0.9382382794360333
诚,45308,0.00009330426724599168,0.9383315837032793
授,45196,0.00009307362193100203,0.9384246573252103
施,45178,0.00009303655393395012,0.9385176938791443
阵,45112,0.0000929006379447598,0.9386105945170891
吉,45057,0.00009278737462043452,0.9387033818917095
厉,45042,0.00009275648462289126,0.9387961383763325
树,45003,0.00009267617062927879,0.9388888145469617
探,44987,0.000092643221298566,0.9389814577682603
税,44965,0.00009259791596883588,0.9390740556842291
途,44845,0.00009235079598848982,0.9391664064802175
凭,44476,0.0000915909020489257,0.9392579973822665
尾,44400,0.00009143439272803987,0.9393494317749945
疼,44335,0.0000913005360720191,0.9394407323110665
损,44236,0.0000910966620882336,0.9395318289731548
厚,44197,0.00009101634809462113,0.9396228453212494
尚,44171,0.00009096280543221283,0.9397138081266816
净,44142,0.00009090308477029587,0.9398047112114519
逐,43941,0.00009048915880321622,0.9398952003702551
钢,43910,0.00009042531947496016,0.9399856256897301
闲,43902,0.00009040884480960375,0.9400760345345397
肥,43788,0.000090174080828275,0.9401662086153679
截,43663,0.0000899166641820812,0.94025612527955
页,43588,0.00008976221419436491,0.9403458874937444
拜,43586,0.00008975809552802581,0.9404356455892724
扯,43534,0.00008965101020320918,0.9405252965994756
匿,43506,0.00008959334887446177,0.9406148899483501
亿,43416,0.00008940800888920224,0.9407042979572393
坑,43350,0.00008927209290001191,0.9407935700501393
丢,43304,0.00008917736357421258,0.9408827474137135
汽,43225,0.00008901467625381809,0.9409717620899672
宁,43190,0.00008894259959288384,0.9410607046895602
玉,42910,0.00008836598630540971,0.9411490706758656
孙,42845,0.00008823212964938893,0.941237302805515
荣,42789,0.00008811680699189411,0.9413254196125069
唐,42741,0.00008801795899975569,0.9414134375715066
替,42717,0.00008796853500368648,0.9415014061065103
库,42716,0.00008796647567051692,0.9415893725821809
恰,42681,0.00008789439900958265,0.9416772669811905
鼓,42601,0.00008772965235601862,0.9417649966335465
详,42573,0.0000876719910272712,0.9418526686245737
俄,42341,0.00008719422573193551,0.9419398628503056
缘,42319,0.00008714892040220539,0.9420270117707078
坦,42254,0.00008701506374618462,0.942114026834454
震,42242,0.00008699035174815001,0.9422010171862022
屁,42227,0.00008695946175060675,0.9422879766479528
征,42166,0.00008683384242726418,0.9423748104903801
乡,42041,0.00008657642578107037,0.9424613869161611
仔,41742,0.00008596068516337479,0.9425473476013245
耐,41742,0.00008596068516337479,0.942633308286488
摩,41623,0.00008571562451619828,0.9427190239110042
圆,41580,0.00008562707318990761,0.9428046509841941
潜,41483,0.00008542731787246122,0.9428900783020665
磨,41480,0.00008542113987295257,0.9429754994419395
睛,41437,0.0000853325885466619,0.9430608320304862
筑,41379,0.00008521314722282798,0.9431460451777091
纠,41277,0.00008500309523953383,0.9432310482729486
炮,41192,0.00008482805192012203,0.9433158763248687
戴,41163,0.00008476833125820507,0.9434006446561269
闭,41079,0.00008459534727196284,0.943485240003399
炒,41045,0.00008452532994419812,0.9435697653333431
迫,40917,0.00008426173529849566,0.9436540270686417
杯,40846,0.00008411552264345758,0.9437381425912851
辛,40809,0.00008403932731618422,0.9438221819186012
锅,40760,0.00008393841999087625,0.9439061203385921
卷,40656,0.00008372424934124299,0.9439898445879333
拖,40610,0.00008362952001544368,0.9440734741079487
染,40556,0.00008351831602428795,0.944156992423973
废,40551,0.0000835080193584402,0.9442405004433314
烂,40331,0.0000830549660611391,0.9443235554093925
霸,40071,0.00008251953943705599,0.9444060749488296
旦,39962,0.00008229507212157499,0.9444883700209511
秒,39934,0.00008223741079282758,0.9445706074317439
懒,39793,0.00008194704481592096,0.9446525544765598
墙,39575,0.00008149811018495896,0.9447340525867448
幼,39559,0.00008146516085424616,0.9448155177475991
献,39409,0.0000811562608788136,0.9448966740084779
倾,39369,0.00008107388755203157,0.94497774789603
猪,39337,0.00008100798889060596,0.9450587558849206
寒,39216,0.00008075880957709036,0.9451395146944978
伟,39160,0.00008064348691959553,0.9452201581814174
猜,39084,0.0000804869775987097,0.945300645159016
逃,39026,0.00008036753627487577,0.9453810126952908
灭,38986,0.00008028516294809375,0.945461297858239
蛮,38979,0.0000802707476159069,0.9455415686058548
怒,38826,0.00007995566964096567,0.9456215242754957
鼻,38805,0.00007991242364440512,0.9457014366991401
敌,38585,0.00007945937034710402,0.9457808960694872
暖,38582,0.00007945319234759537,0.9458603492618348
抑,38551,0.0000793893530193393,0.9459397386148541
瓶,38532,0.00007935022568911784,0.9460190888405433
鲁,38511,0.00007930697969255729,0.9460983958202359
询,38452,0.00007918547903555381,0.9461775812992714
惜,38428,0.0000791360550394846,0.9462567173543109
诺,38275,0.00007882097706454339,0.9463355383313755
启,38252,0.00007877361240164372,0.9464143119437771
叶,38249,0.00007876743440213507,0.9464930793781793
档,38135,0.00007853267042080633,0.9465716120486001
宽,38034,0.00007832467777068172,0.9466499367263708
泪,37838,0.00007792104846944984,0.9467278577748403
币,37722,0.00007768216582178198,0.9468055399406621
嫌,37692,0.00007762038582669547,0.9468831603264888
延,37689,0.00007761420782718682,0.9469607745343159
丑,37653,0.000077540071833083,0.9470383146061491
卧,37621,0.00007747417317165739,0.9471157887793207
搬,37596,0.00007742268984241863,0.9471932114691631
丁,37589,0.00007740827451023178,0.9472706197436733
恩,37583,0.00007739591851121448,0.9473480156621845
甜,37543,0.00007731354518443245,0.947425329207369
侧,37528,0.0000772826551868892,0.9475026118625559
塞,37527,0.00007728059585371964,0.9475798924584097
妻,37475,0.00007717351052890302,0.9476570659689386
姓,37461,0.00007714467986452932,0.9477342106488031
冠,37332,0.00007687902588565731,0.9478110896746889
伯,37258,0.00007672663523111058,0.9478878163099199
柔,37195,0.0000765968972414289,0.9479644132071613
潮,37190,0.00007658660057558114,0.9480409998077369
佳,37187,0.0000765804225760725,0.948117580230313
夸,37052,0.00007630241259818319,0.9481938826429112
抄,37035,0.00007626740393430082,0.9482701500468455
瘦,37026,0.00007624886993577487,0.9483463989167812
宫,37005,0.00007620562393921432,0.9484226045407204
宇,36967,0.00007612736927877139,0.9484987319099991
箱,36965,0.0000761232506124323,0.9485748551606116
汇,36813,0.00007581023197066062,0.9486506653925822
庆,36738,0.00007565578198294435,0.9487263211745652
呆,36695,0.00007556723065665368,0.9488018884052218
汤,36664,0.00007550339132839761,0.9488773917965503
贝,36661,0.00007549721332888896,0.9489528890098792
聪,36649,0.00007547250133085435,0.9490283615112101
敬,36609,0.00007539012800407234,0.9491037516392141
窗,36451,0.00007506475336328336,0.9491788163925774
腰,36413,0.00007498649870284045,0.9492538028912803
豪,36396,0.0000749514900389581,0.9493287543813193
杰,36231,0.00007461170006598227,0.9494033660813852
秋,36212,0.00007457257273576081,0.949477938654121
辣,36001,0.00007413805343698566,0.949552076707558
冒,35983,0.00007410098543993375,0.949626177692998
秘,35914,0.00007395889145123477,0.9497001365844492
迪,35876,0.00007388063679079185,0.94977401722124
亡,35861,0.0000738497467932486,0.9498478669680332
繁,35856,0.00007383945012740084,0.9499217064181606
洁,35852,0.00007383121279472264,0.9499955376309553
奋,35695,0.00007350789748710323,0.9500690455284424
萨,35686,0.00007348936348857728,0.950142534891931
壁,35642,0.00007339875282911706,0.9502159336447601
沟,35626,0.00007336580349840425,0.9502892994482585
瞬,35597,0.00007330608283648728,0.950362605531095
疯,35582,0.00007327519283894402,0.9504358807239339
泰,35580,0.00007327107417260493,0.9505091517981066
糖,35569,0.00007324842150773987,0.9505824002196143
剑,35458,0.00007301983552591977,0.9506554200551401
亦,35352,0.00007280154620994743,0.9507282216013501
哲,35252,0.00007259561289299239,0.950800817214243
裤,35183,0.0000724535189042934,0.9508732707331473
绪,35177,0.0000724411629052761,0.9509457118960526
撕,35073,0.00007222699225564285,0.9510179388883082
滑,35035,0.00007214873759519994,0.9510900876259034
仿,35017,0.00007211166959814802,0.9511621992955016
麦,35013,0.00007210343226546982,0.9512343027277671
央,35000,0.00007207666093426567,0.9513063793887013
欺,34837,0.00007174098962762895,0.9513781203783289
暂,34776,0.00007161537030428636,0.9514497357486332
账,34749,0.00007155976830870851,0.951521295516942
抛,34733,0.0000715268189779957,0.95159282233592
辩,34651,0.00007135795365809256,0.9516641802895781
访,34624,0.0000713023516625147,0.9517354826412406
爽,34616,0.00007128587699715829,0.9518067685182378
薪,34616,0.00007128587699715829,0.9518780543952349
挥,34564,0.00007117879167234167,0.9519492331869072
徒,34438,0.00007091931569297831,0.9520201525026002
琴,34336,0.00007070926370968417,0.9520908617663099
扎,34243,0.00007051774572491598,0.9521613795120347
渣,34126,0.00007027680374407858,0.9522316563157788
赵,34024,0.00007006675176078443,0.9523017230675396
滚,34012,0.00007004203976274982,0.9523717651073024
吵,34004,0.00007002556509739342,0.9524417906723998
兼,33820,0.00006964664779419614,0.9525114373201939
违,33798,0.00006960134246446603,0.9525810386626584
羊,33747,0.00006949631647281895,0.9526505349791312
郁,33690,0.00006937893448215458,0.9527199139136133
咖,33396,0.00006877349053030675,0.9527886874041437
缩,33373,0.00006872612586740709,0.9528574135300111
乏,33301,0.00006857785387919946,0.9529259913838902
摇,33293,0.00006856137921384305,0.9529945527631041
彻,33230,0.00006843164122416137,0.9530629844043282
齐,33206,0.00006838221722809216,0.9531313666215563
恨,33178,0.00006832455589934475,0.9531996911774556
旗,33157,0.00006828130990278419,0.9532679724873584
脏,33099,0.00006816186857895026,0.9533361343559373
棒,33027,0.00006801359659074263,0.953404147952528
塔,33007,0.00006797240992735163,0.9534721203624554
驾,33005,0.00006796829126101252,0.9535400886537164
赢,33002,0.00006796211326150388,0.953608050766978
悉,32976,0.00006790857059909556,0.9536759593375771
穆,32972,0.00006790033326641736,0.9537438596708435
抵,32934,0.00006782207860597445,0.9538116817494495
糊,32901,0.00006775412061137927,0.9538794358700609
硕,32841,0.00006763056062120625,0.9539470664306821
熊,32690,0.00006731960131260413,0.9540143860319946
吴,32682,0.00006730312664724773,0.9540816891586419
袋,32623,0.00006718162599024425,0.9541488707846322
县,32617,0.00006716926999122695,0.9542160400546233
液,32580,0.00006709307466395358,0.9542831331292873
洞,32466,0.00006685831068262484,0.9543499914399699
炼,32456,0.00006683771735092933,0.9544168291573208
迅,32426,0.00006677593735584282,0.9544836050946767
吓,32410,0.00006674298802513,0.9545503480827018
邮,32377,0.00006667503003053484,0.9546170231127323
喊,32376,0.00006667297069736529,0.9546836960834297
奏,32369,0.00006665855536517844,0.9547503546387949
啦,32360,0.00006664002136665248,0.9548169946601616
篮,32331,0.00006658030070473552,0.9548835749608663
森,32281,0.000066477334046258,0.9549500522949126
朗,32184,0.00006627757872881161,0.9550163298736414
衡,32173,0.00006625492606394655,0.9550825847997053
谱,32158,0.00006622403606640329,0.9551488088357717
镇,32125,0.00006615607807180813,0.9552149649138435
咱,32056,0.00006601398408310914,0.9552809788979266
酷,32031,0.00006596250075387039,0.9553469413986805
脂,32029,0.00006595838208753129,0.955412899780768
妙,31921,0.00006573597410521983,0.9554786357548732
碎,31911,0.00006571538077352433,0.9555443511356467
焦,31827,0.0000655423967872821,0.955609893532434
剪,31766,0.00006541677746393953,0.9556753103098979
盗,31735,0.00006535293813568346,0.9557406632480336
姨,31698,0.0000652767428084101,0.9558059399908421
蜜,31689,0.00006525820880988413,0.9558711981996519
讯,31651,0.00006517995414944121,0.9559363781538014
虎,31605,0.0000650852248236419,0.956001463378625
缓,31569,0.00006501108882953808,0.9560664744674545
扣,31539,0.00006494930883445157,0.956131423776289
仙,31494,0.0000648566388418218,0.9561962804151308
姿,31478,0.00006482368951110899,0.9562611041046419
辅,31459,0.00006478456218088753,0.9563258886668228
船,31367,0.00006459510352928889,0.9563904837703521
欣,31319,0.00006449625553715047,0.9564549800258892
洛,31301,0.00006445918754009856,0.9565194392134293
垃,31278,0.0000644118228771989,0.9565838510363065
闪,31251,0.00006435622088162104,0.9566482072571881
犹,31154,0.00006415646556417464,0.9567123637227523
娱,31147,0.0000641420502319878,0.9567765057729842
矛,31104,0.00006405349890569713,0.9568405592718899
孕,31081,0.00006400613424279746,0.9569045654061328
灰,31019,0.00006387845558628533,0.9569684438617191
横,31007,0.00006385374358825073,0.9570322976053074
宋,31005,0.00006384962492191163,0.9570961472302293
耗,30995,0.00006382903159021612,0.9571599762618195
歧,30843,0.00006351601294844446,0.9572234922747679
尖,30815,0.00006345835161969704,0.9572869506263876
颗,30798,0.00006342334295581469,0.9573503739693434
疾,30762,0.00006334920696171086,0.9574137231763051
赏,30627,0.00006307119698382155,0.9574767943732889
彼,30599,0.00006301353565507414,0.957539807908944
扫,30552,0.00006291674699610528,0.9576027246559401
郭,30531,0.00006287350099954471,0.9576655981569396
毁,30530,0.00006287144166637516,0.957728469598606
嘲,30466,0.00006273964434352394,0.9577912092429496
爹,30373,0.00006254812635875575,0.9578537573693083
填,30325,0.00006244927836661733,0.957916206647675
盛,30323,0.00006244515970027822,0.9579786518073753
奔,30296,0.00006238955770470036,0.95804104136508
障,30254,0.00006230306571157925,0.9581033444307915
谷,30204,0.00006220009905310172,0.9581655445298446
咨,30118,0.00006202299640052038,0.9582275675262452
挣,30045,0.0000618726650791432,0.9582894401913243
伪,29957,0.00006169144376022276,0.9583511316350846
铺,29923,0.00006162142643245804,0.9584127530615171
植,29807,0.00006138254378479019,0.9584741356053018
逛,29793,0.00006135371312041648,0.9585354893184223
辆,29662,0.00006108394047520537,0.9585965732588975
浅,29539,0.00006083064249535067,0.9586574039013929
魅,29489,0.00006072767583687315,0.9587181315772297
逆,29447,0.000060641183843752034,0.9587787727610735
爬,29401,0.000060546454517952714,0.9588393192155914
屋,29318,0.000060375529864880024,0.9588996947454563
润,29277,0.000060291097204928456,0.9589599858426613
殊,29227,0.000060188130546450935,0.9590201739732077
峰,29210,0.00006015312188256858,0.9590803270950903
薄,29195,0.00006012223188502532,0.9591404493269753
届,29137,0.00006000279056119139,0.9592004521175365
拟,29071,0.00005986687457200106,0.9592603189921085
涨,29015,0.000059751551914506235,0.959320070544023
擦,28980,0.00005967947525357197,0.9593797500192766
跨,28933,0.0000595826865946031,0.9594393327058711
锁,28927,0.0000595703305955858,0.9594989030364667
贷,28918,0.00005955179659705985,0.9595584548330638
厅,28843,0.00005939734660934356,0.9596178521796731
仰,28680,0.000059061675302706837,0.9596769138549758
尴,28652,0.00005900401397395943,0.9597359178689497
陷,28640,0.00005897930197592482,0.9597948971709257
姆,28627,0.00005895253064472066,0.9598538497015704
瞎,28598,0.0000588928099828037,0.9599127425115532
拔,28590,0.000058876335317447294,0.9599716188468707
袭,28553,0.00005880013999017393,0.9600304189868608
浮,28538,0.000058769249992630674,0.9600891882368534
辞,28361,0.00005840474802162024,0.9601475929848751
祝,28345,0.00005837179869090744,0.960205964783566
乳,28340,0.000058361502025059686,0.9602643262855911
允,28339,0.00005835944269189013,0.9603226857282829
递,28313,0.00005830590002948182,0.9603809916283125
撞,28216,0.00005810614471203543,0.9604390977730245
册,28192,0.00005805672071596622,0.9604971544937405
扩,28176,0.00005802377138525341,0.9605551782651258
玛,28149,0.00005796816938967555,0.9606131464345155
阻,28131,0.000057931101392623645,0.9606710775359081
梅,28085,0.000057836372066824324,0.9607289139079749
瓜,28059,0.00005778282940441601,0.9607866967373793
浓,27966,0.00005759131141964782,0.960844288048799
孔,27963,0.000057585133420139166,0.9609018731822191
珍,27911,0.000057478048095322546,0.9609593512303144
挖,27841,0.000057333894773454014,0.9610166851250879
订,27734,0.000057113546124312114,0.9610737986712122
晒,27722,0.00005708883412627751,0.9611308875053385
锻,27708,0.000057060003461903804,0.9611879475088004
励,27703,0.00005704970679605605,0.9612449972155965
