# 来源：本词表来自BCC语料库汉语部分的微博（weibo）频道。
# 说明：未去除字母词。存在部分数量词残留。
# 制作：北京语言大学・信息科学学院・大数据与教育技术研究所 2015年10月
# 引用：北京语言大学BCC语料库 http://bcc.blcu.edu.cn
# 吾匣：截取频数大于等于200的数据
"Word","Rank","Count"
的,1,207824558
我,2,107133693
了,3,91700393
你,4,60717518
是,5,47904895
~,6,43240132
在,7,35443976
有,8,31564816
不,9,29309227
个,10,25983977
好,11,25961273
就,12,24249630
啊,13,23628846
人,14,22471811
都,15,22439646
也,16,20326380
要,17,19514337
这,18,19242112
"!",19,17761908
-,20,16241959
去,21,15899319
说,22,15132096
和,23,14938802
很,24,13969299
会,25,13798613
看,26,13462766
吧,27,13369168
自己,28,13254626
到,29,13195909
来,30,13159180
给,31,12925326
上,32,12648677
想,33,12623098
还,34,11949541
着,35,11687627
真,36,11563308
他,37,11489337
我们,38,11181349
爱,39,10935814
大,40,10463726
没,41,10135109
太,42,9602927
又,43,9497769
中,44,9365858
吃,45,9348265
这个,46,9155914
年,47,9063554
天,48,9015110
得,49,8773205
过,50,8677476
没有,51,8639977
可以,52,8520020
就是,53,8455698
那,54,8405063
最,55,8390169
能,56,8339198
做,57,8306273
对,58,8285807
小,59,8220625
让,60,8065193
什么,61,8061899
啦,62,7596734
被,63,7436475
今天,64,7248266
呢,65,7209807
把,66,7068891
喜欢,67,6950085
不是,68,6869821
吗,69,6646604
哈哈,70,6525249
博,71,6519433
为,72,6440585
下,73,6355570
还是,74,6275049
大家,75,6256675
微,76,6222761
两,77,6163584
～,78,6068221
她,79,5954967
再,80,5905734
哦,81,5725211
现在,82,5618165
时候,83,5598977
用,84,5537883
里,85,5447812
等,86,5393434
你们,87,5221307
不要,88,5162774
这样,89,5135957
元,90,5116084
日,91,5085869
月,92,5001557
手,93,4989657
快,94,4885214
死,95,4873327
与,96,4844832
而,97,4814727
谁,98,4788257
新,99,4749018
怎么,100,4748848
地,101,4696082
家,102,4644248
但,103,4642471
后,104,4620386
因为,105,4563054
看到,106,4360978
次,107,4319328
么,108,4302849
才,109,4297549
买,110,4291901
这么,111,4284430
时,112,4270670
如果,113,4263756
之,114,4193974
一起,115,4189147
都是,116,4187841
心,117,4157811
出,118,4148432
只,119,4123690
跟,120,4115495
走,121,4034752
事,122,4010637
觉得,123,4009358
知道,124,3969137
那么,125,3941280
回复,126,3933606
活动,127,3810637
美,128,3760494
开始,129,3730388
将,130,3708898
生活,131,3682329
――,132,3663330
时间,133,3656442
比,134,3652165
还有,135,3641718
睡,136,3630772
请,137,3627389
更,138,3624349
希望,139,3513739
可,140,3501365
已经,141,3464530
机,142,3424710
幸福,143,3405048
找,144,3400153
笑,145,3379918
种,146,3376184
别,147,3359661
从,148,3349491
叫,149,3333172
呀,150,3287470
打,151,3244265
前,152,3236281
水,153,3210955
不会,154,3187320
转,155,3176427
话,156,3175814
中国,157,3151233
明天,158,3141731
当,159,3140997
网,160,3137157
却,161,3135865
无,162,3132526
像,163,3113772
不能,164,3083670
老,165,3081613
玩,166,3042889
一个人,167,3025882
_,168,2954968
感觉,169,2951239
一定,170,2937852
朋友,171,2904437
成,172,2899195
他们,173,2888152
别人,174,2874090
其实,175,2866259
长,176,2863753
带,177,2862116
世界,178,2853123
它,179,2842137
发,180,2840147
起来,181,2829270
男人,182,2826978
东西,183,2807740
一直,184,2807334
需要,185,2780335
听,186,2731757
系,187,2730436
地址,188,2727950
发现,189,2724158
开,190,2721665
那个,191,2720028
快乐,192,2699593
转发,193,2684393
女人,194,2684288
几,195,2675069
一下,196,2651701
女,197,2643396
位,198,2633910
起,199,2621519
不错,200,2594658
喝,201,2582702
推荐,202,2569000
求,203,2568438
只是,204,2564895
开心,205,2552237
所以,206,2547863
分享,207,2509600
回,208,2507848
阿,209,2502903
不知道,210,2498496
看看,211,2496249
款,212,2485758
但是,213,2454447
以,214,2448499
最后,215,2422743
哥,216,2413346
关注,217,2412488
高,218,2410805
哈,219,2398047
妈,220,2390678
支持,221,2360312
钱,222,2349539
放,223,2335337
亲,224,2317648
超,225,2313024
送,226,2312251
车,227,2299267
终于,228,2291813
信,229,2290338
完,230,2262989
见,231,2254740
张,232,2245360
一样,233,2236240
很多,234,2232995
★,235,2232574
应该,236,2225341
;,237,2218292
版,238,2200031
不过,239,2196071
人生,240,2184205
然后,241,2171829
分,242,2170584
孩子,243,2167205
只有,244,2161058
男,245,2158661
先,246,2156782
该,247,2155059
出来,248,2152864
懂,249,2136566
回家,250,2123482
刚,251,2116546
为什么,252,2115639
图,253,2107176
座,254,2104191
越,255,2104137
条,256,2102653
拿,257,2082030
力,258,2078027
搞,259,2073460
问,260,2048858
号,261,2038525
穿,262,2036265
岁,263,2029315
衣,264,2028611
谢谢,265,2021915
唔,266,2014076
冷,267,2012933
每天,268,2007996
哇,269,2004882
包,270,1979691
爱情,271,1978052
晚上,272,1976932
工作,273,1976569
不想,274,1969579
帮,275,1966134
们,276,1959184
加,277,1954819
花,278,1954325
可爱,279,1946317
儿,280,1945164
嘛,281,1938969
写,282,1935050
您,283,1932651
双,284,1911072
件,285,1908900
真是,286,1903844
住,287,1897605
路,288,1886876
睡觉,289,1872952
总,290,1871157
永远,291,1866083
原来,292,1863329
问题,293,1849321
拍,294,1829560
木,295,1826820
事情,296,1817909
子,297,1794482
同,298,1785989
心情,299,1785919
哭,300,1773321
以后,301,1768674
今晚,302,1763003
歌,303,1757575
有点,304,1749985
一切,305,1746009
晚安,306,1744930
那些,307,1730194
这种,308,1729045
句,309,1724447
服,310,1720959
各种,311,1719154
少,312,1719030
或,313,1717967
文,314,1708675
牛,315,1700382
可能,316,1699059
狗,317,1693721
为了,318,1693114
这里,319,1692215
已,320,1679612
于,321,1655047
逼,322,1654093
面,323,1631866
姐,324,1631838
突然,325,1630457
获得,326,1630044
有人,327,1626412
重要,328,1623285
头,329,1618611
继续,330,1612738
本,331,1605409
累,332,1603198
活,333,1603194
错,334,1594301
期待,335,1592579
啥,336,1588308
连,337,1582351
好好,338,1580464
回来,339,1572436
各,340,1570237
早,341,1569081
是不是,342,1558515
可是,343,1557879
咯,344,1556484
片,345,1554762
电影,346,1553357
挺,347,1547281
全,348,1541488
生,349,1537281
选,350,1536908
靠,351,1534765
记得,352,1530102
努力,353,1526098
周,354,1517897
加油,355,1512590
部,356,1512540
小时,357,1510893
身,358,1506605
陪,359,1504410
行,360,1501175
晚,361,1499534
有些,362,1495347
名,363,1494066
所有,364,1487417
虽然,365,1484801
妈妈,366,1472603
所,367,1472431
鞋,368,1467227
宝,369,1466457
必须,370,1463174
梦,371,1460660
多少,372,1460588
过去,373,1458919
萌,374,1450826
变,375,1446838
^,376,1445419
哪,377,1437153
卡,378,1436977
坐,379,1435168
??,380,1435056
自,381,1432538
感谢,382,1430042
成功,383,1429720
分钟,384,1428914
红,385,1426785
学,386,1422461
店,387,1420789
结果,388,1420427
最近,389,1417039
总是,390,1415809
白,391,1413345
地方,392,1409779
游戏,393,1409284
城市,394,1409127
换,395,1402440
更多,396,1398881
老师,397,1397009
选择,398,1394881
脸,399,1393730
这些,400,1385268
向,401,1384705
只要,402,1383172
内,403,1381320
友,404,1379157
拉,405,1376579
装,406,1372675
度,407,1372386
参加,408,1369018
昨天,409,1361665
眼,410,1358060
到了,411,1352701
相信,412,1343495
得到,413,1338881
一些,414,1336007
翻,415,1335787
以为,416,1332509
如,417,1330290
滴,418,1328200
金,419,1327455
伤,420,1327041
入,421,1323524
居然,422,1322958
痛,423,1322643
并,424,1312675
套,425,1310700
粉,426,1309376
掉,427,1304096
黑,428,1301764
非常,429,1297229
短,430,1290543
感,431,1288657
神,432,1285209
成为,433,1284983
哎,434,1284842
最好,435,1279408
|,436,1269901
→,437,1268354
爆,438,1261196
特,439,1252417
今年,440,1239875
容易,441,1238786
傻,442,1238627
机会,443,1237640
参与,444,1236020
妹,445,1233672
字,446,1233453
评论,447,1229450
瓶,448,1228720
想要,449,1226497
唱,450,1226291
告诉,451,1222560
祝,452,1221043
单,453,1209685
毛,454,1209393
??,455,1209375
讲,456,1208879
卖,457,1207352
下午,458,1206867
米,459,1203834
帅,460,1201828
场,461,1197191
生命,462,1193213
难,463,1191518
好多,464,1190108
电话,465,1189380
好看,466,1189082
好像,467,1186646
其,468,1186494
公司,469,1183403
只能,470,1176882
北京,471,1172386
正在,472,1172265
首,473,1171394
宝贝,474,1168830
夜,475,1167674
杯,476,1165647
真心,477,1163870
怕,478,1163445
心里,479,1157804
准备,480,1153337
不到,481,1149216
情,482,1148937
不了,483,1148909
定,484,1148885
此,485,1146686
肉,486,1135714
猫,487,1132351
个人,488,1129423
刚刚,489,1124568
站,490,1121199
价格,491,1120945
才能,492,1119741
口,493,1119480
真正,494,1115359
简单,495,1114355
早上,496,1114147
而是,497,1110827
照片,498,1107927
越来越,499,1105396
噶,500,1104446
发表,501,1104373
干,502,1103541
才是,503,1099472
之后,504,1098421
边,505,1096442
错过,506,1096400
哟,507,1095912
至,508,1094536
饭,509,1093869
身边,510,1089994
正,511,1089338
今日,512,1086664
上海,513,1086219
鱼,514,1085867
注意,515,1083586
无法,516,1081548
来自,517,1080352
健康,518,1073706
出现,519,1071706
进入,520,1071351
饿,521,1063999
都会,522,1062823
击,523,1060177
如何,524,1059920
吃饭,525,1059560
勋章,526,1059403
不起,527,1059387
很好,528,1059152
美国,529,1058531
抢,530,1057187
块,531,1053772
秒,532,1051878
达,533,1049914
考,534,1046938
完成,535,1040387
―,536,1038840
风,537,1037169
亲爱,538,1036538
身体,539,1035561
不用,540,1034408
以前,541,1031777
酒,542,1029614
投,543,1029580
呵呵,544,1023633
投票,545,1023510
哪里,546,1022387
油,547,1020052
受,548,1019923
节,549,1018861
特别,550,1017539
重,551,1016359
免费,552,1014643
忘,553,1006465
色,554,1006326
学习,555,1005768
热,556,1003301
如此,557,1002722
哈哈哈,558,1002317
曾经,559,1002081
摺,560,999095
食,561,998353
图片,562,995376
道,563,994634
未来,564,994302
门,565,993638
抱,566,993447
而且,567,992196
拥有,568,991286
使,569,991141
还要,570,987518
或者,571,983474
习惯,572,982789
绝对,573,982754
祝福,574,982338
每次,575,981012
上班,576,979650
电脑,577,977203
美好,578,973198
让人,579,971501
收,580,969823
??,581,969799
气,582,969180
美丽,583,966970
任何,584,965912
几个,585,961569
秋,586,958967
视频,587,958551
去了,588,958396
漂亮,589,954074
好吧,590,953292
爸,591,951367
新年,592,949492
飞,593,948307
强,594,948204
比较,595,946428
货,596,944670
淘,597,944278
同学,598,943148
瘦,599,941544
进,600,939550
温暖,601,937635
主,602,937398
讨厌,603,937252
克,604,934530
某,605,933247
圣诞,606,932455
书,607,929518
纸,608,925494
亮,609,924358
到底,610,923946
有奖,611,923332
跑,612,922871
时尚,613,921282
及,614,919392
半,615,917549
每,616,916169
敢,617,915406
学校,618,913335
人家,619,913305
赢,620,912590
完全,621,909114
忘记,622,909056
蛋,623,908449
份,624,908239
马,625,903909
留,626,902991
疼,627,902986
改变,628,901938
算,629,899515
由,630,899129
香,631,895828
日子,632,894584
决定,633,893600
坚持,634,890933
生日快乐,635,890851
表示,636,890666
眼睛,637,889899
天气,638,889387
唉,639,887012
照,640,886711
设计,641,886486
想到,642,886432
台,643,885221
感动,644,885129
不管,645,882303
＂,646,880567
交,647,879752
故事,648,879709
差,649,878893
冬天,650,878320
未,651,876361
??,652,876233
远,653,875922
之前,654,873165
发生,655,872112
放弃,656,871716
接,657,871051
学会,658,868753
出去,659,868595
想起,660,868443
也许,661,868385
感情,662,866208
直接,663,865640
因,664,865552
神马,665,865255
帮助,666,862804
爸爸,667,861323
西,668,861147
光,669,858713
考试,670,858584
仅,671,857917
洗,672,857401
载,673,856149
外,674,856091
新浪,675,855416
团,676,855407
肯定,677,854400
班,678,854392
??,679,854339
国家,680,854126
甘,681,853957
苦,682,853785
票,683,853251
就要,684,850683
忙,685,849261
知,686,848825
床,687,845351
其他,688,844413
天天,689,844228
通过,690,844094
唯,691,844021
抽,692,842924
无聊,693,841617
女孩,694,837383
满,695,836205
明白,696,835447
假,697,833137
射手,698,832131
适合,699,830801
结婚,700,829412
起床,701,828855
社会,702,826131
第一次,703,824113
噢,704,824041
擦,705,823418
不同,706,822333
里面,707,820853
音乐,708,820189
竟然,709,819794
弄,710,816006
使用,711,815956
宝宝,712,815558
珍惜,713,815387
?],714,815035
?,715,814378
深,716,813291
醒,717,812367
腿,718,811690
脚,719,811312
级,720,807444
处女,721,805051
尼玛,722,803275
值得,723,800808
觉,724,800585
菜,725,799553
困,726,798261
左,727,797675
末,728,796406
挂,729,795934
购,730,794811
疯,731,791005
遇到,732,790460
认识,733,786795
仔,734,785652
项,735,785365
星,736,783500
雪,737,780198
童,738,779840
乐,739,779575
离开,740,779497
颗,741,778423
苹果,742,777769
生日,743,777285
怎样,744,775708
体验,745,774529
?^,746,772926
画,747,772838
动,748,772294
鸡,749,772134
篇,750,771992
精彩,751,771329
杀,752,771171
排,753,768986
改,754,768603
看见,755,768277
声,756,767907
果然,757,767416
皮,758,767127
喔,759,764856
够,760,764234
品,761,763327
安全,762,762347
失去,763,760485
市,764,759005
清,765,757594
噗,766,754698
烦,767,754637
梦想,768,753952
低,769,753524
变成,770,753390
不敢,771,753275
博文,772,752221
春,773,751299
淡,774,751128
原,775,749824
些,776,749395
日本,777,749058
欢迎,778,747455
楼,779,747129
公,780,746585
愿意,781,744772
线,782,742328
粉丝,783,740002
同时,784,739149
?r,785,739103
老公,786,734987
养,787,734457
昨晚,788,734388
恩,789,733296
不再,790,732821
冬,791,732145
刷,792,731033
老婆,793,729693
久,794,729371
贴,795,728188
棒,796,727993
海,797,727253
最爱,798,724516
鸟,799,724040
城,800,722764
猪,801,722588
最大,802,722186
情况,803,720855
名字,804,719752
每一,805,719717
痛苦,806,719154
除了,807,719126
有时候,808,718970
过年,809,718585
姐姐,810,717810
看来,811,717778
?N,812,717317
完美,813,716487
辛苦,814,716395
非,815,716013
赶紧,816,715179
一生,817,714583
街,818,713872
茶,819,713796
锅,820,713672
便,821,713116
好吃,822,710142
爹,823,709682
结束,824,709055
作,825,709011
房,826,709003
吖,827,708149
语,828,708117
群,829,707733
不可,830,704863
有感而发,831,704422
能够,832,702983
享受,833,702461
偶,834,701850
接受,835,700988
韩,836,700815
经典,837,699240
消息,838,699120
女生,839,698529
进行,840,698100
对方,841,697921
?f,842,697598
要不,843,696233
父母,844,692319
就算,845,691796
羊,846,691380
等待,847,691101
家里,848,685903
于是,849,685130
是否,850,684098
一般,851,682714
喜,852,681772
读,853,680189
说话,854,680103
下去,855,678381
有的,856,678308
咩,857,676438
学生,858,676120
美女,859,675543
睇,860,675433
山,861,675398
既,862,673562
平安,863,672016
王,864,670671
升级,865,669720
要是,866,668955
不如,867,668032
餐,868,667369
对于,869,666787
能力,870,666476
了解,871,666289
好友,872,666007
微笑,873,665202
泡,874,664431
精神,875,663969
中午,876,662928
段,877,662419
寂寞,878,662198
要求,879,661431
回忆,880,660901
星座,881,660280
客户,882,659873
认为,883,659406
课,884,659134
基,885,659091
广州,886,658485
链接,887,656835
经常,888,656705
则,889,656666
信息,890,656447
阳光,891,655468
收到,892,651115
儿子,893,650456
好运,894,649897
火,895,649408
市场,896,648687
间,897,648249
咖啡,898,647931
超级,899,647833
嘿嘿,900,647231
肿,901,646686
血,902,646495
看过,903,645618
味道,904,645398
若,905,645309
回去,906,641581
领,907,639802
顶,908,639337
贱,909,635072
槽,910,634953
即使,911,632861
喂,912,632441
邮,913,632155
倒,914,632084
试,915,631344
样子,916,631131
管,917,631048
难道,918,630287
盘,919,630096
全部,920,629900
相,921,629596
内心,922,629147
价,923,628824
礼,924,628476
°,925,628185
草,926,628118
压力,927,627769
右边,928,626855
马上,929,626746
无论,930,626625
面对,931,626423
常,932,625432
新年快乐,933,624653
一辈子,934,624553
客,935,624331
切,936,624254
加入,937,624171
看完,938,623297
产品,939,622406
汤,940,622217
果,941,621528
羡慕,942,620523
三国,943,620182
过来,944,619790
方式,945,618784
胖,946,618053
这次,947,617149
懂得,948,616568
?l,949,616346
潮,950,616248
本来,951,616170
属于,952,614982
`,953,614967
新闻,954,613940
皮肤,955,613710
影响,956,613568
称,957,612730
头发,958,611967
自然,959,611304
试试,960,611280
煮,961,611117
休息,962,610823
坑,963,610323
一份,964,609850
恨,965,607616
处,966,606727
额,967,606569
准,968,606268
吐,969,606044
者,970,604418
晒,971,604185
听到,972,602187
补,973,601494
?c,974,601449
爽,975,600290
方法,976,600201
烧,977,600149
方,978,599596
折,979,599543
更新,980,598032
每个人,981,597606
发展,982,596954
确实,983,596704
礼物,984,596111
好久,985,595981
代表,986,595396
每个,987,595367
℃,988,594958
慢慢,989,594757
文化,990,594256
物,991,593670
价值,992,593172
嗯,993,593042
味,994,592756
乱,995,588860
感冒,996,588432
光棍,997,588068
言,998,587860
效果,999,587234
必,1000,585269
国,1001,584256
恋爱,1002,583903
遍,1003,583758
丝,1004,582282
空间,1005,582112
配,1006,581564
出门,1007,580775
真实,1008,580250
没人,1009,580211
?_,1010,579596
不在,1011,579477
网络,1012,578877
巨,1013,578375
目前,1014,577897
现实,1015,577697
作为,1016,576778
??,1017,575917
在家,1018,575808
声音,1019,575794
骂,1020,575368
教,1021,575166
解,1022,574217
可惜,1023,572860
明年,1024,571821
政府,1025,569752
下次,1026,568897
关系,1027,568342
追,1028,567819
龙,1029,567498
存在,1030,566838
耶,1031,566823
老板,1032,566598
香港,1033,566083
怎么办,1034,565131
路上,1035,564751
领导,1036,561777
电,1037,561443
保持,1038,561333
广告,1039,560033
服务,1040,559752
减肥,1041,559622
依然,1042,559490
大学,1043,559016
愿,1044,558975
端,1045,558621
球,1046,558565
原因,1047,557623
感受,1048,557412
哪个,1049,556622
完了,1050,555675
代,1051,555128
人民,1052,554739
屎,1053,554641
魔,1054,553695
後,1055,553232
坚强,1056,553209
现场,1057,553084
当然,1058,552352
对不起,1059,551660
纯,1060,551142
往,1061,551023
意思,1062,550854
理解,1063,550175
变得,1064,548924
早安,1065,548614
「,1066,548528
不知,1067,548008
落,1068,543636
近,1069,543606
数,1070,542188
离,1071,542066
俺,1072,541767
回到,1073,541342
办,1074,539850
某人,1075,539775
估计,1076,539296
赞,1077,538730
一段,1078,538391
坏,1079,538278
君,1080,537977
易,1081,537773
明星,1082,536849
话说,1083,536761
单身,1084,536697
嘴,1085,536294
记,1086,535500
速度,1087,535391
巴,1088,534675
可怜,1089,534116
小心,1090,533998
企业,1091,533812
又要,1092,533769
曾,1093,533654
裤,1094,533599
不够,1095,533566
专业,1096,533552
」,1097,532651
升,1098,531713
整,1099,530544
时光,1100,530516
鬼,1101,530458
操,1102,530028
传,1103,528637
伤害,1104,528595
测,1105,528537
纠结,1106,527622
狮子座,1107,526810
不断,1108,526517
冻,1109,526418
之间,1110,525638
流,1111,525402
自由,1112,524283
斯,1113,524247
控,1114,523621
型,1115,523548
干嘛,1116,523524
你好,1117,522794
贵,1118,521978
担,1119,520980
．,1120,520951
另,1121,520678
貌似,1122,520407
法,1123,519511
约,1124,519134
即,1125,518747
蟹,1126,517254
黄,1127,517161
解决,1128,515669
青春,1129,515187
电视,1130,515010
不行,1131,514975
肥,1132,514888
那样,1133,514827
整个,1134,514499
外套,1135,514194
品牌,1136,513660
抓,1137,513625
经过,1138,513014
原文,1139,512049
反正,1140,510565
恋,1141,510129
右,1142,509912
破,1143,509631
取,1144,509104
还好,1145,509070
式,1146,508800
报,1147,508432
理由,1148,508323
明,1149,507818
带来,1150,507776
雨,1151,507540
以及,1152,507027
成长,1153,506957
年轻,1154,506102
丫,1155,505798
经历,1156,505581
打电话,1157,505136
来说,1158,504909
安,1159,503062
保护,1160,502592
恭喜,1161,502104
表情,1162,501779
眼泪,1163,501207
体,1164,501033
剧,1165,500960
正常,1166,499803
利,1167,499785
天蝎座,1168,499511
幸运,1169,499432
迷,1170,499068
轻松,1171,498571
当时,1172,497893
泪,1173,497697
期,1174,497380
东,1175,496671
蓝,1176,496615
尽,1177,496227
搭,1178,496078
今,1179,495684
现,1180,494799
爷,1181,494675
心中,1182,494458
记忆,1183,494391
办法,1184,494232
正品,1185,494064
不住,1186,493233
波,1187,493211
应,1188,492868
吹,1189,492606
下来,1190,492451
经济,1191,492164
实在,1192,491950
人们,1193,491938
?o,1194,491747
很久,1195,491045
浪漫,1196,490837
空,1197,490002
商,1198,489559
咋,1199,489151
运动,1200,487767
糖,1201,487679
联系,1202,487272
福,1203,487196
双子座,1204,486989
怪,1205,486821
或许,1206,486643
解释,1207,486572
建议,1208,486196
清楚,1209,486067
脑,1210,486065
其中,1211,485768
而已,1212,485684
编,1213,485492
股,1214,484873
指,1215,484826
集,1216,483833
技术,1217,483764
购买,1218,483220
围,1219,482963
明明,1220,482456
区,1221,482322
闹,1222,481787
宿舍,1223,481754
野,1224,480852
左右,1225,480322
奶,1226,479838
全国,1227,479718
俩,1228,479471
巨蟹座,1229,479348
甚至,1230,478968
惊喜,1231,478716
太阳,1232,478534
时代,1233,477782
英语,1234,477072
外面,1235,476381
尔,1236,476181
付出,1237,476162
啊啊,1238,476053
怀念,1239,475847
收藏,1240,475773
背,1241,475665
样,1242,475002
害怕,1243,473938
从来,1244,473500
国际,1245,473369
炒,1246,472732
晕,1247,472235
那里,1248,471958
根本,1249,471017
随,1250,470183
韩国,1251,469844
状态,1252,469781
颜色,1253,469222
双鱼座,1254,468857
类,1255,468551
暖,1256,468418
性,1257,467399
步,1258,467381
湿,1259,466748
果断,1260,466280
力量,1261,466060
弱,1262,465911
著,1263,464822
情绪,1264,464536
测试,1265,462580
怎,1266,462533
所谓,1267,462235
男生,1268,462159
丢,1269,461882
那就,1270,461788
后面,1271,461129
目标,1272,461113
碗,1273,461000
??,1274,460933
直,1275,460772
网站,1276,460377
哥哥,1277,459980
?X,1278,459266
银,1279,458779
后来,1280,458153
强大,1281,457969
悲,1282,457682
难过,1283,457430
金牛座,1284,457027
保,1285,456865
那种,1286,456710
谈,1287,456521
更加,1288,456470
搭配,1289,456168
用户,1290,455956
秀,1291,454494
影,1292,454252
节目,1293,454194
尼,1294,454151
什么的,1295,453920
任务,1296,453812
签到,1297,453728
?,1298,453657
撒,1299,453640
严重,1300,453286
爱上,1301,453219
作品,1302,452220
家人,1303,452045
多么,1304,451444
历史,1305,451405
上课,1306,451293
奖励,1307,451099
好听,1308,451081
根,1309,451079
好玩,1310,450496
肚子,1311,450351
莫,1312,449922
汁,1313,449289
架,1314,448581
环境,1315,448530
过程,1316,448040
伤心,1317,447959
牛奶,1318,447738
瞬间,1319,447695
真相,1320,447526
白羊座,1321,447328
咱,1322,446848
食物,1323,446285
难受,1324,446080
忍,1325,445660
创意,1326,445642
一半,1327,445121
组,1328,445117
天秤座,1329,445085
蛮,1330,445055
奖品,1331,444859
舒服,1332,444742
屋,1333,444715
打开,1334,444706
圣诞节,1335,443809
意义,1336,443273
后悔,1337,442868
诶,1338,442769
嫁,1339,442638
?F,1340,442407
青年,1341,442268
药,1342,442025
扣,1343,441916
至少,1344,441897
早餐,1345,440405
快点,1346,439925
大奖,1347,439674
基本,1348,439084
可怕,1349,438193
更好,1350,437762
记者,1351,437683
认真,1352,437427
病,1353,437389
树,1354,437190
即可,1355,437069
停,1356,436979
充满,1357,436852
提供,1358,436316
意,1359,435990
狂,1360,435716
器,1361,435656
帮忙,1362,434544
没事,1363,434445
功能,1364,434120
第,1365,433941
关心,1366,433188
心理,1367,433116
满足,1368,432984
聊,1369,432903
成熟,1370,432799
会不会,1371,432619
蝎,1372,432496
距,1373,432341
以上,1374,431844
推,1375,431643
卧,1376,431536
缺,1377,431146
反,1378,431130
－,1379,430886
招,1380,429819
想念,1381,429577
转载,1382,429555
下班,1383,429250
睡不着,1384,428664
态度,1385,428612
吼,1386,428364
实现,1387,428299
兄弟,1388,427703
行动,1389,427559
发布,1390,427473
按,1391,427391
跳,1392,427211
娘,1393,426618
教育,1394,426522
合,1395,426329
同事,1396,426295
欣赏,1397,426264
在乎,1398,425873
失恋,1399,425642
自我,1400,424911
感恩,1401,423272
标准,1402,423045
默默,1403,423043
小时候,1404,423019
据,1405,422329
靴,1406,422110
一边,1407,421948
当年,1408,421758
呐,1409,421189
值,1410,420940
圈,1411,420401
躺,1412,420223
高兴,1413,420039
什,1414,419599
春节,1415,418255
厉害,1416,417812
彼此,1417,417415
详情,1418,417180
呆,1419,417120
胃,1420,417038
系统,1421,416453
底,1422,416172
恐怖,1423,415916
吾,1424,415132
女儿,1425,414965
部分,1426,414928
含,1427,414707
刚才,1428,414476
狮子,1429,414245
并不,1430,414228
极,1431,414160
表,1432,414051
演,1433,413366
最高,1434,413218
旅行,1435,412932
碎,1436,412730
蛋糕,1437,412549
科,1438,412070
派,1439,411701
云,1440,411350
失败,1441,410852
聪明,1442,410811
喊,1443,410644
龙年,1444,410252
?x,1445,409926
恶心,1446,409913
训,1447,409904
系列,1448,409375
姑娘,1449,409077
立,1450,408905
调,1451,408704
滚,1452,408106
通,1453,407944
再次,1454,407894
想想,1455,407440
英雄,1456,407422
欢乐,1457,407300
保暖,1458,407155
念,1459,406790
增加,1460,406622
银行,1461,406363
有时,1462,405998
天下,1463,405888
冠军,1464,405752
孤,1465,405602
小孩,1466,405527
理,1467,405408
剪,1468,404402
报道,1469,404362
输,1470,404012
计划,1471,403361
麽,1472,403079
爬,1473,401806
追求,1474,401658
?D,1475,400424
速,1476,400211
遇,1477,399608
关于,1478,399499
媒体,1479,399321
豆,1480,399316
催,1481,399231
地铁,1482,399038
医院,1483,398857
疯狂,1484,397706
急,1485,397665
内容,1486,397611
妞,1487,397382
待,1488,397035
①,1489,397001
素,1490,396714
命,1491,396399
校,1492,395866
运,1493,395651
不一样,1494,395117
层,1495,395116
记住,1496,395084
水果,1497,393517
费,1498,393482
酷,1499,392924
房子,1500,392079
分手,1501,391985
朋友们,1502,391962
钟,1503,391523
??,1504,391249
休闲,1505,391064
家庭,1506,390862
每一个,1507,390672
火锅,1508,389937
证明,1509,389750
防,1510,389576
醉,1511,389377
旅游,1512,389343
望,1513,389260
灰,1514,389190
距离,1515,388673
回答,1516,388573
表现,1517,388498
灯,1518,388271
膜,1519,387934
嘻嘻,1520,387643
送给,1521,386335
任,1522,386323
全球,1523,386134
联通,1524,385841
提,1525,385582
痘,1526,384382
研究,1527,384037
比赛,1528,383946
赶快,1529,383907
最新,1530,382975
管理,1531,382888
位置,1532,382862
主要,1533,382777
②,1534,382594
屏,1535,381842
轻,1536,381354
刀,1537,381325
共,1538,380896
明显,1539,380747
星期,1540,380093
顺利,1541,379537
勒,1542,379068
?,1543,378984
放假,1544,378946
关,1545,378685
往往,1546,378641
连续,1547,378455
最终,1548,377353
宅,1549,376588
辣,1550,376565
孤独,1551,376508
骗,1552,376497
塞,1553,376071
去年,1554,374546
好啊,1555,374381
衫,1556,374294
小小,1557,374101
烂,1558,373830
同样,1559,373774
『,1560,373560
生气,1561,373254
风景,1562,373214
移动,1563,372885
』,1564,372820
答案,1565,372636
??,1566,372580
红包,1567,372550
据说,1568,372317
提醒,1569,371883
巧克力,1570,371596
传说,1571,371483
不然,1572,371379
旁边,1573,371332
音,1574,371194
格,1575,370841
风格,1576,370574
指数,1577,370279
裙,1578,370182
?o,1579,370141
介,1580,370053
她们,1581,370036
人类,1582,369507
令,1583,369443
始,1584,369260
台湾,1585,369002
很大,1586,368816
仲,1587,368235
不可能,1588,367854
说明,1589,367434
初,1590,367010
黑色,1591,366634
英,1592,366605
超过,1593,366604
许多,1594,366410
紧,1595,366026
③,1596,364879
占,1597,364719
考虑,1598,364654
斤,1599,364547
北,1600,364227
控制,1601,363599
随便,1602,363494
凉,1603,362709
南,1604,362660
牌,1605,362552
算了,1606,361985
腰,1607,361917
