# 来源：本词表来自BCC语料库汉语部分的博客（blog）频道。
# 说明：未去除字母词。存在部分数量词残留。
# 制作：北京语言大学・信息科学学院・大数据与教育技术研究所 2015年10月
# 引用：北京语言大学BCC语料库 http://bcc.blcu.edu.cn
# 吾匣：截取频数大于等于200的数据
"Word","Rank","Count"
尼克斯队,33505,8718
雕花,33506,8718
李大伦,33507,8718
工作队,33508,8717
平心而论,33509,8717
冠冕堂皇,33510,8716
白眼,33511,8716
飞溅,33512,8715
帮办,33513,8715
罗伯斯,33514,8714
还价,33515,8713
严义明,33516,8713
叱咤,33517,8713
谭盾,33518,8713
师范大学,33519,8712
独到之处,33520,8712
苏门答腊岛,33521,8711
尤文图斯队,33522,8711
填词,33523,8711
猎奇,33524,8710
钟丽缇,33525,8710
奥兰多,33526,8710
浙江卫视,33527,8709
四散,33528,8709
敬酒,33529,8709
氢气,33530,8709
神经质,33531,8708
范某,33532,8705
斯坦科维奇,33533,8704
??,33534,8703
信息流,33535,8703
放权,33536,8702
爆棚,33537,8702
资源分配,33538,8702
缚,33539,8700
婉言谢绝,33540,8700
侠义,33541,8700
归路,33542,8700
酒馆,33543,8699
廖某,33544,8699
文波,33545,8699
击掌,33546,8699
民事诉讼法,33547,8698
莲子,33548,8698
脱逃,33549,8697
辛亥革命,33550,8697
紫菜,33551,8697
岳飞,33552,8697
兰州大学,33553,8697
于是乎,33554,8696
势力范围,33555,8696
右派,33556,8695
饮片,33557,8694
铆,33558,8694
远行,33559,8693
??,33560,8691
小胡,33561,8691
停航,33562,8690
退居,33563,8690
吟唱,33564,8690
屋脊,33565,8689
郴,33566,8689
标箱,33567,8688
托德,33568,8688
维吾尔族,33569,8687
鼎立,33570,8687
意大利足协,33571,8685
胡志明市,33572,8684
瑞士银行,33573,8683
次之,33574,8683
对抗性,33575,8683
天门,33576,8682
类比,33577,8681
绸缎,33578,8681
忐忑,33583,8678
俱全,33584,8678
剑桥大学,33585,8678
漏电,33586,8676
程式,33587,8676
信息处理,33588,8676
肖先生,33589,8676
老天爷,33590,8676
金丝猴,33591,8675
强风,33592,8675
锲而不舍,33593,8675
忧愁,33594,8674
尤努斯,33595,8674
器重,33596,8673
请托,33597,8673
布加勒斯特,33598,8673
新衣,33599,8673
瘴,33600,8672
可有可无,33601,8670
胸襟,33602,8670
渡轮,33603,8670
插话,33604,8669
正规军,33605,8669
王中光,33606,8668
事态发展,33607,8668
曾于,33608,8668
扣减,33609,8668
马科斯,33610,8668
香油,33611,8667
徐浪,33612,8665
迅即,33613,8665
变局,33614,8664
排污费,33615,8663
中山东路,33616,8663
隐情,33617,8663
嵝,33618,8662
陈建斌,33619,8662
前路,33620,8662
方正集团,33621,8661
痢疾,33622,8661
试营业,33623,8661
红粉,33624,8661
普拉蒂尼,33625,8660
俗套,33626,8659
骨盆,33627,8659
侦察员,33628,8659
食量,33629,8659
稚气,33630,8658
车马,33631,8658
招展,33632,8658
第一堂,33633,8658
分装,33634,8658
比普通,33635,8657
煤矸石,33636,8657
交响曲,33637,8656
陀螺,33638,8656
朝鲜族,33639,8655
拔尖,33640,8655
??,33641,8654
漂白,33642,8654
误伤,33643,8653
邹某,33644,8653
有生之年,33645,8653
特立尼达和多巴哥,33646,8652
爬升,33647,8652
公选,33648,8652
美国证券交易委员会,33649,8652
揽客,33650,8651
日喀则,33651,8651
登台亮相,33652,8651
整年,33653,8651
匕,33654,8650
丁晓兵,33655,8650
圆明园管理处,33656,8650
防弹衣,33657,8650
江苏卫视,33658,8649
徐帆,33659,8649
阿伦,33660,8648
上港集团,33661,8648
东非,33662,8648
马赛克,33663,8647
张飞,33664,8647
第20分钟,33665,8647
扌,33666,8647
掌舵,33667,8646
国产化率,33668,8646
苏先生,33669,8645
美国市,33670,8645
韩晓鹏,33671,8645
江青,33672,8645
错落,33673,8644
愚昧,33674,8644
利索,33675,8644
成人教育,33676,8643
沃达丰,33677,8643
衣衫,33678,8643
贺国强,33679,8642
成长期,33680,8642
依赖于,33681,8641
生发,33682,8641
刷子,33683,8640
刘畅,33684,8639
刘艳,33685,8638
烟云,33686,8638
人来人往,33687,8638
长治,33688,8636
狼狗,33689,8636
黄金海岸,33690,8635
山崖,33691,8635
榇,33692,8634
仰慕,33693,8634
见诸,33694,8632
唐古拉山,33695,8631
生路,33696,8630
美韩,33697,8630
杜莱米,33698,8630
凌驾,33699,8630
礼让,33700,8629
马克思列宁主义,33701,8629
义气,33702,8629
提要,33703,8629
贿选,33704,8628
喷气式,33705,8628
急剧上升,33706,8628
丑化,33707,8627
磨擦,33708,8627
??,33709,8627
豫剧,33710,8626
释怀,33711,8626
闭合,33712,8626
剩饭,33713,8626
老爹,33714,8625
娘娘,33715,8624
救急,33716,8623
涯,33717,8623
虎口,33718,8623
厄瓜多尔队,33719,8622
旁白,33720,8622
摸出,33721,8622
规劝,33722,8622
能歌善舞,33723,8621
马戏,33724,8621
常温,33725,8621
游弋,33726,8620
大师级,33727,8620
颠覆性,33728,8620
水头,33729,8620
商股,33730,8619
跳蚤,33731,8619
骤增,33732,8618
人工湖,33733,8618
轻量级,33734,8618
季风,33735,8618
史前,33736,8617
甲鱼,33737,8617
中奖者,33738,8617
原意,33739,8616
徐工集团,33740,8616
生食,33741,8615
正道,33742,8614
吕先生,33743,8614
巨匠,33744,8613
残害,33745,8613
红眼,33746,8612
音像店,33747,8612
极至,33748,8612
艺术体操,33749,8611
力促,33750,8610
厉以宁,33751,8610
涉水,33752,8609
南奥塞,33753,8609
氧化物,33754,8608
锇,33755,8608
??,33756,8607
竭尽,33757,8607
一统,33758,8607
红梅,33759,8607
白云飞,33760,8606
??,33761,8606
成都赛区,33762,8605
瓦房,33763,8605
探求,33764,8605
球形,33765,8604
西南角,33766,8603
中国作协,33767,8603
推脱,33768,8602
山鹰,33769,8602
动脑筋,33770,8601
分析师们,33771,8601
枣庄,33772,8601
豁然开朗,33773,8601
冷峻,33774,8601
贾某,33775,8601
跹,33776,8601
滑翔,33777,8600
卡塔尔队,33778,8600
私交,33779,8600
张亮,33780,8600
窥视,33781,8600
消融,33782,8599
控制区,33783,8599
??,33784,8598
同档次,33785,8598
融融,33786,8597
生菜,33787,8596
??,33788,8596
原审,33789,8596
扬长避短,33790,8595
转口,33791,8595
大考,33792,8595
丧葬,33793,8594
总厂,33794,8593
狂喜,33795,8593
张海涛,33796,8593
千差万别,33797,8592
原由,33798,8592
掌心,33799,8592
前额,33800,8592
积木,33801,8592
闭嘴,33802,8591
皮诺切特,33803,8589
宣传栏,33804,8587
劣迹,33805,8587
宣传品,33806,8587
甲基,33807,8586
做秀,33808,8585
贫瘠,33809,8585
重出江湖,33810,8584
会计学,33811,8583
李氏,33812,8583
夜深人静,33813,8583
深重,33814,8583
抗跌性,33815,8583
第一分,33816,8582
碧绿,33817,8582
位次,33819,8579
湮,33820,8579
奈何,33821,8578
关锦鹏,33822,8576
朱孝天,33823,8576
┖,33824,8575
看门,33825,8573
临别,33826,8573
能耐,33827,8572
数落,33828,8570
灯火,33829,8570
采暖费,33830,8569
瘦瘦,33831,8568
受用,33832,8568
临场发挥,33833,8568
主攻手,33834,8567
医德,33835,8567
难当,33836,8567
池子,33837,8566
坏处,33838,8566
电风扇,33839,8565
空手道,33840,8565
秀山,33841,8564
野人,33842,8564
力主,33843,8564
极右,33844,8563
调养,33845,8562
毫米,33846,8562
才智,33847,8562
缓步,33848,8562
难说,33849,8560
孔庙,33850,8560
笑呵呵,33851,8560
水墨,33852,8560
瞳,33853,8559
不欢而散,33854,8558
共通,33855,8558
蜀山,33856,8557
各执一词,33857,8556
女巫,33858,8556
罪过,33859,8555
俟,33860,8555
双城,33861,8555
肥大,33862,8555
撕扯,33863,8553
玻璃瓶,33864,8553
唾液,33865,8553
小民,33866,8552
拄,33867,8552
同声,33868,8551
鲜肉,33869,8551
梦乡,33870,8551
预选,33871,8551
五代,33872,8551
峨,33873,8550
双氧水,33874,8550
甜食,33875,8550
经期,33876,8550
熠熠生辉,33877,8550
狂妄,33878,8549
取笑,33879,8549
璩,33880,8548
拉莫斯,33881,8548
第十二条,33882,8548
关内,33883,8548
姊,33884,8547
万丈,33885,8547
代理费,33886,8547
无可比拟,33887,8547
攀钢,33888,8547
燕窝,33889,8547
悬着,33890,8547
玩伴,33891,8547
←,33892,8546
奥古斯塔,33893,8546
ロ,33894,8546
萁,33895,8545
比比,33896,8544
笑嘻嘻,33897,8543
总管,33898,8542
弟子们,33899,8542
警察局长,33900,8542
跣,33901,8541
立足点,33902,8541
撤掉,33903,8541
多哥队,33904,8541
李萍,33905,8539
舀,33906,8538
云鹏,33907,8538
旷日持久,33908,8538
何女士,33909,8538
劬,33910,8538
笑出,33911,8538
新欢,33912,8537
国花,33913,8537
重水,33914,8536
霹雳,33915,8536
亲善,33916,8535
涉猎,33917,8535
英联邦,33918,8535
郭士强,33919,8534
玷污,33920,8532
嘉禾,33921,8531
假若,33922,8531
图文,33923,8530
钌,33924,8530
李昊,33925,8529
搭售,33926,8529
沾沾自喜,33927,8528
暴徒,33928,8527
一览表,33929,8525
吕征,33930,8524
上镜,33931,8524
愤然,33932,8524
干尸,33933,8524
机关报,33934,8524
青城山,33935,8524
三餐,33936,8523
原点,33937,8521
日日夜夜,33938,8521
当夜,33939,8520
藏语,33940,8520
谚语,33941,8519
开春,33942,8519
折中,33943,8519
殷墟,33944,8519
第65分钟,33945,8518
空车,33946,8517
新闻奖,33947,8517
值此,33948,8517
煳,33949,8517
鹱,33950,8517
踅,33951,8517
欧洲货币,33952,8516
杀灭,33953,8516
自考办,33954,8516
拿过来,33955,8514
五一节,33956,8514
棺木,33957,8514
黑点,33958,8510
求新,33959,8510
名分,33960,8509
引申,33961,8509
第十四条,33962,8508
老蒋,33963,8508
禹,33964,8507
金喜善,33965,8507
测试赛,33966,8506
加速器,33967,8506
采掘,33968,8505
鼻涕,33969,8505
随从,33970,8505
上市日,33971,8504
南太平洋,33972,8504
条形码,33973,8504
舰长,33974,8503
懒散,33975,8502
迸,33976,8502
列车员,33977,8502
救死扶伤,33978,8501
板子,33979,8500
独占鳌头,33980,8500
毒资,33981,8499
火控,33982,8498
心服口服,33983,8498
耐性,33984,8496
臭气,33985,8496
四时,33986,8496
臭氧,33987,8496
丧葬费,33988,8495
效忠,33989,8494
赤水,33990,8494
鸺,33991,8494
李少红,33992,8493
流光溢彩,33993,8493
四平,33994,8492
西门子公司,33995,8491
预估值,33996,8491
老黄,33997,8490
??,33998,8490
金牛区,33999,8489
??,34000,8489
公检法,34001,8489
紫檀,34002,8489
努尔哈赤,34003,8488
秦淮区,34004,8488
灶台,34005,8488
鼻腔,34006,8488
山水画,34007,8487
停停,34008,8487
香精,34009,8487
支气管炎,34010,8487
佳佳,34011,8486
格里芬,34012,8486
苏有朋,34013,8485
血汗,34014,8485
新闻纸,34015,8485
仨,34016,8484
吃醋,34017,8483
环游,34018,8483
茁壮成长,34019,8482
纵使,34020,8482
郭辉,34021,8481
各有千秋,34023,8479
颧骨,34024,8478
泗县,34025,8478
赎回费,34026,8478
??,34027,8478
穸,34028,8478
树皮,34029,8477
伪科学,34030,8476
朝圣,34031,8476
??,34032,8476
逮住,34033,8475
焦作市,34034,8475
演唱者,34035,8474
傣族,34036,8474
张维,34037,8474
本来面目,34038,8474
缴械,34039,8473
水花,34040,8472
摩天,34041,8471
体力劳动,34042,8471
波多黎各队,34043,8471
抽泣,34044,8471
惨死,34045,8470
枫叶,34046,8470
精英们,34047,8470
停播,34048,8469
孟达,34049,8469
不同凡响,34050,8469
口里,34051,8469
斯科尔斯,34052,8469
脂肪肝,34053,8468
鸫,34054,8468
有悖于,34055,8468
断开,34056,8468
老翁,34057,8468
迥,34058,8468
球台,34059,8467
德州仪器,34060,8466
一掷千金,34061,8465
宵,34062,8465
空调器,34063,8463
控制台,34064,8462
萨哈,34065,8462
横亘,34066,8461
华源集团,34067,8460
打击报复,34068,8460
稀疏,34069,8458
林心如,34070,8457
秦汉,34071,8457
立业,34072,8457
谈资,34073,8457
沟通渠道,34074,8456
书稿,34075,8456
血肉模糊,34076,8454
过数,34077,8454
货柜车,34078,8453
冗长,34079,8453
贝斯,34080,8453
军机,34081,8452
法学家,34082,8452
有神,34083,8451
白花,34084,8450
生死存亡,34085,8449
人脑,34086,8449
说辞,34087,8448
课业,34088,8448
袁世凯,34089,8447
蛰伏,34090,8447
坐坐,34091,8447
教科文,34092,8446
夏利车,34093,8446
无色,34094,8446
菱形,34095,8445
┰,34096,8445
首都体育馆,34097,8445
偶数,34098,8444
到岸,34099,8444
空格,34100,8444
千辛万苦,34101,8443
暗处,34102,8443
鹅卵石,34103,8443
杂粮,34104,8443
万幸,34105,8442
穆勒,34106,8441
起居室,34107,8441
聚居区,34108,8441
明摆着,34109,8441
算算,34110,8441
头绪,34111,8441
梯形,34112,8441
接待室,34113,8440
族裔,34114,8440
带往,34115,8439
??,34116,8439
股东们,34117,8439
凉风,34118,8437
高晓松,34119,8437
开脱,34120,8436
斯巴鲁,34121,8435
太平间,34122,8434
己方,34123,8433
队队,34124,8432
一个劲儿,34125,8432
胡说八道,34126,8432
意外事件,34127,8431
北京国安队,34128,8431
记事本,34129,8431
蒙代尔,34130,8428
┘,34131,8428
无拘无束,34132,8427
着雨,34133,8427
言词,34134,8426
联盟党,34135,8426
经营部,34136,8425
上呼吸道,34137,8425
婢,34138,8425
游子,34139,8424
ㄑ,34140,8423
槐树,34141,8423
刁钻,34142,8422
有方,34143,8422
圆弧,34144,8421
教务处,34145,8421
蓿,34146,8421
特困生,34147,8420
董罡,34148,8420
治学,34149,8420
死里逃生,34150,8420
冻死,34151,8420
泰和,34152,8419
不受理,34153,8418
生铁,34154,8418
镇痛,34155,8417
坐垫,34156,8417
整晚,34157,8416
刘明,34158,8416
汤敏,34159,8415
淠,34160,8415
老高,34161,8413
尊称,34162,8412
太平洋地区,34163,8411
弹道,34164,8411
文学史,34165,8410
历史剧,34166,8410
??,34167,8408
僻静,34168,8408
戚,34169,8408
工程部,34170,8407
大禹,34171,8406
光景,34172,8405
??,34173,8405
杨坤,34174,8404
营利性,34175,8403
磁卡,34176,8403
动动,34177,8401
体委,34178,8400
理工科,34179,8400
行文,34180,8399
硝,34181,8399
非金属,34182,8399
碑文,34183,8398
清早,34184,8397
撒腿,34185,8397
电热,34186,8397
副总指挥,34187,8397
铺平,34188,8396
花期,34189,8396
咸鱼,34190,8396
妹夫,34191,8396
道森,34192,8395
六安,34193,8393
胸围,34194,8390
周小姐,34195,8390
巍巍,34196,8388
改换,34197,8387
女孩子们,34198,8387
德方,34199,8386
浯,34200,8386
王经理,34201,8385
椭圆,34202,8385
甘于,34203,8384
不雅,34204,8383
斯琴高娃,34205,8383
洛杉矶湖,34206,8382
日记本,34207,8382
逃命,34208,8382
迪厅,34209,8381
北方人,34210,8381
据实,34211,8381
李钢,34216,8379
短文,34217,8379
领班,34218,8378
妖魔化,34219,8377
鲅,34220,8377
琼海,34221,8376
逗乐,34222,8376
保重,34223,8374
东三环,34224,8374
白蛋白,34225,8374
对话会,34226,8372
舍瓦,34227,8372
十堰,34228,8371
袁先生,34229,8371
靠边,34230,8370
罪状,34231,8370
吭声,34232,8370
何地,34233,8369
纤维素,34234,8369
卫生署,34235,8369
复员,34236,8368
设防,34237,8368
顾全大局,34238,8367
吴家,34239,8367
马耳他,34240,8367
有情人,34241,8367
巫婆,34242,8366
从军,34243,8366
东南角,34244,8366
逡,34245,8365
移动性,34246,8365
旁观,34247,8365
英语四级,34248,8365
裂解,34249,8364
悲凉,34250,8363
嗡嗡,34251,8363
在此之后,34252,8363
冲印,34253,8362
芬利,34254,8362
交款,34255,8361
朱丽叶,34256,8361
锐气,34257,8361
采油,34258,8360
憧,34259,8360
备件,34260,8360
耸人听闻,34261,8360
传神,34262,8359
英明,34263,8359
新月,34264,8358
咒语,34265,8357
毛皮,34266,8357
心不在焉,34267,8357
鞋帽,34268,8357
卡萨诺,34269,8357
汽水,34270,8356
造船厂,34271,8355
贴纸,34272,8355
菲尔,34273,8354
副司长,34274,8354
苦口婆心,34275,8353
蝉,34276,8353
云彩,34277,8353
险峻,34278,8353
汪光焘,34279,8353
存储容量,34280,8352
振奋人心,34281,8352
勒布,34282,8352
马尔蒂尼,34283,8352
育苗,34284,8352
罗琳,34285,8351
战利品,34286,8351
吹捧,34287,8351
倡导者,34288,8350
对路,34289,8349
周口市,34290,8349
太和,34291,8347
全国人民代表大会常务委员会,34292,8347
打滚,34293,8347
投资品,34294,8346
理论家,34295,8346
改嫁,34296,8346
问讯,34297,8345
止痛,34298,8345
纳米比亚,34299,8345
中国美术馆,34300,8344
就位,34301,8344
万历,34302,8344
三下乡,34303,8344
大肚子,34304,8343
胡星,34305,8343
无机,34306,8342
杨老师,34307,8342
瑕,34308,8342
旅游车,34309,8342
候补,34310,8341
嵴,34311,8340
急转直下,34312,8340
??,34313,8340
硬生生,34314,8339
收编,34315,8339
法子,34316,8339
经济学界,34317,8338
过半数,34318,8337
山乡,34319,8335
客观性,34320,8335
菜籽油,34321,8335
奋,34322,8334
马达加斯加,34323,8333
报考者,34324,8333
亚龙湾,34325,8333
做官,34326,8333
末年,34327,8333
舾,34328,8332
杨涛,34329,8332
出数,34330,8332
女警,34331,8331
前手,34332,8330
周岁,34333,8330
马场,34334,8329
低能耗,34335,8327
西太平洋,34336,8327
底片,34337,8327
腾空而起,34338,8326
绝代,34339,8326
击沉,34340,8326
郑州大学,34341,8326
金融债券,34342,8323
超级杯,34343,8323
重于,34344,8322
郑中基,34345,8322
成活率,34346,8321
不吃不喝,34347,8321
第10分钟,34348,8321
立秋,34349,8320
蟒,34350,8320
换房,34351,8319
自是,34352,8318
井井有条,34353,8317
鉴证,34354,8317
山西队,34355,8316
谷歌,34356,8316
并进,34357,8315
孙杰,34358,8314
马帮,34359,8314
与世隔绝,34360,8314
赫塔菲,34361,8313
舞蹈家,34362,8313
斯特劳,34363,8313
韩国人,34364,8313
万里长城,34365,8313
??,34366,8312
教诲,34367,8311
布设,34368,8311
普洱,34369,8310
一箭之仇,34370,8310
俞敏洪,34371,8310
东窗事发,34372,8309
流汗,34373,8309
缃,34374,8308
爆炒,34375,8308
幻境,34376,8308
罐子,34377,8308
航母战斗群,34378,8307
座次,34379,8306
派生,34380,8306
低功耗,34381,8306
施舍,34382,8305
??,34383,8305
佩克尔曼,34384,8304
第60分钟,34385,8304
脊髓,34386,8302
珠子,34387,8302
东东,34388,8302
防暑降温,34389,8301
男高音,34390,8300
西四,34391,8300
跞,34392,8299
厩,34393,8298
金鹰,34394,8298
以近,34395,8297
商标权,34396,8296
科委,34397,8295
小节,34398,8295
撒手,34399,8293
国光,34400,8292
手工艺品,34401,8292
午间,34402,8292
身怀绝技,34403,8290
胡萝卜素,34404,8289
暴晒,34405,8288
胗,34406,8288
储蓄卡,34407,8287
不可靠,34408,8286
三明治,34409,8286
穷国,34410,8286
网民们,34411,8285
蜡像馆,34412,8285
包皮,34413,8285
成群结队,34414,8285
英雄们,34415,8284
は,34416,8284
风洞,34417,8283
不闻不问,34418,8283
布莱克,34419,8281
吴尚垠,34420,8281
ダ,34421,8281
个别现象,34422,8281
眼皮底下,34423,8281
心安理得,34426,8279
拜谒,34427,8279
细密,34428,8279
滔滔,34429,8278
锴,34430,8277
丁先生,34431,8277
核聚变,34432,8277
坐视,34433,8276
??,34434,8276
卖主,34435,8276
奢,34436,8275
老萨,34437,8274
王大爷,34438,8273
炸掉,34439,8273
蒙特卡洛,34440,8273
口渴,34441,8272
华金,34442,8272
越王,34443,8271
附和,34444,8271
偷偷摸摸,34445,8271
短池,34446,8270
毯子,34447,8270
无所作为,34448,8270
瞳孔,34449,8270
抗洪抢险,34450,8270
残渣,34451,8269
宾利,34452,8269
??,34453,8269
败笔,34454,8269
犀牛,34455,8268
夏洛特,34456,8268
厚礼,34457,8268
杜邦,34458,8267
书屋,34459,8267
图谱,34460,8266
拉宾,34461,8265
守望者,34462,8264
陪衬,34463,8263
原配,34464,8263
喜忧参半,34465,8262
李学军,34466,8262
俯冲,34467,8262
堪培拉,34468,8262
正点,34469,8260
奥尔森,34470,8260
钟山,34471,8259
老搭档,34472,8258
肠子,34473,8258
愫,34474,8258
工业国,34475,8257
维修点,34476,8257
窈窕,34477,8257
浦口区,34478,8257
所报,34479,8256
风帆,34480,8255
核磁共振,34481,8255
电场,34482,8255
电瓶车,34483,8254
间或,34484,8253
棉农,34485,8253
青石,34486,8253
说情,34487,8251
岽,34488,8251
百花奖,34489,8250
ふ,34490,8250
羔羊,34491,8250
开门见山,34492,8249
欣然接受,34493,8248
烦琐,34494,8248
无计可施,34495,8248
箫,34496,8248
巴基耶夫,34497,8248
污物,34498,8247
阮玲玉,34499,8247
险费率,34500,8246
植根,34501,8246
宽慰,34502,8246
东华,34503,8246
延吉,34504,8245
小春,34505,8245
大革命,34506,8245
产生于,34507,8244
哼哼,34508,8244
无所不能,34509,8244
功亏一篑,34510,8243
片商,34511,8243
谁谁,34512,8243
济宁市,34513,8243
通缉犯,34514,8243
茶树,34515,8242
术士,34516,8242
木耳,34517,8242
空谈,34518,8241
邓先生,34519,8241
哀思,34520,8240
管材,34521,8239
信托业,34522,8239
逃课,34523,8239
马戏团,34524,8238
轻敌,34525,8237
溃烂,34526,8237
不大不小,34527,8237
梳子,34528,8236
不发达国家,34529,8236
孝感,34530,8234
海路,34531,8234
卧薪尝胆,34532,8231
香樟,34533,8230
团组,34534,8230
结伙,34535,8229
骊,34536,8229
在野,34537,8228
对头,34538,8226
怡人,34539,8226
死胡同,34540,8226
骏马,34541,8225
荣毅仁,34542,8225
声带,34543,8224
中山北路,34544,8224
缔约国,34545,8222
丁某,34546,8222
时带,34547,8222
遄,34548,8222
口舌,34549,8221
??,34550,8221
预收,34551,8221
吕布,34552,8221
仙桃,34553,8220
文部,34554,8220
传教士,34555,8218
黄油,34556,8217
习武,34557,8216
古装戏,34558,8216
愚弄,34559,8215
蟀,34560,8215
高画质,34561,8215
车场,34562,8213
王颖,34563,8213
┩,34564,8213
大猩猩,34565,8212
楔,34566,8212
民防,34567,8212
马山,34568,8211
年糕,34569,8211
逋,34570,8210
老头子,34571,8209
亮晶晶,34572,8209
风云突变,34573,8208
产权式,34574,8208
相抵,34575,8207
临死,34576,8206
制成品,34577,8206
夏装,34578,8206
徒手,34579,8205
富阳,34580,8205
审美观,34581,8205
灵机一动,34582,8204
主管机关,34583,8204
清热,34584,8204
??,34585,8203
煤田,34586,8203
拦路虎,34587,8202
工业部,34588,8201
高敏,34589,8201
回眸,34590,8201
照旧,34591,8201
吃尽,34592,8201
吉米,34593,8200
种族主义,34594,8200
春装,34595,8199
绢,34596,8198
帛,34597,8197
俯视,34598,8197
试飞员,34599,8197
切莫,34600,8197
理想化,34601,8195
票款,34602,8194
没劲,34603,8194
普雷斯科特,34604,8194
会理,34605,8194
湎,34606,8194
扇形,34607,8193
顷刻间,34608,8192
貂,34609,8192
黑乎乎,34610,8191
斩断,34611,8191
王珀,34612,8190
金瑞,34613,8189
始终如一,34614,8189
铅中毒,34615,8189
ぐ,34616,8189
第15分钟,34617,8188
宫女,34618,8188
不悦,34619,8188
阿尔贝,34620,8187
通俗易懂,34621,8187
丙二醇,34622,8186
恶行,34623,8186
凌云,34624,8186
刍,34625,8186
哥伦比亚大学,34626,8185
桃红,34627,8185
读书人,34628,8184
阿盟,34629,8184
停发,34630,8183
新生力量,34631,8183
气血,34632,8181
忙不过来,34635,8179
拦腰,34636,8179
二甲醚,34637,8179
精挑细选,34638,8178
收银台,34639,8178
汪涵,34640,8177
祀,34641,8177
断水,34642,8177
应验,34643,8177
中阳,34644,8177
纹路,34645,8176
经不住,34646,8176
过门,34647,8176
输气,34648,8175
第十七次,34649,8175
安又琪,34650,8175
生活化,34651,8175
草木,34652,8174
正午,34653,8173
伤脑筋,34654,8173
冷冷清清,34655,8173
幼童,34656,8173
ヒ,34657,8171
突进,34658,8170
自来,34659,8170
侦测,34660,8170
别无,34661,8168
老孙,34662,8167
摇奖,34663,8167
抢手货,34664,8167
边陲,34665,8166
超一流,34666,8166
突然袭击,34667,8166
靶子,34668,8166
邢台市,34669,8165
洪武,34670,8164
于洪区,34671,8164
澜沧江,34672,8163
惰性,34673,8163
第40分钟,34674,8162
伊军,34675,8161
段位,34676,8161
达尔文,34677,8160
倒戈,34678,8160
截断,34679,8158
纪念堂,34680,8158
路虎,34681,8158
苑维玮,34682,8158
集锦,34683,8158
沙坪坝区,34684,8155
土特产,34685,8155
红牛车队,34686,8155
德鲁克,34687,8154
满目,34688,8154
贴合,34689,8154
塑料桶,34690,8153
力挽狂澜,34691,8153
祥云,34692,8152
商标法,34693,8150
第三章,34694,8150
受体,34695,8150
国徽,34696,8149
渐进式,34697,8149
水坝,34698,8148
广告法,34699,8148
十字架,34700,8148
黎璐,34701,8144
北大荒,34702,8144
遗骨,34703,8143
素雅,34704,8143
发展区,34705,8143
薷,34706,8143
橘红,34707,8142
第6位,34708,8142
抗震救灾,34709,8142
条子,34710,8141
运城市,34711,8141
嘁,34712,8141
??,34713,8140
牙龈,34714,8139
发家,34715,8139
脑门,34716,8138
眼福,34717,8137
邓加,34718,8137
鹁,34719,8137
鸡腿,34720,8135
竟会,34721,8135
嘘,34722,8134
泔水,34723,8134
生物学家,34724,8133
韩明淑,34725,8133
信托投资,34726,8132
望子成龙,34727,8132
谋杀案,34728,8132
嵬,34729,8131
致命一击,34730,8130
不屈不挠,34731,8130
哲学系,34732,8130
整装待发,34733,8129
新课题,34734,8129
到案,34735,8129
玛瑙,34736,8128
地市级,34737,8128
影碟机,34738,8127
欺骗性,34739,8127
汉正街,34740,8127
游侠,34741,8126
大有作为,34742,8126
爆发性,34743,8125
专设,34744,8125
分级管理,34745,8124
北京航空航天大学,34746,8124
汪先生,34747,8124
烛,34748,8124
用心良苦,34749,8123
你来我往,34750,8122
胡桃,34751,8122
聚拢,34752,8122
第16届,34753,8122
易方达,34754,8121
杜丽,34755,8121
心寒,34756,8120
砖墙,34757,8120
怦然心动,34758,8120
孙福明,34759,8119
全名,34760,8119
千呼万唤,34761,8118
殷实,34762,8117
文化馆,34763,8117
倜,34764,8117
缰,34765,8116
监审,34766,8115
丸子,34767,8115
水印,34768,8114
智囊团,34769,8114
强生,34770,8113
惯常,34771,8113
松绑,34772,8112
康康,34773,8112
一臂之力,34774,8112
磨合期,34775,8111
诫,34776,8111
苏军,34777,8111
??,34778,8110
罗氏,34779,8110
越界,34780,8110
燎,34781,8109
仗义,34782,8109
轻松愉快,34783,8109
官子,34784,8109
共处,34785,8109
能动,34786,8109
长江口,34787,8109
本体,34788,8108
最佳导演奖,34789,8108
福清,34790,8108
选修课,34791,8108
华强北,34792,8108
鸡翅,34793,8107
非洲人,34794,8106
芈,34795,8105
电影明星,34796,8105
姑妈,34797,8105
红四方面军,34798,8105
剑拔弩张,34799,8103
凛冽,34800,8103
痴心,34801,8103
两相,34802,8102
DVD-ROM,34803,8102
美国使馆,34804,8102
热气腾腾,34805,8101
指战员,34806,8101
巴乔,34807,8100
灾害性,34808,8100
岩画,34809,8100
卖身,34810,8100
闭路电视,35010,7999
分理处,35011,7999
制片厂,35012,7999
华为公司,35013,7998
二等功,35014,7998
九三学社,35015,7997
第一篇,35016,7997
痛心疾首,35017,7996
有机物,35018,7996
政治性,35019,7996
西尼乌拉,35020,7995
经济法,35021,7994
伊兰特,35022,7994
休憩,35023,7994
扭力,35024,7994
大渡河,35025,7994
违法者,35026,7993
李浩,35027,7993
王兵,35028,7992
漏掉,35029,7990
凶险,35030,7989
无味,35031,7989
天职,35032,7989
老周,35033,7989
罗马里奥,35034,7988
称王,35035,7988
学友,35036,7987
初评,35037,7985
ξ,35038,7985
法布雷加斯,35039,7985
