# 来源：本词表来自BCC语料库汉语部分的科技（technology）频道。
# 说明：未去除字母词。存在部分数量词残留。
# 制作：北京语言大学・信息科学学院・大数据与教育技术研究所 2015年10月
# 引用：北京语言大学BCC语料库 http://bcc.blcu.edu.cn
# 吾匣：截取频数大于等于200的数据
词,排名,频数
宋志学,83809,336
谷川,83810,336
双曲面,83811,336
蛇纹石化,83812,336
扩散型,83813,336
ＶＨＤＬ,83814,336
舌炎,83815,336
哈尔,83816,336
基多,83817,336
保洁员,83818,336
表册,83819,336
ｎｂ,83820,336
稳态值,83821,336
通维持,83822,336
吞噬体,83823,336
漏缝,83824,336
修持,83825,336
太令人,83826,336
日冕,83827,336
勤苦,83828,335
子儿,83829,335
阳城县,83830,335
定量性,83831,335
银粒,83832,335
南浦大桥,83833,335
活动费,83834,335
西比,83835,335
ＥＷＳ,83836,335
眼观六路,83837,335
金农,83838,335
罗沙,83839,335
基普,83840,335
周年纪念,83841,335
自由职业人,83842,335
瓷粉,83843,335
第二幕,83844,335
波美度,83845,335
膨压,83846,335
雨具,83847,335
乐家,83848,335
李老,83849,335
吴女士,83850,335
厚纸,83851,335
面面相觑,83852,335
汤寿潜,83853,335
刘青,83854,335
冷板凳,83855,335
颈前区,83856,335
ＩＲＱ,83857,335
埃克森,83858,335
崇礼,83859,335
第八天,83860,335
自由撰稿人,83861,335
第１４９页,83862,335
犹大,83863,335
回忆性,83864,335
指指点点,83865,335
英特,83866,335
池鱼,83867,335
巷口,83868,335
东学,83869,335
茶会,83870,335
植棉业,83871,335
４．２５％,83872,335
公决,83873,335
柜体,83874,335
填充柱,83875,335
ｖｃ,83876,335
第９次,83877,335
金丝雀,83878,335
崇仁,83879,335
解池,83880,335
公有性,83881,335
多时相,83882,335
Ｍｅｒｋｅｌ,83883,335
内子,83884,335
肉干,83885,335
石英晶,83886,335
ＶＡＴ,83887,335
ＮｅｔＷａｒｅ,83888,335
吴中区,83889,335
宣导,83890,335
外果皮,83891,335
疑云,83892,335
上杭县,83893,335
床沿,83894,335
振起,83895,335
缪鸿石,83896,335
第１针,83897,335
中卫县,83898,335
罗布泊地区,83899,335
刘宏伟,83900,335
女队,83901,335
威布尔,83902,335
欢颜,83903,335
浙江省林业科学研究院,83904,335
８６．６７％,83905,335
斯特拉文斯基,83906,335
李金,83907,335
ＭＯＭＰ,83908,335
巴不得,83909,335
编播,83910,335
吻合率,83911,335
郭振乾,83912,335
不患寡而患不均,83913,335
ＣＶＲ,83914,335
夜宴,83915,335
基金持,83916,335
并行化,83917,335
金温,83918,335
法不责众,83919,335
叶兆言,83920,335
先在性,83921,335
重庆段,83922,335
２２．２２％,83923,335
嵊,83924,335
限制型,83925,335
陶盆,83926,335
传播业,83927,335
疵病,83928,335
Ｈｏｆｆｍａｎｎ,83929,335
有张有弛,83930,335
中国国际工程咨询公司,83931,335
ＣＩＤＰ,83932,335
加尔各答,83933,335
汉灵帝,83934,335
胡亚美,83935,335
速杀,83936,335
刘锋,83937,335
太康县,83938,335
增量法,83939,335
辛氏,83940,335
ＲＶＥＦ,83941,335
ＮＡＤＰＨｄ,83942,335
第１０１页,83943,335
看轻,83944,335
６７．１％,83945,335
副编审,83946,335
是非分明,83947,335
林教授,83948,335
走钢丝,83949,335
气急败坏,83950,335
偏心量,83951,335
李赞,83952,335
第１３０页,83953,334
ＧＨＢＰ,83954,334
卢汉,83955,334
悸动,83956,334
ＬＶＤＤ,83957,334
双锥,83958,334
方都,83959,334
救济粮,83960,334
废立,83961,334
储藏量,83962,334
Ｚｋｍ,83963,334
光弹性,83964,334
近似法,83965,334
主题化,83966,334
昆士兰,83967,334
怀来县,83968,334
实时时钟,83969,334
钩虫病,83970,334
双眼皮,83971,334
卵黄性,83972,334
胡来,83973,334
陶建幸,83974,334
Ｆｒａｎｚ,83975,334
引力波,83976,334
鬼脸,83977,334
长远之计,83978,334
史者,83979,334
阿尔派,83980,334
吧台,83981,334
昆明湖,83982,334
门首,83983,334
謦,83984,334
敬语,83985,334
工艺程序,83986,334
ｊｆ,83987,334
登广告,83988,334
逆转性,83989,334
詹森,83990,334
第二发,83991,334
门钮,83992,334
水渣,83993,334
人工杂交,83994,334
Ｃａｔ,83995,334
物价波动,83996,334
滑翔,83997,334
Ｌｅａｒｎｉｎｇ,83998,334
贺信中,83999,334
环境署,84000,334
生灵涂炭,84001,334
下叶支,84002,334
淅川,84003,334
对教育者,84004,334
通俗唱法,84005,334
肌阵挛性,84006,334
制衣厂,84007,334
医学家们,84008,334
热那亚,84009,334
坐骨棘,84010,334
双清,84011,334
只见树木,84012,334
ＲＰＨＰＬＣ,84013,334
伞齿轮,84014,334
土坎,84015,334
电位法,84016,334
归园田,84017,334
奥斯特,84018,334
斗志昂扬,84019,334
设计奖,84020,334
明昌,84021,334
周转时间,84022,334
自由流,84023,334
吉首市,84024,334
远虑,84025,334
军史,84026,334
彭雪枫,84027,334
拱卫,84028,334
做账,84029,334
深情厚意,84030,334
发愤图强,84031,334
开膛,84032,334
会计员,84033,334
ǖ,84034,334
组歌,84035,334
刘磊,84036,334
丹尼尔,84037,334
黑压压,84038,334
Ｓｔｉｌｌ,84039,334
堡子,84040,334
摇头晃脑,84041,334
献花,84042,334
周公旦,84043,334
中间节点,84044,334
侵染性,84045,334
广东省科委,84046,334
援军,84047,334
镇宁,84048,334
广海,84049,334
石灰质,84050,334
一显身手,84051,334
水管站,84052,334
木然,84053,334
赣州地区,84054,334
下酒,84055,334
张士诚,84056,334
渔户,84057,334
颜师古,84058,334
辐射点,84059,334
棉织,84060,334
笑纳,84061,334
余干,84062,334
程厦,84063,334
松花蛋,84064,334
至交,84065,334
来苏尔,84066,334
付氏,84067,334
归期,84068,333
定陶,84069,333
削片,84070,333
当儿,84071,333
馐,84072,333
ｗｘ,84073,333
Ｅｆ,84074,333
冯自由,84075,333
钢丝圈,84076,333
矿泥,84077,333
批条,84078,333
名扬四海,84079,333
林涛,84080,333
俞尧昌,84081,333
ＰＢＭＮＣ,84082,333
由不得,84083,333
脚色,84084,333
黄花岗,84085,333
鼎足,84086,333
伞兵,84087,333
汗衫,84088,333
乌鲁木齐河,84089,333
八字形,84090,333
天昏地暗,84091,333
不点,84092,333
陈逸飞,84093,333
李新华,84094,333
砚石,84095,333
阿谀奉承,84096,333
李方桂,84097,333
交好,84098,333
痱,84099,333
卡通画,84100,333
总统令,84101,333
猫抓病,84102,333
潘太克,84103,333
淮河医院,84104,333
管制者,84105,333
卜海,84106,333
昌隆,84107,333
镇安,84108,333
贴纸,84109,333
射精量,84110,333
ＸＥ,84111,333
