# 现代汉语语料库词语频率表
# 语料规模：2000万字 ，只列入出现次数大于50次的词
# 制作：www.cncorpus.org 语料库在线网站
词语,排名,出现次数,频率（%）,累积频率（%）
普通话,7272,127.0,0.0013,84.3266999999988
次序,7273,127.0,0.0013,84.3279999999988
单个,7274,127.0,0.0013,84.3305999999988
立方米,7275,127.0,0.0013,84.3253999999988
习,7276,127.0,0.0013,84.3240999999988
山路,7277,127.0,0.0013,84.3227999999988
道教,7278,127.0,0.0013,84.3214999999988
电视剧,7279,127.0,0.0013,84.3201999999988
特地,7280,127.0,0.0013,84.3188999999988
做饭,7281,127.0,0.0013,84.3175999999988
陕西,7282,127.0,0.0013,84.3292999999988
泉,7283,127.0,0.0013,84.3318999999988
个体户,7284,127.0,0.0013,84.3331999999988
光滑,7285,127.0,0.0013,84.3344999999988
特意,7286,127.0,0.0013,84.3357999999988
喊声,7287,127.0,0.0013,84.3370999999988
吾人,7288,127.0,0.0013,84.3383999999988
贯穿,7289,127.0,0.0013,84.3396999999988
谜,7290,127.0,0.0013,84.3409999999988
冷冷,7291,127.0,0.0013,84.3422999999988
祖宗,7292,127.0,0.0013,84.3435999999988
组织上,7293,127.0,0.0013,84.3474999999988
羊毛,7294,126.0,0.0013,84.4046999999988
繁,7295,126.0,0.0013,84.4033999999988
议员,7296,126.0,0.0013,84.4020999999988
联结,7297,126.0,0.0013,84.3903999999988
蜡烛,7298,126.0,0.0013,84.4007999999988
国际上,7299,126.0,0.0013,84.4059999999988
导管,7300,126.0,0.0013,84.3981999999988
公安机关,7301,126.0,0.0013,84.3968999999988
闺女,7302,126.0,0.0013,84.3955999999988
年头,7303,126.0,0.0013,84.3942999999988
事例,7304,126.0,0.0013,84.3929999999988
效,7305,126.0,0.0013,84.3890999999988
全心全意,7306,126.0,0.0013,84.3799999999988
一早,7307,126.0,0.0013,84.3812999999988
文革,7308,126.0,0.0013,84.3825999999988
性情,7309,126.0,0.0013,84.3838999999988
其二,7310,126.0,0.0013,84.3851999999988
暗中,7311,126.0,0.0013,84.3916999999988
排水,7312,126.0,0.0013,84.3877999999988
踏上,7313,126.0,0.0013,84.3864999999988
净化,7314,126.0,0.0013,84.4085999999988
伞,7315,126.0,0.0013,84.4267999999988
当兵,7316,126.0,0.0013,84.3994999999988
自卫,7317,126.0,0.0013,84.4280999999988
一家人,7318,126.0,0.0013,84.4228999999988
值班,7319,126.0,0.0013,84.4293999999988
乾隆,7320,126.0,0.0013,84.4306999999988
离去,7321,126.0,0.0013,84.4319999999988
职员,7322,126.0,0.0013,84.4332999999988
急于,7323,126.0,0.0013,84.4345999999988
关上,7324,126.0,0.0013,84.4358999999988
粤,7325,126.0,0.0013,84.4371999999988
下乡,7326,126.0,0.0013,84.4384999999988
经济核算,7327,126.0,0.0013,84.4254999999988
电离,7328,126.0,0.0013,84.4215999999988
未经,7329,126.0,0.0013,84.4202999999988
口头,7330,126.0,0.0013,84.4189999999988
双眼,7331,126.0,0.0013,84.4176999999988
孙悟空,7332,126.0,0.0013,84.4163999999988
致富,7333,126.0,0.0013,84.4150999999988
颇为,7334,126.0,0.0013,84.4137999999988
握住,7335,126.0,0.0013,84.4072999999988
楚,7336,126.0,0.0013,84.4124999999988
唯有,7337,126.0,0.0013,84.4241999999988
无从,7338,126.0,0.0013,84.4111999999988
枪声,7339,126.0,0.0013,84.4098999999988
况且,7340,125.0,0.0013,84.4670999999988
水滴,7341,125.0,0.0013,84.4683999999988
流向,7342,125.0,0.0013,84.4696999999988
宽阔,7343,125.0,0.0013,84.4878999999988
法庭,7344,125.0,0.0013,84.4709999999988
脓,7345,125.0,0.0013,84.4631999999988
抗议,7346,125.0,0.0013,84.4722999999988
锡,7347,125.0,0.0013,84.4735999999988
倾听,7348,125.0,0.0013,84.4748999999988
连同,7349,125.0,0.0013,84.4761999999988
国土,7350,125.0,0.0013,84.4865999999988
经营者,7351,125.0,0.0013,84.4787999999988
缕,7352,125.0,0.0013,84.4800999999988
仁,7353,125.0,0.0013,84.4813999999988
生态系统,7354,125.0,0.0013,84.4826999999988
专业户,7355,125.0,0.0013,84.4839999999988
俗称,7356,125.0,0.0013,84.4852999999988
不理,7357,125.0,0.0013,84.4774999999988
手脚,7358,125.0,0.0013,84.4657999999988
佩服,7359,125.0,0.0013,84.4605999999988
豆,7360,125.0,0.0013,84.4592999999988
造就,7361,125.0,0.0013,84.4644999999988
飞来,7362,125.0,0.0013,84.4397999999988
声调,7363,125.0,0.0013,84.4501999999988
辨认,7364,125.0,0.0013,84.4436999999988
蕴藏,7365,125.0,0.0013,84.4449999999988
巴西,7366,125.0,0.0013,84.4462999999988
小船,7367,125.0,0.0013,84.4475999999988
厂房,7368,125.0,0.0013,84.4488999999988
等候,7369,125.0,0.0013,84.4423999999988
渡,7370,125.0,0.0013,84.4514999999988
贫,7371,125.0,0.0013,84.4527999999988
花生,7372,125.0,0.0013,84.4540999999988
美化,7373,125.0,0.0013,84.4553999999988
暂,7374,125.0,0.0013,84.4566999999988
只顾,7375,125.0,0.0013,84.4618999999988
南海,7376,125.0,0.0013,84.4579999999988
梨,7377,125.0,0.0013,84.4410999999988
氢氧化钠,7378,124.0,0.0013,84.5424999999989
间隔,7379,124.0,0.0013,84.5268999999989
益,7380,124.0,0.0013,84.5281999999989
资产,7381,124.0,0.0013,84.5242999999989
一侧,7382,124.0,0.0013,84.5294999999989
余地,7383,124.0,0.0013,84.5307999999989
谨慎,7384,124.0,0.0013,84.5320999999989
胡耀邦,7385,124.0,0.0013,84.5333999999989
深受,7386,124.0,0.0013,84.5346999999989
赖,7387,124.0,0.0013,84.5359999999989
散射,7388,124.0,0.0013,84.5372999999989
烈士,7389,124.0,0.0013,84.5385999999989
不合,7390,124.0,0.0013,84.5398999999989
稀少,7391,124.0,0.0013,84.5437999999989
枕头,7392,124.0,0.0013,84.5515999999989
舱,7393,124.0,0.0013,84.5528999999989
再三,7394,124.0,0.0013,84.5502999999989
射出,7395,124.0,0.0013,84.5554999999989
立体,7396,124.0,0.0013,84.5567999999989
过后,7397,124.0,0.0013,84.5580999999989
金明,7398,124.0,0.0013,84.5541999999989
植,7399,124.0,0.0013,84.5489999999989
胎儿,7400,124.0,0.0013,84.5476999999989
塘,7401,124.0,0.0013,84.5411999999989
疙瘩,7402,124.0,0.0013,84.5463999999989
赐,7403,124.0,0.0013,84.5450999999989
下边,7404,124.0,0.0013,84.5255999999989
显露,7405,124.0,0.0013,84.5203999999989
久久,7406,124.0,0.0013,84.4982999999988
在场,7407,124.0,0.0013,84.5008999999989
反封建,7408,124.0,0.0013,84.4995999999989
赏,7409,124.0,0.0013,84.5047999999989
婚姻法,7410,124.0,0.0013,84.4969999999988
通用,7411,124.0,0.0013,84.4956999999988
西德,7412,124.0,0.0013,84.4943999999988
勇于,7413,124.0,0.0013,84.4930999999988
拥,7414,124.0,0.0013,84.4917999999988
胀,7415,124.0,0.0013,84.4904999999988
新人,7416,124.0,0.0013,84.4891999999988
交错,7417,124.0,0.0013,84.5021999999989
锌,7418,124.0,0.0013,84.5060999999989
十一月,7419,124.0,0.0013,84.5073999999989
杜威,7420,124.0,0.0013,84.5086999999989
毒性,7421,124.0,0.0013,84.5099999999989
悬挂,7422,124.0,0.0013,84.5112999999989
空白,7423,124.0,0.0013,84.5125999999989
现出,7424,124.0,0.0013,84.5138999999989
端正,7425,124.0,0.0013,84.5151999999989
不平,7426,124.0,0.0013,84.5164999999989
飞翔,7427,124.0,0.0013,84.5229999999989
对准,7428,124.0,0.0013,84.5177999999989
郊区,7429,124.0,0.0013,84.5034999999989
威力,7430,124.0,0.0013,84.5216999999989
大国,7431,124.0,0.0013,84.5190999999989
震惊,7432,123.0,0.0013,84.5814999999989
咸,7433,123.0,0.0013,84.5957999999989
透露,7434,123.0,0.0013,84.5905999999989
觉察,7435,123.0,0.0013,84.5918999999989
平坦,7436,123.0,0.0013,84.5931999999989
统,7437,123.0,0.0013,84.6113999999989
快去,7438,123.0,0.0013,84.5944999999989
辩护,7439,123.0,0.0013,84.5866999999989
勘探,7440,123.0,0.0013,84.5970999999989
扒,7441,123.0,0.0013,84.5983999999989
标语,7442,123.0,0.0013,84.5996999999989
后天,7443,123.0,0.0013,84.6100999999989
壁上,7444,123.0,0.0013,84.6022999999989
狭,7445,123.0,0.0013,84.6035999999989
灵活性,7446,123.0,0.0013,84.6048999999989
文艺复兴,7447,123.0,0.0013,84.6061999999989
星际,7448,123.0,0.0013,84.6074999999989
喷出,7449,123.0,0.0013,84.5840999999989
不解,7450,123.0,0.0013,84.6087999999989
暴动,7451,123.0,0.0013,84.5879999999989
荧光屏,7452,123.0,0.0013,84.6009999999989
浇,7453,123.0,0.0013,84.5892999999989
野生,7454,123.0,0.0013,84.5827999999989
坚固,7455,123.0,0.0013,84.5619999999989
安心,7456,123.0,0.0013,84.5632999999989
友人,7457,123.0,0.0013,84.5710999999989
客观性,7458,123.0,0.0013,84.5645999999989
做梦,7459,123.0,0.0013,84.5658999999989
协同,7460,123.0,0.0013,84.5671999999989
休眠,7461,123.0,0.0013,84.5684999999989
邻近,7462,123.0,0.0013,84.5697999999989
照相,7463,123.0,0.0013,84.5606999999989
散布,7464,123.0,0.0013,84.5723999999989
党委书记,7465,123.0,0.0013,84.5736999999989
十二月,7466,123.0,0.0013,84.5749999999989
上次,7467,123.0,0.0013,84.5762999999989
解答,7468,123.0,0.0013,84.5775999999989
所能,7469,123.0,0.0013,84.5788999999989
抓起,7470,123.0,0.0013,84.5853999999989
主编,7471,123.0,0.0013,84.5801999999989
长官,7472,123.0,0.0013,84.5593999999989
先前,7473,122.0,0.0013,84.6464999999989
胸部,7474,122.0,0.0013,84.6685999999989
焦点,7475,122.0,0.0013,84.6386999999989
漆,7476,122.0,0.0013,84.6477999999989
厌,7477,122.0,0.0013,84.6438999999989
中枢,7478,122.0,0.0013,84.6425999999989
惊喜,7479,122.0,0.0013,84.6490999999989
忍耐,7480,122.0,0.0013,84.6503999999989
摇晃,7481,122.0,0.0013,84.6516999999989
心底,7482,122.0,0.0013,84.6529999999989
不正之风,7483,122.0,0.0013,84.6542999999989
辽阔,7484,122.0,0.0013,84.6555999999989
桂林,7485,122.0,0.0013,84.6698999999989
呆呆,7486,122.0,0.0013,84.6581999999989
东欧,7487,122.0,0.0013,84.6594999999989
簇,7488,122.0,0.0013,84.6607999999989
勿,7489,122.0,0.0013,84.6620999999989
毒素,7490,122.0,0.0013,84.6633999999989
瘤,7491,122.0,0.0013,84.6659999999989
民主主义,7492,122.0,0.0013,84.6568999999989
多久,7493,122.0,0.0013,84.6672999999989
素材,7494,122.0,0.0013,84.6646999999989
法学,7495,122.0,0.0013,84.6451999999989
眼晴,7496,122.0,0.0013,84.6399999999989
报纸上,7497,122.0,0.0013,84.6217999999989
胚胎,7498,122.0,0.0013,84.6230999999989
遗,7499,122.0,0.0013,84.6256999999989
世代,7500,122.0,0.0013,84.6204999999989
飞快,7501,122.0,0.0013,84.6191999999989
隔离,7502,122.0,0.0013,84.6178999999989
甲烷,7503,122.0,0.0013,84.6165999999989
多层次,7504,122.0,0.0013,84.6152999999989
高等教育,7505,122.0,0.0013,84.6139999999989
天生,7506,122.0,0.0013,84.6126999999989
宽大,7507,122.0,0.0013,84.6243999999989
中美,7508,122.0,0.0013,84.6269999999989
胡适,7509,122.0,0.0013,84.6282999999989
话筒,7510,122.0,0.0013,84.6295999999989
特殊性,7511,122.0,0.0013,84.6308999999989
困境,7512,122.0,0.0013,84.6321999999989
华侨,7513,122.0,0.0013,84.6334999999989
编写,7514,122.0,0.0013,84.6360999999989
图书,7515,122.0,0.0013,84.6412999999989
究,7516,122.0,0.0013,84.6373999999989
辈,7517,122.0,0.0013,84.6347999999989
计划生育,7518,121.0,0.0013,84.7387999999989
轮流,7519,121.0,0.0013,84.7127999999989
买来,7520,121.0,0.0013,84.7101999999989
旺,7521,121.0,0.0013,84.7140999999989
征求,7522,121.0,0.0013,84.7153999999989
封建制度,7523,121.0,0.0013,84.7166999999989
忙碌,7524,121.0,0.0013,84.7179999999989
畲族,7525,121.0,0.0013,84.7192999999989
奔跑,7526,121.0,0.0013,84.7205999999989
兰,7527,121.0,0.0013,84.7218999999989
逐年,7528,121.0,0.0013,84.7231999999989
质变,7529,121.0,0.0013,84.7244999999989
欧姆,7530,121.0,0.0013,84.7257999999989
智能,7531,121.0,0.0013,84.7270999999989
村长,7532,121.0,0.0013,84.7283999999989
苯,7533,121.0,0.0013,84.7309999999989
法官,7534,121.0,0.0013,84.7465999999989
自主,7535,121.0,0.0013,84.7439999999989
确,7536,121.0,0.0013,84.7426999999989
精度,7537,121.0,0.0013,84.7062999999989
勤劳,7538,121.0,0.0013,84.7400999999989
公安,7539,121.0,0.0013,84.7114999999989
眼神,7540,121.0,0.0013,84.7452999999989
严寒,7541,121.0,0.0013,84.7374999999989
别看,7542,121.0,0.0013,84.7361999999989
何处,7543,121.0,0.0013,84.7348999999989
奉献,7544,121.0,0.0013,84.7335999999989
暴雨,7545,121.0,0.0013,84.7322999999989
孵化,7546,121.0,0.0013,84.7296999999989
车厢,7547,121.0,0.0013,84.7413999999989
所有者,7548,121.0,0.0013,84.7075999999989
多样化,7549,121.0,0.0013,84.6854999999989
莲子,7550,121.0,0.0013,84.6841999999989
押,7551,121.0,0.0013,84.6828999999989
新奇,7552,121.0,0.0013,84.6893999999989
下级,7553,121.0,0.0013,84.6815999999989
半封建,7554,121.0,0.0013,84.6802999999989
留学,7555,121.0,0.0013,84.6750999999989
光源,7556,121.0,0.0013,84.6711999999989
冶炼,7557,121.0,0.0013,84.6724999999989
洗澡,7558,121.0,0.0013,84.6737999999989
无意,7559,121.0,0.0013,84.6789999999989
耽误,7560,121.0,0.0013,84.6763999999989
经受,7561,121.0,0.0013,84.6776999999989
大厦,7562,121.0,0.0013,84.6867999999989
电池,7563,121.0,0.0013,84.6906999999989
大大小小,7564,121.0,0.0013,84.6919999999989
一心,7565,121.0,0.0013,84.6932999999989
摧残,7566,121.0,0.0013,84.6945999999989
日记,7567,121.0,0.0013,84.6958999999989
实例,7568,121.0,0.0013,84.6971999999989
轰,7569,121.0,0.0013,84.6984999999989
生理学,7570,121.0,0.0013,84.6997999999989
误会,7571,121.0,0.0013,84.7010999999989
不快,7572,121.0,0.0013,84.7088999999989
陈旧,7573,121.0,0.0013,84.7023999999989
颌,7574,121.0,0.0013,84.6880999999989
对外贸易,7575,121.0,0.0013,84.7036999999989
敏捷,7576,121.0,0.0013,84.7049999999989
粘液,7577,120.0,0.0013,84.803799999999
疑惑,7578,120.0,0.0013,84.786899999999
牢,7579,120.0,0.0013,84.784299999999
一动,7580,120.0,0.0013,84.789499999999
无知,7581,120.0,0.0013,84.790799999999
原则上,7582,120.0,0.0013,84.792099999999
鲫鱼,7583,120.0,0.0013,84.793399999999
债务,7584,120.0,0.0013,84.794699999999
呼喊,7585,120.0,0.0013,84.795999999999
恒,7586,120.0,0.0013,84.797299999999
搬家,7587,120.0,0.0013,84.798599999999
动量,7588,120.0,0.0013,84.799899999999
补贴,7589,120.0,0.0013,84.801199999999
田间,7590,120.0,0.0013,84.805099999999
只用,7591,120.0,0.0013,84.818099999999
铅笔,7592,120.0,0.0013,84.819399999999
至此,7593,120.0,0.0013,84.815499999999
太阳能,7594,120.0,0.0013,84.814199999999
炉子,7595,120.0,0.0013,84.812899999999
吃力,7596,120.0,0.0013,84.811599999999
鞭子,7597,120.0,0.0013,84.816799999999
谈不上,7598,120.0,0.0013,84.810299999999
太平,7599,120.0,0.0013,84.808999999999
被捕,7600,120.0,0.0013,84.807699999999
大好,7601,120.0,0.0013,84.781699999999
大跃进,7602,120.0,0.0013,84.802499999999
入学,7603,120.0,0.0013,84.785599999999
前头,7604,120.0,0.0013,84.806399999999
珍珠,7605,120.0,0.0013,84.788199999999
师范,7606,120.0,0.0013,84.780399999999
复制,7607,120.0,0.0013,84.756999999999
时髦,7608,120.0,0.0013,84.759599999999
星系,7609,120.0,0.0013,84.747899999999
刻度,7610,120.0,0.0013,84.758299999999
避开,7611,120.0,0.0013,84.763499999999
内脏,7612,120.0,0.0013,84.755699999999
甲板,7613,120.0,0.0013,84.754399999999
繁多,7614,120.0,0.0013,84.753099999999
真实性,7615,120.0,0.0013,84.751799999999
茶叶,7616,120.0,0.0013,84.750499999999
未知,7617,120.0,0.0013,84.749199999999
徘徊,7618,120.0,0.0013,84.760899999999
适,7619,120.0,0.0013,84.764799999999
鞭,7620,120.0,0.0013,84.766099999999
流泪,7621,120.0,0.0013,84.767399999999
美国人,7622,120.0,0.0013,84.768699999999
劳动日,7623,120.0,0.0013,84.769999999999
创伤,7624,120.0,0.0013,84.782999999999
温度计,7625,120.0,0.0013,84.772599999999
移民,7626,120.0,0.0013,84.762199999999
刊登,7627,120.0,0.0013,84.773899999999
语句,7628,120.0,0.0013,84.775199999999
国有,7629,120.0,0.0013,84.776499999999
辞职,7630,120.0,0.0013,84.777799999999
星球,7631,120.0,0.0013,84.779099999999
初次,7632,120.0,0.0013,84.771299999999
枝叶,7633,119.0,0.0012,84.8529999999989
墨西哥,7634,119.0,0.0012,84.8541999999989
必不可少,7635,119.0,0.0012,84.8553999999989
卧室,7636,119.0,0.0012,84.8661999999989
找来,7637,119.0,0.0012,84.8565999999989
均可,7638,119.0,0.0012,84.8493999999989
子宫,7639,119.0,0.0012,84.8577999999989
山林,7640,119.0,0.0012,84.8589999999989
蒸,7641,119.0,0.0012,84.8601999999989
步子,7642,119.0,0.0012,84.8613999999989
凄凉,7643,119.0,0.0012,84.8625999999989
繁重,7644,119.0,0.0012,84.8673999999989
衔,7645,119.0,0.0012,84.8769999999988
徒,7646,119.0,0.0012,84.8757999999988
卓越,7647,119.0,0.0012,84.8745999999989
个儿,7648,119.0,0.0012,84.8733999999989
棚,7649,119.0,0.0012,84.8721999999989
各界,7650,119.0,0.0012,84.8637999999989
同化,7651,119.0,0.0012,84.8697999999989
笔记,7652,119.0,0.0012,84.8685999999989
概率,7653,119.0,0.0012,84.8709999999989
并没,7654,119.0,0.0012,84.8469999999989
内蒙古,7655,119.0,0.0012,84.8649999999989
乘机,7656,119.0,0.0012,84.8517999999989
停下,7657,119.0,0.0012,84.8505999999989
捡,7658,119.0,0.0012,84.8325999999989
回避,7659,119.0,0.0012,84.820599999999
津,7660,119.0,0.0012,84.828999999999
高地,7661,119.0,0.0012,84.8337999999989
经济制度,7662,119.0,0.0012,84.826599999999
呗,7663,119.0,0.0012,84.825399999999
尊严,7664,119.0,0.0012,84.824199999999
熔,7665,119.0,0.0012,84.822999999999
损耗,7666,119.0,0.0012,84.821799999999
嘴角,7667,119.0,0.0012,84.830199999999
梳,7668,119.0,0.0012,84.8349999999989
学徒,7669,119.0,0.0012,84.8361999999989
嚼,7670,119.0,0.0012,84.8373999999989
黄土,7671,119.0,0.0012,84.8385999999989
不服,7672,119.0,0.0012,84.8397999999989
氢原子,7673,119.0,0.0012,84.8481999999989
书包,7674,119.0,0.0012,84.8409999999989
雕,7675,119.0,0.0012,84.831399999999
出产,7676,119.0,0.0012,84.8421999999989
台下,7677,119.0,0.0012,84.8433999999989
副主席,7678,119.0,0.0012,84.8445999999989
乒乓球,7679,119.0,0.0012,84.8457999999989
无色,7680,119.0,0.0012,84.827799999999
何等,7681,118.0,0.0012,84.9189999999987
判,7682,118.0,0.0012,84.9129999999988
隔壁,7683,118.0,0.0012,84.9141999999988
玩笑,7684,118.0,0.0012,84.9153999999988
运到,7685,118.0,0.0012,84.9165999999988
演说,7686,118.0,0.0012,84.9273999999987
拐,7687,118.0,0.0012,84.9177999999987
列举,7688,118.0,0.0012,84.9093999999988
清脆,7689,118.0,0.0012,84.9201999999987
发电,7690,118.0,0.0012,84.9213999999987
笨,7691,118.0,0.0012,84.9225999999987
参照,7692,118.0,0.0012,84.9237999999987
赚钱,7693,118.0,0.0012,84.9249999999987
招生,7694,118.0,0.0012,84.9297999999987
借用,7695,118.0,0.0012,84.9417999999987
奥秘,7696,118.0,0.0012,84.9405999999987
右派,7697,118.0,0.0012,84.9393999999987
熄灭,7698,118.0,0.0012,84.9381999999987
筐,7699,118.0,0.0012,84.9369999999987
寄主,7700,118.0,0.0012,84.9357999999987
烟囱,7701,118.0,0.0012,84.9345999999987
贫穷,7702,118.0,0.0012,84.9333999999987
橡皮,7703,118.0,0.0012,84.9321999999987
领会,7704,118.0,0.0012,84.9309999999987
均衡,7705,118.0,0.0012,84.9261999999987
书房,7706,118.0,0.0012,84.9285999999987
婚礼,7707,118.0,0.0012,84.9117999999988
成千上万,7708,118.0,0.0012,84.9057999999988
阴阳,7709,118.0,0.0012,84.8877999999988
烫,7710,118.0,0.0012,84.9105999999988
教养,7711,118.0,0.0012,84.8913999999988
身穿,7712,118.0,0.0012,84.8865999999988
因地制宜,7713,118.0,0.0012,84.8853999999988
臣,7714,118.0,0.0012,84.8841999999988
打败,7715,118.0,0.0012,84.8793999999988
陶,7716,118.0,0.0012,84.8817999999988
示范,7717,118.0,0.0012,84.8805999999988
侧重,7718,118.0,0.0012,84.8829999999988
说起来,7719,118.0,0.0012,84.8781999999988
最先,7720,118.0,0.0012,84.8889999999988
大字,7721,118.0,0.0012,84.8925999999988
刻画,7722,118.0,0.0012,84.8937999999988
瑞典,7723,118.0,0.0012,84.8949999999988
传导,7724,118.0,0.0012,84.8961999999988
量子力学,7725,118.0,0.0012,84.8973999999988
花纹,7726,118.0,0.0012,84.8985999999988
委员长,7727,118.0,0.0012,84.8997999999988
振奋,7728,118.0,0.0012,84.9009999999988
支队,7729,118.0,0.0012,84.9021999999988
搅,7730,118.0,0.0012,84.9033999999988
突击,7731,118.0,0.0012,84.9081999999988
甘心,7732,118.0,0.0012,84.9045999999988
猛然,7733,118.0,0.0012,84.8901999999988
鹅,7734,118.0,0.0012,84.9069999999988
鼻孔,7735,117.0,0.0012,84.9981999999986
电线,7736,117.0,0.0012,84.9777999999986
复合,7737,117.0,0.0012,84.9921999999986
背影,7738,117.0,0.0012,84.9789999999986
逛,7739,117.0,0.0012,84.9753999999986
祖父,7740,117.0,0.0012,84.9801999999986
各方,7741,117.0,0.0012,84.9813999999986
大王,7742,117.0,0.0012,84.9825999999986
眨,7743,117.0,0.0012,84.9837999999986
清水,7744,117.0,0.0012,84.9849999999986
炸弹,7745,117.0,0.0012,84.9861999999986
燃,7746,117.0,0.0012,84.9873999999986
群众性,7747,117.0,0.0012,84.9885999999986
倒霉,7748,117.0,0.0012,84.9897999999986
跳到,7749,117.0,0.0012,84.9933999999986
汽油,7750,117.0,0.0012,85.0053999999985
转为,7751,117.0,0.0012,84.9993999999986
手榴弹,7752,117.0,0.0012,85.0029999999986
趋,7753,117.0,0.0012,85.0017999999986
体外,7754,117.0,0.0012,84.9729999999986
萨满,7755,117.0,0.0012,85.0041999999985
