# https://forum.freemdict.com/t/topic/3748/
# 文淵閣四庫全書(正體無標點版)
字,排名,计数
粉,1715,53923
鬱,1716,53919
崖,1717,53903
瓊,1718,53845
披,1719,53794
囘,1720,53747
从,1721,53673
訖,1722,53572
吴,1723,53565
卓,1724,53478
拒,1725,53276
遭,1726,53248
薑,1727,53232
熊,1728,53188
酬,1729,53114
枯,1730,53089
肥,1731,53086
巽,1732,52856
壺,1733,52799
閭,1734,52733
途,1735,52696
譜,1736,52673
迷,1737,52658
喻,1738,52649
捕,1739,52621
騰,1740,52602
寓,1741,52514
乳,1742,52500
祗,1743,52481
頻,1744,52370
課,1745,52329
趣,1746,52324
黑,1747,52222
塔,1748,52133
犬,1749,52100
隴,1750,52094
罔,1751,51953
欺,1752,51852
聊,1753,51727
鸞,1754,51691
陞,1755,51637
圗,1756,51628
叢,1757,51569
専,1758,51509
裴,1759,51483
牢,1760,51464
旬,1761,51373
誓,1762,51325
飄,1763,51276
潔,1764,51156
賴,1765,51141
枕,1766,51072
飯,1767,51060
逮,1768,51004
乏,1769,50981
健,1770,50965
羞,1771,50825
宦,1772,50823
柴,1773,50786
劍,1774,50750
昆,1775,50722
局,1776,50660
譽,1777,50573
繡,1778,50566
胃,1779,50505
創,1780,50408
昨,1781,50406
嶽,1782,50387
頂,1783,50312
臯,1784,50218
誥,1785,50214
範,1786,50194
呈,1787,50163
漕,1788,50149
峻,1789,50116
筵,1790,50006
傑,1791,49978
賛,1792,49960
瘡,1793,49945
岐,1794,49762
薨,1795,49745
巾,1796,49616
奈,1797,49586
冕,1798,49571
曠,1799,49427
獵,1800,49409
哲,1801,49400
芝,1802,49389
魂,1803,49297
潘,1804,49293
恃,1805,49279
渭,1806,49269
垣,1807,49218
艮,1808,48997
霧,1809,48869
隅,1810,48836
弑,1811,48812
割,1812,48800
嫁,1813,48735
整,1814,48663
儲,1815,48640
灌,1816,48585
炙,1817,48573
拔,1818,48565
算,1819,48554
攸,1820,48498
輝,1821,48468
饒,1822,48451
恵,1823,48402
澗,1824,48358
標,1825,48353
磨,1826,48330
踐,1827,48290
賣,1828,48279
庾,1829,48259
涼,1830,48191
彈,1831,48163
映,1832,48062
泛,1833,48048
坊,1834,47956
幕,1835,47853
萊,1836,47838
棲,1837,47835
鴈,1838,47756
莽,1839,47747
聰,1840,47714
欣,1841,47670
僚,1842,47665
閑,1843,47600
淫,1844,47589
滯,1845,47551
偃,1846,47507
軾,1847,47492
鑄,1848,47463
彊,1849,47449
閩,1850,47327
腰,1851,47316
競,1852,47293
肝,1853,47291
狐,1854,47167
低,1855,47139
摩,1856,47080
黍,1857,47063
現,1858,47005
咨,1859,47002
雀,1860,46987
褒,1861,46961
遜,1862,46952
弔,1863,46930
赫,1864,46860
鑒,1865,46776
響,1866,46774
苗,1867,46761
銜,1868,46673
準,1869,46530
杯,1870,46496
淚,1871,46479
汲,1872,46376
輙,1873,46331
宛,1874,46223
戈,1875,46221
滄,1876,46219
擁,1877,46207
邵,1878,46111
辯,1879,46089
玩,1880,46088
税,1881,46061
窺,1882,45984
淹,1883,45962
爰,1884,45887
脾,1885,45857
羲,1886,45847
閏,1887,45845
梧,1888,45724
敎,1889,45724
警,1890,45663
逕,1891,45626
料,1892,45594
鋒,1893,45568
嫌,1894,45524
溢,1895,45475
肺,1896,45372
瓦,1897,45353
牀,1898,45350
毅,1899,45335
絳,1900,45289
懿,1901,45263
濁,1902,45178
饗,1903,45126
添,1904,45095
僖,1905,45076
唱,1906,45054
禾,1907,45035
脚,1908,45005
祿,1909,44982
藍,1910,44963
綿,1911,44951
苟,1912,44697
話,1913,44694
帳,1914,44679
繞,1915,44614
織,1916,44583
滑,1917,44580
枚,1918,44543
霸,1919,44528
什,1920,44342
爽,1921,44326
繩,1922,44322
淡,1923,44321
寇,1924,44157
鼔,1925,44131
催,1926,44119
焦,1927,44089
掃,1928,43997
陂,1929,43982
迴,1930,43931
汁,1931,43914
涕,1932,43739
奇,1933,43661
況,1934,43578
貝,1935,43476
舌,1936,43461
娶,1937,43411
嘆,1938,43400
裘,1939,43367
准,1940,43328
猛,1941,43291
綏,1942,43203
虜,1943,43188
釣,1944,43150
譏,1945,43141
股,1946,43061
墜,1947,43014
驕,1948,42976
寨,1949,42967
啼,1950,42920
菊,1951,42902
孺,1952,42880
謨,1953,42865
逼,1954,42854
几,1955,42832
扇,1956,42803
暫,1957,42769
蘆,1958,42747
排,1959,42707
掠,1960,42684
杭,1961,42649
岡,1962,42633
矜,1963,42632
閲,1964,42629
汪,1965,42543
值,1966,42501
涇,1967,42493
斥,1968,42454
鼻,1969,42341
齡,1970,42284
級,1971,42186
強,1972,42072
壑,1973,42056
僉,1974,42025
囚,1975,42005
亟,1976,41903
徧,1977,41838
嵩,1978,41785
返,1979,41692
洋,1980,41677
巫,1981,41643
潰,1982,41611
畿,1983,41533
龜,1984,41468
昧,1985,41448
邱,1986,41418
倦,1987,41357
跪,1988,41355
薩,1989,41304
恥,1990,41262
纂,1991,41258
菜,1992,41230
撥,1993,41129
擒,1994,41106
沿,1995,41104
擅,1996,41047
誣,1997,40979
髮,1998,40977
眞,1999,40926
羌,2000,40853
偉,2001,40814
板,2002,40734
茫,2003,40714
誌,2004,40690
揖,2005,40678
灰,2006,40595
仗,2007,40588
緒,2008,40530
霄,2009,40451
黜,2010,40394
墮,2011,40381
抗,2012,40336
耆,2013,40329
簾,2014,40314
托,2015,40298
膺,2016,40253
陋,2017,40229
觸,2018,40187
遁,2019,40183
篆,2020,40163
夙,2021,40087
括,2022,40061
冰,2023,40056
慨,2024,39941
析,2025,39932
涉,2026,39843
睿,2027,39729
弁,2028,39679
腫,2029,39641
彰,2030,39613
豹,2031,39572
勾,2032,39570
劒,2033,39528
繇,2034,39457
爛,2035,39398
俄,2036,39203
層,2037,39146
冒,2038,39105
租,2039,39060
韶,2040,38991
團,2041,38986
染,2042,38938
肩,2043,38881
嬰,2044,38836
快,2045,38815
綸,2046,38772
拱,2047,38750
陟,2048,38673
壊,2049,38635
弄,2050,38530
遍,2051,38432
眠,2052,38396
従,2053,38355
覩,2054,38337
耀,2055,38335
頒,2056,38316
囊,2057,38294
竇,2058,38244
緯,2059,38222
纔,2060,38157
觧,2061,38117
昇,2062,38090
旣,2063,38078
霍,2064,38050
戮,2065,37993
箭,2066,37931
遐,2067,37916
臧,2068,37908
雉,2069,37897
播,2070,37881
蒸,2071,37823
濤,2072,37699
堤,2073,37684
脈,2074,37669
謬,2075,37617
憑,2076,37572
鞭,2077,37571
喬,2078,37532
効,2079,37423
罕,2080,37417
鱗,2081,37400
㕘,2082,37393
綺,2083,37369
陪,2084,37365
狼,2085,37326
沛,2086,37321
㳺,2087,37306
奸,2088,37192
挾,2089,37183
廉,2090,37158
軌,2091,37156
俎,2092,37137
䖍,2093,37109
脫,2094,37107
蠶,2095,37084
疇,2096,37050
恕,2097,37041
雁,2098,37027
淑,2099,37020
涯,2100,36989
劾,2101,36982
綠,2102,36924
詐,2103,36922
瑟,2104,36898
眷,2105,36896
銷,2106,36892
舅,2107,36879
曷,2108,36854
伸,2109,36675
捐,2110,36655
朗,2111,36645
億,2112,36573
網,2113,36467
線,2114,36382
虧,2115,36380
樊,2116,36380
誕,2117,36362
溺,2118,36318
躍,2119,36306
宵,2120,36305
箋,2121,36264
譬,2122,36262
矯,2123,36255
禱,2124,36254
俞,2125,36197
俸,2126,36160
顛,2127,36129
渉,2128,36117
泊,2129,36097
叶,2130,36083
探,2131,36064
杏,2132,36015
斛,2133,35982
碎,2134,35966
截,2135,35923
闢,2136,35896
祚,2137,35869
混,2138,35818
筮,2139,35811
隄,2140,35739
濬,2141,35723
匡,2142,35691
暉,2143,35574
誘,2144,35531
菴,2145,35500
漆,2146,35480
番,2147,35470
蜜,2148,35410
呂,2149,35391
巷,2150,35362
賁,2151,35335
緣,2152,35330
諌,2153,35320
飽,2154,35276
措,2155,35198
鄂,2156,35195
的,2157,35176
觴,2158,35157
夘,2159,35157
湛,2160,35152
敕,2161,35121
場,2162,35108
朴,2163,35072
猷,2164,35024
喇,2165,35013
鈞,2166,34974
壤,2167,34935
阜,2168,34905
邾,2169,34888
潁,2170,34876
胸,2171,34835
劄,2172,34835
慢,2173,34823
屠,2174,34821
柄,2175,34810
勘,2176,34806
煮,2177,34785
艾,2178,34641
牡,2179,34590
衮,2180,34587
貽,2181,34575
洽,2182,34555
飢,2183,34524
沃,2184,34501
浚,2185,34490
詢,2186,34465
募,2187,34368
雕,2188,34350
谿,2189,34302
膚,2190,34294
需,2191,34267
泗,2192,34240
盞,2193,34212
仇,2194,34165
竝,2195,34155
脂,2196,34149
誼,2197,34140
蓄,2198,34132
裂,2199,34037
油,2200,33868
渚,2201,33864
賑,2202,33828
邇,2203,33824
稀,2204,33800
腎,2205,33773
棗,2206,33711
壘,2207,33691
歛,2208,33691
堡,2209,33670
絹,2210,33668
耿,2211,33661
壓,2212,33612
凖,2213,33576
肇,2214,33572
揺,2215,33567
衙,2216,33554
瀆,2217,33510
㸔,2218,33506
梓,2219,33505
随,2220,33503
餉,2221,33450
濫,2222,33434
漠,2223,33405
閔,2224,33376
肖,2225,33344
册,2226,33319
幅,2227,33285
墳,2228,33279
汴,2229,33275
籠,2230,33226
粗,2231,33195
荅,2232,33194
彩,2233,33163
牆,2234,33118
棘,2235,33074
檀,2236,32982
稅,2237,32962
匈,2238,32957
蹇,2239,32956
敝,2240,32905
暖,2241,32887
乖,2242,32869
奕,2243,32835
樵,2244,32788
檄,2245,32765
箕,2246,32765
纎,2247,32752
衢,2248,32718
姿,2249,32684
妨,2250,32626
臂,2251,32619
敖,2252,32604
勃,2253,32597
峽,2254,32574
禎,2255,32549
憤,2256,32539
宸,2257,32532
荘,2258,32516
沮,2259,32516
怠,2260,32507
暢,2261,32487
薪,2262,32422
綬,2263,32381
勵,2264,32374
膠,2265,32337
飭,2266,32330
祕,2267,32326
柏,2268,32312
䟽,2269,32229
邁,2270,32221
絡,2271,32213
汾,2272,32185
苔,2273,32163
匠,2274,32151
収,2275,32049
婚,2276,31949
綴,2277,31906
亞,2278,31874
憚,2279,31826
邀,2280,31725
障,2281,31653
叩,2282,31634
泄,2283,31620
笙,2284,31616
珪,2285,31610
隣,2286,31601
苓,2287,31590
紂,2288,31581
濶,2289,31556
靣,2290,31535
袖,2291,31528
砂,2292,31500
打,2293,31486
属,2294,31472
噶,2295,31437
稼,2296,31413
榆,2297,31411
叟,2298,31369
塲,2299,31281
崑,2300,31199
這,2301,31178
翟,2302,31167
欵,2303,31165
磬,2304,31141
悼,2305,31127
昊,2306,31098
稻,2307,31092
妖,2308,31090
劇,2309,31041
裔,2310,31030
㧞,2311,30995
晋,2312,30994
榜,2313,30993
攀,2314,30972
鮑,2315,30962
枉,2316,30952
圃,2317,30937
訛,2318,30931
輦,2319,30898
甸,2320,30898
帷,2321,30883
㓜,2322,30874
勁,2323,30853
版,2324,30831
跋,2325,30787
貯,2326,30739
沐,2327,30726
矩,2328,30666
壹,2329,30596
函,2330,30585
偕,2331,30585
鄒,2332,30518
駭,2333,30470
㝠,2334,30407
謫,2335,30391
莒,2336,30373
筋,2337,30349
侈,2338,30339
疊,2339,30280
瑶,2340,30234
祁,2341,30155
逾,2342,30149
犀,2343,30132
摧,2344,30017
邕,2345,30003
紳,2346,29996
鈔,2347,29926
莖,2348,29865
詰,2349,29837
睡,2350,29831
諒,2351,29811
醴,2352,29746
隙,2353,29734
膝,2354,29731
湏,2355,29713
棟,2356,29705
濯,2357,29676
匿,2358,29664
澹,2359,29655
斧,2360,29645
粲,2361,29630
碩,2362,29607
慙,2363,29552
岑,2364,29544
嗜,2365,29478
促,2366,29449
膽,2367,29407
淨,2368,29365
縮,2369,29360
換,2370,29360
森,2371,29337
闔,2372,29294
隊,2373,29278
聼,2374,29260
禘,2375,29229
札,2376,29205
蟬,2377,29202
派,2378,29183
握,2379,29180
芒,2380,29156
曜,2381,29132
拉,2382,29121
栢,2383,29110
捨,2384,29106
評,2385,29099
璽,2386,29094
膳,2387,29045
胄,2388,29041
扁,2389,29022
鈎,2390,28982
鳩,2391,28976
椒,2392,28945
蕪,2393,28926
妹,2394,28925
冲,2395,28889
栗,2396,28872
迫,2397,28833
豕,2398,28827
圜,2399,28821
麾,2400,28748
騷,2401,28746
挺,2402,28597
慧,2403,28538
伴,2404,28536
畔,2405,28516
輯,2406,28512
閤,2407,28510
般,2408,28470
魁,2409,28462
懲,2410,28437
朽,2411,28433
諾,2412,28425
灑,2413,28398
萌,2414,28373
橘,2415,28344
攜,2416,28343
潜,2417,28323
邢,2418,28309
虹,2419,28254
阮,2420,28248
誨,2421,28234
寃,2422,28228
筠,2423,28220
鄴,2424,28204
鵲,2425,28202
浴,2426,28185
軸,2427,28120
襟,2428,28097
戾,2429,28079
劑,2430,28041
术,2431,28029
確,2432,27972
寥,2433,27965
㦸,2434,27934
電,2435,27925
棠,2436,27869
蠲,2437,27853
牒,2438,27832
狗,2439,27827
棺,2440,27807
籌,2441,27781
覲,2442,27759
扈,2443,27757
島,2444,27643
蹈,2445,27614
坦,2446,27614
刃,2447,27516
爐,2448,27504
畆,2449,27480
佞,2450,27416
槐,2451,27405
乍,2452,27379
冥,2453,27339
袍,2454,27275
滓,2455,27258
逝,2456,27241
詹,2457,27233
翩,2458,27204
隸,2459,27137
杞,2460,27122
吞,2461,27113
模,2462,27077
咽,2463,27044
樽,2464,27036
楹,2465,27007
轄,2466,26992
掖,2467,26957
恣,2468,26848
簫,2469,26813
饌,2470,26797
漳,2471,26777
踈,2472,26718
醜,2473,26698
璞,2474,26685
彖,2475,26682
猿,2476,26679
魄,2477,26658
轍,2478,26639
丕,2479,26636
堰,2480,26619
滕,2481,26596
拙,2482,26591
做,2483,26578
笛,2484,26563
悵,2485,26550
倡,2486,26491
廻,2487,26475
槩,2488,26452
溫,2489,26441
虐,2490,26393
媚,2491,26352
减,2492,26343
醒,2493,26332
婁,2494,26284
液,2495,26278
甞,2496,26253
綵,2497,26245
纓,2498,26244
蔣,2499,26237
態,2500,26235
壞,2501,26222
竄,2502,26208
糾,2503,26205
綽,2504,26164
冶,2505,26161
吝,2506,26111
粹,2507,26106
芙,2508,26089
燥,2509,26078
兖,2510,26063
睦,2511,26059
街,2512,26052
庻,2513,26050
懇,2514,26019
耗,2515,26017
挽,2516,25959
旨,2517,25941
蓉,2518,25941
訴,2519,25921
諧,2520,25916
驍,2521,25910
閱,2522,25882
駿,2523,25878
批,2524,25870
貸,2525,25865
嘯,2526,25851
霽,2527,25834
埋,2528,25832
㕔,2529,25804
絃,2530,25767
状,2531,25755
聨,2532,25739
饋,2533,25715
藤,2534,25670
郢,2535,25579
酸,2536,25524
萃,2537,25499
鋪,2538,25444
岱,2539,25440
寰,2540,25360
壅,2541,25349
蹟,2542,25347
婢,2543,25333
硯,2544,25324
寐,2545,25309
畨,2546,25308
僻,2547,25281
暨,2548,25264
疋,2549,25248
疲,2550,25212
剉,2551,25197
濡,2552,25188
央,2553,25188
鷹,2554,25176
揆,2555,25173
茯,2556,25172
鬢,2557,25153
軫,2558,25147
濃,2559,25127
鉅,2560,25127
馭,2561,25117
療,2562,25081
葵,2563,25027
捧,2564,24974
轅,2565,24946
頴,2566,24897
亢,2567,24890
欠,2568,24889
臘,2569,24876
䧟,2570,24860
姪,2571,24845
祇,2572,24802
檜,2573,24760
柯,2574,24755
奢,2575,24742
鋭,2576,24732
㫁,2577,24711
填,2578,24706
芍,2579,24690
皓,2580,24686
漿,2581,24647
羡,2582,24599
琳,2583,24594
痰,2584,24557
頼,2585,24517
演,2586,24515
控,2587,24469
禀,2588,24437
恢,2589,24402
胎,2590,24401
灘,2591,24396
涵,2592,24315
陌,2593,24307
楷,2594,24298
戀,2595,24283
佑,2596,24281
冉,2597,24265
乂,2598,24238
核,2599,24229
勑,2600,24185
苖,2601,24179
鬬,2602,24154
璋,2603,24131
灣,2604,24126
港,2605,24124
遙,2606,24111
喧,2607,24101
喀,2608,24088
廊,2609,24061
羙,2610,24011
繆,2611,24007
遏,2612,24005
輅,2613,23999
剪,2614,23944
䕫,2615,23917
秒,2616,23850
鵠,2617,23831
鑲,2618,23807
羮,2619,23770
庠,2620,23730
琅,2621,23726
恪,2622,23694
墻,2623,23675
桀,2624,23630
繹,2625,23624
藴,2626,23601
件,2627,23593
竿,2628,23580
渙,2629,23572
漲,2630,23571
籬,2631,23550
鶯,2632,23545
儼,2633,23512
狩,2634,23491
縷,2635,23476
弩,2636,23472
替,2637,23470
淪,2638,23420
掾,2639,23378
趾,2640,23371
譯,2641,23361
邸,2642,23351
詭,2643,23345
宥,2644,23332
賂,2645,23316
刋,2646,23297
粒,2647,23284
着,2648,23262
蔚,2649,23240
邈,2650,23235
諷,2651,23226
蔓,2652,23217
隘,2653,23195
灼,2654,23166
凍,2655,23164
麓,2656,23120
蛟,2657,23095
銓,2658,23088
芻,2659,23070
夭,2660,23058
架,2661,23053
穎,2662,23044
黔,2663,23041
煥,2664,23032
肌,2665,22960
屑,2666,22940
鷄,2667,22929
㨗,2668,22921
奥,2669,22913
狹,2670,22908
弛,2671,22899
簷,2672,22886
帆,2673,22878
搗,2674,22836
株,2675,22834
繪,2676,22831
濮,2677,22813
梗,2678,22759
攷,2679,22735
閻,2680,22721
剥,2681,22716
遯,2682,22660
粥,2683,22659
謗,2684,22571
蠱,2685,22553
押,2686,22533
牟,2687,22529
懋,2688,22471
嚮,2689,22442
摘,2690,22418
閘,2691,22403
蘿,2692,22375
埃,2693,22364
輟,2694,22307
衷,2695,22273
翳,2696,22256
刼,2697,22238
䑕,2698,22204
詎,2699,22201
祔,2700,22190
蔵,2701,22184
瘦,2702,22174
滴,2703,22171
渴,2704,22160
抽,2705,22086
鞍,2706,22081
扎,2707,22051
炳,2708,21991
糴,2709,21979
忿,2710,21961
闊,2711,21925
酣,2712,21925
沸,2713,21875
緡,2714,21860
瀉,2715,21857
譚,2716,21851
斑,2717,21757
僭,2718,21719
嘔,2719,21713
弧,2720,21708
踏,2721,21697
構,2722,21678
冢,2723,21675
搜,2724,21663
煌,2725,21658
恱,2726,21655
驟,2727,21618
凰,2728,21612
殯,2729,21607
羸,2730,21584
別,2731,21565
隻,2732,21538
拳,2733,21520
沾,2734,21444
脅,2735,21393
讒,2736,21388
捷,2737,21386
嶠,2738,21359
沂,2739,21286
贖,2740,21284
霑,2741,21284
惻,2742,21254
姻,2743,21230
鬚,2744,21227
挂,2745,21214
牘,2746,21181
系,2747,21174
翊,2748,21157
踵,2749,21157
瀛,2750,21145
洩,2751,21144
奄,2752,21132
掛,2753,21132
蘓,2754,21127
彚,2755,21082
盆,2756,21059
遮,2757,21031
廓,2758,21025
偷,2759,21006
婆,2760,21003
鼠,2761,20970
裹,2762,20970
贍,2763,20956
粤,2764,20939
恬,2765,20918
隐,2766,20912
貼,2767,20908
頤,2768,20882
熹,2769,20874
潞,2770,20862
皎,2771,20841
歆,2772,20794
逋,2773,20786
鷗,2774,20779
疼,2775,20766
鬭,2776,20750
烝,2777,20709
頑,2778,20682
誇,2779,20681
竈,2780,20677
熒,2781,20669
㓂,2782,20662
愆,2783,20657
彬,2784,20645
繕,2785,20638
認,2786,20628
臭,2787,20627
悖,2788,20609
侮,2789,20590
鐸,2790,20587
轡,2791,20552
飬,2792,20505
徇,2793,20482
技,2794,20474
倘,2795,20441
昻,2796,20390
迄,2797,20370
濵,2798,20364
鷺,2799,20349
霖,2800,20335
蹕,2801,20332
挑,2802,20327
喉,2803,20324
牖,2804,20320
賚,2805,20281
跨,2806,20249
聳,2807,20218
湧,2808,20158
脊,2809,20151
郵,2810,20132
緝,2811,20132
喚,2812,20114
訊,2813,20105
奎,2814,20095
墟,2815,20073
透,2816,20066
辜,2817,20049
齎,2818,20040
綜,2819,20037
壩,2820,20012
灸,2821,19987
傲,2822,19987
屨,2823,19945
徊,2824,19937
臥,2825,19934
溉,2826,19932
渥,2827,19923
鞏,2828,19920
悶,2829,19916
葱,2830,19910
冝,2831,19897
抄,2832,19858
讐,2833,19853
羈,2834,19840
尖,2835,19796
怡,2836,19791
鬻,2837,19761
裝,2838,19740
兢,2839,19738
儻,2840,19731
罵,2841,19713
攘,2842,19704
廩,2843,19696
倪,2844,19691
吁,2845,19676
姊,2846,19659
夲,2847,19653
蝶,2848,19643
匱,2849,19631
胷,2850,19599
紗,2851,19589
敘,2852,19565
惕,2853,19556
伺,2854,19533
杳,2855,19531
慘,2856,19518
梨,2857,19491
歇,2858,19491
逵,2859,19488
械,2860,19465
蹄,2861,19425
堆,2862,19370
敞,2863,19364
庵,2864,19358
箴,2865,19326
笏,2866,19308
欒,2867,19294
酋,2868,19293
韜,2869,19279
刪,2870,19271
瓶,2871,19253
凱,2872,19210
蹤,2873,19192
炮,2874,19179
虢,2875,19153
蠡,2876,19151
腦,2877,19146
烹,2878,19119
闈,2879,19112
釁,2880,19112
蜂,2881,19102
籩,2882,19079
滌,2883,19079
搆,2884,19077
巍,2885,19044
忤,2886,19023
駒,2887,19015
隕,2888,19011
遞,2889,18996
縈,2890,18986
欄,2891,18980
檻,2892,18925
殁,2893,18923
彛,2894,18912
琦,2895,18902
噫,2896,18896
奬,2897,18887
怯,2898,18866
樸,2899,18861
組,2900,18831
堵,2901,18830
徼,2902,18827
鞠,2903,18826
汎,2904,18825
稿,2905,18825
㢘,2906,18817
榻,2907,18781
汙,2908,18774
俘,2909,18758
闌,2910,18739
它,2911,18733
郤,2912,18707
猪,2913,18681
劣,2914,18631
慚,2915,18616
臻,2916,18602
穢,2917,18591
閨,2918,18566
倣,2919,18559
嫡,2920,18547
叚,2921,18545
餅,2922,18520
貲,2923,18509
蟠,2924,18497
駟,2925,18491
瑪,2926,18490
矧,2927,18480
扉,2928,18455
闇,2929,18449
苞,2930,18419
鐡,2931,18407
償,2932,18397
佚,2933,18364
汚,2934,18358
栖,2935,18356
騐,2936,18351
剖,2937,18350
峙,2938,18346
壻,2939,18340
兊,2940,18312
迂,2941,18295
禧,2942,18289
窟,2943,18259
煉,2944,18258
蚤,2945,18251
頥,2946,18251
蔬,2947,18220
芬,2948,18200
蒿,2949,18183
頸,2950,18171
脹,2951,18119
讎,2952,18113
賄,2953,18105
撓,2954,18104
窗,2955,18100
驪,2956,18095
惇,2957,18088
耦,2958,18086
鵬,2959,18083
撃,2960,18080
遶,2961,18078
炭,2962,18077
梵,2963,18055
彪,2964,18050
瑕,2965,18048
鉞,2966,18046
腐,2967,18041
躁,2968,18027
軰,2969,18025
焙,2970,18006
轂,2971,17987
渇,2972,17985
䕃,2973,17972
喘,2974,17962
鳬,2975,17931
寘,2976,17916
鑾,2977,17907
殻,2978,17907
寔,2979,17893
浄,2980,17888
陀,2981,17841
豁,2982,17834
寮,2983,17833
稜,2984,17794
咏,2985,17776
祫,2986,17768
